SMILES	X0A	ATSC8p	F06[O-Cl]	nR_5_False_False_False_True	PEOE_VSA2	C-025	B06[N-F]	F06[N-F]	B06[N-Cl]	B06[N-Br]	B06[O-O]	F06[O-O]	B06[O-S]	B06[O-F]	B06[O-Cl]	observed	predicted
CCOC(=O)c1cccc(CN2CCOc3ccc(-c4ccc(OC(F)(F)F)cc4)cc3C2=O)c1	0.27	-0.74	-0.17	-0.39	-0.45	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)cc3Br)cccc2c1	0.46	1.25	-0.17	-0.39	-0.46	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C1c2cc(-c3ccc(C(F)(F)F)cc3)ccc2OC[C@H]2CN(Cc3ncccn3)CCN12	-0.86	-0.44	-0.17	-0.39	0.71	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
Cc1cc(-c2cc(OC(F)(F)F)ccc2Cl)cc(C)c1OCCCC(=O)O	2.45	0.13	-0.17	-0.39	-0.45	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F	3.06	0.57	-0.17	-0.39	-0.46	-0.97	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	1.0
COc1cc(C(F)F)ccc1-c1nc(C)nc2cc(S(=O)(=O)Nc3nccs3)ccc12	0.33	0.12	-0.17	-0.39	-0.46	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
FC(F)(F)Oc1ccc(-c2ccc3cnc(C(F)(F)F)n3c2)cc1	1.33	-0.83	-0.17	-0.39	-0.54	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC1(C(=O)O)CCC(C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)CC1	0.75	-0.82	-0.17	-0.39	1.72	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1c(N)nnc2cc(S(=O)(=O)Nc3ccon3)ccc12	-0.22	-0.49	-0.17	-0.39	-0.46	1.3	-0.62	-0.5	4.05	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1ccc(C(=O)NC(N)=NCCCOc2ccccc2)cc1	0.45	-0.14	-0.17	-0.39	1.98	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cn1cncc1[C@](O)(COc1ccc(C#N)cc1-c1ccc(OC(F)(F)F)cc1)c1ccc(C#N)cc1	0.62	-0.37	-0.17	-0.39	-1.58	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CCNC1=N[C@@H]2[C@@H](OC)[C@H](O)[C@@H](CO)O[C@@H]2S1	1.3	-0.19	-0.17	1.63	-0.4	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(CC1CC1)c1nnc(-c2cc(F)c(-c3cnc(Oc4ccc(F)cc4F)c(Cl)c3)cc2F)[nH]1	0.08	0.45	-0.17	-0.39	-1.58	0.17	1.61	1.23	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	1.0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1cccc2scnc12	-1.74	0.57	-0.17	-0.39	-0.46	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1cnc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)o1	0.01	-0.74	-0.17	-0.39	-1.58	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2	-1.38	-2.06	-0.17	-0.39	-1.58	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
C[C@H](NC(=O)c1cc(C(F)(F)F)nn1C)c1nc(-c2ccnc(C(F)(F)F)c2)no1	2.09	0.02	-0.17	-0.39	1.83	-0.97	1.61	7.27	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2cc(C(F)(F)F)ccc2-n2cccc23)cc1	-0.44	0.21	-0.17	-0.39	-0.45	0.17	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1cc(S(=O)(=O)Nc2ccncn2)c(F)cc1O[C@H]1CCC[C@@H]1c1ccnn1C	-0.01	0.29	-0.17	-0.39	0.64	-0.97	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	0.0	0.0
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C	0.74	0.81	-0.17	-0.39	1.84	-0.4	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	0.0	0.0
N[C@@H](Cn1c(=O)cnc2ccc(F)cc21)C1CCC(NCc2ncc3c(n2)NC(=O)CO3)CC1	-0.94	-0.94	-0.17	-0.39	0.68	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1CC1CC1	-0.38	-1.3	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC(C)(C)OC(=O)N1CC=C(c2cc(C(F)(F)F)ccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ccncn2)C3)CC1	0.69	2.02	-0.17	-0.39	-0.46	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CN1CCN(c2cc(C(F)(F)F)ccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ncc(F)s2)C3)CC1	0.16	0.35	-0.17	-0.39	-1.58	1.3	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
Fc1ccc(C(CCCNCCCc2ccccc2)c2ccc(F)cc2)cc1	-0.65	0.11	-0.17	-0.39	-1.58	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(-c2cc(F)cc(Cl)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21	0.07	0.4	-0.17	-0.39	1.74	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
O=S(=O)(Nc1ncns1)N1CCc2c(cccc2-c2cccc3c2CCNC3)C1	-1.68	1.02	-0.17	-0.39	-1.58	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C(NCc1ccc(OC(F)(F)F)c(Cl)c1)c1ccc(S(=O)(=O)Nc2ncns2)c(F)c1	1.61	0.8	-0.17	-0.39	0.67	-0.4	1.61	0.36	-0.25	-0.03	-0.49	-0.44	6.57	-0.41	-0.19	1.0	0.0
O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCN(CC(F)(F)F)CC1	0.69	-1.08	-0.17	-0.39	0.71	-0.4	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC[C@H](F)C1	-0.0	-1.08	-0.17	1.63	-0.45	-0.4	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
COc1cc(Cl)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12	-0.37	0.29	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cc1noc(Cn2nc3ccc(-c4ccc(Oc5ccc(Cl)cc5)cc4)cn3c2=O)n1	-1.36	0.3	-0.17	-0.39	-1.58	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(Nc1ccncn1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F	-0.25	-1.01	-0.17	3.64	0.69	-1.54	1.61	0.36	4.05	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1CC1	-0.11	0.12	-0.17	-0.39	1.72	0.17	1.61	1.23	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cn1	-0.49	-0.02	4.32	-0.39	0.63	-0.97	-0.62	-0.5	4.05	-0.03	-0.49	-0.44	-0.15	-0.41	5.33	0.0	0.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1ncc(O)c2cc(S(=O)(=O)Nc3ccon3)ccc12	-0.22	-0.3	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	1.0	0.0
O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@@H]2CCCC[C@H]2c2ccc(Cl)cc2)cc1F	-0.02	-0.86	-0.17	-0.39	-0.46	-0.97	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	0.0	1.0
COc1ccccc1OCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1	-0.85	0.14	-0.17	1.63	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	0.0	0.0
O=C(N[C@@H]1C[C@H]1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1	-2.17	-0.32	-0.17	-0.39	-0.4	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC(C)COc1ncc(-c2ccc(C(=O)NS(C)(=O)=O)cc2F)cc1Cl	2.55	1.44	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCNC(C(F)(F)F)C1	0.72	-1.25	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
CC(C)(CN1C(=O)c2ccccc2C1C(=O)NCc1ccc(OC(F)(F)F)cc1)c1ccccn1	0.67	-0.27	-0.17	1.63	1.86	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
N#Cc1ccc(Oc2ccc3c(ccc(=O)n3CCN3CCCCC3)c2)cc1	-1.26	-1.15	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C(Cn1ccccc1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1	-0.81	0.05	-0.17	1.63	0.68	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C(NC1CCC1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1	-0.37	-0.76	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2ccc3c(c2)OCO3)cc1F	-0.86	0.68	-0.17	1.63	-0.46	-0.97	1.61	1.23	-0.25	-0.03	2.06	5.51	-0.15	2.46	-0.19	0.0	0.0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(Cl)cc3C3=CCNCC3)cccc2c1	-1.21	0.22	-0.17	-0.39	-0.46	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	1.0
Nc1cncc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1	-0.77	0.17	-0.17	-0.39	-0.4	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(F)cc(-c2ccc(-c3nccc4cc(S(=O)(=O)Nc5ccncn5)ccc34)c(OC)c2)c1	-0.5	0.28	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)cn1	-0.03	0.58	-0.17	-0.39	-0.45	0.73	1.61	2.09	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1ccccn1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1C1=CCNCC1	-0.42	0.94	-0.17	-0.39	-0.46	-0.4	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ccn(C(F)F)n1	0.31	-0.89	-0.17	-0.39	-0.45	0.17	1.61	1.23	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC(C)COc1ncc(-c2ccc(C(=O)NS(C)(=O)=O)cc2C#N)cc1Cl	2.45	1.15	-0.17	-0.39	-0.45	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1	1.84	-0.36	4.32	-0.39	-0.45	0.17	1.61	1.23	-0.25	-0.03	-0.49	-0.44	6.57	2.46	5.33	0.0	0.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3nncs3)ccc21	-0.22	-0.34	4.32	-0.39	1.74	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	5.33	0.0	0.0
COc1cc(C(F)F)c(F)cc1-c1ncnc2cc(S(=O)(=O)Nc3cscn3)ccc12	0.33	-0.78	-0.17	-0.39	-0.46	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(C(F)(F)F)ccc1-c1ccnc2cc(S(=O)(=O)Nc3nccs3)c(F)cc12	0.75	0.15	-0.17	-0.39	0.71	0.73	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(Cl)cc1-c1cn[nH]c1	-0.36	-0.24	-0.17	-0.39	0.74	0.17	-0.62	-0.5	4.05	-0.03	2.06	2.54	-0.15	-0.41	-0.19	0.0	0.0
COc1ccccc1SC[C@H](C)CN[C@H]1COc2ccccc2SC1	-0.71	-0.27	-0.17	-0.39	-1.58	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1nn(C)c(=O)c2cc(S(=O)(=O)Nc3ccon3)ccc12	0.07	-0.86	-0.17	-0.39	0.67	1.3	-0.62	-0.5	4.05	-0.03	2.06	2.54	-0.15	-0.41	-0.19	1.0	0.0
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C[C@@H]1CCCO1	-0.01	0.36	-0.17	3.64	0.68	0.17	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(F)cc3Cl)cccc2c1	-0.38	1.22	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1nccc2cc(S(=O)(=O)Nc3nncs3)ccc12	-0.52	-0.16	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	1.0
CC(C)(N)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1	2.48	-0.65	-0.17	-0.39	-1.58	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C1CC2(CCN(C(=O)NC3CCc4ccccc4C3)CC2)Oc2ccccc21	-1.68	0.97	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	0.42	-2.29	-0.17	-0.39	1.86	-0.4	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	0.0
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1	-1.13	-0.37	-0.17	-0.39	-1.58	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
NC1CCC(CCNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)(c2ccccc2)CC1	0.08	0.3	-0.17	-0.39	-0.46	-0.97	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	1.0
COc1ccc2c(c1)NC1(CCCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)c1cccn1-2	-0.53	-1.01	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1nncs1)c1cc(Cl)c(Oc2ccc(C(F)(F)F)cc2-c2ccnnc2)cc1F	0.69	-0.23	-0.17	-0.39	-0.46	0.17	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	0.0	0.0
COc1cc(-c2cccc(F)c2)ccc1-c1ncnc2cc(S(=O)(=O)Nc3ccncn3)ccc12	-0.82	0.44	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O	1.3	-2.54	-0.17	-0.39	1.84	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	0.0	0.0
Cn1cc(-c2cc(C(F)(F)F)ccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ncns2)C3)cn1	-0.12	-0.85	-0.17	-0.39	-0.47	2.44	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1cccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)n1	-2.04	0.62	-0.17	-0.39	0.75	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cnc(N)nc3)ccc12	-0.22	-0.93	-0.17	-0.39	-0.45	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	1.0
Nc1[nH]ncc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl	1.01	0.28	-0.17	-0.39	0.74	0.17	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	0.0	0.0
CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)c(F)cc23)cn1	1.68	-0.49	-0.17	-0.39	-0.45	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
Cc1cccc(C)c1-c1noc(C)c1NC(=O)NCc1c(F)cccc1Cl	0.91	2.84	4.32	-0.39	-1.58	0.73	1.61	0.36	4.05	-0.03	-0.49	-0.44	-0.15	2.46	5.33	0.0	0.0
O=S(=O)(Nc1ncco1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1Cl	0.46	0.46	4.32	-0.39	-1.58	-0.97	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	5.33	1.0	1.0
COc1ccc(-c2cn(C)c3cc(S(=O)(=O)Nc4ncns4)ccc23)c(OC)c1	-0.0	0.52	-0.17	-0.39	-0.46	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Nc1nc2c(s1)CC(CNC(=O)c1cc(Br)c(Br)[nH]1)CC2	0.21	1.08	-0.17	-0.39	-0.45	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	1.0
CC(C)(Cc1ccccn1)N1C(=O)c2ccccc2C1C(=O)NCc1ccc(OC(F)(F)F)cc1	0.67	2.94	-0.17	1.63	1.86	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl	1.01	0.28	-0.17	-0.39	0.74	0.17	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	0.0	0.0
O=C(O)CCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1	0.23	0.85	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccncc3)no2)CC1	-2.17	-0.56	-0.17	-0.39	-0.4	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C(CN1CCN(c2cccc3c2cnn3-c2ccccc2F)C1=O)N1CCCC1	-1.39	0.62	-0.17	3.64	0.71	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1C1=CCNCC1	-0.42	1.56	-0.17	-0.39	-0.46	-0.4	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C(Nc1cccc(C(F)(F)F)c1-c1cccnn1)c1cccc(-c2ncccc2C(F)(F)F)c1	0.67	0.44	-0.17	-0.39	0.73	1.3	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCCCO2)cc1F	0.26	-0.19	-0.17	-0.39	-0.46	-1.54	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1ccc(C(=O)N2CCC3(CC2)Nc2cc(OC)ccc2-n2cccc23)cc1	-1.28	0.32	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1CC(F)F	1.03	-1.36	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	0.0
CS(=O)(=O)NC(=O)c1cc(F)c(-c2ccc(Cl)c(Cl)c2)cc1F	2.91	0.7	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
CC(C)COc1ncc(-c2ccc(C(=O)NS(C)(=O)=O)cc2OC(F)(F)F)cc1Cl	3.0	-0.31	4.32	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	6.57	-0.41	5.33	1.0	0.0
O=C1CC2(CCN(C(=O)NC3CCc4ccccc4CC3)CC2)Oc2ccccc21	-1.63	1.22	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
CNC(=O)N(c1ccc(S(=O)(=O)Nc2ncccn2)cn1)c1cc(F)c(-c2ccc(F)c(OC(F)(F)F)c2)cc1OC	1.28	0.07	-0.17	-0.39	-1.58	-0.4	1.61	1.23	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
CNc1noc2ccc(-c3cc(Cl)ccc3Oc3cc(F)c(S(=O)(=O)Nc4ncns4)cc3F)cc12	-0.22	-0.53	-0.17	-0.39	-0.46	0.17	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	1.0	1.0
N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21	0.44	0.56	-0.17	-0.39	-0.46	-0.4	1.61	4.68	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1onc(-c2c(F)cccc2Cl)c1NC(=O)OCc1c(F)cccc1Cl	0.91	1.42	4.32	-0.39	-0.32	-0.4	1.61	0.36	4.05	-0.03	-0.49	-0.44	-0.15	2.46	5.33	0.0	0.0
CCOc1ccc(-c2ccc3c(c2)C(=O)N(Cc2ncccn2)CCO3)cc1	-1.26	-0.68	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1ccc2c(c1)NC1(CCN(Cc3ccccc3)CC1)c1cccn1-2	-2.19	-0.29	-0.17	-0.39	-0.42	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2	0.41	-1.03	-0.17	1.63	-0.42	-0.4	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C1c2cc(CCc3ccc(C(F)(F)F)cc3)ccc2OCCN1Cc1ccccn1	-0.36	0.66	-0.17	-0.39	0.73	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
