SMILES	AATS7se	AATSC2dv	GATS2se	BELpe-1	HATS0u	HATS5v	HATS0s	R1m+	F02[N-O]	F03[C-N]	B03[O-O]	F04[N-N]	B07[N-F]	EState_VSA8	SaasC
CC1(C)CC(O)[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)[C@](C)(CO)C5CC[C@]43C)C2C1	7.638129295292437	-0.01082066679176819	0.955395952865828	2.26	0.085	0.051	0.697	0.038	0	0	1	0	0	47.61844330497762	0.0
CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	7.7475768078817735	0.1893752338196785	1.061219700910246	2.24	0.153	0.085	0.561	0.112	2	15	1	0	0	49.24662987309668	5.482030305925932
CC[C@H](OC(C)=O)C(C[C@H](C)NC)(c1ccccc1)c1ccccc1	7.244677451612902	0.2839647589552132	0.8144199521807275	2.23	0.22	0.119	0.523	0.058	0	1	0	0	0	67.69519955108046	2.354444444444445
CNC(=O)Oc1cccc2c1OC(C)(C)C2	7.568163583333333	0.9833135127099747	0.6869198649343665	2.24	0.373	0.12	0.721	0.076	2	1	1	0	0	5.316788604006331	2.226785241874528
Cc1c2ccccc2c(C)c2c1ccc1ccccc12	7.0037048533333355	0.44837261503928183	0.7755681818181819	2.17	0.459	0.151	0.575	0.05	0	0	0	0	0	74.51114508399735	2.7684750566893426
COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1	7.755931311627907	0.3697478991596639	0.7018384607150077	2.24	0.201	0.086	2.646	0.148	0	7	0	0	0	22.349432471780027	1.4935858242859237
CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC7OC(C)C(O)C(O)C7O)CC[C@@]6(C)C5CC[C@]43C)N2C1	7.6275437031539886	0.07303752920416795	0.9810757326499365	2.27	0.095	0.046	0.553	0.04	0	5	1	0	0	38.67087863644686	0.0
CC1CCC2C1C1C(CC[C@]2(C)O)C1(C)C	6.964070399999999	-0.06753762110904975	0.675491419533839	2.32	0.263	0.158	0.559	0.041	0	0	0	0	0	27.694948798762496	0.0
CC1(C)CC[C@@]2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)C[C@@]3(C)C(=CCC4[C@]3(C)CCC3C(C)(C)C(OC5OCC(O)C(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C5O)CC[C@@]34C)C2C1	7.764069044854881	0.030091297518845816	0.9405389499007651	2.26	0.077	0.053	0.623	0.045	0	0	1	0	0	54.54218050466824	0.0
CC(C)=CC1C[C@](C)(O)C2C3CCC4[C@]5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CC[C@]4(C)[C@]34CO[C@]2(C4)O1	7.717204249201277	0.10576513199136323	0.9888238808879094	2.28	0.087	0.052	0.526	0.038	0	0	1	0	0	47.61844330497762	0.0
c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34	7.1222135	0.20621729763003993	0.813657407407407	2.16	0.347	0.166	0.573	0.071	0	0	0	0	0	84.92913895846256	0.0
O=C(O)CCC/C=C\CC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1	7.392774535433071	0.3503010626576697	0.37756187954528325	2.24	0.214	0.088	1.654	0.138	2	6	0	0	0	10.798114971285969	0.3247557483437582
COc1ccc(C(=O)C(C)N2CCCC2)cc1	7.301470545454545	0.08582089552238806	1.128894025638459	2.24	0.323	0.123	1.017	0.078	0	1	0	0	0	4.899909730850478	1.5560884878642822
O=C(c1cccs1)c1ccc(OCCCO)c(Cl)c1Cl	8.034806085106384	0.15285458104709626	0.9620926011038332	2.24	0.422	0.198	3.752	0.208	0	0	0	0	0	0.0	1.7749670162422706
COc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1	8.39047625	-0.19171888454957745	0.7277110442668212	2.23	0.354	0.259	3.245	0.231	0	0	1	0	0	0.0	1.5310530231886672
O=c1[nH]c(=O)n(C2CCCO2)cc1F	8.489155499999999	0.6705939244735567	0.7124570137629669	2.3	0.517	0.215	8.104	0.191	4	5	0	0	0	0.0	-0.9721296296296293
CC1=C2C(=O)C(C(C)C)CC[C@@]2(C)C(O)CC1	7.105166315789472	0.4217727543129089	0.6067156725996575	2.25	0.264	0.139	0.656	0.052	0	0	0	0	0	27.694948798762496	0.0
CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	7.410014188679245	1.2056606359649122	0.3840592651258758	2.24	0.357	0.217	2.457	0.105	4	7	0	0	0	5.316788604006331	0.6058796296296298
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	7.337442606741573	1.1660714285714286	0.5458743033716993	2.24	0.297	0.071	3.279	0.124	0	1	0	0	0	5.316788604006331	0.7517963041698164
CCO[C@@H]1O[C@H]2O[C@@]3(C)CCC[C@@H]4[C@@H](C)CC[C@H]([C@@H]1C)[C@@]24OO3	7.258963922077921	0.9084453573690133	0.9257429524190989	2.31	0.218	0.12	0.359	0.053	0	0	1	0	0	13.847474399381248	0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@H]4[C@H]3C(=C)C[C@@]21CC	7.039707503267975	0.2433138015195689	0.7022092964430484	2.22	0.217	0.168	0.553	0.053	0	0	0	0	0	25.499127308978647	0.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	7.16675617977528	0.03937519236688198	1.588277659084138	2.22	0.208	0.073	0.356	0.052	0	0	0	0	0	110.84812985435806	4.640996003722376
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1	8.009794341463415	-0.09660238751147837	0.9682046545944825	2.21	0.414	0.134	1.664	0.077	0	0	0	0	0	0.0	1.177058771855851
COc1ccc2cc(CCC(C)=O)ccc2c1	7.26269016	-0.29479750482885286	0.9890635364770496	2.2	0.357	0.111	1.435	0.108	0	0	0	0	0	18.19910120538483	2.0757896352985643
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O	7.164887166666667	-0.20856584821428573	0.41122300193314126	2.28	0.191	0.064	0.739	0.081	0	0	0	0	0	67.68393826802944	0.0
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	7.140275911111111	-0.11192983795753418	1.8597346706220863	2.2	0.249	0.082	0.398	0.06	0	3	0	0	0	93.100251536376	1.3701626931636854
CCCCCCCC(=O)OCCCC1C(=C(C)C)CCC2[C@@]1(C)CC[C@@]1(C)C(C(C)CCC=C(C)C)CC[C@]21C	7.113205373831773	0.08337187211998817	0.6972616529035831	2.26	0.106	0.064	0.162	0.025	0	0	0	0	0	68.38965490404948	0.0
CN(C)P(=O)(N(C)C)N(C)C		1.1260879214062862	1.0876735197115757	2.12	0.358	0.205	0.951	0.052	3	12	0	0	0	0.0	0.0
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O	7.346749485714286	0.06387858173572446	0.4762736319177119	2.23	0.276	0.147	2.786	0.134	0	0	0	0	0	12.990104268152233	3.1652939316158575
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	7.548341274336283	0.12745500520600933	1.0146309748830604	2.23	0.277	0.116	3.17	0.157	0	3	0	0	0	10.96913104364275	3.4879575365244575
CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12	7.389557669421487	0.20575631858692603	0.7972154849868008	2.22	0.238	0.086	1.397	0.185	0	4	0	0	0	35.26113794301117	2.802621568880588
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	7.588947531531532	0.002315410342166236	1.013357252888477	2.24	0.245	0.06	0.53	0.06	0	2	1	0	0	12.240525803696954	2.2582610572620228
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1	7.804960028169014	0.3014328908624546	1.1205694759222034	2.24	0.288	0.125	1.278	0.124	0	9	0	0	0	14.951935562841626	4.537283729553718
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	7.3932012333333335	-0.2888689762928275	1.2277780300168457	2.23	0.243	0.109	1.054	0.144	0	6	0	1	0	51.09793160332109	5.878140074899429
O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1	8.657649473684211	0.7161027997642733	0.6054338490037251	2.13	0.381	0.109	4.755	0.231	4	5	1	0	0	4.5237471617118175	0.0
COC[C@]1(O)C2C[C@@]3(C(C)CC[C@]3(O)[C@@]13COC3=O)C(O)C(=O)O2	8.057363595505619	0.4519366126372523	0.8179314017548751	2.29	0.235	0.251	2.534	0.108	0	0	1	0	0	0.0	0.0
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1	7.486480355555556	-0.1694333443141073	0.8988760020449355	2.24	0.323	0.142	0.941	0.143	0	4	0	0	0	16.346339569778003	4.120317486562527
O=C(O)c1cc(O)ccc1O	6.718464	-0.04094579008073832	0.5716848630636733	2.24	0.958	0.184	5.151	0.123	0	0	0	0	0	0.0	-0.832870370370369
ClCCl		0.05341563786008224	1.2290944975294016	2.51	2.24	0.0	21.113	0.132	0	0	0	0	0	0.0	0.0
CC(C)C1=C2C3CC=C4C(O)[C@@]5(O)COC6OC(C4[C@@]6(O)C5O)[C@@]3(C)CC[C@]2(C)CC1	7.356203732394367	0.4898981460854929	0.8529896103072652	2.26	0.167	0.121	0.784	0.043	0	0	1	0	0	27.694948798762496	0.0
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	7.212348031250001	-0.022259279383935134	0.47450454384066354	2.26	0.214	0.148	1.324	0.102	0	0	0	0	0	13.847474399381248	0.0
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1	7.811012631578947	0.9857345723113644	0.6402616489125623	2.22	0.312	0.112	0.722	0.118	2	8	0	1	0	0.0	0.25926146384479853
CC1(C)OC2CC(=O)OC[C@@]23C1CC(=O)[C@]1(C)C3CC[C@]2(C)C(c3ccoc3)OC(=O)C3O[C@@]321	7.72434348076923	0.2854770187043796	0.787424645838362	2.28	0.178	0.183	1.675	0.089	0	0	1	0	0	6.923737199690624	0.778082597734023
CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	8.058246032085561	0.8401484123838467	0.5521929231957958	2.23	0.209	0.111	4.529	0.117	2	3	0	1	0	15.181342137549283	-3.00158761232996
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C	7.498732718644067	0.10734456358190815	0.676681593198726	2.24	0.156	0.033	0.477	0.056	2	7	0	1	0	15.533486938863138	1.9944462234592246
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C	7.289932584269662	0.1630535333628285	0.5801103741125613	2.22	0.245	0.158	0.939	0.069	0	0	0	0	0	18.910538587007878	3.11363896959789
O=C(O)C(Cc1ccccc1)NC(=O)C1CCCN1	7.854269863013697	0.006813994308951851	0.5010495733145816	2.24	0.321	0.108	2.526	0.095	1	2	0	0	0	10.633577208012662	0.8977602985638701
CN1CCN2c3ccccc3Cc3ccccc3C2C1	7.0706289230769235	-0.20647435897435892	1.8814125816146752	2.23	0.311	0.146	0.464	0.056	0	6	0	0	0	65.37842799207102	5.8951880196523065
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21	8.39258551388889	0.34495265584514545	0.4956863471219977	2.23	0.336	0.256	5.584	0.207	0	7	0	0	0	4.992404732635669	0.472717584719075
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	7.360808727272727	-0.4234909090909092	1.0515652820875199	2.36	0.436	0.161	3.068	0.099	0	1	1	0	0	0.0	0.0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	7.754293526315791	1.232300327538423	0.8385657309749186	2.08	0.452	0.315	3.108	0.511	1	1	0	0	0	4.9839785209472085	0.5510026664987004
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O	8.920940679245282	2.12780975877193	0.36693120316473904	2.24	0.387	0.205	11.106	0.163	3	8	0	0	1	5.316788604006331	-3.061231103552532
O=C(O)C(O)Cc1ccccc1	8.0929035	-0.37142857142857144	0.5500072539569101	2.24	0.514	0.139	3.075	0.117	0	0	1	0	0	0.0	0.8262962962962965
CC1=C(C(C)CO)C[C@@]2(O)[C@]3(C)CC(=O)O[C@]4(C(O)C(C)CC[C@@]34O)[C@@]12O	7.406843051546391	1.0143160420168735	0.6855543100071667	2.27	0.192	0.18	1.279	0.077	0	0	1	0	0	0.0	0.0
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F	9.403543948717948	0.9522853223593963	0.505669157942926	2.24	0.418	0.365	14.025	0.208	0	8	0	1	1	5.098681808301038	-5.999043682287729
CC(C)/N=C(N)/N=C(\N)Nc1ccc(Cl)c(Cl)c1	7.92329106122449	0.49102592320939314	0.4808841183921204	2.24	0.372	0.1	1.507	0.202	0	10	0	4	0	15.30159806927767	1.5693463776950443
CCCCCCCC(=O)OCCC(C)C	7.480083636363635	0.15458373775008613	0.7011510202967772	2.36	0.273	0.062	0.487	0.045	0	0	0	0	0	20.771211599071872	0.0
CC(C)C1=CC2=C(CC[C@H]2C)[C@@H](C)CC1	6.911468307692308	0.1706114398422089	1.0291666666666663	2.25	0.29	0.118	0.366	0.039	0	0	0	0	0	33.770968905596376	0.0
O=C(O)CC/C(=N\O)C(=O)O	9.471168000000002	0.6044444444444445	0.4785890767345294	2.35	0.623	0.195	10.593	0.173	0	1	0	0	0	5.15571272675054	0.0
O=P1(N(CCCl)CCCl)NCCCO1	7.364916476190477	1.1519000281584506	0.8537692248869961	2.13	0.406	0.274	3.482	0.253	4	5	0	0	0	5.0872950630771525	0.0
CC(=O)CC(c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O	7.899506041666666	0.276268115942029	0.5729755552172574	2.22	0.307	0.136	2.375	0.097	0	0	0	0	0	0.0	0.17302290669354248
Cc1cc(OCC(F)(F)F)c(C)c(C[S@](=O)c2nc3ccccc3[nH]2)n1	8.263709104166665	0.7819501133786846	0.5426579795862712	2.24	0.296	0.108	5.211	0.153	0	8	0	0	1	14.951935562841626	1.7294005364491483
CNCCOC(c1ccccc1)c1ccccc1	7.170536898876404	-0.24306062819576355	1.7032230438432412	2.24	0.326	0.085	0.565	0.07	0	0	0	0	0	29.58225687785277	2.3885241874527594
Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCC[C@]341	7.576447333333333	0.19949055084190212	0.8478847508698151	2.23	0.316	0.213	1.328	0.092	0	3	1	0	0	11.392808710840212	3.2369978269085418
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	8.169686933333335	2.582222222222222	0.3696925751657633	2.24	0.392	0.185	9.563	0.154	1	7	0	0	0	5.316788604006331	-2.5641416288737715
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	7.337290169811319	0.03947307683933194	1.2381453647436143	2.24	0.271	0.111	0.632	0.145	0	8	0	1	0	60.29336583782499	6.24939646846393
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	7.165401507692307	0.10000000000000014	1.8012891528519344	2.24	0.244	0.126	0.41	0.064	0	10	0	1	0	79.34983717443886	5.710757747543463
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1	7.576695228070175	0.5538461538461539	0.9974173287514009	2.21	0.35	0.111	0.856	0.051	0	0	0	0	0	0.0	2.1290703735197787
CC(C)/N=C(N)/N=C(\N)NOCCCOc1ccc(OC(F)(F)F)cc1Cl	8.264107925	1.7595057441700965	0.5038176419252621	2.25	0.249	0.115	2.831	0.124	0	7	0	4	0	20.20176901719259	-0.2153627027310625
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	7.2953836962025305	0.02452389507725497	0.6030606502979363	2.23	0.254	0.155	0.98	0.085	0	0	0	0	0	12.990104268152233	3.2315043015663063
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl	7.569710493506493	0.4440006800089106	0.6948380309468594	2.24	0.339	0.126	1.45	0.186	1	7	0	0	0	17.982509000787903	4.722262534643487
O=P1(NCCCl)OCCCN1CCCl	7.486294266666667	1.1519000281584508	0.8537692248869964	2.13	0.382	0.246	3.445	0.224	4	5	0	0	0	5.0872950630771525	0.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	7.34787632142857	0.12624882218345515	1.1695657922881997	2.24	0.294	0.109	0.8	0.188	0	14	0	1	0	40.363381253769305	4.82149554883682
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	7.7475768078817735	0.1893752338196785	1.061219700910246	2.24	0.15	0.086	0.553	0.088	2	15	1	0	0	49.24662987309668	5.482030305925932
CC(CN1c2ccccc2Sc2cccnc21)N(C)C	7.315652673684212	0.1970092157885586	1.5004909823676629	2.24	0.306	0.128	0.519	0.074	0	8	0	0	0	66.13471449000122	4.873529856387
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N@@+]2(C)CCCOC(=O)CCC(=O)OCCC[N@@+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC	7.481098636771299	0.274747863914791	1.3611329430911165	2.23	0.092	0.057	0.251	0.045	0	8	1	0	0	14.09534396535438	12.982467326462952
O=C(O)CCC/C=C\C[C@@H]1[C@H]2CC[C@H](C2)[C@H]1NS(=O)(=O)c1ccccc1	7.392774535433071	0.3503010626576697	0.37756187954528325	2.24	0.221	0.085	1.462	0.124	2	6	0	0	0	10.798114971285969	0.3247557483437582
COP(=S)(OC)SCn1nnc2ccccc2c1=O	7.931122432432432	0.3606427519280353	1.054203048811354	2.07	0.395	0.118	1.375	0.344	1	8	0	0	0	10.312066903955905	0.0
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	7.282277466666667	0.36858746131764086	0.7724569499548368	2.24	0.231	0.091	0.432	0.047	1	7	0	0	0	43.120644070851895	3.265787273242631
O=Cc1cc2c(cc1O)[nH]c1ccccc12	7.9657274782608685	-0.295813953488372	0.65687716249798	2.21	1.153	0.146	3.34	0.141	0	4	0	0	0	4.9839785209472085	0.3252862811791386
CSc1nc(-c2ccnc(NC(C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1	7.537538964912281	0.39790140485312875	0.6704760244905974	2.24	0.263	0.095	1.708	0.142	0	14	0	0	1	34.341216982514595	6.028192451342879
N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O	7.7457482448979595	1.1380612244897959	0.31524504713512663	2.31	0.328	0.127	2.367	0.208	4	8	0	3	0	9.976383253582878	1.3149731832905087
CC(C)CCC[C@@H](C)C1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O	7.206814961937716	0.030303030303030304	0.7244355631835417	2.29	0.139	0.093	0.386	0.032	0	0	0	0	0	34.61868599845312	0.0
CCOc1ccc2ccc(=O)oc2c1	7.855386000000001	0.7066395663956642	0.8865433982316312	2.22	0.645	0.104	3.414	0.166	0	0	0	0	0	0.0	0.716990740740741
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=O	7.0159781981982	-0.24035144094745506	0.8054808635390107	2.35	0.132	0.046	0.519	0.074	0	0	0	0	0	6.923737199690624	0.0
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC	8.05455090410959	0.362965453620602	1.1845699075339728	2.22	0.396	0.099	1.207	0.079	0	0	1	0	0	0.0	0.8567961509289996
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1	7.473396533333334	-0.15733088460361214	1.4591108859339736	2.24	0.315	0.06	0.48	0.078	0	9	0	0	0	45.536900356534346	3.998673264632861
C=C1C[C@@]23CCC4[C@](C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC[C@]4(C)C2CC[C@]1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3	7.972320931407941	-0.08296113127626355	0.9762766057371136	2.29	0.091	0.049	0.742	0.045	0	0	1	0	0	13.502672883289122	0.0
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1	7.301647152173913	-0.3500206740109539	1.4556946280446004	2.24	0.321	0.068	0.955	0.2	0	2	0	0	0	9.883888251797686	2.6965250745359883
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC	7.651794180094788	1.0542132680283098	0.6835287331297042	2.21	0.146	0.085	1.203	0.094	3	13	1	1	0	11.823646930541102	4.279114129319819
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	7.351334150197629	-0.059438396743657244	0.5455898985210764	2.29	0.169	0.114	1.134	0.068	0	0	0	0	0	20.771211599071872	0.0
C[C@@]12C(=O)C=CC=C1C(O)CC1C2CC[C@@]2(O)C(=O)O[C@@]3(C)C4C[C@]5(C)C(CO[C@@]16O[C@]23C5C6=O)C(=O)O4	7.743703678832116	0.7748442906574394	0.7000618654454555	2.25	0.166	0.174	1.462	0.069	0	0	1	0	0	0.0	0.0
CC1OC(OC(C(O)C=O)C(O)C(O)CO)C(O)C(O)C1O	8.24422	-0.5299851663488029	1.0937256373800128	2.36	0.262	0.105	2.483	0.091	0	0	1	0	0	0.0	0.0
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1	7.45734725	-0.6007346189164371	0.8443977630794561	2.23	0.369	0.158	4.189	0.18	0	11	0	0	0	22.221102954832794	3.213197029041186
Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O	7.567834153846154	0.11223350820404043	0.525737729440886	2.17	0.827	0.134	1.419	0.066	0	0	1	0	0	42.46456947923127	-0.13581223230032746
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl	9.294354058823531	-0.5706050403020103	0.7250903856908889	2.22	0.595	0.576	6.854	0.29	0	0	0	0	0	0.0	3.692829288093842
COc1ccc2c(c1)Oc1cc(O)ccc1[C@@]21OC(=O)c2ccccc21	7.822315460674158	0.4486301369863014	0.9043738831105387	2.23	0.338	0.166	3.474	0.154	0	0	0	0	0	0.0	4.326927700092384
C=C(C)C1OC2CC[C@@]3(C)[C@@](O)(CCC4Cc5c([nH]c6cc7c(cc56)CC5C7=CC(C)(C)OC5(C)C)[C@@]43C)C2=CC1O	7.3079017449664425	0.5014113299311986	0.9533312090606548	2.22	0.133	0.092	0.307	0.038	0	6	1	0	0	71.31409164644654	5.573793578630566
CCC(=O)CCC(C)(C)O	7.1667072	-0.3435811679958837	0.6271518041348147	2.34	0.439	0.08	2.046	0.058	0	0	0	0	0	0.0	0.0
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	7.750836875	1.0191415448462382	0.3054285662813348	2.24	0.39	0.255	3.51	0.118	4	6	0	0	0	10.633577208012662	0.587962962962963
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	7.621596553846153	0.3083104738053358	0.8996382758714495	2.29	0.28	0.101	1.64	0.111	0	3	0	0	0	15.53348693886314	1.9089205252553019
COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1	8.142978697674419	-0.3417144023204629	0.7288176120662145	2.23	0.358	0.276	2.847	0.234	0	0	0	0	0	0.0	2.581970708163892
CC1C(O)CC[C@@]2(C)CCC(C(C)(C)O)CC12	7.479150222222222	-0.1473322597960279	0.6947146964866244	2.3	0.248	0.122	0.757	0.06	0	0	0	0	0	13.847474399381248	0.0
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O	8.009932448979594	0.5608666873339979	0.5040638308941384	2.22	0.293	0.124	3.838	0.16	0	2	0	0	0	0.0	0.11387019481040195
COc1cc([C@@H]2c3cc4c(cc3[C@H](O[C@H]3O[C@H]5CO[C@@H](C)O[C@@H]5[C@@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	8.115211178707224	-0.21903370552019194	1.1443618851261796	2.23	0.193	0.072	0.754	0.075	0	0	1	0	0	0.0	3.2102182656328013
CCOc1ccc2c(CCl)cc(=O)oc2c1	8.224808260869565	0.8623746668381793	0.9193335099036084	2.22	0.61	0.238	6.747	0.313	0	0	0	0	0	0.0	1.4591088750314944
CC(=O)O[C@]12CO[C@H]1C[C@@H](O)[C@]1(C)C(=O)[C@@H](O)C3=C(C)[C@H](OC(=O)[C@@H](O)[C@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@H](OC(=O)c4ccccc4)[C@@H]21)C3(C)C	7.944770328600404	0.37763445525710143	0.7334298264409266	2.24	0.113	0.061	0.525	0.041	2	4	1	0	0	5.316788604006331	0.41219347190952105
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21	7.508731934959349	0.5436543253826983	0.7835829887216568	2.23	0.228	0.082	0.468	0.039	0	0	0	0	0	39.837335974057986	3.5205781788023858
CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5[C@]6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@](C)(CO)C6CC[C@]5(C)[C@@]4(C)CC[C@]23C)O1	7.627989992297816	0.07854509180769152	0.9011209130438281	2.26	0.085	0.044	0.818	0.057	0	0	1	0	0	47.61844330497762	0.0
CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	7.2274327172413795	0.06844901695989179	1.4789192506176396	2.24	0.231	0.044	0.367	0.053	0	3	1	0	0	55.145586541001386	4.244777834567177
C[C@H](c1ncncc1F)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F	8.279624536082475	-0.15750087017055336	0.7521827860196563	2.24	0.299	0.175	3.447	0.147	0	8	0	0	1	20.050617371142664	-2.777830687830686
C=C(C)C1CC=C(C)C(=O)C1	7.117632	-0.15093333333333342	0.5232408114984473	2.27	0.455	0.14	1.68	0.094	0	0	0	0	0	6.578935683598497	0.0
CCCCCCCCCCCCCCCCCC(=O)CC(O)CCCCC	7.1598814	-0.13877961280558687	0.7138606042059844	2.35	0.152	0.053	0.344	0.036	0	0	0	0	0	13.847474399381248	0.0
CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341	7.454622352941176	0.3768706679269059	1.1287229389184505	2.23	0.248	0.143	0.816	0.078	0	3	1	0	0	24.08996888882316	4.426767762660621
NCCc1ccc(O)c(O)c1	7.9665384	0.2613931523022431	0.6588829338548184	2.24	0.526	0.131	2.637	0.091	0	1	1	0	0	0.0	0.7541865079365084
CC(C)=CCOC(=O)c1ccccc1	7.549584823529411	0.2781721384205859	0.77249427568362	2.24	0.413	0.075	0.679	0.065	0	0	0	0	0	0.0	0.5922741874527591
