idx_together;idx_separated;SMILES;Index;Binary_Characterization;ID;subset;COMPOUND_KEY;Characterization
125;125;Cc1cc(=O)oc2cc(O)cc(O)c12;126;0;O1c2c(C(=CC1=O)C)c(O)cc(O)c2;training;;
126;126;O=c1c(-c2ccccc2)coc2cc(O)cc(O)c12;127;0;O1C=C(C(=O)c2c1cc(O)cc2O)c1ccccc1;training;;
127;127;COc1cc(OC)c2c(=O)c(-c3ccccc3)coc2c1;128;0;O1C=C(C(=O)c2c1cc(OC)cc2OC)c1ccccc1;training;;
128;128;[NH3+]CCCCC(=O)[O-];129;0;O=C([O-])CCCC[NH3+];training;;
129;129;O=C(O)c1cc2cc(Cl)ccc2[nH]1;130;0;Clc1cc2cc([nH]c2cc1)C(O)=O;training;;
130;130;O=C(O)c1cc2cc(F)ccc2[nH]1;131;0;Fc1cc2cc([nH]c2cc1)C(O)=O;training;;
131;131;COc1cc(O)c2c(=O)c(-c3ccccc3)coc2c1;132;0;O1C=C(C(=O)c2c1cc(OC)cc2O)c1ccccc1;training;;
132;132;C=C1CC[C@@H]2[C@H](CC2(C)C)C(=C)CC/C1=N/O;133;0;O\N=C/1\CCC([C@@H]2[C@@H](CCC\1=C)C(C2)(C)C)=C;training;;
133;133;COc1ccc2c(c1)[C@]1(C)CCC(=O)C[C@@H]1CC2;134;0;O(C)c1cc2c(CC[C@H]3CC(=O)CC[C@@]23C)cc1;training;;
134;134;CC(C)CCC[C@H](C)[C@@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@@]4(C)[C@H]3CC[C@]21C;135;0;O=C1[C@H]2C[C@@H](O)CC[C@]2([C@@H]2[C@H]([C@@H]3CC[C@@H]([C@H](CCCC(C)C)C)[C@@]3(CC2)C)C1)C;training;;
135;135;COc1cccc(-c2cc(=O)c3cc(OC)ccc3o2)c1;136;0;O1c2c(cc(OC)cc2)C(=O)C=C1c1cc(OC)ccc1;training;;
136;136;COc1ccc(-c2cc(=O)c3cc(OC)ccc3o2)cc1;137;1;O1c2c(cc(OC)cc2)C(=O)C=C1c1ccc(OC)cc1;training;;
137;137;O=C(O)c1nc2cc(Cl)c(Cl)cc2nc1O;138;0;Clc1cc2nc(C(O)=O)c(O)nc2cc1Cl;training;;
138;138;C=C1C2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)C[C@@]13O[C@H]1CC(=O)C(C)(C)C(C(OC(C)=O)C(=O)OC)[C@@]21C;139;1;O1[C@H]([C@@]2([C@]3(O[C@H]4CC(=O)C(C)(C)[C@H]([C@H](OC(=O)C)C(OC)=O)[C@]4([C@@H](CC2)C3=C)C)CC1=O)C)c1ccoc1;training;;
139;139;NC(=O)c1ccc(N)nc1;140;0;O=C(N)c1ccc(nc1)N;training;;
140;140;C=C1C2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)C[C@@]13O[C@H]1CC(=O)C(C)(C)C(C(O)C(=O)OC)[C@@]21C;141;1;O1[C@H]([C@@]2([C@]3(O[C@H]4CC(=O)C(C)(C)[C@H]([C@H](O)C(OC)=O)[C@]4([C@@H](CC2)C3=C)C)CC1=O)C)c1ccoc1;training;;
141;141;CC(=O)[C@H]1CC[C@@H]2[C@@H]3CC(=O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;142;1;O=C1CC[C@@]2([C@@H]3[C@H]([C@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)CC(=O)C2=C1)C;training;;
142;142;CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;143;0;O=C1C=C2[C@@]([C@@H]3[C@H]([C@H]4CC[C@](O)(C(=O)COC(=O)C)[C@]4(C[C@@H]3O)C)C[C@@H]2C)(C=C1)C;training;;
143;143;COc1ccc2c(=O)cc(-c3ccccc3OC)oc2c1;144;0;O1c2c(ccc(OC)c2)C(=O)C=C1c1ccccc1OC;training;;
144;144;COc1cccc(-c2cc(=O)c3ccc(OC)cc3o2)c1;145;0;O1c2c(ccc(OC)c2)C(=O)C=C1c1cc(OC)ccc1;training;;
145;145;O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12;146;0;O1c2c(ccc(O)c2O)C(=O)C=C1c1ccccc1;training;;
146;146;Cn1c(=O)c2c(ncn2CCCl)n(C)c1=O;147;0;ClCCn1c2c(nc1)N(C)C(=O)N(C)C2=O;training;;
147;147;O=C(O)c1cc(O)c2ccc(Cl)cc2n1;148;0;Clc1cc2nc(cc(O)c2cc1)C(O)=O;training;;
148;148;CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(CC(=O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@@]423)C1(C)C;149;0;O1[C@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@]1([C@H](CC2)[C@]2([C@@H](CC1=O)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C)c1ccoc1;training;;
149;149;CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(C[C@H](O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@]432)C1(C)C;150;1;O1[C@@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@@]1([C@@H](CC2)[C@@]2([C@@H](C[C@H]1O)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C)c1ccoc1;training;;
150;150;CC1(C)C(=O)C=C[C@@]2(C)C1C=C[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;151;0;O1[C@H]([C@]2([C@@]3(O[C@@H]3C1=O)[C@]1([C@@H](CC2)[C@]2([C@@H](C=C1)C(C)(C)C(=O)C=C2)C)C)C)c1ccoc1;training;;
151;151;O=C(O)c1cc(O)c(=O)c2c(O)c(O)ccc2c1;152;0;OC1=CC(=Cc2c(C1=O)c(O)c(O)cc2)C(O)=O;training;;
152;152;Cn1c(=O)c2c(ncn2CCO)n(C)c1=O;153;0;O=C1N(C)C(=O)N(c2ncn(c12)CCO)C;training;;
153;153;COc1ccc2c(=O)ccoc2c1;154;0;O1C=CC(=O)c2c1cc(OC)cc2;training;;
154;154;O=[N+]([O-])c1cccc2cn[nH]c12;155;0;O=[N+]([O-])c1c2[nH]ncc2ccc1;training;;
155;155;COC(=O)[C@]1(C)CCC[C@@]2(C)c3ccc(C(C)C)cc3C(=O)C[C@@H]12;156;0;O=C1c2cc(ccc2[C@]2([C@@H](C1)[C@@](CCC2)(C(OC)=O)C)C)C(C)C;training;;
156;156;CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@H]3C(=O)C=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]21C;157;0;O=C1[C@@H]2[C@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CC[C@H]2[C@]2(C(=C1)C[C@@H](O)CC2)C)C;training;;
157;157;CC(=O)O[C@H]1CC[C@]2(C)C(=CC(=O)[C@@H]3[C@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]32)C1;158;0;O=C1[C@@H]2[C@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CC[C@H]2[C@]2(C(=C1)C[C@@H](OC(=O)C)CC2)C)C;training;;
158;158;COC(=O)[C@@H]1OC(=O)[C@@H]2O[C@@]23[C@@]2(C)[C@H](CC[C@@]13C)[C@]1(C)C(OC(C)=O)CC(OC(C)=O)C(C)(C)C1C[C@@H]2O;159;0;O1[C@@H](C(OC)=O)[C@]2([C@]3(O[C@H]3C1=O)[C@@]1([C@H](CC2)[C@@]2([C@@H](C[C@@H]1O)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C;training;;
159;159;COc1ccccc1-c1cc(=O)c2cccc(OC)c2o1;160;0;O1c2c(cccc2OC)C(=O)C=C1c1ccccc1OC;training;;
160;160;Cn1c(=O)c2nc(C3CCCC3)[nH]c2n(C)c1=O;161;0;O=C1N(C)C(=O)N(c2[nH]c(nc12)C1CCCC1)C;training;;
161;161;CC(=O)/C=C\[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O;162;0;O[C@@]1(CC[C@@H]2[C@@](CCCC2(C)C)(C)[C@H]1\C=C/C(=O)C)C;training;;
162;162;CC1(C)C(=O)[C@H]2C[C@]3(O)C4=CC(=O)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@@H]3[C@](C)(C2=O)[C@H]1CC(=O)O;163;0;O1[C@H]([C@@]2(C(=CC1=O)[C@]1(O)[C@H](CC2)[C@@]2(C)[C@@H](CC(O)=O)C(C)(C)C(=O)[C@@H](C1)C2=O)C)c1ccoc1;training;;
163;163;COc1ccc([C@H]2Oc3c(I)c(OC)cc(OC)c3C[C@@H]2O)cc1OC;164;0;Ic1c2O[C@@H]([C@@H](O)Cc2c(OC)cc1OC)c1cc(OC)c(OC)cc1;training;;
164;164;COC(=O)C[C@H]1C(C)(C)[C@]2(O)O[C@@]34C[C@@H]2C(=O)[C@]1(C)C3CC[C@@]1(C)C4=CC(=O)O[C@@H]1c1ccoc1;165;1;O1[C@H]([C@]2(CC[C@H]3[C@@]4(O[C@@]5(O)[C@@H](C4)C(=O)[C@]3(C)[C@@H](CC(OC)=O)C5(C)C)C2=CC1=O)C)c1ccoc1;training;;
165;165;CC(C)C1=CC2=CC[C@H]3[C@@](C)(CCC[C@]3(C)C(=O)O)[C@@H]2CC1;166;1;OC(=O)[C@@]1([C@H]2CC=C3[C@@H](CCC(=C3)C(C)C)[C@@]2(CCC1)C)C;training;;
166;166;C[NH2+][C@H](Cc1c[nH]c2ccccc12)C(=O)[O-];167;0;O=C([O-])[C@H]([NH2+]C)Cc1c2c([nH]c1)cccc2;training;;
167;167;CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O;168;0;O=C1CC(C)(C)[C@@](O)(\C=C\C(=C/C(O)=O)\C)C(=C1)C;training;;
168;168;COc1ccc(-c2cc(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3o2)cc1;169;0;O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(OC(=O)C)cc(OC(=O)C)c2;training;;
169;169;CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1;170;0;O(C[C@@H](O)CNC(C)C)c1ccc(NC(=O)CCC)cc1C(=O)C;training;;
170;170;CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1;171;0;O=C(NCCN(CC)CC)c1ccc(NC(=O)C)cc1;training;;
171;171;COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;172;0;Clc1ccc(cc1)C(=O)n1c2c(cc(OC)cc2)c(CC(OCC(O)=O)=O)c1C;training;;
172;172;COP(=O)(NC(C)=O)SC;173;0;S(P(OC)(=O)NC(=O)C)C;training;;
173;173;CC(=O)Nc1ccc(O)cc1;174;0;Oc1ccc(NC(=O)C)cc1;training;;
174;174;CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1;175;0;O(C(=O)c1ccccc1O)c1ccc(NC(=O)C)cc1;training;;
175;175;CC(=O)Nc1ccccc1;176;0;O=C(Nc1ccccc1)C;training;;
176;176;CC(=O)Nc1nnc(S(N)(=O)=O)s1;177;0;s1c(nnc1S(=O)(=O)N)NC(=O)C;training;;
177;177;CCOCN(C(=O)CCl)c1c(C)cccc1CC;178;0;ClCC(=O)N(COCC)c1c(cccc1C)CC;training;;
178;178;CC(=O)NO;179;0;O=C(NO)C;training;;
179;179;COc1cc(C(C)=O)cc(OC)c1O;180;0;O(C)c1cc(cc(OC)c1O)C(=O)C;training;;
180;180;CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I;181;0;Ic1c(C(O)=O)c(I)cc(I)c1NC(=O)C;training;;
181;181;CC(=O)Oc1c2c(c(CC=C(C)C)c3c1C(=O)C1=C[C@H]4C[C@@H]5C(C)(C)O[C@](C/C=C(\C)C(=O)O)(C4=O)[C@]15O3)O[C@@](C)(CCC=C(C)C)C=C2;182;1;O1[C@]2([C@]34Oc5c(C(=O)C3=C[C@@H](C[C@@H]4C1(C)C)C2=O)c(OC(=O)C)c1c(O[C@](C=C1)(CC\C=C(\C)/C)C)c5C\C=C(\C)/C)C\C=C(\C(O)=O)/C;training;;
182;182;CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O;183;0;Oc1ccc(cc1)C[C@H](NC(=O)C)C(OCC)=O;training;;
183;183;CC(=O)N[C@@H](CC(C)C)C(=O)O;184;0;OC(=O)[C@@H](NC(=O)C)CC(C)C;training;;
184;184;CC(=O)O[C@@H](CC(=O)[O-])[N+](C)(C)C;185;0;O([C@H]([N+](C)(C)C)CC(=O)[O-])C(=O)C;training;;
185;185;CC(=O)N[C@@H](CS)C(=O)O;186;0;SC[C@H](NC(=O)C)C(O)=O;training;;
186;186;CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O;187;1;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1O;training;;
187;187;CC(=O)N[C@@H](CCC(=O)O)C(=O)O;188;0;OC(=O)CC[C@H](NC(=O)C)C(O)=O;training;;
188;188;CC(=O)N[C@H](Cc1ccccc1)C(=O)O;189;0;OC(=O)[C@H](NC(=O)C)Cc1ccccc1;training;;
189;189;CC(=O)NCCc1c[nH]c2ccc(O)cc12;190;0;Oc1cc2c([nH]cc2CCNC(=O)C)cc1;training;;
190;190;CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O;191;0;O=C(N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)N)C;training;;
191;191;CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O;192;0;OC(=O)[C@@H](NC(=O)C)Cc1c2c([nH]c1)cccc2;training;;
192;192;CC(=O)NCCCCCC(=O)O;193;0;OC(=O)CCCCCNC(=O)C;training;;
193;193;[NH3+][C@H](C(=O)[O-])[C@@H]1CC(Cl)=NO1;194;0;ClC1=NO[C@@H](C1)[C@H]([NH3+])C(=O)[O-];training;;
194;194;CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC;195;0;O1[C@@H](C)C(=O)CC[C@@H]1O[C@@H]1[C@@H](O[C@@H](O[C@@H]2[C@@H](O[C@@H](O[C@@H]3c4c(cc5c(C(=O)c6c(cccc6O)C5=O)c4O)[C@@H](C(OC)=O)[C@](O)(C3)CC)C[C@@H]2N(C)C)C)C[C@@H]1O)C;training;;
195;195;O=C(O)/C=C(\CC(=O)O)C(=O)O;196;0;OC(=O)C\C(=C/C(O)=O)\C(O)=O;training;;
196;196;CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]2[C@@H](OC)[C@@H]([C@@H]13)[C@@]1(OC(C)=O)[C@@H]2[C@H](OC(=O)c3ccccc3)[C@](O)(C[C@@H]24)[C@@H](OC)[C@@H]1O;197;0;O(C)[C@@H]1[C@@]2(O)C[C@H]3[C@H]([C@](OC(=O)C)([C@@H]4[C@H]5[N@](C[C@]6([C@H]([C@@]35[C@@H](OC)C[C@H]6O)[C@H]4OC)COC)CC)[C@H]1O)[C@H]2OC(=O)c1ccccc1;training;;
197;197;Nc1ncnc2[nH]cnc12;198;0;[nH]1c2ncnc(N)c2nc1;training;;
198;198;Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O;199;0;P(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(O)(O)=O;training;;
199;199;Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;200;0;O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2ncnc(N)c2nc1;training;;
200;200;CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1;201;0;O(C(=O)C(c1ccccc1)c1ccccc1)CCN(CC)CC;training;;
201;201;OC[C@@H](O)C(O)[C@@H](O)CO;202;0;OC([C@H](O)CO)[C@@H](O)CO;training;;
202;202;N=C(N)NCCCCN;203;0;N(CCCCN)C(N)=N;training;;
203;203;CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@@H]5O)[N@]3[C@@H]1O;204;1;O[C@H]1[N@@]2[C@@H]3[C@H]4[C@H](C[C@H]2[C@@H]2N(c5c([C@@]2(C3)[C@H]4O)cccc5)C)[C@@H]1CC;training;;
204;204;CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC;205;0;O1[C@@H](C)[C@@H](O)[C@@H](N(C)C)C[C@@H]1O[C@@H]1c2c(cc3c(C(=O)c4c(cccc4O)C3=O)c2O)[C@@H](C(OC)=O)[C@](O)(C1)CC;training;;
205;205;NC(=O)c1ccc([N+](=O)[O-])cc1Cl;206;0;Clc1cc([N+](=O)[O-])ccc1C(=O)N;training;;
206;206;CCc1cccc(CC)c1N(COC)C(=O)CCl;207;0;ClCC(=O)N(COC)c1c(cccc1CC)CC;training;;
207;207;CC(C)C[C@@H](NC(=O)CC[NH3+])C(=O)[O-];208;0;O=C(N[C@H](CC(C)C)C(=O)[O-])CC[NH3+];training;;
208;208;C[C@@H]([NH3+])C(=O)N[C@H](Cc1ccccc1)C(=O)[O-];209;0;O=C(N[C@H](Cc1ccccc1)C(=O)[O-])[C@H]([NH3+])C;training;;
209;209;C[C@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1;210;0;Clc1ccc(cc1)CC(OC(=O)[C@@H](N)C)(C)C;training;;
210;210;CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1;211;0;S(CCC)c1cc2[nH]c(nc2cc1)NC(OC)=O;training;;
211;211;NC(=O)NC[C@H]([NH3+])C(=O)[O-];212;0;O=C([O-])[C@@H]([NH3+])CNC(=O)N;training;;
212;212;CNC(=O)O/N=C/C(C)(C)SC;213;0;S(C(\C=N\OC(=O)NC)(C)C)C;training;;
213;213;ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl;214;0;ClC=1[C@@]2(Cl)[C@@H]3[C@@H]([C@H]4C=C[C@@H]3C4)[C@@](Cl)(C=1Cl)C2(Cl)Cl;training;;
214;214;CCCC[C@H](CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC[C@@H](CC)CCCC;215;0;N(CCCCCCNC(NC(NC[C@H](CCCC)CC)=N)=N)C(NC(NC[C@H](CCCC)CC)=N)=N;training;;
215;215;O=C1c2ccccc2C(=O)c2c1ccc(O)c2O;216;0;Oc1c2c(ccc1O)C(=O)c1c(cccc1)C2=O;training;;
216;216;NC(=O)N[C@H]1NC(=O)NC1=O;217;0;O=C1NC(=O)N[C@@H]1NC(=O)N;training;;
217;217;CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@]12C;218;1;O[C@@H]1CC[C@@]2([C@H](C1)CC[C@H]1[C@@H]3CC[C@H](C(=O)C)[C@]3(CC[C@@H]12)C)C;training;;
218;218;O=c1[nH]cnc2[nH]ncc12;219;0;O=C1NC=Nc2[nH]ncc12;training;;
219;219;O=C1NC(=O)C(=O)C(=O)N1;220;0;O=C1C(=O)NC(=O)NC1=O;training;;
220;220;CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12;221;0;S(=O)(=O)(N1CCCC1)Cc1cc2c([nH]cc2CCN(C)C)cc1;training;;
221;221;O=C1c2c(O)cccc2[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21;222;1;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1c2c(C(=O)c3c1cccc3O)c(O)cc(c2)CO;training;;
222;222;C=CCc1ccccc1OC[C@@H](O)CNC(C)C;223;0;O(C[C@@H](O)CNC(C)C)c1ccccc1CC=C;training;;
223;223;C=CCSC[C@@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1;224;0;Clc1cc2N[C@H](NS(=O)(=O)c2cc1S(=O)(=O)N)CSCC=C;training;;
224;224;CN(C)c1nc(N(C)C)nc(N(C)C)n1;225;0;n1c(nc(nc1N(C)C)N(C)C)N(C)C;training;;
225;225;CCN(CCCc1ccccc1)CCCc1ccccc1;226;1;N(CCCc1ccccc1)(CCCc1ccccc1)CC;training;;
226;226;COc1c2c(cc3c1OCO3)[C@@]13C=C[C@H](OC)C[C@@H]1[N@@](C2)C[C@H]3O;227;0;O1c2c(OC1)cc1[C@@]34[C@@H]([N@](C[C@H]3O)Cc1c2OC)C[C@@H](OC)C=C4;training;;
227;227;Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1;228;0;Brc1cc(Br)cc(CNC2CCC(O)CC2)c1N;training;;
228;228;CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C;229;1;F[C@@]12[C@@H]([C@@H]3C[C@H]4OC5(O[C@@]4(C(=O)COC(=O)C)[C@@]3(C[C@@H]1O)C)CCCC5)CCC1=CC(=O)C=C[C@@]12C;training;;
229;229;NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O;230;0;O1[C@H](CN)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1[C@H](O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O)[C@H](NC(=O)[C@H](O)CCN)C[C@@H]1N;training;;
230;230;N=C(N)NC(=O)c1nc(Cl)c(N)nc1N;231;0;Clc1nc(C(=O)NC(N)=N)c(nc1N)N;training;;
231;231;Nc1c2ccccc2nc2ccccc12;232;0;n1c2c(cccc2)c(N)c2c1cccc2;training;;
232;232;CN1[C@@H]2CC[C@H]1CC(O[C@@H](c1ccccc1)c1ccccc1N)C2;233;0;O([C@H](c1ccccc1N)c1ccccc1)C1C[C@@H]2N([C@H](C1)CC2)C;training;;
233;233;[NH3+]C1(C(=O)[O-])CC1;234;0;O=C([O-])C1([NH3+])CC1;training;;
234;234;CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O;235;0;O=C1NC(=O)CC[C@]1(CC)c1ccc(N)cc1;training;;
235;235;[NH3+]C[C@@H](O)CC(=O)[O-];236;0;O=C([O-])C[C@H](O)C[NH3+];training;;
236;236;NCC(=O)CCC(=O)O;237;0;OC(=O)CCC(=O)CN;training;;
237;237;Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1;238;0;OC(=O)CC[C@@H](NC(=O)c1ccc(NCc2nc3c(nc(nc3N)N)nc2)cc1)C(O)=O;training;;
238;238;Nc1ccc(C(=O)O)c(O)c1;239;0;Oc1cc(N)ccc1C(O)=O;training;;
239;239;Nc1nccs1;240;0;s1ccnc1N;training;;
240;240;CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO;241;0;O1[C@H]2[C@@H](OC1(C)C)O[C@H]([C@H](O)CO)[C@@H]2OCCCN(C)C;training;;
241;241;Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1;242;0;N(=C\N(\C=N\c1ccc(cc1C)C)C)/c1ccc(cc1C)C;training;;
242;242;CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl;243;0;Clc1ccccc1[C@@H]1C(C(OCC)=O)=C(NC(C)=C1C(OC)=O)COCCN;training;;
243;243;CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O;244;0;Clc1cc2nccc(Nc3cc(O)c(cc3)CN(CC)CC)c2cc1;training;;
244;244;Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2;245;0;Clc1cc2c(Oc3c(N=C2N2CCNCC2)cccc3)cc1;training;;
245;245;CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O;246;0;S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@@H](N)c1ccc(O)cc1;training;;
246;246;C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@H]2O[C@H](C)[C@@H](O)[C@@H]([NH3+])[C@H]2O)C[C@@H]2O[C@](O)(C[C@H](O)C[C@H](O)[C@@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)[O-];247;0;O1[C@@H](C)[C@H](C)[C@H](O)[C@H](\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](O[C@H]2O[C@H](C)[C@@H](O)[C@@H]([NH3+])[C@H]2O)C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(=O)[O-])C[C@H](O)C[C@H](O)[C@@H](O)CC[C@@H](O)C[C@@H](O)CC1=O)C;training;;
247;247;CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O;248;0;S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1;training;;
248;248;N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1;249;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]1O[C@@H](O[C@@H](C#N)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O;training;;
249;249;CN1CCCC[C@H]1c1ccc(-c2cccnc2)nc1;250;0;n1cc(ccc1-c1cccnc1)[C@H]1[N@@](CCCC1)C;training;;
250;250;c1cncc([C@@H]2CCCCN2)c1;251;0;n1cc(ccc1)[C@H]1NCCCC1;training;;
251;251;N=c1ccn2c(n1)O[C@@H]1[C@@H](O)[C@H](CO)O[C@@H]12;252;0;O1[C@@H]2N3C=CC(N=C3O[C@@H]2[C@@H](O)[C@@H]1CO)=N;training;;
252;252;C=C1[C@H]([C@]2(C)C=CC(=O)C(C)(C)C2CC(=O)OC)CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@]132;253;0;O1[C@H]([C@]2([C@]3(O[C@H]3C1=O)C(=C)[C@H](CC2)[C@]1(C=CC(=O)C(C)(C)[C@@H]1CC(OC)=O)C)C)c1ccoc1;training;;
