SMILES	SLogP	GATS6s	PEOE_VSA6	GATS3se	VSA_EState5	EState_VSA3	ATSC3dv	ATSC8p	JGI10	JGI8	GATS1d	VSA_EState3	GATS4p	MCBO	AATSC0v	GATS8d	ATSC6se	GATS3d	GATS6Z	MINssCH2	observed	predicted
CC(C)(O)CCn1c(=O)n(C(=O)N[C@H](C(N)=O)C(C)(C)C)c2ccccc21	-1.61	1.63	0.42	1.08	-0.43	-0.31	0.68	-1.45	5.39	0.4	1.42	0.28	-1.73	-0.82	-0.72	1.26	-1.31	-0.83	0.79	-0.2	0	0
CCc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O	-1.45	0.63	-0.03	-0.57	0.38	0.94	0.74	-1.24	-0.28	-0.17	-0.85	-0.06	-1.43	0.28	0.11	-0.11	-0.55	0.07	0.05	-0.01	0	0
Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3cccc4cccnc34)CC2)c(C)c1	0.16	-0.83	0.59	-0.07	-0.21	0.93	0.28	0.15	1.13	0.06	0.04	-0.62	2.22	0.73	0.99	-0.87	0.33	1.52	0.01	-0.02	1	1
COc1cccc2c(C(=O)N3C[C@@H]4CCCN4C[C@H]3C)cn(CC3CCCCC3)c12	0.62	1.42	0.33	-0.62	1.07	-0.66	1.19	-1.53	-0.41	-0.32	-0.68	-0.93	0.08	-0.82	0.74	0.87	0.6	0.23	0.56	1.15	1	1
N#CCCN[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1	-0.55	-0.72	-1.47	0.43	-0.01	-0.24	0.47	0.3	-0.51	0.12	-0.82	0.36	-0.18	1.12	-0.13	-0.29	0.02	-0.34	0.32	0.54	0	0
c1ccc(CSc2nc3ccccc3[nH]2)nc1	-0.3	-0.32	0.25	1.73	0.5	-1.44	-0.75	0.49	-1.6	-2.75	-1.0	-0.94	0.1	1.81	1.04	0.86	0.0	-0.15	2.38	1.09	0	0
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)C)cc3)sc2n1	0.42	-0.52	1.35	-0.58	0.26	0.33	1.49	0.16	0.19	0.53	0.25	-0.68	-1.26	0.12	0.96	0.9	0.06	0.57	0.46	0.85	1	1
O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CC[C@H](O)C2)c1	-0.6	0.31	0.27	1.24	0.33	-0.64	-0.51	-0.85	-0.54	0.0	-0.46	0.56	0.23	0.9	0.19	0.56	-0.25	-0.08	-0.35	0.18	0	0
CN(C)CCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ccn(CC(F)(F)F)c4n3)cc2)cc1	0.79	-0.84	-1.47	-0.57	0.42	2.88	-0.29	-2.28	0.48	0.07	0.29	-0.4	-0.08	-0.36	-1.03	-0.61	-0.84	-1.12	0.33	-3.34	0	0
N#CC1(n2cc([C@@H](NC(=O)c3ccc(C(N)=O)cc3)C3CCCCC3)nn2)CC1	-0.88	-0.22	-0.07	-0.82	-0.31	-0.35	0.67	-0.64	-0.32	-0.08	0.28	1.18	-0.01	0.19	-0.42	0.0	-0.21	-0.9	0.15	0.96	0	0
COc1cccc(CN(CCN2CCCC2)C(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1	0.02	0.88	-0.78	-0.38	0.46	0.15	0.1	-0.53	-0.83	-1.06	-1.06	-0.23	0.06	0.59	0.0	0.47	0.18	-0.07	-0.29	0.4	1	1
O=C(Nc1cc2cc[nH]c(=O)c2cc1Cl)C1CCNCC1	-1.11	-0.87	-0.81	-0.39	-0.02	-0.4	0.37	-0.79	-0.51	-0.39	-0.05	-0.22	-0.1	0.41	0.2	0.44	0.06	-0.72	2.23	1.08	0	0
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc(Cl)c(Cl)c1	0.28	-0.02	0.21	-0.45	0.64	0.78	0.44	1.01	0.75	0.48	-0.24	1.82	-0.04	-0.42	1.08	-0.54	1.49	0.83	-1.88	0.5	0	0
COc1cc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2cc1OC	-1.01	0.57	-0.43	-0.65	0.93	1.19	1.11	-0.76	0.18	-0.19	-1.44	0.01	-0.48	0.57	-0.27	0.93	0.28	-0.07	-0.08	-0.23	0	0
Fc1cccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)c1	0.17	-0.04	0.27	-2.46	-0.37	-0.66	0.37	-1.27	0.43	0.3	1.83	-0.7	0.83	-1.08	-0.65	0.03	-1.89	-0.38	0.36	-0.09	0	0
C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(Oc3cc(Cl)ccc3Cl)c(Cl)c2)n1	1.68	-0.83	0.9	1.28	0.65	1.76	-0.68	-0.05	0.1	0.5	-0.55	-0.31	-0.73	0.6	-1.5	-0.22	0.12	-0.76	-0.71	-0.42	0	0
COc1cc2c(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)ncnc2cc1OCCN1CCC2(CC1)OCCO2	-0.42	-0.89	-1.47	1.63	1.04	3.03	-1.95	-0.43	-0.26	-0.57	-0.52	0.3	1.57	-0.2	-0.57	-0.05	-0.12	1.39	-0.01	0.41	0	0
COc1ccc(F)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1	0.26	0.1	-0.78	0.69	0.27	-1.05	-0.4	-0.08	0.2	-0.11	0.8	-1.04	1.58	-1.01	0.55	-0.69	-1.38	0.76	-0.25	0.92	1	1
CCCc1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O	-1.28	0.46	0.09	0.02	-0.28	0.62	1.91	-0.6	1.24	0.81	1.19	0.84	-0.76	0.12	-0.18	-0.01	0.23	-2.14	-0.12	-0.09	1	1
COc1cccc(CN2C(=O)C(C3=NS(=O)(=O)c4cc(NS(C)(=O)=O)ccc4N3)=C(O)[C@@H]3C4CCC(CC4)[C@@H]32)c1	-0.31	0.35	-0.78	-0.38	-0.08	-1.07	0.28	-0.5	0.82	0.88	0.86	0.49	-0.35	0.38	0.19	0.25	0.75	-0.66	-0.37	-0.16	0	0
COc1cccc(C2(O)CCCCC2CN(C)C)c1	-0.74	0.86	-0.04	0.67	0.67	-1.06	0.1	0.19	-2.42	2.5	0.62	0.14	0.09	-2.08	0.48	-2.21	-0.53	2.28	1.16	1.12	0	0
CC(C)(C)[C@@H](C#N)NC(=O)n1c(=O)n(CCN2CCOCC2)c2ccccc21	-1.46	2.98	0.42	-0.1	-0.01	0.99	1.0	-0.84	1.1	-0.58	0.23	0.24	-0.49	-0.2	-0.5	1.85	-2.11	-0.14	1.52	0.32	1	1
O=C(NC[C@H]1CC[C@@H](COc2ccccc2)CC1)c1cc(F)c(O)c(F)c1	0.44	-0.9	-0.43	-1.29	-1.36	0.18	1.53	-0.46	-0.0	0.86	0.81	0.21	-0.42	-0.82	0.08	0.05	0.54	-0.93	-0.02	0.28	1	1
N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C1CC1)Cc1cc(F)c(F)cc1F	-1.6	-0.51	-1.47	-0.34	-2.25	0.63	0.65	0.71	0.78	0.66	1.79	-1.08	-0.89	-1.31	-0.55	-0.59	-0.84	-0.03	0.26	-1.0	0	0
COCCN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1	0.68	0.34	-0.11	-0.65	0.27	-1.06	0.38	0.57	-0.66	0.21	-1.04	-0.11	0.34	-0.02	1.06	-0.83	0.21	0.28	-0.81	0.99	1	1
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(c1cccc(F)c1F)O2	-0.01	-0.99	-0.03	-0.35	-1.27	1.66	0.98	-1.06	0.32	0.67	-1.43	-1.04	0.78	-0.31	-0.93	0.68	1.25	0.01	-0.49	-0.12	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@@H]3CCC[C@@H]3N(Cc3ccc(F)cc3)C1=O)=N2	-0.81	-0.09	-0.41	0.31	-1.18	-0.25	-0.76	0.03	0.58	0.93	1.21	0.13	-0.9	0.61	-0.5	-0.54	0.77	-1.03	-0.28	-0.4	0	0
N#CCCn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1	0.67	-0.92	-0.46	0.03	-0.48	2.45	-1.28	-0.21	0.11	0.03	-0.95	1.16	0.08	0.79	-0.7	-0.45	-0.17	-0.5	-0.63	0.18	1	1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=O)Nc2ccc3ccccc3c2)[C@H](C)[C@@H](O)[C@]1(C)O	1.14	-0.12	1.46	1.73	-1.86	0.61	-1.7	-1.4	0.73	0.84	1.48	6.87	0.15	-2.32	-0.45	0.62	-0.57	1.71	0.16	-0.57	0	0
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(/C=C\C(N)=O)ccc3N2)c1=O	-0.64	0.56	0.02	-0.64	-0.71	0.04	2.36	-0.53	0.02	-0.19	0.1	1.08	-1.14	0.9	-0.13	1.35	0.06	-1.75	0.91	-0.12	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3C4CCC(C4)C3N(Cc3ccc(F)cc3)C1=O)N2	-0.49	0.03	-0.78	-0.33	-0.87	-1.08	-0.11	-0.27	0.56	1.11	1.16	0.46	-0.97	0.63	-0.27	-0.35	0.66	-0.89	-0.32	-0.36	0	0
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccc(C)cn3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	0.42	1.21	1.81	0.5	-1.57	-0.25	0.34	2.4	0.36	0.67	1.09	-0.51	-1.36	-0.75	0.25	0.47	-3.15	0.36	0.49	-0.86	0	0
CCOC(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1	0.42	-1.02	-0.46	0.19	-0.71	2.95	-1.27	-0.65	0.06	0.11	-0.93	0.22	0.3	0.39	-0.68	-0.24	-0.51	-0.54	-0.64	-0.59	1	1
O=C(N[C@@H](Cc1c[nH]c2ccc(OCc3ccccc3)cc12)C(=O)Nc1ccncc1)C1CCCCC1	1.23	1.4	1.37	0.34	0.25	-0.23	-0.18	0.97	-1.02	-1.19	-0.01	-0.31	-0.04	0.48	0.62	1.16	-0.31	-0.26	0.46	0.04	1	1
Cn1c(Nc2ccc(I)cc2F)c(C(=O)NOC[C@@H](O)CO)c2c1C(=O)CCC2	-1.16	-0.3	-1.47	-0.59	-0.59	0.54	0.69	1.4	0.58	0.5	-0.56	1.19	-1.62	-0.88	1.47	0.71	-0.43	-0.3	-2.77	-1.89	1	0
CC(C)c1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1	0.59	1.18	2.82	0.23	0.89	-0.63	0.37	0.54	0.42	-1.6	-0.42	0.34	0.88	-0.35	0.75	2.19	-0.28	0.46	0.5	0.76	1	1
CCC(=O)NCCCc1cc(OC)ccc1Cc1cccc(OC)c1	0.06	-0.93	-0.03	0.69	1.12	-0.6	-1.03	0.03	-0.15	-0.52	-0.62	-0.73	1.21	-0.95	0.89	0.88	-0.05	0.99	0.16	0.41	1	1
COc1cc(N2CCN(C3CCN(c4cccc5cccnc45)CC3)CC2)c2ncccc2c1	0.65	0.34	-0.08	0.96	0.54	-1.05	-0.32	0.39	-1.09	-0.89	-1.47	-0.79	1.37	0.6	0.85	-0.18	-0.49	1.41	0.82	1.5	1	1
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1	-0.15	2.21	1.0	-0.92	0.22	-0.04	0.87	-0.74	-2.42	-0.27	0.35	-0.61	-2.44	-1.67	1.83	-2.19	-0.8	-0.73	-0.31	0.86	0	0
COc1ccc2c(c1)CC(c1nc3c(OC)cc(-c4cn[nH]c4)cc3c(=O)[nH]1)CC2	-0.05	1.89	-1.13	-0.54	1.39	0.02	-0.46	0.87	-0.51	0.46	-1.52	-0.27	1.42	1.24	-0.18	-0.81	-0.51	0.36	0.77	1.05	0	0
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCc4ccco4)cc3)sc2n1	1.01	0.39	1.35	-0.24	0.53	1.12	0.59	0.02	-0.39	-0.03	0.53	-0.68	-0.08	0.62	0.66	0.18	-0.41	-0.04	1.12	-0.62	0	1
COc1cccc2c(C(=O)N3C[C@H]4CCCN4CC3(C)C)cn(CC3CCCCC3)c12	0.9	1.16	0.33	-0.3	1.06	-0.66	1.08	-2.02	-0.2	0.2	-0.22	-0.93	-0.26	-0.93	0.76	0.91	0.67	0.24	0.64	1.1	1	1
N#CC1(n2cc([C@@H](NC(=O)c3cn4ccsc4n3)C3CCCCC3)nn2)CC1	-0.44	1.34	-0.07	-1.15	0.07	-0.69	1.25	0.02	0.43	-0.92	-0.11	1.4	-1.48	0.9	-0.07	1.17	-0.55	-1.43	-0.2	1.02	1	1
c1ccc2c(c1)C1CCCCC1N2c1ncnc2[nH]ccc12	0.33	0.38	0.31	-0.16	1.03	-0.66	0.85	0.31	-2.42	-2.63	-1.74	-0.92	-0.64	1.37	0.69	-2.3	-0.02	0.56	0.62	2.0	1	1
O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1	-1.45	4.11	-1.47	-1.11	0.32	-0.32	0.37	-0.22	-1.6	-1.04	-0.09	-0.61	0.31	0.38	-0.12	0.27	0.48	-0.05	0.56	1.41	0	0
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(/C=C/c2ccccc2)c1=O	-0.29	1.12	1.66	-0.44	0.36	0.09	0.71	-0.55	-1.09	-0.67	-0.67	-0.04	-1.36	1.07	0.51	0.12	-0.45	-0.26	-0.21	-0.14	0	0
CC(C)S(=O)(=O)c1cccc(Oc2cccc(-c3ccnc4c(C(F)(F)F)cccc34)c2)c1	2.31	-0.88	0.27	-0.86	0.45	0.38	1.15	0.79	0.99	-0.1	0.93	-1.06	-1.33	0.9	-0.11	0.06	-0.67	0.27	-0.92	-0.06	1	1
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCCN(C)C)cc3)sc2n1	0.12	0.08	1.35	-0.52	0.24	1.18	1.49	-0.19	-0.26	0.15	0.63	-0.68	-0.17	-0.24	0.84	0.39	-0.15	-0.48	2.17	-0.04	1	1
CNCC1(c2ccc(Cl)cc2)CCCCC1	0.07	0.33	0.99	-1.49	-0.01	-1.09	0.12	0.42	-2.42	-0.27	0.72	-0.6	0.04	-1.67	2.25	-1.6	0.26	2.25	-1.67	1.63	0	0
Cc1nc(C(=O)N2[C@@H](C)CCC[C@H]2CNc2ccc(C(F)(F)F)cn2)c(-c2ccc(F)cc2)s1	1.79	-1.36	-0.78	-1.56	-0.17	0.05	0.69	-2.45	0.84	-0.58	0.72	-0.64	0.4	-0.46	-0.2	-1.16	-0.16	-0.35	0.21	0.02	0	0
O=c1[nH]c(C2=Cc3ccccc3OC2)nc2ccc(-c3cn[nH]c3)cc12	-0.3	1.81	-0.08	0.17	0.83	0.07	-0.56	0.93	-0.72	0.12	-1.41	-0.27	0.14	2.48	-1.32	1.0	0.1	0.29	0.22	0.07	0	0
CN(C(=O)[C@@H](N)Cc1ccccc1)[C@@H](Cc1ccccc1)C(N)=O	-1.83	0.57	2.01	-0.19	-0.53	-0.61	-0.85	0.05	-1.46	-0.38	0.48	-1.04	0.39	-0.39	0.44	-1.16	-0.01	1.31	-0.03	0.06	1	0
CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCC(N)=O)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1CC3(CC[C@]21C)OOC(C)(C)OO3	0.93	-0.28	-0.28	1.53	-1.08	1.06	-4.02	-1.57	0.99	1.26	1.64	-1.04	1.2	-2.49	-0.4	-0.61	-1.26	1.11	0.23	-0.0	0	0
CC(C)(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc32)C(=O)N1Cc1ccc(F)c(Cl)c1	-0.04	0.03	0.73	-0.17	-1.02	-1.08	0.15	-1.57	0.94	0.89	1.34	0.13	-2.12	0.33	0.01	0.48	1.21	-1.43	-1.39	-0.82	0	0
COc1cccc(CN(CCN(C)C)C(=O)c2cn(C)c3cc(-c4cn[nH]c4)ccc23)c1	0.08	2.14	-0.08	-0.42	0.49	-0.23	-0.12	-0.89	-0.14	0.38	-1.37	-0.21	0.51	0.42	0.33	0.54	-0.52	0.28	0.73	0.4	1	1
Cc1nc(C(=O)N2[C@@H](C)CCC[C@H]2CNC(=O)c2cccc3cccnc23)c(-c2ccc(F)cc2)s1	1.4	0.89	0.27	-0.18	-0.44	0.07	0.74	-2.37	-0.19	-1.16	-0.81	-0.54	0.59	0.61	0.76	-0.41	-1.73	0.1	0.97	-0.0	0	0
CCC(C)(C)CCn1nc(-c2cccs2)c(O)c(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O	0.29	0.18	0.44	0.28	-0.28	-0.71	1.09	0.09	1.25	0.68	1.23	1.2	-0.79	0.62	0.79	1.05	1.09	-1.53	-0.29	-0.14	0	0
CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2	-0.63	0.6	0.69	-0.32	0.43	0.16	1.47	-0.08	-0.1	-0.8	-0.65	-0.75	-1.21	-0.82	-0.24	0.88	-1.12	-1.42	0.95	-0.28	0	0
Oc1c(C(Nc2ccccn2)c2ccccc2)ccc2cccnc12	0.62	0.28	1.66	-0.41	0.56	-1.08	0.15	-0.13	-1.29	-1.65	-1.23	0.56	0.16	1.72	0.41	-0.81	0.16	0.81	-0.03	0.73	1	1
O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl	0.98	0.36	-0.81	-0.84	-1.52	0.07	1.79	0.34	0.42	0.12	0.2	-0.72	-2.06	-0.54	2.19	0.09	1.33	-1.52	-2.13	0.14	1	1
Nc1nccc(-c2ccc3nc(C4COc5ccccc5C4)oc3c2)n1	-0.06	-0.4	-0.08	1.68	1.22	-0.63	-1.11	0.4	-0.45	-1.61	-1.02	-1.04	-0.09	1.69	-0.71	1.56	0.08	-0.34	-0.31	0.5	0	0
CC(=O)c1c(Cl)c(C(=O)NOC[C@@H](O)CO)c(Nc2ccc(I)cc2F)n1C	-0.92	-0.31	-0.81	0.13	-1.05	-1.21	-0.02	1.51	0.21	0.85	-0.34	1.14	-1.38	-1.12	1.44	0.87	-0.27	-0.02	-2.53	-1.97	0	0
COc1ccc(-c2cc(-c3ccc(C(N)=O)cc3)cnc2N)cn1	-0.84	-1.72	-0.78	-0.16	0.29	-0.32	-1.17	-0.36	-0.65	0.57	-1.32	-1.04	1.6	0.9	-0.63	-1.02	0.25	1.27	-1.14	-1.16	0	0
CN(c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)(C)C)c1=O)N2)S(C)(=O)=O	-0.43	0.23	0.07	0.08	-0.53	-0.71	1.73	0.2	1.0	0.55	1.03	1.08	-1.33	0.62	0.42	0.8	1.05	-1.19	0.44	-0.22	1	1
Cc1nc(C(=O)N2CCC[C@@H](C)[C@H]2CNc2nc3ccccc3o2)c(-c2ccccc2)s1	1.39	3.59	1.36	0.03	0.21	0.13	0.84	-2.23	-0.83	-1.21	-0.95	-0.59	0.44	0.74	1.08	1.12	-1.38	-0.07	1.67	0.54	0	0
CN(C)C(=O)[C@@H]1Cc2ccccc2N1C(=O)CCN1CCC(c2ccccc2)CC1	-0.26	1.28	1.31	0.24	0.39	-0.22	-0.66	-0.87	0.26	-0.83	-0.45	-1.04	0.47	-0.47	0.91	-0.55	-0.45	1.12	0.24	0.23	0	0
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(C(=O)O)cc2Cl)c(Cl)c1	0.74	-0.98	2.07	-0.72	-0.9	-0.04	-0.87	0.22	0.97	-0.46	0.36	1.52	-0.99	-0.1	-0.01	0.55	-0.23	-0.81	4.67	-0.74	1	1
O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccoc3)n(CC(=O)N3CCC(N4CCCC4)CC3)c2c1	1.48	-1.0	-0.02	-1.47	-0.29	-0.66	0.68	-1.71	-0.12	-0.97	-0.76	0.1	0.01	-0.21	0.63	0.8	0.2	0.16	-0.29	-0.29	0	0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C	-0.29	0.73	2.11	0.72	-3.33	-1.08	-1.46	0.02	0.8	0.42	0.93	4.4	0.99	-1.23	-0.31	-0.72	-0.28	1.72	0.29	-1.93	0	0
CC(C)(C)OC(=O)N[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1	0.18	0.5	-1.47	2.1	-0.01	-1.05	-0.08	0.04	0.71	0.88	0.62	-0.61	-0.85	0.11	-0.27	-2.36	-0.76	-1.44	1.08	1.31	0	0
N#CC1(n2cc([C@@H](NC(=O)c3ccncc3)C3CCCCC3)nn2)CC1	-0.67	0.64	-0.07	-0.76	0.12	-0.7	0.9	-0.97	-0.9	-0.67	0.25	1.18	-0.25	0.31	-0.29	0.13	-0.27	-0.89	0.61	1.03	1	0
CC(C)=Cc1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O	-0.95	0.68	-0.36	0.23	-0.36	-1.02	1.78	0.35	1.08	1.62	1.21	0.85	-1.07	0.29	-0.13	-0.28	-0.21	-2.32	0.08	-0.16	0	0
N#Cc1ccc(NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)nc1	-0.67	-0.82	-1.47	-0.58	-1.77	0.54	0.14	1.04	0.26	0.16	0.59	0.22	0.15	-0.47	-1.02	-0.52	-0.33	-0.15	-0.07	-0.91	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3cc(Cl)ccc3F)C1=O)N2	0.25	0.13	-0.81	-0.48	-1.26	-1.12	0.38	0.36	1.07	0.95	1.13	0.51	-0.81	0.38	-0.01	0.03	0.77	-0.93	-0.99	-1.0	0	0
Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2c(OCc3ccccc3)cccc21	0.33	0.29	0.62	-0.15	0.32	0.05	0.07	-0.1	-0.44	-1.31	-1.77	-0.23	-0.38	1.76	0.05	0.57	0.09	0.31	-1.1	0.28	0	1
CS(=O)(=O)Nc1ccc(C(=O)CSc2ccc3c(c2)OCCO3)cc1	-0.62	-0.1	-1.47	2.32	1.01	0.52	-2.23	-0.08	0.16	-0.28	1.39	-1.04	1.23	0.28	0.82	0.36	-0.13	-1.01	0.32	-0.15	1	1
COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(C[C@H](C)O)CC4)c3)nn12	-0.01	-0.19	-0.43	1.19	0.81	-1.06	0.08	0.0	-0.44	-1.34	-1.01	0.83	0.37	0.29	0.12	0.7	0.01	-0.11	0.06	0.85	0	0
CS(=O)(=O)c1cccc(Oc2cccc(-c3c(CN4CCSC4)nc4c(C(F)(F)F)cccn34)c2)c1	1.47	-1.29	-0.43	-0.48	1.53	0.83	0.17	-0.92	0.72	-0.41	0.94	-1.04	-1.35	0.61	-0.04	0.07	-0.86	-1.14	-1.26	0.17	1	1
O=C(N[C@H]1CCCC[C@@H]1O)n1c(=O)n(CCN2CCOCC2)c2ccccc21	-1.92	2.14	-0.04	-0.05	-0.01	0.62	1.07	-1.25	-0.27	-1.58	-0.3	0.33	0.52	-0.57	-0.55	1.49	-1.49	0.12	0.78	0.39	0	0
C/C(CCCCN1C(=O)C(CCOc2ccccc2CC(=O)O)Oc2ccccc21)=N\O	0.16	-0.34	0.56	0.58	0.04	1.3	-0.78	1.13	-0.46	0.15	-0.27	1.18	0.2	-0.71	-0.17	0.56	-0.37	0.11	0.13	-1.04	0	0
COc1cc(-c2cn[nH]c2)cc2c(=O)[nH]c(C3COc4ccc(F)cc4C3)nc12	-0.35	0.63	-1.47	0.26	0.69	1.24	-0.91	1.04	-0.44	0.78	-1.14	-0.29	0.37	1.43	-1.41	-0.54	-0.31	-0.22	0.53	0.02	0	0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)[C@](C)(c1cc(F)cc(F)c1)O2	1.05	-1.14	-0.73	0.16	-1.51	0.46	-2.19	-0.72	1.51	1.41	0.54	-1.04	0.66	-0.63	-1.66	0.74	1.38	-0.26	-0.2	-3.26	0	0
CC(N)C1(c2cccc3ccccc23)CCCCC1	0.52	0.08	2.07	0.22	-0.01	-1.44	0.23	0.76	-2.42	-3.7	-0.28	-0.75	0.79	-0.18	2.03	-3.78	0.08	3.04	0.56	1.98	0	0
CNC(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1	-0.77	-1.17	-0.68	-0.87	1.55	0.53	0.29	1.07	-0.2	-0.67	0.01	-0.66	0.33	-1.2	-0.33	-0.9	-0.04	1.4	-0.09	-0.45	1	1
N#CC1(n2cc([C@@H](NC(=O)c3ccc(=O)[nH]c3)C3CCCCC3)nn2)CC1	-1.17	-0.36	-0.07	-0.75	0.01	-0.71	0.85	-0.67	-0.27	0.13	0.45	1.17	-0.51	0.52	-0.69	0.23	0.43	-1.17	0.34	0.97	0	0
COc1ccc(C(=O)/C=C/c2cc(CN3CCN(c4ccnc5cc(Cl)ccc45)CC3)c(O)c(OC)c2)c(OC)c1	1.55	0.91	-0.46	-0.04	0.79	0.79	-0.57	0.53	0.04	-0.26	-1.38	0.29	1.09	0.15	0.54	-0.75	-0.66	1.23	0.07	0.45	0	1
O=C1CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C(=O)N1CC(F)F	0.07	-0.92	0.64	-1.23	-0.38	-1.12	-0.01	-0.53	-0.17	-1.28	0.19	-1.04	-0.26	-0.6	-0.29	0.08	-0.43	-0.64	-0.0	-2.65	0	0
COc1cc(Cl)ccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1	-0.15	-0.41	0.93	1.24	0.77	0.06	0.46	-0.19	1.86	0.35	-0.25	-0.62	0.27	-0.67	1.06	-1.08	-0.07	0.16	0.17	0.74	0	0
Cc1cc(=O)[nH]nc1-c1ccc(OCCCN2CCC[C@H]2C)cc1	-0.48	-1.51	-1.47	1.12	0.52	-1.44	-0.33	0.31	0.1	-0.86	-0.2	-0.34	0.68	-0.39	0.4	2.95	0.64	0.98	-0.88	0.87	0	0
