SMILES	SLogP	GATS6s	PEOE_VSA6	GATS3se	VSA_EState5	EState_VSA3	ATSC3dv	ATSC8p	JGI10	JGI8	GATS1d	VSA_EState3	GATS4p	MCBO	AATSC0v	GATS8d	ATSC6se	GATS3d	GATS6Z	MINssCH2	observed	predicted
N#CC1(n2cc([C@@H](NC(=O)c3cocn3)C3CCCCC3)nn2)CC1	-0.96	0.64	-0.07	-1.98	0.01	-0.69	1.3	-0.6	-1.17	-0.62	0.22	1.16	-0.54	0.28	-1.0	0.43	-0.47	-1.07	0.53	1.01	0	0
COC(=O)CNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](OC(C)=O)[C@@]21C)[C@@]1(C)CCC2(C[C@H]1C[C@H]3OC(C)=O)OOC(C)(C)OO2	0.79	-0.49	-0.28	1.11	-1.58	0.64	-4.51	-1.2	0.91	1.02	1.55	-0.76	1.31	-2.46	-0.55	-0.42	-1.54	1.36	0.12	-1.1	0	0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@H]3CCCC(O)CC3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC	1.12	0.82	1.5	-0.21	-4.47	1.06	2.25	-1.99	-0.04	0.17	1.31	2.54	0.46	-2.56	-0.19	-0.03	-1.6	0.72	0.87	-1.04	1	1
CC(C)C[C@H]1C(=O)N[C@@H](c2ccccc2)CN1C(=O)c1cc(-c2ccc(F)cc2)on1	0.39	0.64	1.36	-0.58	-0.2	0.14	0.78	-0.25	-0.04	-0.16	-0.02	-0.3	-0.57	0.23	-0.02	0.5	-0.6	-0.87	0.91	-0.01	0	1
C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ccccc12	-0.68	1.7	0.62	-1.03	-0.69	0.56	0.36	0.12	0.21	-0.36	-1.0	-0.96	0.73	0.9	0.08	-0.65	-0.94	1.14	1.15	-0.01	0	0
CNCCC(c1ccc2cc(F)ccc2c1)n1ncnn1	-1.08	-0.64	-0.43	-0.27	-0.15	-1.44	-0.05	-0.11	1.82	0.35	-0.86	0.75	0.53	0.65	-0.68	-0.27	-0.46	-0.12	0.58	1.1	0	0
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN(C)C	0.32	-0.32	-1.47	1.91	1.8	1.44	0.07	-1.01	-0.2	0.07	-0.7	-0.63	-0.02	-0.86	-0.24	0.79	-0.11	-0.2	0.14	0.53	0	0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)cc(OC(C)C)nc2c1C	0.66	-0.04	-0.04	1.63	-0.62	2.48	0.34	-0.42	0.32	0.03	1.07	-0.44	-0.98	-1.03	-0.07	0.2	-1.02	-0.89	-0.36	-0.82	0	0
N#CC1(n2cc([C@@H](NC(=O)c3cccs3)C3CCCCC3)nn2)CC1	-0.19	0.73	0.28	-0.93	0.18	-0.74	0.89	-1.43	-1.17	-0.62	0.24	1.38	-1.51	0.28	0.7	0.36	-0.19	-1.03	0.3	1.06	1	1
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN(C)C)cc2)CC(C)(C)c2c1[nH]c1ccccc21	1.11	0.55	0.37	1.01	0.04	0.51	1.03	-1.26	-0.18	-0.34	-0.23	-0.93	-1.62	-0.35	0.63	1.4	1.57	-0.82	-0.06	0.14	1	1
Cc1cnc(NCCc2ccc(C(F)(F)F)cc2)c(=O)n1CC(=O)NCCONC(=N)N	-2.09	-0.97	-0.78	-1.22	-0.49	-0.29	-0.61	0.44	0.89	-0.74	1.35	0.26	1.45	-1.03	-2.33	-0.95	0.09	-0.39	-0.08	-1.28	0	0
O=C(NCCC(c1ccccc1)c1ccccc1)c1ccncc1	0.26	-1.1	2.01	-0.52	0.12	-0.65	-0.34	1.21	-1.71	-1.45	-0.35	-0.72	0.8	0.9	1.31	0.91	0.13	1.6	0.08	0.62	1	1
Cc1cc(CCC#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(N)=O	0.84	-0.8	-0.78	1.17	0.13	0.87	-1.12	0.22	0.44	0.52	-0.9	1.17	-0.42	0.9	-0.05	0.45	0.26	-0.01	-0.15	0.21	0	0
COc1cccc(C2CNCC2C(=O)Nc2cc3cc[nH]c(=O)c3cc2Cl)c1	-0.39	-0.52	-0.11	-0.22	0.27	0.46	-0.43	0.22	-0.08	-0.84	-0.52	-0.22	0.55	0.72	0.21	-0.48	0.07	0.49	0.82	0.53	0	0
Clc1ccc([C@@]23CCC[C@@H]2CNC3)cc1Cl	-0.03	-0.4	0.58	-2.21	0.47	-0.44	-0.26	-0.7	-2.42	-3.7	0.28	-0.53	-0.23	-1.03	2.99	-5.3	0.28	1.89	1.63	1.66	0	0
O=C(NOCCO)c1cc(CN2CCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F	-0.32	0.42	-1.47	-0.83	-2.79	0.05	1.22	0.26	-0.13	-0.15	-0.34	0.14	-1.52	-0.93	0.74	0.74	1.52	-0.85	-2.47	-1.59	0	0
CCNC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1	0.44	-0.97	-0.68	-0.68	2.12	0.49	-1.46	0.69	1.28	1.39	1.19	-0.4	1.83	-2.27	0.38	-1.52	0.11	2.84	-0.68	0.75	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3CCC[C@H]3N(Cc3ccc(C(F)(F)F)cc3)C1=O)N2	-0.04	-0.77	-0.41	-1.12	-1.19	0.17	-0.01	-0.3	1.42	1.52	1.81	0.42	-0.55	0.24	-1.17	-0.3	0.61	-0.97	-0.43	-0.87	0	0
NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3CCCC3)c1=O)N2	-0.99	0.67	-0.39	-0.65	-0.67	-0.7	2.54	-0.51	-0.35	-0.2	0.13	1.09	-1.23	0.76	-0.47	0.65	-0.16	-1.48	1.08	-1.69	1	1
CN(C)CCNC(=O)c1ccc2c(c1)CC(C(=O)Nc1ccc(-c3cn[nH]c3)cc1)CO2	-0.8	0.58	-0.78	0.41	0.09	0.19	-0.55	0.12	-0.46	-0.31	-0.36	0.29	-0.33	0.09	-0.12	0.46	0.57	-0.28	-0.23	-0.08	0	0
CCCCc1ccc(-c2nc(C)c(/C(C)=N/NC(=N)N)s2)cc1	-0.0	0.63	0.69	0.81	-0.12	-1.44	-0.15	-0.12	0.43	0.96	-0.86	0.25	3.78	-0.44	1.11	0.9	0.06	-1.0	-0.57	1.74	1	1
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccccc2)cc1F	1.2	1.06	1.66	-0.05	-1.09	-0.71	-0.77	1.05	-0.98	-0.49	-0.58	-0.36	0.63	1.47	-0.19	0.78	-0.05	0.69	-0.03	-0.27	1	1
Cc1ccc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nc1	0.61	1.51	1.36	0.42	-0.18	-0.75	0.33	-0.52	-1.4	1.05	0.78	0.43	-0.32	-0.68	1.35	0.95	0.25	-0.77	0.21	-0.18	0	0
Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCN(C)CC2)cc1Cl	1.55	1.97	0.59	-0.83	-0.33	0.15	0.29	-0.66	0.15	0.2	-0.96	0.63	1.03	0.61	0.33	0.96	1.04	-0.36	1.55	0.68	0	0
N#CC1(n2cc([C@@H](NC(=O)c3ccccc3F)C3CCCCC3)nn2)CC1	-0.13	0.28	0.63	-0.88	-0.48	-1.07	1.38	-0.84	-0.32	-0.52	0.25	1.15	-0.54	0.14	-0.28	0.33	-0.64	-0.91	0.63	0.94	1	1
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C)c(C)c2)cc1	-0.63	-0.19	0.27	0.48	0.47	-0.6	-2.18	0.52	-0.02	0.82	0.64	-0.92	1.46	-0.34	0.57	-0.71	-0.84	0.41	-0.14	-0.18	1	1
C#Cc1ccc(Nc2c(C(=O)NOCCO)cc(/C=N/OCCO)c(F)c2F)c(F)c1	-1.32	0.02	-0.84	-0.37	-1.58	-1.44	1.13	-0.11	-0.67	0.17	-0.75	1.4	0.09	-0.6	-2.41	1.6	1.89	-1.41	-0.67	-1.66	0	0
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	0.5	1.09	1.25	0.06	-0.56	0.31	-0.66	-0.62	-2.42	-1.9	0.04	0.32	0.17	0.09	0.46	-1.63	-0.79	-0.29	0.59	-0.9	1	1
COc1ccc(-c2cc(-c3cccc(C(N)=O)c3)cnc2N)cn1	-0.84	-0.81	-0.78	-0.16	0.26	-0.32	-1.04	-0.15	0.02	1.49	-1.32	-1.04	1.21	0.9	-0.63	1.09	0.04	0.85	-0.48	-1.18	0	0
COc1cc2c(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)ncnc2cc1OCCN1CCCCC1	0.04	-0.85	-1.1	0.11	1.32	2.17	0.46	-0.27	-0.29	-0.82	-1.03	0.3	0.98	-0.05	-0.23	0.82	0.28	0.36	0.2	0.48	0	1
CCN(C(=O)Nc1ccc(N(C)C)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1	0.76	-0.67	-1.13	-0.04	-0.53	-1.02	-1.32	-0.72	-0.1	0.73	0.26	0.27	0.04	-0.93	1.11	-0.37	0.1	0.73	-0.59	0.61	0	0
O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1	-0.13	-0.89	-0.11	-1.23	0.02	-0.26	-0.05	0.22	-0.19	0.85	-0.88	0.82	0.47	0.35	0.36	-1.16	0.18	0.72	-1.07	-1.72	0	0
CCc1nc2c(C(F)(F)F)cccc2n1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1	1.53	-1.26	-0.03	-0.14	0.74	0.83	-0.56	1.43	1.46	0.19	0.86	-1.04	-0.64	0.9	-0.57	-1.08	-0.07	-0.91	-0.84	0.18	0	0
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccccc3OC)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	0.64	1.04	2.51	0.42	-1.15	0.13	0.5	2.6	0.46	0.57	0.93	-0.51	-1.08	-0.82	0.29	0.81	-3.26	0.72	0.46	-0.88	0	0
CC(C)C(=O)N(Cc1ccc(Cl)c(Cl)c1Cl)[C@H]1CCNC1	0.23	0.31	1.67	-0.83	0.04	-0.04	-0.29	-0.43	-2.42	1.36	0.27	-0.57	-2.13	-1.8	2.2	-1.29	0.71	-0.05	-1.75	0.26	0	0
CC[C@@H](CO)Nc1nc(Nc2cc(Cl)cc(Cl)c2)ncc1C(=O)NC1CCN(C)CC1	-0.1	1.54	0.26	0.06	0.24	0.74	1.26	0.88	0.36	-0.18	0.45	1.06	-1.52	-1.26	0.33	0.97	0.55	-1.2	-1.48	-0.94	0	0
N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)ncc(Cl)c1=O	-1.28	-0.32	-0.81	-1.0	-0.04	0.09	0.39	-0.7	-0.28	-0.43	-0.23	-0.07	-2.22	0.28	-0.61	-0.1	-0.41	-0.92	-1.14	-0.74	0	0
CC(C)(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3c(OCC#N)cccc32)C(=O)N1Cc1ccc(F)c(Cl)c1	0.34	0.34	1.43	-0.92	-1.02	-1.08	1.36	-2.13	0.57	0.89	0.33	1.06	-1.94	0.46	-0.44	1.27	0.51	-0.48	-1.11	-1.6	0	0
Cc1cc(Cl)cc2cc(C(=O)N3CCN(C)CC3)[nH]c12	-0.83	0.54	-0.81	-0.48	0.03	-0.75	-0.15	-0.92	1.82	1.11	-0.79	-0.86	-0.71	-0.13	0.91	-0.05	0.12	0.13	-1.04	0.97	0	0
CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1	0.29	0.14	-0.81	-0.19	-1.74	-0.6	1.27	0.16	0.09	-0.07	0.43	-0.15	-1.11	-0.93	-2.51	-0.81	-2.3	-1.61	0.97	-0.29	1	1
COc1ccc(-c2cnc(N)c(-c3ccc(OC)nc3)c2)cn1	-0.62	-1.0	-1.47	-0.15	0.95	-0.3	-1.0	-0.51	-1.27	0.82	-1.88	-1.04	1.18	0.68	-0.62	-0.59	0.28	1.87	-1.25	0.53	0	0
Cc1cc(S(=O)(=O)Nc2cccc(CO)c2)ccc1-c1ccc(F)cc1F	0.4	0.63	-0.43	-0.2	-0.88	0.01	-0.4	-0.36	-0.91	-0.33	0.55	-0.07	0.98	0.71	0.04	-0.68	-1.69	0.25	1.51	-1.21	0	1
O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccc(OC(F)(F)F)cc2)CC1	1.42	-0.63	0.21	-1.15	0.07	1.27	-0.72	-0.59	-0.14	0.1	2.19	-0.64	-0.04	-1.16	-0.57	0.49	1.08	-0.29	-1.18	-0.12	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC3CC3)c1=O)N2	-0.9	0.39	-0.39	0.4	-0.18	-0.31	1.24	0.57	1.08	0.26	1.06	1.07	-0.47	1.19	-0.27	-0.14	0.59	-1.75	-0.07	-0.04	0	0
CC(C)CC[C@]1(C)CN(C2CCC2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O	-0.32	-0.05	-0.28	-0.22	-0.27	-0.21	1.44	-0.12	1.13	0.41	1.54	0.46	-1.13	-0.42	0.39	0.03	0.9	-1.36	-0.17	0.06	1	1
COc1ccc2nc(SCc3ccc4ccccc4c3)[nH]c2c1	0.97	0.18	1.64	0.43	1.05	-1.44	-0.97	-0.54	-0.9	-1.36	-1.4	-0.67	0.96	1.79	1.49	-0.25	0.07	0.22	1.24	1.22	1	1
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(I)c1=O	-1.42	0.8	-0.43	-0.47	0.37	0.39	0.49	-2.31	-0.28	-0.53	-0.48	-0.06	-4.17	0.47	2.85	-0.52	-0.59	-0.61	-1.22	-0.03	0	0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC)nc3)cc2n1	-0.36	-0.25	-1.47	-0.13	1.28	-0.67	0.5	-0.51	0.33	0.19	-1.5	-0.36	-0.21	-0.29	0.41	1.2	0.05	-1.33	0.66	1.16	0	0
N=C(N)NOCCNC(=O)Cn1c(Cl)cnc(NCC(F)(F)c2ccccc2)c1=O	-2.18	-0.79	0.93	0.48	-2.84	-1.44	-0.82	-0.29	0.56	-0.41	1.26	0.18	1.17	-0.82	-2.19	0.25	2.29	-0.44	-0.37	-2.68	1	1
C#CC[C@]1(C)CN(C2CCCC2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O	-1.06	0.15	-0.74	-0.09	0.89	-1.44	0.44	1.69	1.17	1.33	1.4	0.43	-1.52	0.29	0.16	-1.14	0.43	-1.06	-0.31	-0.43	0	0
COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccc(C(C)(C)C)cc5)cc4)CC3)c2cc1OCCOC	1.76	-0.52	0.42	0.75	2.1	3.47	-0.11	0.04	-0.03	-0.5	-0.46	-0.63	0.46	-0.56	0.04	1.21	1.1	0.25	-0.1	0.07	1	1
CS(=O)(=O)c1cccc(Oc2cccc(-n3c(C4CC4)nc4c(C(F)(F)F)cccc43)c2)c1	1.75	-1.27	-0.43	-0.22	0.89	0.41	-0.1	1.92	1.0	0.25	1.04	-1.04	-1.01	1.06	-0.63	-1.38	-0.15	-1.39	-0.81	1.18	1	0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C(F)(F)F)c4ccc(F)cc4)C[C@@](O)([C@@H](CC(=O)c4ccccc4)[C@@H]12)C3(C)C	0.67	-0.45	1.76	-0.47	-4.57	-0.54	-3.69	0.46	0.98	0.51	1.21	4.35	0.91	-1.43	-0.84	-0.87	-1.62	1.95	-0.14	-2.05	0	0
O=C(CCc1nnnn1-c1cccc2ccccc12)Nc1ccccc1[N+](=O)[O-]	-0.27	-0.65	1.31	-0.51	0.09	-1.06	-0.3	0.46	-0.17	-0.73	-1.02	1.87	0.09	1.43	-2.02	-0.97	0.9	0.34	0.63	-0.58	1	1
COCC[C@H](CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O	-0.08	-0.11	-0.04	-1.02	-1.06	0.25	-0.75	0.96	0.21	-1.1	1.38	0.28	-0.36	-1.96	0.01	-0.34	0.76	0.97	0.35	0.06	0	0
COc1ccc(CN2C(=O)c3cccc(N4CCN(Cc5c(F)cccc5F)CC4)c3C2=O)cc1OC	0.31	1.02	-0.43	-0.44	-0.46	2.1	0.01	1.03	0.36	0.06	-1.5	-1.04	0.76	-0.07	-0.37	0.06	-2.2	0.97	1.33	-0.53	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3[C@H]([C@H]4CC[C@@H]3C4)N(Cc3ccc(F)c(F)c3)C1=O)N2	-0.4	-0.24	-1.13	-0.73	-2.23	-1.08	0.39	-0.31	0.92	1.53	1.14	0.46	-0.98	0.5	-0.73	-0.12	0.41	-0.97	-0.4	-0.89	0	0
Cc1noc(-c2ccc3c(c2)c2c(n3CCCSc3cc(F)cc(F)c3)CCCC2)n1	1.91	-1.28	-1.18	-0.15	0.56	-0.36	-0.38	1.1	0.46	-0.36	-1.12	-0.49	1.08	0.57	0.8	0.18	0.65	-0.04	-0.63	1.02	0	0
O=C(NC1CCOCC1)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1	-0.33	0.46	0.21	0.14	0.04	2.18	-1.08	0.18	-0.43	-0.05	0.98	-0.29	-0.47	-1.58	0.78	-0.99	1.13	0.44	-1.33	0.01	0	0
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1	0.1	1.42	0.68	-0.12	-0.16	-0.65	-0.04	0.69	-1.65	-1.05	0.08	-0.3	-0.14	0.37	0.45	1.0	0.16	-0.01	0.18	0.19	1	1
N#CCC(=O)N1CCC[C@@H](n2cnc3cnc4[nH]ccc4c32)C1	-1.2	0.23	-1.47	0.66	-0.07	-1.02	-0.13	0.2	-0.07	-0.5	-1.25	-0.01	0.23	1.57	-1.08	0.06	-0.43	0.19	0.96	-0.87	0	0
Cn1c(-c2ccc(Cl)cc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21	2.78	-0.56	1.67	-0.88	-0.69	1.2	0.14	2.32	0.47	-0.21	-0.31	0.72	-0.57	0.54	0.93	0.25	-0.43	-0.12	-0.33	0.48	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3CCC[C@H]3N(Cc3ccc(F)cc3)C1=O)N2	-0.67	-0.05	-0.41	0.03	-1.18	-0.25	-0.41	0.03	0.58	0.93	1.21	0.42	-0.62	0.61	-0.5	-0.54	0.72	-0.95	-0.25	-0.4	0	0
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)c(Cl)c1	-0.02	-1.24	2.07	0.08	-0.27	-0.41	-1.18	0.4	1.28	-0.41	1.22	1.09	-1.4	0.09	0.32	0.6	-0.26	-0.96	4.07	-0.81	1	1
CC(C)(C)CCn1nc(N2CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O	-1.26	0.35	-0.28	-0.35	-0.35	-0.17	2.15	-0.14	1.06	0.64	1.5	0.9	-1.38	0.04	-0.24	1.37	0.3	-2.26	-0.22	-0.16	1	1
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccc(S(C)(=O)=O)cc3)CC2)CC1	-0.27	-0.96	-0.78	1.31	0.56	-1.05	-0.87	0.95	-0.17	0.88	1.71	-1.04	0.91	-0.53	1.09	-0.52	0.42	0.34	-1.09	0.99	1	0
Cc1ccnc(NC(c2ccc([N+](=O)[O-])cc2)c2ccc3cccnc3c2O)c1	0.78	-1.56	-0.43	-1.37	0.41	-0.34	-0.19	-1.06	0.97	-0.29	-0.77	1.71	0.52	1.25	-0.8	0.3	0.32	0.28	-0.56	0.12	1	1
CC1CCN(C(=O)C2CCOC2)CC1N(C)c1ncnc2[nH]ccc12	-1.44	-0.93	-1.08	-0.07	1.04	-0.2	-0.26	-0.65	-1.4	-0.47	-0.58	-0.93	-0.67	-0.54	-0.42	-0.89	-0.25	1.55	0.01	0.51	0	0
CC(C)C(=O)N/C(=N/c1nccn1Cc1ccccc1)Nc1ccc(Cl)c(Cl)c1	1.03	0.11	2.39	0.75	0.19	0.39	-0.21	-0.61	-0.48	0.46	0.05	-0.33	-1.76	0.19	0.61	0.83	-0.32	-1.23	-1.08	0.59	1	1
N#CC1(n2cc([C@@H](NC(=O)c3cnco3)C3CCCCC3)nn2)CC1	-0.96	0.66	-0.07	-1.94	0.1	-0.69	1.34	-0.64	-1.17	-0.62	0.22	1.16	-0.5	0.28	-1.0	0.43	-0.35	-1.07	0.55	1.01	0	0
O=C(O)c1ccc2c(C3CCCCC3)c(-c3cccs3)n(CC(=O)N3CCC(N4CCCC4)CC3)c2c1	1.82	-0.97	0.33	-1.11	-0.23	-0.66	0.68	-2.37	-0.12	-0.97	-0.76	0.33	-0.77	-0.21	1.4	0.8	0.46	0.13	0.76	-0.19	0	0
NC(C(=O)N1CCC(Nc2ccc3[nH]ncc3c2)CC1)c1ccc(Br)cc1	-0.17	0.02	0.14	0.14	-0.02	-0.2	-0.56	0.72	0.22	-0.24	0.02	0.19	-0.32	0.33	1.26	-0.38	0.27	0.3	-1.57	0.83	1	1
CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3c(OCC(N)=O)cccc32)=C(O)[C@@H]1C(C)(C)C	-0.8	0.72	1.61	-0.88	-0.96	-0.6	2.85	-6.54	0.28	0.4	1.19	0.14	-2.24	-0.82	0.09	-0.15	0.91	-1.46	-0.02	-1.9	0	0
CC(C)(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(N)(=O)=O)ccc3N2)c1=O	-0.99	0.44	0.07	-0.27	-0.56	-0.71	1.93	-0.07	1.06	0.64	1.53	1.59	-1.56	0.76	-0.17	0.97	0.33	-2.32	-0.04	-0.25	0	1
CC(C)(C)Cn1ccnc1/N=C(/Nc1ccc(Cl)c(Cl)c1)NC(C)(C)C	1.47	2.06	1.05	1.15	0.75	-0.01	0.59	-1.73	1.73	3.36	2.1	-0.23	-4.03	-1.28	1.21	0.19	-0.42	-3.37	-1.19	1.06	1	1
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCC(=O)N[C@@H](CCC(N)=O)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	2.94	-1.32	2.69	-1.15	0.88	1.32	-2.31	0.41	0.72	0.71	1.25	0.78	1.42	-2.53	0.18	-0.74	2.28	3.72	-0.68	-0.75	0	0
CC[C@@]1(C)CN(Cc2ccc(F)cc2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O	-0.49	0.02	0.02	0.1	-1.05	-0.66	-0.69	-0.28	0.4	0.9	1.28	0.43	-0.78	0.33	-0.26	-0.85	0.27	-0.79	-0.28	-0.51	0	0
O=C(Nc1cc2cc[nH]c(=O)c2cc1Cl)C1CNCC1c1ccc(F)cc1	-0.29	-0.67	-0.11	-0.37	-0.52	0.81	-0.47	0.27	0.29	-0.84	-0.03	-0.24	0.11	0.9	-0.28	-0.01	-0.11	0.12	0.84	0.41	0	0
CCOc1cc(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N3C2)c2ccc(OC)c(C)c2n1	0.38	-0.03	-0.04	1.34	-0.61	2.91	0.37	0.47	0.21	0.03	0.9	-0.44	-0.85	-0.97	-0.12	0.04	-1.22	-0.67	-0.31	-0.81	1	1
CCS(=O)(=O)c1cccc(Oc2cccc(-n3c(C)nc4c(Cl)cccc43)c2)c1	1.36	-1.56	0.63	2.64	1.16	-0.37	-0.52	0.3	1.05	-0.51	-0.34	-0.98	-0.57	1.43	0.93	0.02	0.24	0.15	-0.52	-0.66	0	0
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc(I)cc1	-0.22	-0.02	-1.13	-0.05	0.78	0.13	0.5	1.89	0.47	0.48	-0.25	1.75	-2.09	-0.31	2.85	-0.43	0.85	1.05	-3.59	0.61	0	0
NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)NC1CC1	-2.9	-0.46	-0.43	0.09	-0.41	-0.24	-0.05	0.44	-0.31	-0.45	0.62	-0.43	0.36	-0.82	-0.59	-0.37	-0.25	0.05	0.39	-1.08	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)c(F)c3)C1=O)N2	-0.12	-0.19	-1.13	-0.91	-2.25	-1.08	0.76	-0.32	0.88	1.31	1.13	0.47	-0.63	0.38	-0.48	-0.12	0.26	-1.04	-0.33	-0.89	0	0
COc1ccccc1CNc1ncc(C(=O)NCCNC(C)=O)c(NC2CCCC2)n1	-0.97	-0.34	0.31	0.59	0.8	1.35	0.1	0.55	-0.3	-0.3	-0.11	0.23	-0.9	-0.93	-0.55	0.17	0.11	-0.02	-0.02	-0.03	1	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccccc3F)C1=O)N2	-0.49	0.05	-0.43	-0.39	-1.07	-1.08	0.09	-0.18	0.8	0.7	1.04	0.46	-0.97	0.63	-0.27	-0.3	1.09	-0.72	-0.49	-0.81	0	0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	1.02	-0.76	0.02	-1.28	1.83	-0.69	0.25	-1.84	-0.51	-0.71	-0.7	0.04	2.04	-1.44	0.53	-1.18	0.86	3.84	-0.2	0.96	1	1
CC(C)(O)CCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21	-0.41	-0.98	-0.78	2.34	0.49	0.22	-0.13	0.81	0.39	0.55	-0.33	0.04	0.04	1.08	0.03	0.7	0.66	-0.99	-0.43	0.08	1	0
