SMILES	AATSC1c	GATS1se	N-079	GATS7d	SIC3	SLogP_VSA2	AATSC0c	JGI7	AATSC3c	ATSC3c	observed	predicted
CCOC(=O)N=c1c[n+](N2CCOCC2)[n-]o1	-0.040906238859676314	-0.4656374316301421	1.8692515789416542	1.8481370701536748	-0.5552395702154883	-0.3620617606097365	0.6471340044539233	-0.06534740741721026	-1.3201167352264687	-0.881409252553198	1.0	1.0
NC(=O)c1cn(Cc2c(F)cccc2F)nn1	0.26012811364956306	-1.187734169318002	-0.2836607454425078	1.6396443242551564	1.2574248720850008	-0.8469956751808838	-0.11949655392600551	1.3174823208848998	-0.885552812107117	-0.574366081991203	1.0	1.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	0.9548042414559418	0.0711482332172247	-0.2836607454425078	0.07042053922948839	0.05751068652627292	-0.09796142789863536	-0.9894901073926888	0.22766123962750687	0.04987155306250732	-0.15739198666002455	1.0	1.0
CC(COc1ccccc1)N(CCCl)Cc1ccccc1	1.2042799854452952	-0.32023423595760553	-0.2836607454425078	-0.2765158349027542	0.02194534066364847	-0.6039616545028458	-1.1255026297155166	-0.7366402545032485	0.27544300675404226	0.00904135738550459	0.0	1.0
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1	-0.9815271803759009	1.0621099239635519	-0.2836607454425078	0.5547809944591205	0.14597505715520329	-0.25644948960378133	0.8336895973800511	0.9281556872869916	-1.7700977631100192	-1.2806386473999862	0.0	0.0
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1	0.773628478858777	-1.4355416973071382	-0.2836607454425078	-0.8602525236071676	-0.9583846419250093	-0.9817983202030565	-0.8683535142284933	-0.3453788115721793	-0.8163748040585552	-0.7072532657381567	1.0	1.0
NCCS	0.449500477064771	3.4154802692405593	-0.2836607454425078	-0.5162890374804693	-0.3407567651403415	-1.0774685035780909	-0.6680597180610415	-2.379938314813748	0.6411216183570266	-0.1566549654264775	0.0	0.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)[C@@H](O)C[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	0.36742187772590307	0.40484072265683857	-0.2836607454425078	0.16995180250421615	-0.6781105873514064	2.204987579783287	-0.27521515106156236	0.14558280635163356	-0.013713960163429816	-0.09081237792297718	1.0	1.0
NCCC(O)(P(=O)(O)O)P(=O)(O)O	-3.2650144213965637	2.900626628227358	-0.2836607454425078	-3.3380382862875284	-1.3603330709946064	-0.4342630935366419	2.568338599051478	-2.379938314813748	-0.8034879448036978	-0.5890596155876636	0.0	0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1	-0.914487333135978	-0.38561778291112186	-0.2836607454425078	0.7151298361046097	1.0883741812692567	0.13436730349792056	0.8184503218663972	0.43174094007807345	0.7434821982818157	0.3076390923714229	0.0	0.0
