ID_all;SMILES;y_consensus;y_consensus_sd;valid/outlier;ID_avdeef;NAME_avdeef;CAS_avdeef;y_avdeef_nointraoutliers_nointeroutliers;pka_avdeef;ID_sander;NAME_sander;CAS_sander;y_sander_nointraoutliers_nointeroutliers;pka_sander;ID_liao;NAME_liao;CAS_liao;y_liao_nointraoutliers_nointeroutliers;pka_liao;ID_qtbx;NAME_qtbx;CAS_qtbx;y_qtbx_nointraoutliers_nointeroutliers;ID_settimo;NAME_settimo;CAS_settimo;y_settimo_nointraoutliers_nointeroutliers;pka_settimo;units
14286;O=C1NC(=O)C(=Cc2ccccc2)N1;8.60000038146972;;valid;;;;;;;;;;;;;;;;7537;;3775-01-07 00:00:00;8.60000038146972;;;;;;pKa
14287;O=C1NC(=O)C(=O)N1;6.153333187103271;;valid;;;;;;;;;;;;;;;;[12976, 12781, 12975];;120-89-8;6.153333187103271;;;;;;pKa
14288;O=C1NC(=O)C(Cc2ccccc2)C(=O)N1;3.32999992370605;;valid;;;;;;;;;;;;;;;;22531;;5909-45-5;3.32999992370605;;;;;;pKa
14289;O=C1NC(=O)C(O)C(=O)N1;2.82999992370605;;valid;;;;;;;;;;;;;;;;24500;;444-15-5;2.82999992370605;;;;;;pKa
14290;O=C1NC(=O)C2(CC2)C(=O)N1;8.72999954223632;;valid;;;;;;;;;;;;;;;;[7122, 7123];;6947-77-9;8.72999954223632;;;;;;pKa
14291;O=C1NC(=O)C2(CCC2)C(=O)N1;8.81999969482421;;valid;;;;;;;;;;;;;;;;6866;;6128-03-06 00:00:00;8.81999969482421;;;;;;pKa
14292;O=C1NC(=O)C2(CCCC2)C(=O)N1;8.82999992370605;;valid;;;;;;;;;;;;;;;;[6834, 6835];;56209-30-4;8.82999992370605;;;;;;pKa
14293;O=C1NC(=O)NP(=O)(c2ccccc2)N1;4.88999986648559;;valid;;;;;;;;;;;;;;;;15908;;18796-67-3;4.88999986648559;;;;;;pKa
14294;O=C1NC(=O)[C@@H](Cc2ccccc2)N1;8.64999961853027;;valid;;;;;;;;;;;;;;;;7389;;No CAS number;8.64999961853027;;;;;;pKa
14295;O=C1NC(=O)[C@H](Cc2ccccc2)N1;8.64999961853027;;valid;;;;;;;;;;;;;;;;7388;;No CAS number;8.64999961853027;;;;;;pKa
14296;O=C1NC(=S)NC(=O)C1C1C=CCCC1;2.34999990463256;;valid;;;;;;;;;;;;;;;;25849;;103150-71-6;2.34999990463256;;;;;;pKa
14297;O=C1NCCNCC(F)(F)CNCCNC(=O)C1(F)F;1.89999997615814;;valid;;;;;;;;;;;;;;;;26953;;130698-95-2;1.89999997615814;;;;;;pKa
14298;O=C1NCCNCCCNCCNC(=O)C1C1C(=O)NCCNCCCNCCNC1=O;9.96000003814697;;valid;;;;;;;;;;;;;;;;3616;;84507-37-9;9.96000003814697;;;;;;pKa
14299;O=C1N[C@H](Cc2cnc[nH]2)C(=O)N[C@@H]1Cc1cnc[nH]1;5.63000011444091;;valid;;;;;;;;;;;;;;;;14015;;No CAS number;5.63000011444091;;;;;;pKa
14300;O=C1N[C](O)C=CN1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;7.0;;valid;;;;;;;;;;;;;;;;11297;;No CAS number;7.0;;;;;;pKa
14301;O=C1N[C](O)C=CN1[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]1O;7.09999990463256;;valid;;;;;;;;;;;;;;;;11112;;No CAS number;7.09999990463256;;;;;;pKa
14302;O=C1N[C](O)C=CN1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O;7.90000009536743;;valid;;;;;;;;;;;;;;;;9404;;No CAS number;7.90000009536743;;;;;;pKa
14303;O=C1N[C](O)C=CN1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O;8.5;;valid;;;;;;;;;;;;;;;;7838;;No CAS number;8.5;;;;;;pKa
14304;O=C1OC(C(O)CO)C(=O)C1=O;3.22000002861022;;valid;;;;;;;;;;;;;;;;22961;;490-83-5;3.22000002861022;;;;;;pKa
14305;O=C1OC(c2c(-c3ccccc3)[nH]c3ccccc23)(c2c(-c3ccccc3)[nH]c3ccccc23)c2cccc([N+](=O)[O-])c21;8.19999980926513;;valid;;;;;;;;;;;;;;;;8609;;125085-92-9;8.19999980926513;;;;;;pKa
14306;O=C1OC(c2c(-c3ccccc3)[nH]c3ccccc23)(c2c(-c3ccccc3)[nH]c3ccccc23)c2ccccc21;12.1999998092651;;valid;;;;;;;;;;;;;;;;796;;22091-86-7;12.1999998092651;;;;;;pKa
14307;O=C1OC(c2c(C(=O)O)[nH]c3c(Cl)cccc23)(c2c(C(=O)O)[nH]c3c(Cl)cccc23)c2ccccc21;11.8000001907348;;valid;;;;;;;;;;;;;;;;1047;;93217-29-9;11.8000001907348;;;;;;pKa
14308;O=C1OC(c2c[nH]c3ccccc23)(c2c(-c3ccccc3)[nH]c3ccccc23)c2ccccc21;13.0;;valid;;;;;;;;;;;;;;;;466;;93217-21-1;13.0;;;;;;pKa
14309;O=C1OC(c2c[nH]c3ccccc23)(c2c(C(=O)O)[nH]c3c(Cl)cccc23)c2ccccc21;10.1999998092651;;valid;;;;;;;;;;;;;;;;3126;;125061-14-5;10.1999998092651;;;;;;pKa
14310;O=C1OC(c2c[nH]c3ccccc23)(c2c[nH]c3ccccc23)c2cccc([N+](=O)[O-])c21;10.3000001907348;;valid;;;;;;;;;;;;;;;;2908;;125061-06-5;10.3000001907348;;;;;;pKa
14311;O=C1OC(c2c[nH]c3ccccc23)(c2c[nH]c3ccccc23)c2ccccc21;10.6999998092651;;valid;;;;;;;;;;;;;;;;2233;;69272-79-3;10.6999998092651;;;;;;pKa
14312;O=C1OC(c2cc3c(O)c(c2)COCCOCCOCCOCCOC3)(c2cc3c(O)c(c2)COCCOCCOCCOCCOC3)c2ccccc21;10.3999996185302;;valid;;;;;;;;;;;;;;;;2745;;No CAS number;10.3999996185302;;;;;;pKa
14313;O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21;9.4800001780192;;valid;;;;;;;;;;;;;;;;[4489, 4299, 6078];;77-09-8;9.4800001780192;;;;;;pKa
14314;O=C1OC(c2ccc(O)cc2)(c2ccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)c2ccccc21;3.03999996185302;;valid;;;;;;;;;;;;;;;;23724;;No CAS number;3.03999996185302;;;;;;pKa
14315;O=C1OC(c2ccccc2)=NC1Cc1ccccc1;8.7200002670288;;valid;;;;;;;;;;;;;;;;7164;;No CAS number;8.7200002670288;;;;;;pKa
14316;O=C1OCCOCCOC(=O)c2cc(n[n-]2)C(=O)OCCOCCOC(=O)c2cc1n[n-]2;10.8999996185302;;valid;;;;;;;;;;;;;;;;1912;;No CAS number;10.8999996185302;;;;;;pKa
14317;O=C1OCCOCCOC(=O)c2cc(n[nH]2)C(=O)OCCOCCOC(=O)c2cc1n[nH]2;9.10000038146972;;valid;;;;;;;;;;;;;;;;6126;;134778-22-6;9.10000038146972;;;;;;pKa
14318;O=C1OI(=O)(O)c2ccccc21;2.40000009536743;;valid;;;;;;;;;;;;;;;;[25654, 25655];;61717-82-6;2.40000009536743;;;;;;pKa
14319;O=C1OI(O)c2ccc([N+](=O)[O-])cc21;6.73000001907348;;valid;;;;;;;;;;;;;;;;11790;;1830-16-6;6.73000001907348;;;;;;pKa
14320;O=C1O[C@@H]([C@H](O)[C@H](O)CO)C(=O)C1=O;8.55000019073486;;valid;;;;;;;;;;;;;;;;7683;;No CAS number;8.55000019073486;;;;;;pKa
14321;O=C1O[C@H]([C@@H](O)C(=O)O)[C@@H](O)[C@@H]1O;2.72000002861022;;valid;;;;;;;;;;;;;;;;24806;;No CAS number;2.72000002861022;;;;;;pKa
14322;O=C1O[C@H]([C@@H](O)C(=O)O)[C@H](O)[C@@H]1O;2.75999999046325;;valid;;;;;;;;;;;;;;;;24715;;No CAS number;2.75999999046325;;;;;;pKa
14323;O=C1O[C@H]([C@@H](O)CO)C(=O)C1=O;3.90000009536743;;valid;;;;;;;;;;;;;;;;20105;;490-83-5;3.90000009536743;;;;;;pKa
14324;O=C1O[C@H]([C@@H](O)CO)C(ON=Nc2ccc(Cl)cc2)=C1O;10.1000003814697;;valid;;;;;;;;;;;;;;;;3306;;121654-34-0;10.1000003814697;;;;;;pKa
14325;O=C1O[C@H]([C@@H](O)CO)C(ON=Nc2ccc([N+](=O)[O-])cc2)=C1O;10.1999998092651;;valid;;;;;;;;;;;;;;;;3132;;121654-33-9;10.1999998092651;;;;;;pKa
14326;O=C1O[C@H]([C@@H](O)[C@H](O)[C@H](O)CO)C(O)=C1O;4.30000019073486;;valid;;;;;;;;;;;;;;;;18409;;26234-79-7;4.30000019073486;;;;;;pKa
14327;O=C1O[C@H]([C@H](O)CO)C(=O)C1=O;8.80000019073486;;valid;;;;;;;;;;;;;;;;6970;;No CAS number;8.80000019073486;;;;;;pKa
14328;O=C1S[C@@H]([C@H](O)CO)C(O)=C1O;3.90000009536743;;valid;;;;;;;;;;;;;;;;20143;;No CAS number;3.90000009536743;;;;;;pKa
14329;O=C1[C@@H]2C[C@@H](CN3CCCC=C23)[C@@H]2CCCCN12;9.69999980926513;;valid;;;;;;;;;;;;;;;;4372;;No CAS number;9.69999980926513;;;;;;pKa
14330;O=C1[C@@H]2C[C@@H](CN3CCCC[C@H]23)[C@@H]2CCCCN12;7.69999980926513;;valid;;;;;;;;;;;;;;;;9866;;No CAS number;7.69999980926513;;;;;;pKa
14331;O=C1[C@H]2CC=CC[C@H]2C(=O)N1CCN1CCN(c2cccc3c2OCCO3)CC1;6.05000019073486;;valid;;;;;;;;;;;;;;;;13129;;No CAS number;6.05000019073486;;;;;;pKa
14332;O=C1[C@H]2CCCC[C@H]2C(=O)N1CCN1CCN(c2cccc3c2OCCO3)CC1;6.07000017166137;;valid;;;;;;;;;;;;;;;;13100;;No CAS number;6.07000017166137;;;;;;pKa
14333;O=C1[C@H]2C[C@H](CN3CCCC[C@H]23)C2=CCCCN12;7.69999980926513;;valid;;;;;;;;;;;;;;;;9886;;No CAS number;7.69999980926513;;;;;;pKa
14334;O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O;8.89999961853027;;valid;;;;;;;;;;;;;;;;6637;;No CAS number;8.89999961853027;;;;;;pKa
14335;O=C1c2ccccc2-c2cccc(O)c21;10.0600004196167;;valid;;;;;;;;;;;;;;;;3378;;6344-60-1;10.0600004196167;;;;;;pKa
14336;O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21;4.69999980926513;;valid;;;;;;;;;;;;;;;;16646;;81-54-9;4.69999980926513;;;;;;pKa
14337;O=C1c2ccccc2C(=O)c2c1ccc(O)c2O;6.57000017166137;;valid;;;;;;;;;;;;;;;;12116;;72-48-0;6.57000017166137;;;;;;pKa
14338;O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O;0.270000010728836;;valid;;;;;;;;;;;;;;;;[28865, 28866];;82-49-5;0.270000010728836;;;;;;pKa
14339;O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)ccc21;0.379999995231628;;valid;;;;;;;;;;;;;;;;[28824, 28825, 28826];;84-48-0;0.379999995231628;;;;;;pKa
14340;O=C=CC=CCNCCNCC=CC=C=O;8.60999965667724;;valid;;;;;;;;;;;;;;;;7496;;5-48-1;8.60999965667724;;;;;;pKa
14341;O=CC(F)(F)F;1.21000003814697;;valid;;;;;;;;;;;;;;;;28175;;75-90-1;1.21000003814697;;;;;;pKa
14342;O=CC(O)=CO;4.92999982833862;;valid;;;;;;;;;;;;;;;;15758;;5-38-9;4.92999982833862;;;;;;pKa
14343;O=CC=CNc1ccc(Cl)cc1;12.6400003433227;;valid;;;;;;;;;;;;;;;;568;;No CAS number;12.6400003433227;;;;;;pKa
14344;O=CC=CNc1ccc([N+](=O)[O-])cc1;12.079999923706;;valid;;;;;;;;;;;;;;;;887;;83250-96-8;12.079999923706;;;;;;pKa
14345;O=CC=CNc1cccc(Cl)c1;12.4799995422363;;valid;;;;;;;;;;;;;;;;645;;51217-97-1;12.4799995422363;;;;;;pKa
14346;O=CC=CNc1cccc([N+](=O)[O-])c1;12.1000003814697;;valid;;;;;;;;;;;;;;;;880;;127558-21-8;12.1000003814697;;;;;;pKa
14347;O=CC=CNc1ccccc1;12.9799995422363;;valid;;;;;;;;;;;;;;;;474;;No CAS number;12.9799995422363;;;;;;pKa
14348;O=CC=CNc1ccccc1CO;12.9200000762939;;valid;;;;;;;;;;;;;;;;482;;No CAS number;12.9200000762939;;;;;;pKa
14349;O=CCC(C(=O)O)(c1ccccc1)c1ccccc1;6.88000011444091;;valid;;;;;;;;;;;;;;;;11525;;58402-13-4;6.88000011444091;;;;;;pKa
14350;O=CCC(Cc1ccccc1)(C(=O)O)c1ccccc1;6.84000015258789;;valid;;;;;;;;;;;;;;;;11599;;58402-14-5;6.84000015258789;;;;;;pKa
14351;O=CN1CCNc2ncncc21;5.0;;valid;;;;;;;;;;;;;;;;15564;;98277-14-6;5.0;;;;;;pKa
14352;O=CNCC(=O)O;3.4300000667572;;valid;;;;;;;;;;;;;;;;22157;;2491-15-8;3.4300000667572;;;;;;pKa
14353;O=CNNC(=O)[C@H](Cc1ccccc1)NC=O;8.81999969482421;;valid;;;;;;;;;;;;;;;;6867;;No CAS number;8.81999969482421;;;;;;pKa
14354;O=CN[C@@H](CCCCNC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O)C(=O)O;9.02000045776367;;valid;;;;;;;;;;;;;;;;6284;;No CAS number;9.02000045776367;;;;;;pKa
14355;O=C[C-](C=O)C(c1ccccc1)N1CCCCC1;11.0500001907348;;valid;;;;;;;;;;;;;;;;1729;;No CAS number;11.0500001907348;;;;;;pKa
14356;O=C[C-](C=O)C(c1ccccc1)N1CCOCC1;8.69999980926513;;valid;;;;;;;;;;;;;;;;7259;;No CAS number;8.69999980926513;;;;;;pKa
14357;O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O;3.190000057220455;;valid;;;;;;;;;;;;;;;;[23132, 23039];;6556-12-03 00:00:00;3.190000057220455;;;;;;pKa
14358;O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;12.420000076293883;;valid;;;;;;;;;;;;;;;;[704, 808, 361, 789, 662, 890];[nan, nan, nan, nan, nan, nan];50-99-7;12.420000076293883;;;;;;pKa
14359;O=C[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO;12.496666590372667;;valid;;;;;;;;;;;;;;;;[908, 338, 892];;69-79-4;12.496666590372667;;;;;;pKa
14360;O=C[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@H](O)CO;0.839999973773956;;valid;;;;;;;;;;;;;;;;28558;;No CAS number;0.839999973773956;;;;;;pKa
14361;O=Cc1cc(C(=O)O)c(O)c([N+](=O)[O-])c1;7.9099998474121;;valid;;;;;;;;;;;;;;;;9353;;No CAS number;7.9099998474121;;;;;;pKa
14362;O=Cc1cc(C(=O)O)c2cccccc1-2;4.51000022888183;;valid;;;;;;;;;;;;;;;;17470;;No CAS number;4.51000022888183;;;;;;pKa
14363;O=Cc1cc(C(=O)O)cs1;3.60999989509582;;valid;;;;;;;;;;;;;;;;21349;;No CAS number;3.60999989509582;;;;;;pKa
14364;O=Cc1cc(C(=O)[O-])c(O)c([N+](=O)[O-])c1;7.9099998474121;;valid;;;;;;;;;;;;;;;;9354;;No CAS number;7.9099998474121;;;;;;pKa
14365;O=Cc1cc(S(=O)(=O)O)ccc1O;6.71999979019165;;valid;;;;;;;;;;;;;;;;[11796, 11797];;25149-61-5;6.71999979019165;;;;;;pKa
14366;O=Cc1ccc(C(=O)O)cc1;3.765999984741208;;valid;;;;;;;;;;;;;;;;[20777, 20690, 20691, 20692, 20693];[nan, nan, nan, nan, nan];619-66-9;3.765999984741208;;;;;;pKa
14367;O=Cc1ccc(C(=O)O)s1;2.84999990463256;;valid;;;;;;;;;;;;;;;;[24440, 24441];;4565-31-5;2.84999990463256;;;;;;pKa
14368;O=Cc1ccc(O)c(C(=O)[O-])c1;10.9099998474121;;valid;;;;;;;;;;;;;;;;1877;;No CAS number;10.9099998474121;;;;;;pKa
14369;O=Cc1ccc(O)c(CN(CC(=O)O)CC(=O)O)c1;10.3500003814697;;valid;;;;;;;;;;;;;;;;2811;;No CAS number;10.3500003814697;;;;;;pKa
14370;O=Cc1ccc(O)c([N+](=O)[O-])c1;4.57999992370605;;valid;;;;;;;;;;;;;;;;[17176, 17177];;3011-34-5;4.57999992370605;;;;;;pKa
14371;O=Cc1cccc(C(=O)O)c1;3.8259999275207504;;valid;;;;;;;;;;;;;;;;[20359, 20360, 20361, 20362, 20689];[nan, nan, nan, nan, nan];619-21-6;3.8259999275207504;;;;;;pKa
14372;O=Cc1ccncc1O;4.27500009536743;;valid;;;;;;;;;;;;;;;;[17553, 19500];;['1849-54-3', '4-37-5'];4.27500009536743;;;;;;pKa
14373;O=Cc1csc(C(=O)O)c1;2.97000002861022;;valid;;;;;;;;;;;;;;;;[23996, 23997];;14282-66-7;2.97000002861022;;;;;;pKa
14374;O=N/C=N/O;5.09999990463256;;valid;;;;;;;;;;;;;;;;15313;;3354-64-1;5.09999990463256;;;;;;pKa
14375;O=NC(=NO)c1ccccc1;4.90000009536743;;valid;;;;;;;;;;;;;;;;[15854, 15855];;3354-63-0;4.90000009536743;;;;;;pKa
14376;O=NC(Cc1ccccc1)=NO;5.30000019073486;;valid;;;;;;;;;;;;;;;;14825;;29833-88-3;5.30000019073486;;;;;;pKa
14377;O=NCNc1c2ccccc2nc2ccccc12;3.41000008583068;;valid;;;;;;;;;;;;;;;;22246;;Invalid CAS number: 5-03-6;3.41000008583068;;;;;;pKa
14378;O=NN(CC(=O)O)CC(=O)O;2.27999997138977;;valid;;;;;;;;;;;;;;;;26038;;25081-31-6;2.27999997138977;;;;;;pKa
14379;O=NN(CC(=O)O)CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO;3.29999995231628;;valid;;;;;;;;;;;;;;;;22645;;99789-38-5;3.29999995231628;;;;;;pKa
14380;O=NN(CCCl)C(=O)NC1CCCCC1;12.5;;valid;;;;;;;;;;;;;;;;[624, 625];;13010-47-4;12.5;;;;;;pKa
14381;O=NN(O)c1cc(Cl)ccc1Cl;3.52999997138977;;valid;;;;;;;;;;;;;;;;21727;;No CAS number;3.52999997138977;;;;;;pKa
14382;O=NN(O)c1ccc(-c2ccccc2)cc1;3.97000002861022;;valid;;;;;;;;;;;;;;;;19824;;No CAS number;3.97000002861022;;;;;;pKa
14383;O=NN(O)c1ccc(Cl)c(Cl)c1;3.84999990463256;;valid;;;;;;;;;;;;;;;;20325;;No CAS number;3.84999990463256;;;;;;pKa
14384;O=NN(O)c1cccc(Cl)c1;4.01999998092651;;valid;;;;;;;;;;;;;;;;19617;;No CAS number;4.01999998092651;;;;;;pKa
14385;O=NN(O)c1cccc2ccccc12;3.90000009536743;;valid;;;;;;;;;;;;;;;;[20107, 20108];;5487-14-9;3.90000009536743;;;;;;pKa
14386;O=NN(O)c1ccccc1;4.129999876022335;;valid;;;;;;;;;;;;;;;;[19251, 19249, 19250, 19067];;148-97-0;4.129999876022335;;;;;;pKa
14387;O=NN(O)c1ccccc1Cl;3.77999997138977;;valid;;;;;;;;;;;;;;;;20678;;No CAS number;3.77999997138977;;;;;;pKa
14388;O=NN1CCCC[C@H]1c1cccnc1;6.59999990463256;;valid;;;;;;;;;;;;;;;;12078;;No CAS number;6.59999990463256;;;;;;pKa
14389;O=Nc1c(O)ccc2ccccc12;5.0;;valid;;;;;;;;;;;;;;;;15521;;131-91-9;5.0;;;;;;pKa
14390;O=Nc1cc(S(=O)(=O)O)c2cccnc2c1O;5.76999998092651;;valid;;;;;;;;;;;;;;;;13707;;5263-74-1;5.76999998092651;;;;;;pKa
14391;O=P(NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1;4.84999990463256;;valid;;;;;;;;;;;;;;;;16037;;31160-09-5;4.84999990463256;;;;;;pKa
14392;O=P(Nc1ccccc1)(Nc1ccccc1)Oc1ccccc1;12.6999998092651;;valid;;;;;;;;;;;;;;;;552;;18995-02-3;12.6999998092651;;;;;;pKa
14393;O=P(Nc1ccccc1)(Oc1ccccc1)Oc1ccccc1;13.1999998092651;;valid;;;;;;;;;;;;;;;;397;;3848-51-9;13.1999998092651;;;;;;pKa
14394;O=P(O)(CN1CCCN(CP(=O)(O)c2ccccc2)CCN(CP(=O)(O)c2ccccc2)CCCN(CP(=O)(O)c2ccccc2)CC1)c1ccccc1;1.85000002384185;;valid;;;;;;;;;;;;;;;;27052;;139300-44-0;1.85000002384185;;;;;;pKa
14395;O=P(O)(CNCCNCP(=O)(O)c1ccccc1)c1ccccc1;8.63000011444091;;valid;;;;;;;;;;;;;;;;7435;;No CAS number;8.63000011444091;;;;;;pKa
14396;O=P(O)(COCc1ccccc1)COCc1ccccc1;2.73000001907348;;valid;;;;;;;;;;;;;;;;24789;;No CAS number;2.73000001907348;;;;;;pKa
14397;O=P(O)(COc1ccc(Br)cc1)COc1ccc(Br)cc1;2.23000001907348;;valid;;;;;;;;;;;;;;;;26162;;22702-70-1;2.23000001907348;;;;;;pKa
14398;O=P(O)(COc1ccc(Cl)cc1)COc1ccc(Cl)cc1;2.15000009536743;;valid;;;;;;;;;;;;;;;;26396;;22702-68-7;2.15000009536743;;;;;;pKa
14399;O=P(O)(COc1ccccc1)COc1ccccc1;2.32999992370605;;valid;;;;;;;;;;;;;;;;25909;;21993-10-2;2.32999992370605;;;;;;pKa
14400;O=P(O)(CP(=O)(O)c1ccccc1)c1ccccc1;2.78999996185302;;valid;;;;;;;;;;;;;;;;[24634, 24635];;4851-69-8;2.78999996185302;;;;;;pKa
14401;O=P(O)(CSCc1ccccc1)CSCc1ccccc1;3.02999997138977;;valid;;;;;;;;;;;;;;;;23763;;21199-96-2;3.02999997138977;;;;;;pKa
14402;O=P(O)(CSc1ccccc1)CSc1ccccc1;2.61999988555908;;valid;;;;;;;;;;;;;;;;25085;;29570-62-5;2.61999988555908;;;;;;pKa
14403;O=P(O)(C[S+]([O-])Cc1ccccc1)C[S+]([O-])Cc1ccccc1;2.20000004768371;;valid;;;;;;;;;;;;;;;;26292;;No CAS number;2.20000004768371;;;;;;pKa
14404;O=P(O)(Cc1ccc2cccc(O)c2n1)OCc1ccc2cccc(O)c2n1;9.35000038146972;;valid;;;;;;;;;;;;;;;;5356;;No CAS number;9.35000038146972;;;;;;pKa
14405;O=P(O)(NCCCl)OCCCNCCCl;1.60000002384185;;valid;;;;;;;;;;;;;;;;27580;;No CAS number;1.60000002384185;;;;;;pKa
14406;O=P(O)(O)C(Cl)(P(=O)(O)O)P(=O)(O)O;5.92000007629394;;valid;;;;;;;;;;;;;;;;13402;;No CAS number;5.92000007629394;;;;;;pKa
14407;O=P(O)(O)C(F)(F)C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O;5.40000009536743;;valid;;;;;;;;;;;;;;;;14562;;No CAS number;5.40000009536743;;;;;;pKa
14408;O=P(O)(O)C(F)(F)c1ccc(C(F)(F)P(=O)(O)O)cc1;5.2100000381469656;;valid;;;;;;;;;;;;;;;;[14084, 16180];;No CAS number;5.2100000381469656;;;;;;pKa
14409;O=P(O)(O)C(F)(F)c1cccc(C(F)(F)P(=O)(O)O)n1;5.24000000953674;;valid;;;;;;;;;;;;;;;;[14826, 15107];;No CAS number;5.24000000953674;;;;;;pKa
14410;O=P(O)(O)C(F)(P(=O)(O)O)P(=O)(O)O;5.76999998092651;;valid;;;;;;;;;;;;;;;;13713;;No CAS number;5.76999998092651;;;;;;pKa
14411;O=P(O)(O)C(F)c1ccc(C(F)P(=O)(O)O)cc1;6.194999933242795;;valid;;;;;;;;;;;;;;;;[12513, 13182];;No CAS number;6.194999933242795;;;;;;pKa
14412;O=P(O)(O)C(F)c1cccc(C(F)P(=O)(O)O)c1;6.190000057220455;;valid;;;;;;;;;;;;;;;;[13193, 12514];;No CAS number;6.190000057220455;;;;;;pKa
14413;O=P(O)(O)C(N(CCN(C(P(=O)(O)O)P(=O)(O)O)C(P(=O)(O)O)P(=O)(O)O)C(P(=O)(O)O)P(=O)(O)O)P(=O)(O)O;1.65999996662139;;valid;;;;;;;;;;;;;;;;27436;;No CAS number;1.65999996662139;;;;;;pKa
14414;O=P(O)(O)C(NCc1ccccn1)c1ccccc1O;2.25;;valid;;;;;;;;;;;;;;;;26103;;80767-78-8;2.25;;;;;;pKa
14415;O=P(O)(O)C(NCc1cccnc1)c1ccccc1O;2.27999997138977;;valid;;;;;;;;;;;;;;;;26043;;85946-85-6;2.27999997138977;;;;;;pKa
14416;O=P(O)(O)C(NCc1ccncc1)c1ccccc1O;2.27999997138977;;valid;;;;;;;;;;;;;;;;26044;;85946-86-7;2.27999997138977;;;;;;pKa
14417;O=P(O)(O)C(O)(CCN1CCCCC1)P(=O)(O)O;5.73999977111816;;valid;;;;;;;;;;;;;;;;13770;;86235-67-8;5.73999977111816;;;;;;pKa
14418;O=P(O)(O)C(O)(CCN1CCOCC1)P(=O)(O)O;11.5;;valid;;;;;;;;;;;;;;;;1281;;No CAS number;11.5;;;;;;pKa
14419;O=P(O)(O)C(O)(CCNC1CCCCC1)P(=O)(O)O;11.8000001907348;;valid;;;;;;;;;;;;;;;;1048;;No CAS number;11.8000001907348;;;;;;pKa
14420;O=P(O)(O)C(O)C(O)P(=O)(O)O;8.85999965667724;;valid;;;;;;;;;;;;;;;;6746;;No CAS number;8.85999965667724;;;;;;pKa
14421;O=P(O)(O)C(O)c1cccc(C(O)P(=O)(O)O)c1;7.005000114440914;;valid;;;;;;;;;;;;;;;;[10789, 11709];;No CAS number;7.005000114440914;;;;;;pKa
14422;O=P(O)(O)C(O)c1cccc(C(O)P(=O)(O)O)n1;7.075000047683711;;valid;;;;;;;;;;;;;;;;[10115, 12127];;No CAS number;7.075000047683711;;;;;;pKa
14423;O=P(O)(O)C(P(=O)(O)O)P(=O)(O)O;6.46000003814697;;valid;;;;;;;;;;;;;;;;12347;;No CAS number;6.46000003814697;;;;;;pKa
14424;O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O;2.26999998092651;;valid;;;;;;;;;;;;;;;;26057;;No CAS number;2.26999998092651;;;;;;pKa
14425;O=P(O)(O)C1(P(=O)(O)O)Oc2ccccc2O1;1.86000001430511;;valid;;;;;;;;;;;;;;;;27031;;92917-41-4;1.86000001430511;;;;;;pKa
14426;O=P(O)(O)CC(P(=O)(O)O)P(=O)(O)O;11.1300001144409;;valid;;;;;;;;;;;;;;;;1631;;25356-20-1;11.1300001144409;;;;;;pKa
14427;O=P(O)(O)CCCCP(=O)(O)O;2.70000004768371;;valid;;;;;;;;;;;;;;;;24869;;4671-77-6;2.70000004768371;;;;;;pKa
14428;O=P(O)(O)CCCP(=O)(O)O;2.29999995231628;;valid;;;;;;;;;;;;;;;;[26720, 25140];;4671-82-3;2.29999995231628;;;;;;pKa
14429;O=P(O)(O)CCN1CCN(CCP(=O)(O)O)CCN(CCP(=O)(O)O)CC1;5.38000011444091;;valid;;;;;;;;;;;;;;;;14607;;123325-12-2;5.38000011444091;;;;;;pKa
14430;O=P(O)(O)CCN1CCN(CCP(=O)(O)O)CCN(CCP(=O)(O)O)CCN(CCP(=O)(O)O)CC1;2.0;;valid;;;;;;;;;;;;;;;;26749;;107145-38-0;2.0;;;;;;pKa
