ID_all;SMILES;ID_Livertox;orig_ID_Livertox;yorig_Livertox;CAS_Livertox;NAME_Livertox;units_Livertox;smilessource_Livertox;SMILES_Livertox;desired_units_Livertox;y_Livertox;y_consensus;valid/outlier
16;COc1ccc2c(c1)[C@]1(C)CC[C@@H](O)C[C@@H]1CC2;16;16;0;;;classOATP1B1inh;SMILES;COc1ccc2c(c1)[C@]1(C)CC[C@@H](O)C[C@@H]1CC2;classOATP1B1inh;0;0;valid
17;COc1ccc2c(c1)O[C@@]1(O)COc3cc(OC)c(OC)cc3C1=C2;17;17;0;;;classOATP1B1inh;SMILES;COc1ccc2c(c1)O[C@@]1(O)COc3cc(OC)c(OC)cc3C1=C2;classOATP1B1inh;0;0;valid
18;COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc(O)c(C(=O)O)c3O[C@@H]1CO2;18;18;0;;;classOATP1B1inh;SMILES;COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc(O)c(C(=O)O)c3O[C@@H]1CO2;classOATP1B1inh;0;0;valid
19;Cc1ccc2c(c1)CC[C@H]1CC(=O)CC[C@@]21C;19;19;0;;;classOATP1B1inh;SMILES;Cc1ccc2c(c1)CC[C@H]1CC(=O)CC[C@@]21C;classOATP1B1inh;0;0;valid
20;COc1cccc2c1CCC1=CC(=O)CC[C@@]12C;20;20;0;;;classOATP1B1inh;SMILES;COc1cccc2c1CCC1=CC(=O)CC[C@@]12C;classOATP1B1inh;0;0;valid
21;COc1cccc2c1CC[C@@H]1CC(=O)CC[C@@]21C;21;21;0;;;classOATP1B1inh;SMILES;COc1cccc2c1CC[C@@H]1CC(=O)CC[C@@]21C;classOATP1B1inh;0;0;valid
22;C/C1=C/CCC(=O)[C@H]2CC(C)(C)[C@@H]2CC1;22;22;0;;;classOATP1B1inh;SMILES;C/C1=C/CCC(=O)[C@H]2CC(C)(C)[C@@H]2CC1;classOATP1B1inh;0;0;valid
23;COC(=O)C[C@H]1C(C)(C)C(=O)[C@H]2CC3=C4C[C@H](OC)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@H]3[C@]1(C)C2=O;23;23;0;;;classOATP1B1inh;SMILES;COC(=O)C[C@H]1C(C)(C)C(=O)[C@H]2CC3=C4C[C@H](OC)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@H]3[C@]1(C)C2=O;classOATP1B1inh;0;0;valid
24;CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@@]21C;24;24;0;;;classOATP1B1inh;SMILES;CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@@]21C;classOATP1B1inh;0;0;valid
25;CC1(C)[C@@H](O)CC[C@@]2(C)[C@@H]1CC[C@@]1(C)[C@@H]2C(=O)C=C2[C@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C;25;25;1;;;classOATP1B1inh;SMILES;CC1(C)[C@@H](O)CC[C@@]2(C)[C@@H]1CC[C@@]1(C)[C@@H]2C(=O)C=C2[C@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C;classOATP1B1inh;1;1;valid
26;CC(C)c1c(O)ccc2c1CC[C@H]1[C@@](C)(CO)CCC[C@@]21C;26;26;1;;;classOATP1B1inh;SMILES;CC(C)c1c(O)ccc2c1CC[C@H]1[C@@](C)(CO)CCC[C@@]21C;classOATP1B1inh;1;1;valid
27;C[C@@H](N)[C@@H](O)c1ccccc1;27;27;0;;;classOATP1B1inh;SMILES;C[C@@H](N)[C@@H](O)c1ccccc1;classOATP1B1inh;0;0;valid
28;COc1ccc2c(c1OC)C(=O)O[C@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3;28;28;0;;;classOATP1B1inh;SMILES;COc1ccc2c(c1OC)C(=O)O[C@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3;classOATP1B1inh;0;0;valid
29;O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1-c1c([C@H]2Oc3cc(O)cc(O)c3C[C@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1;29;29;0;;;classOATP1B1inh;SMILES;O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1-c1c([C@H]2Oc3cc(O)cc(O)c3C[C@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1;classOATP1B1inh;0;0;valid
30;O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1-c1c([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1;30;30;1;;;classOATP1B1inh;SMILES;O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1-c1c([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1;classOATP1B1inh;1;1;valid
31;O=C(/C=C/c1ccccc1)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O;31;31;0;;;classOATP1B1inh;SMILES;O=C(/C=C/c1ccccc1)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O;classOATP1B1inh;0;0;valid
32;O=C(/C=C(\O)c1ccccc1)c1ccccc1O;32;32;0;;;classOATP1B1inh;SMILES;O=C(/C=C(\O)c1ccccc1)c1ccccc1O;classOATP1B1inh;0;0;valid
33;COc1ccc(-c2coc3cc(O)ccc3c2=O)c(OC)c1;33;33;0;;;classOATP1B1inh;SMILES;COc1ccc(-c2coc3cc(O)ccc3c2=O)c(OC)c1;classOATP1B1inh;0;0;valid
34;COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O;34;34;0;;;classOATP1B1inh;SMILES;COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O;classOATP1B1inh;0;0;valid
35;CCOc1ccc(C(=O)c2ccc(O)c(O)c2O)cc1;35;35;0;;;classOATP1B1inh;SMILES;CCOc1ccc(C(=O)c2ccc(O)c(O)c2O)cc1;classOATP1B1inh;0;0;valid
36;CC(=O)Oc1cc2c(c(C)c1OC(C)=O)C[C@H]1O[C@]13[C@@]1(C)CCC4(C)CCC(C)(C(=O)O)C[C@@H]4[C@]1(C)CC[C@]23C;36;36;0;;;classOATP1B1inh;SMILES;CC(=O)Oc1cc2c(c(C)c1OC(C)=O)C[C@H]1O[C@]13[C@@]1(C)CCC4(C)CCC(C)(C(=O)O)C[C@@H]4[C@]1(C)CC[C@]23C;classOATP1B1inh;0;0;valid
37;CC(=O)O[C@@H]1CC2C(C)(C)CCC(=O)[C@]2(C)[C@@H]2CC[C@]3(C)[C@@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]12C;37;37;0;;;classOATP1B1inh;SMILES;CC(=O)O[C@@H]1CC2C(C)(C)CCC(=O)[C@]2(C)[C@@H]2CC[C@]3(C)[C@@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]12C;classOATP1B1inh;0;0;valid
38;CCOc1ccc(C(=O)c2ccc(OC)c(O)c2O)cc1;38;38;0;;;classOATP1B1inh;SMILES;CCOc1ccc(C(=O)c2ccc(OC)c(O)c2O)cc1;classOATP1B1inh;0;0;valid
39;Oc1nc2cc(Cl)c(Cl)cc2nc1O;39;39;0;;;classOATP1B1inh;SMILES;Oc1nc2cc(Cl)c(Cl)cc2nc1O;classOATP1B1inh;0;0;valid
40;CCCCCC[C@H](C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl;40;40;0;;;classOATP1B1inh;SMILES;CCCCCC[C@H](C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl;classOATP1B1inh;0;0;valid
41;COC(=O)COc1cc(Cl)c(Cl)cc1Cl;41;41;0;;;classOATP1B1inh;SMILES;COC(=O)COc1cc(Cl)c(Cl)cc1Cl;classOATP1B1inh;0;0;valid
42;O=C(O)COc1cc(Cl)c(Cl)cc1Cl;42;42;0;;;classOATP1B1inh;SMILES;O=C(O)COc1cc(Cl)c(Cl)cc1Cl;classOATP1B1inh;0;0;valid
43;CCCCCC[C@@H](C)OC(=O)COc1ccc(Cl)cc1Cl;43;43;0;;;classOATP1B1inh;SMILES;CCCCCC[C@@H](C)OC(=O)COc1ccc(Cl)cc1Cl;classOATP1B1inh;0;0;valid
44;COC(=O)COc1ccc(Cl)cc1Cl;44;44;0;;;classOATP1B1inh;SMILES;COC(=O)COc1ccc(Cl)cc1Cl;classOATP1B1inh;0;0;valid
45;O=C(O)COc1ccc(Cl)cc1Cl;45;45;0;;;classOATP1B1inh;SMILES;O=C(O)COc1ccc(Cl)cc1Cl;classOATP1B1inh;0;0;valid
46;COC(=O)CCCOc1ccc(Cl)cc1Cl;46;46;0;;;classOATP1B1inh;SMILES;COC(=O)CCCOc1ccc(Cl)cc1Cl;classOATP1B1inh;0;0;valid
47;O=C(O)CCCOc1ccc(Cl)cc1Cl;47;47;0;;;classOATP1B1inh;SMILES;O=C(O)CCCOc1ccc(Cl)cc1Cl;classOATP1B1inh;0;0;valid
48;COc1cc(O)c(C)c(O)c1;48;48;0;;;classOATP1B1inh;SMILES;COc1cc(O)c(C)c(O)c1;classOATP1B1inh;0;0;valid
49;COC1=CC(=O)C=C(OC)C1=O;49;49;0;;;classOATP1B1inh;SMILES;COC1=CC(=O)C=C(OC)C1=O;classOATP1B1inh;0;0;valid
50;COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1;50;50;0;;;classOATP1B1inh;SMILES;COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1;classOATP1B1inh;0;0;valid
51;CC(=O)c1ccc[nH]1;51;51;0;;;classOATP1B1inh;SMILES;CC(=O)c1ccc[nH]1;classOATP1B1inh;0;0;valid
52;COC1=CC(=O)C(C(=O)c2ccccc2)=CC1=O;52;52;0;;;classOATP1B1inh;SMILES;COC1=CC(=O)C(C(=O)c2ccccc2)=CC1=O;classOATP1B1inh;0;0;valid
53;CCOC(=O)C(=O)[C@]1(C(=O)OCC)Oc2cc(OC)cc(OC)c2C(=O)[C@H]1c1ccccc1;53;53;0;;;classOATP1B1inh;SMILES;CCOC(=O)C(=O)[C@]1(C(=O)OCC)Oc2cc(OC)cc(OC)c2C(=O)[C@H]1c1ccccc1;classOATP1B1inh;0;0;valid
54;CCOC(=O)[C@]1(O)Oc2cc(OC)cc(OC)c2C(=O)[C@H]1c1ccccc1;54;54;0;;;classOATP1B1inh;SMILES;CCOC(=O)[C@]1(O)Oc2cc(OC)cc(OC)c2C(=O)[C@H]1c1ccccc1;classOATP1B1inh;0;0;valid
55;COc1ccc(C(=O)O)c(O)c1OC;55;55;0;;;classOATP1B1inh;SMILES;COc1ccc(C(=O)O)c(O)c1OC;classOATP1B1inh;0;0;valid
56;CC1(C)C[C@H]2[C@H]1CC[C@@]1(C)O[C@@H]1CC[C@]2(C)O;56;56;0;;;classOATP1B1inh;SMILES;CC1(C)C[C@H]2[C@H]1CC[C@@]1(C)O[C@@H]1CC[C@]2(C)O;classOATP1B1inh;0;0;valid
57;CC(C)=CCc1c(O)cc(C)oc1=O;57;57;0;;;classOATP1B1inh;SMILES;CC(C)=CCc1c(O)cc(C)oc1=O;classOATP1B1inh;0;0;valid
58;COc1cccc(/C=C/C(=O)O)c1C(C)C;58;58;0;;;classOATP1B1inh;SMILES;COc1cccc(/C=C/C(=O)O)c1C(C)C;classOATP1B1inh;0;0;valid
59;Sc1nc2ccccc2s1;59;59;0;;;classOATP1B1inh;SMILES;Sc1nc2ccccc2s1;classOATP1B1inh;0;0;valid
60;CO[C@@]1(C)CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C;60;60;0;;;classOATP1B1inh;SMILES;CO[C@@]1(C)CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C;classOATP1B1inh;0;0;valid
61;COc1c(O)cccc1O;61;61;0;;;classOATP1B1inh;SMILES;COc1c(O)cccc1O;classOATP1B1inh;0;0;valid
62;Cc1[nH]c2ccccc2c1CN(C)C;62;62;1;;;classOATP1B1inh;SMILES;Cc1[nH]c2ccccc2c1CN(C)C;classOATP1B1inh;1;1;valid
63;Cc1occc(=O)c1/C=C/O;63;63;0;;;classOATP1B1inh;SMILES;Cc1occc(=O)c1/C=C/O;classOATP1B1inh;0;0;valid
64;COc1cc(OC)c2c(=O)c(-c3ccccc3)c(C)oc2c1OC;64;64;0;;;classOATP1B1inh;SMILES;COc1cc(OC)c2c(=O)c(-c3ccccc3)c(C)oc2c1OC;classOATP1B1inh;0;0;valid
65;C=C1CC[C@H]([C@H]2CC(=O)OC2=O)C(=O)CC[C@H]2[C@H]1CC2(C)C;65;65;1;;;classOATP1B1inh;SMILES;C=C1CC[C@H]([C@H]2CC(=O)OC2=O)C(=O)CC[C@H]2[C@H]1CC2(C)C;classOATP1B1inh;1;1;valid
66;CCCc1occc(=O)c1/C=C/O;66;66;0;;;classOATP1B1inh;SMILES;CCCc1occc(=O)c1/C=C/O;classOATP1B1inh;0;0;valid
67;Oc1ccnc(S)n1;67;67;0;;;classOATP1B1inh;SMILES;Oc1ccnc(S)n1;classOATP1B1inh;0;0;valid
68;COc1ccc(-c2cc(=O)c3ccccc3o2)cc1OC;68;68;0;;;classOATP1B1inh;SMILES;COc1ccc(-c2cc(=O)c3ccccc3o2)cc1OC;classOATP1B1inh;0;0;valid
69;c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1;69;69;0;;;classOATP1B1inh;SMILES;c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1;classOATP1B1inh;0;0;valid
70;CCOc1cccc(C(=O)c2ccc(O)c(O)c2O)c1;70;70;0;;;classOATP1B1inh;SMILES;CCOc1cccc(C(=O)c2ccc(O)c(O)c2O)c1;classOATP1B1inh;0;0;valid
71;CC1(C)[C@@H]2C[C@H](O)[C@@](C)(O)C[C@H]21;71;71;0;;;classOATP1B1inh;SMILES;CC1(C)[C@@H]2C[C@H](O)[C@@](C)(O)C[C@H]21;classOATP1B1inh;0;0;valid
72;C=C[C@@H](C1=CC(=O)C(OC)=C(OC)C1=O)c1ccccc1;72;72;0;;;classOATP1B1inh;SMILES;C=C[C@@H](C1=CC(=O)C(OC)=C(OC)C1=O)c1ccccc1;classOATP1B1inh;0;0;valid
73;COc1ccc2oc(-c3ccccc3)c(OC)c(=O)c2c1;73;73;0;;;classOATP1B1inh;SMILES;COc1ccc2oc(-c3ccccc3)c(OC)c(=O)c2c1;classOATP1B1inh;0;0;valid
74;O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12;74;74;0;;;classOATP1B1inh;SMILES;O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12;classOATP1B1inh;0;0;valid
75;COc1ccc2c(=O)c(OC)c(-c3ccccc3)oc2c1;75;75;0;;;classOATP1B1inh;SMILES;COc1ccc2c(=O)c(OC)c(-c3ccccc3)oc2c1;classOATP1B1inh;0;0;valid
76;CC1(C)C[C@H]2[C@H]1CC[C@@]1(C)O[C@]2(C)CC[C@@H]1O;76;76;0;;;classOATP1B1inh;SMILES;CC1(C)C[C@H]2[C@H]1CC[C@@]1(C)O[C@]2(C)CC[C@@H]1O;classOATP1B1inh;0;0;valid
77;CC1(C)C[C@H]2[C@H]1CC[C@@]1(C)O[C@]2(C)CCC1=O;77;77;0;;;classOATP1B1inh;SMILES;CC1(C)C[C@H]2[C@H]1CC[C@@]1(C)O[C@]2(C)CCC1=O;classOATP1B1inh;0;0;valid
78;CC(=O)O[C@H]1CC[C@]2(C)[C@@H](CC[C@@H]3[C@H]4CC=C(C(C)=O)[C@@]4(C)C(=O)C[C@H]32)C1;78;78;0;;;classOATP1B1inh;SMILES;CC(=O)O[C@H]1CC[C@]2(C)[C@@H](CC[C@@H]3[C@H]4CC=C(C(C)=O)[C@@]4(C)C(=O)C[C@H]32)C1;classOATP1B1inh;0;0;valid
79;C=C1[C@@H](N)C[C@@H]2C[C@H]1C2(C)C;79;79;0;;;classOATP1B1inh;SMILES;C=C1[C@@H](N)C[C@@H]2C[C@H]1C2(C)C;classOATP1B1inh;0;0;valid
80;NC(=O)c1cccc(N)c1;80;80;0;;;classOATP1B1inh;SMILES;NC(=O)c1cccc(N)c1;classOATP1B1inh;0;0;valid
81;COC(=O)C[C@@H]1C(C)(C)[C@@]2(Cl)O[C@]34C[C@H]2C(=O)[C@@]1(C)C3CC[C@]1(C)C4=CC(=O)O[C@H]1c1ccoc1;81;81;0;;;classOATP1B1inh;SMILES;COC(=O)C[C@@H]1C(C)(C)[C@@]2(Cl)O[C@]34C[C@H]2C(=O)[C@@]1(C)C3CC[C@]1(C)C4=CC(=O)O[C@H]1c1ccoc1;classOATP1B1inh;0;0;valid
82;CC(=O)OC1CC(O)C(C)(C)C2C[C@@H](OC(C)=O)[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H](c5ccoc5)OC(=O)[C@H]5O[C@]543)[C@@]12C;82;82;0;;;classOATP1B1inh;SMILES;CC(=O)OC1CC(O)C(C)(C)C2C[C@@H](OC(C)=O)[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H](c5ccoc5)OC(=O)[C@H]5O[C@]543)[C@@]12C;classOATP1B1inh;0;0;valid
83;CC(=O)O[C@H]1CC[C@]2(C)[C@@H](C[C@@H](OC(C)=O)[C@]3(C)C4=CC(=O)O[C@H](c5ccoc5)[C@@]4(C)CC[C@@H]32)C1(C)C;83;83;1;;;classOATP1B1inh;SMILES;CC(=O)O[C@H]1CC[C@]2(C)[C@@H](C[C@@H](OC(C)=O)[C@]3(C)C4=CC(=O)O[C@H](c5ccoc5)[C@@]4(C)CC[C@@H]32)C1(C)C;classOATP1B1inh;1;1;valid
84;COC(=O)C[C@H]1C(C)(C)[C@@H](O)[C@@H]2CC3=C4C=C(OC)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@@H]3[C@@]1(C)C2=O;84;84;1;;;classOATP1B1inh;SMILES;COC(=O)C[C@H]1C(C)(C)[C@@H](O)[C@@H]2CC3=C4C=C(OC)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@@H]3[C@@]1(C)C2=O;classOATP1B1inh;1;1;valid
85;COc1ccc2c(c1)OC[C@@H](Cc1ccc(OC)c(OC)c1)[C@@H]2O;85;85;0;;;classOATP1B1inh;SMILES;COc1ccc2c(c1)OC[C@@H](Cc1ccc(OC)c(OC)c1)[C@@H]2O;classOATP1B1inh;0;0;valid
86;COc1ccc(-c2oc3ccccc3c(=O)c2O)cc1OC;86;86;0;;;classOATP1B1inh;SMILES;COc1ccc(-c2oc3ccccc3c(=O)c2O)cc1OC;classOATP1B1inh;0;0;valid
87;NNCc1cccc(O)c1;87;87;0;;;classOATP1B1inh;SMILES;NNCc1cccc(O)c1;classOATP1B1inh;0;0;valid
88;O=c1oc2ccccc2cc1O;88;88;0;;;classOATP1B1inh;SMILES;O=c1oc2ccccc2cc1O;classOATP1B1inh;0;0;valid
89;O=c1c(O)c(-c2ccccc2)oc2ccccc12;89;89;0;;;classOATP1B1inh;SMILES;O=c1c(O)c(-c2ccccc2)oc2ccccc12;classOATP1B1inh;0;0;valid
90;CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21;90;90;0;;;classOATP1B1inh;SMILES;CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21;classOATP1B1inh;0;0;valid
91;COc1cccc(O)c1O;91;91;0;;;classOATP1B1inh;SMILES;COc1cccc(O)c1O;classOATP1B1inh;0;0;valid
92;Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3;92;92;0;;;classOATP1B1inh;SMILES;Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3;classOATP1B1inh;0;0;valid
93;Cc1cc(O)c(C)c(O)c1C(=O)O;93;93;0;;;classOATP1B1inh;SMILES;Cc1cc(O)c(C)c(O)c1C(=O)O;classOATP1B1inh;0;0;valid
94;Cn1c(=O)[nH]c(=O)c2nc[nH]c21;94;94;0;;;classOATP1B1inh;SMILES;Cn1c(=O)[nH]c(=O)c2nc[nH]c21;classOATP1B1inh;0;0;valid
95;CC1(C)C[C@@]23C(=O)CC[C@H](O)[C@@]2(C)CC[C@@H]13;95;95;0;;;classOATP1B1inh;SMILES;CC1(C)C[C@@]23C(=O)CC[C@H](O)[C@@]2(C)CC[C@@H]13;classOATP1B1inh;0;0;valid
96;C[C@@H]1C2[C@]3(CC[C@H]1C)CC[C@@]1(C)[C@@]2(C=C[C@@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]21C)OC3=O;96;96;0;;;classOATP1B1inh;SMILES;C[C@@H]1C2[C@]3(CC[C@H]1C)CC[C@@]1(C)[C@@]2(C=C[C@@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]21C)OC3=O;classOATP1B1inh;0;0;valid
97;C[C@H]1/C(=N/O)C[C@@H]2C[C@H]1C2(C)C;97;97;0;;;classOATP1B1inh;SMILES;C[C@H]1/C(=N/O)C[C@@H]2C[C@H]1C2(C)C;classOATP1B1inh;0;0;valid
98;CC(=O)c1ccc(O)c(CC=C(C)C)c1;98;98;0;;;classOATP1B1inh;SMILES;CC(=O)c1ccc(O)c(CC=C(C)C)c1;classOATP1B1inh;0;0;valid
99;CC(=O)O[C@@H]1C[C@H]2C(C)(C)[C@H](O)C=C[C@@]2(C)[C@H]2CC[C@@]3(C)C(=CC(=O)O[C@@H]3c3ccoc3)[C@@]12C;99;99;1;;;classOATP1B1inh;SMILES;CC(=O)O[C@@H]1C[C@H]2C(C)(C)[C@H](O)C=C[C@@]2(C)[C@H]2CC[C@@]3(C)C(=CC(=O)O[C@@H]3c3ccoc3)[C@@]12C;classOATP1B1inh;1;1;valid
