ID_all;SMILES;ID_avdeef;orig_ID_avdeef;yorig_avdeef;CAS_avdeef;NAME_avdeef;units_avdeef;smilessource_avdeef;pka_avdeef;SMILES_avdeef;desired_units_avdeef;y_avdeef;ID_sander;orig_ID_sander;yorig_sander;CAS_sander;NAME_sander;units_sander;smilessource_sander;pka_sander;SMILES_sander;desired_units_sander;y_sander;ID_liao;orig_ID_liao;yorig_liao;CAS_liao;NAME_liao;units_liao;smilessource_liao;pka_liao;SMILES_liao;desired_units_liao;y_liao;ID_qtbx;orig_ID_qtbx;yorig_qtbx;CAS_qtbx;NAME_qtbx;units_qtbx;smilessource_qtbx;SMILES_qtbx;desired_units_qtbx;y_qtbx;ID_settimo;orig_ID_settimo;yorig_settimo;CAS_settimo;NAME_settimo;units_settimo;smilessource_settimo;pka_settimo;SMILES_settimo;desired_units_settimo;y_settimo
5817;O=C([O-])c1ccc2ncccc2c1;;;;;;;;;;;;3392;dk^DBEADyInUm^GSZ@@@@@@;4.82;;;pKa;Smiles;a/thermodynamic;O=C([O-])c1ccc2ncccc2c1;pKa;4.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5818;O=C([O-])c1ccc2sc(Cn3ccnc3)cc2c1;;;;;;;;;;;;5531;fdePbDINCD@QGdifW^U[EAJ]z`XHjUh`@@;6.34;;;pKa;Smiles;a1/apparent;O=C([O-])c1ccc2sc(Cn3ccnc3)cc2c1;pKa;6.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5819;O=C([O-])c1cccc(O)c1;;;;;;;;;;;;1483;deTLB@PTyInUneh@`@@;9.81;;;pKa;Smiles;1/apparent;O=C([O-])c1cccc(O)c1;pKa;9.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5820;O=C([O-])c1cccc([N+](=O)[O-])c1O;;;;;;;;;;;;3697;dknJCHAFtxeNOdfygnEV``a`@@;10.27;;;pKa;Smiles;a2/apparent;O=C([O-])c1cccc([N+](=O)[O-])c1O;pKa;10.27;;;;;;;;;;;;2927;11391;10.289999961853;No CAS number;;pKa;SMILES;O=C([O-])c1cccc([N+](=O)[O-])c1O;pKa;10.289999961853;;;;;;;;;;;
5821;O=C([O-])c1cccc2cc3ccccc3nc12;;;;;;;;;;;;6324;fhy``DF@PclbfbbRfaREiQoAZ@@@@@@@@;7.72;;;pKa;Smiles;a2/apparent;O=C([O-])c1cccc2cc3ccccc3nc12;pKa;7.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5822;O=C([O-])c1cccc2ccc(O)cc12;;;;;;;;;;;;2350;dg|LB@RtyInYY|Utv`@@H@@;9.6;;;pKa;Smiles;a2/apparent;O=C([O-])c1cccc2ccc(O)cc12;pKa;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5823;O=C([O-])c1cccc2cccnc12;;;;;;;;;;;;3394;dk^DBFADyInYVquSZ@@@@@@;6.99;;;pKa;Smiles;a/thermodynamic;O=C([O-])c1cccc2cccnc12;pKa;6.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5824;O=C([O-])c1ccccc1-n1nc(O)cc1-c1ccccc1;;;;;;;;;;;;6542;fj}Q`DFR@crNrJZJIQYSJEHVcNrUhHJFX@B@@@;12.5;;;pKa;Smiles;b/apparent;O=C([O-])c1ccccc1-n1nc(O)cc1-c1ccccc1;pKa;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5825;O=C([O-])c1ccccc1O;;;;;;;;;;;;1484;deTLB@QdyInYqehH@@@;13.42;;;pKa;Smiles;a2/thermodynamic;O=C([O-])c1ccccc1O;pKa;13.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5826;O=C([O-])c1ccccc1S;;;;;;;;;;;;1435;deTDbND@`^RYeei``X@@;7.6;;;pKa;Smiles;a2/apparent;O=C([O-])c1ccccc1S;pKa;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5827;O=C([O-])c1ccccn1;;;;;;;;;;;;3074;difDBBADyInUxV`@@@;5.32;;;pKa;Smiles;a2/apparent;O=C([O-])c1ccccn1;pKa;5.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5828;O=C([O-])c1cccnc1;;;;;;;;;;;;3078;difDBFADyInUxV`@@@;4.83;;;pKa;Smiles;a2/apparent;O=C([O-])c1cccnc1;pKa;4.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5829;O=C([O-])c1ccnc2ccccc12;;;;;;;;;;;;3396;dk^DBIAD{HihheDQgSZ@@@@@@;4.76;;;pKa;Smiles;a1/apparent;O=C([O-])c1ccnc2ccccc12;pKa;4.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5830;O=C([O-])c1ccncc1;;;;;;;;;;;;3068;difDBAADyInUxV`@@@;4.9;;;pKa;Smiles;a2/apparent;O=C([O-])c1ccncc1;pKa;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5831;O=C([O-])c1cnc2ccccc2c1;;;;;;;;;;;;3393;dk^DBFADyInUU^GSZ@@@@@@;4.68;;;pKa;Smiles;a1/apparent;O=C([O-])c1cnc2ccccc2c1;pKa;4.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5832;O=C([O-])c1nc2cc(Cl)ccc2[nH]1;;;;;;;;;;;;3332;dk]DbFgSBHOdfUm^kaf@HZX`@;4.3;;;pKa;Smiles;b1/apparent;O=C([O-])c1nc2cc(Cl)ccc2[nH]1;pKa;4.3;;;;;;;;;;;;18410;13257;4.30000019073486;No CAS number;;pKa;SMILES;O=C([O-])c1nc2cc(Cl)ccc2[nH]1;pKa;4.30000019073486;;;;;;;;;;;
5833;O=C([O-])c1nc[nH]c1C(=O)[O-];;;;;;;;;;;;4319;dmuBABxDeTy^rJZIPqnZeih@@;8.49;;;pKa;Smiles;a2/apparent;O=C([O-])c1nc[nH]c1C(=O)[O-];pKa;8.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5834;O=C([O-])c1nccc2ccccc12;;;;;;;;;;;;3390;dk^DBBADyInVU~gSZ@@@@@@;4.97;;;pKa;Smiles;a/apparent;O=C([O-])c1nccc2ccccc12;pKa;4.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5835;O=C(c1ccc(Cl)cc1)c1cc[nH]n1;;;;;;;;;;;;2459;dg}H`ELPbDfUvyZX{`@fZR@@;11.87;;;pKa;Smiles;a/apparent;O=C(c1ccc(Cl)cc1)c1cc[nH]n1;pKa;11.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5836;O=C(c1ccc([N+](=O)[O-])cc1)c1cc[nH]n1;;;;;;;;;;;;5182;f`qq`BHF\ABhRcdfyW[exIwf`@fZR@@;11.68;;;pKa;Smiles;a/apparent;O=C(c1ccc([N+](=O)[O-])cc1)c1cc[nH]n1;pKa;11.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5837;O=C(c1ccccc1)N1CCNCC1;;;;;;;;;;;;2447;dg}H@DLDfYeUyO[ZhJBH@@;7.79;;;pKa;Smiles;a/apparent;O=C(c1ccccc1)N1CCNCC1;pKa;7.79;;;;;;;;;;;;[11111, 9768, 9708, 9806, 9657];[9990, 14535];7.63200006484985;['13754-38-6', 'Invalid CAS number: 5-93-0'];[nan, nan, nan, nan, nan];pKa;SMILES;O=C(c1ccccc1)N1CCNCC1;pKa;7.63200006484985;;;;;;;;;;;
5838;O=C(c1ccccc1)c1cc[nH]n1;;;;;;;;;;;;3344;dk]H@FTDfYeUduuhFBP`@;11.97;;;pKa;Smiles;a/apparent;O=C(c1ccccc1)c1cc[nH]n1;pKa;11.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5839;O=C(c1ccccc1)c1ccc(O)c(O)c1;;;;;;;;;;;;5049;f`qA`@@F}dTTTRRTqe[Sf`@@``@@;7.74;;;pKa;Smiles;a1/apparent;O=C(c1ccccc1)c1ccc(O)c(O)c1;pKa;7.74;;;;;;;;;;;;[9778, 9779];2811;7.73999977111816;10425-11-3;;pKa;SMILES;O=C(c1ccccc1)c1ccc(O)c(O)c1;pKa;7.73999977111816;;;;;;;;;;;
5840;O=C(c1ccccc1)c1ccc(O)cc1;;;;;;;;;;;;6950;foA@`@@NRYfUWyFuYh@@@`@@;8.01;;;pKa;Smiles;a1/apparent;O=C(c1ccccc1)c1ccc(O)cc1;pKa;8.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5841;O=C(c1ccccc1)c1ccc([O-])[n+](O)c1;;;;;;;;;;;;5151;f`qa`BA@MxT~{HhhhddicJvgM@@AA@@@;5.13;;;pKa;Smiles;a/apparent;O=C(c1ccccc1)c1ccc([O-])[n+](O)c1;pKa;5.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5842;O=C(c1ccccc1)c1cccc(O)c1;;;;;;;;;;;;6947;foA@`@@FRYfUVyVtyh@@H@@@;9.0;;;pKa;Smiles;a1/apparent;O=C(c1ccccc1)c1cccc(O)c1;pKa;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5843;O=C(c1ccccc1)c1cccc([N+](=O)[O-])c1C(=O)O;;;;;;;;;;;;5436;fbuaPBH@QhuhRclbfbbTTt\RPeIrtADLp@@@@;2.39;;;pKa;Smiles;a/thermodynamic;O=C(c1ccccc1)c1cccc([N+](=O)[O-])c1C(=O)O;pKa;2.39;;;;;;;;;;;;25708;10618;2.39000010490417;7335-77-5;;pKa;SMILES;O=C(c1ccccc1)c1cccc([N+](=O)[O-])c1C(=O)O;pKa;2.39000010490417;;;;;;;;;;;
5844;O=C(c1ccccc1)c1ccccc1O;;;;;;;;;;;;6945;foA@`@@BRYfYWuVLyh@`@@@@;9.3;;;pKa;Smiles;a1/apparent;O=C(c1ccccc1)c1ccccc1O;pKa;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5845;O=C(c1ccccc1)n1cnc2ccccc21;;;;;;;;;;;;6311;fhyQ@@DJ@dsLrj~IQoNBuP@`@P@@@;1.8;;;pKa;Smiles;a1/apparent;O=C(c1ccccc1)n1cnc2ccccc21;pKa;1.8;;;;;;;;;;;;27174;10015;1.79999995231628;62573-86-8;;pKa;SMILES;O=C(c1ccccc1)n1cnc2ccccc21;pKa;1.79999995231628;;;;;;;;;;;
5846;O=C/C(O)=C/O;;;;;;;;;;;;7367;gGQ`AjdmmLIh;5.03;;;pKa;Smiles;a1/apparent;O=C/C(O)=C/O;pKa;5.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5847;O=C/C(O)=C\[O-];;;;;;;;;;;;7368;gGQaAk^RVvfDr@;13.0;;;pKa;Smiles;a2/apparent;O=C/C(O)=C\[O-];pKa;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5848;O=C1/C(=C2\C=CC=CN2)C(=O)c2cc([N+](=O)[O-])ccc21;;;;;;;;;;;;5308;fbmPPBH^@aShRcdfyVyum^RtYNV`BFejThDCH;9.26;;;pKa;Smiles;a/apparent;O=C1/C(=C2\C=CC=CN2)C(=O)c2cc([N+](=O)[O-])ccc21;pKa;9.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5849;O=C1/C(=N/O)C=Cc2ccccc21;;;;;;;;;;;;3374;dk^D@B@\bbbbRQZ]Mi`dB@cH;7.52;;;pKa;Smiles;a/thermodynamic;O=C1/C(=N/O)C=Cc2ccccc21;pKa;7.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5850;O=C1/C(=N\O)C=C(S(=O)(=O)[O-])c2cn[nH]c21;;;;;;;;;;;;5178;f`qqRDEFmAFG^@DX{IIKEDhemKRcKTmTkTBAh;6.35;;;pKa;Smiles;a/apparent;O=C1/C(=N\O)C=C(S(=O)(=O)[O-])c2cn[nH]c21;pKa;6.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5851;O=C1/C(=N\O)CC/C1=N\O;;;;;;;;;;;;1603;deUL@BXAeIfYzyifjALZ`;7.95;;;pKa;Smiles;a1/apparent;O=C1/C(=N\O)CC/C1=N\O;pKa;7.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5852;O=C1C(=O)C(c2ccccc2)C1=O;;;;;;;;;;;;3265;dk\L@@IdfY~UrmMif@B@@;0.37;;;pKa;Smiles;a/apparent;O=C1C(=O)C(c2ccccc2)C1=O;pKa;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5853;O=C1C(O)=C(/C=C/c2ccccc2)C(=O)c2ccccc21;;;;;;;;;;;;6528;fj}A`@@DMdTTTtRRQtRSAZ]dkTaPJP@P@`Z@;4.44;;;pKa;Smiles;a/apparent;O=C1C(O)=C(/C=C/c2ccccc2)C(=O)c2ccccc21;pKa;4.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5854;O=C1C(O)=C(Cc2ccccc2)C(=O)c2ccccc21;;;;;;;;;;;;5284;fbmA`@@DMdTTTtRRQfRXKSdyZdJA`@H@@@;4.9;;;pKa;Smiles;a/apparent;O=C1C(O)=C(Cc2ccccc2)C(=O)c2ccccc21;pKa;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5855;O=C1C(O)=C(c2ccccc2)C(=O)c2ccccc21;;;;;;;;;;;;6689;fluA`@@DMdTTTtRRbJsAZ}EKTaPH@D@@@;4.35;;;pKa;Smiles;a/apparent;O=C1C(O)=C(c2ccccc2)C(=O)c2ccccc21;pKa;4.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5856;O=C1C=C(O)C(=O)c2ccccc21;;;;;;;;;;;;3267;dk\L@@KTfYmUXUMjP`R@@;3.19;;;pKa;Smiles;a/apparent;O=C1C=C(O)C(=O)c2ccccc21;pKa;3.19;;;;;;;;;;;;[25714, 25715, 25716];138;2.38000011444091;83-72-7;;pKa;SMILES;O=C1C=C(O)C(=O)c2ccccc21;pKa;2.38000011444091;;;;;;;;;;;
5857;O=C1C=C(S(=O)(=O)[O-])/C(=N/O)c2[nH]ncc21;;;;;;;;;;;;5181;f`qqRDNZ]AFEV@DX{IIKEDeEeHsoKTmTmRBCH;7.15;;;pKa;Smiles;a/apparent;O=C1C=C(S(=O)(=O)[O-])/C(=N/O)c2[nH]ncc21;pKa;7.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5858;O=C1C=C(S(=O)(=O)[O-])/C(=N\O)c2cn[nH]c21;;;;;;;;;;;;5180;f`qqRDNN}AFEV@DX{IIKEDeEeKSoKTmSLtBCD;8.6;;;pKa;Smiles;a/apparent;O=C1C=C(S(=O)(=O)[O-])/C(=N\O)c2cn[nH]c21;pKa;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5859;O=C1C=C(S(=O)(=O)[O-])c2[nH]ncc2/C1=N/O;;;;;;;;;;;;5179;f`qqRDNJ]AFK^@DX{IIKEDeEcKRcKTsUKRBEh;7.75;;;pKa;Smiles;a/apparent;O=C1C=C(S(=O)(=O)[O-])c2[nH]ncc2/C1=N/O;pKa;7.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5860;O=C1C=C(S(=O)(=O)[O-])c2cn[nH]c2/C1=N\O;;;;;;;;;;;;5177;f`qqRDEF]AFK^@DX{IIKEDhecKRcKTmTkTBEd;5.85;;;pKa;Smiles;a/apparent;O=C1C=C(S(=O)(=O)[O-])c2cn[nH]c2/C1=N\O;pKa;5.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5861;O=C1C=CC(=NO)C=C1;;;;;;;;;;;;3066;difD@N@TfUvfZVZ@@;6.36;;;pKa;Smiles;a/thermodynamic;O=C1C=CC(=NO)C=C1;pKa;6.36;;;;;;;;;;;;[12788, 12517];1913;6.285000085830685;637-62-7;;pKa;SMILES;O=C1C=CC(=NO)C=C1;pKa;6.285000085830685;;;;;;;;;;;
5862;O=C1C=CC(=Nc2ccc(O)cc2)C=C1;;;;;;;;;;;;7067;foA``@N@\drnlktXZsRs@AP@@;8.1;;;pKa;Smiles;apparent;O=C1C=CC(=Nc2ccc(O)cc2)C=C1;pKa;8.1;;;;;;;;;;;;8834;1639;8.10000038146972;500-85-6;;pKa;SMILES;O=C1C=CC(=Nc2ccc(O)cc2)C=C1;pKa;8.10000038146972;;;;;;;;;;;
5863;O=C1C=CC(=O)/C(=N/O)N1;;;;;;;;;;;;1604;deUL@DXAeIe[ZyjVfBJP;8.4;;;pKa;Smiles;a/apparent;O=C1C=CC(=O)/C(=N/O)N1;pKa;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5864;O=C1C=CC(=O)c2c(O)cccc21;;;;;;;;;;;;3277;dk\L@@x|bbbTTJZUuhFHF@@;8.7;;;pKa;Smiles;a/apparent;O=C1C=CC(=O)c2c(O)cccc21;pKa;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5865;O=C1C=CC=CC1;;;;;;;;;;;;7774;gOq@@drm[SR@@;-2.89;;;pKa;Smiles;a1/apparent;O=C1C=CC=CC1;pKa;-2.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5866;O=C1C=CCC=C1;;;;;;;;;;;;7773;gOq@@drm[Rt@@;-1.14;;;pKa;Smiles;a1/apparent;O=C1C=CCC=C1;pKa;-1.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5867;O=C1C=CN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1;;;;;;;;;;;;5648;fduQ@@FF@drjlnjtXkQkAbtuUUUUTReGJMTVh@@;9.25;;;pKa;Smiles;a/apparent;O=C1C=CN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1;pKa;9.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5868;O=C1C=Cc2ccccc2/C1=N\O;;;;;;;;;;;;3378;dk^D@BClbbbRaRX]Mif@B@cH;7.77;;;pKa;Smiles;a/thermodynamic;O=C1C=Cc2ccccc2/C1=N\O;pKa;7.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5869;O=C1CC(=O)C(=O)C1;;;;;;;;;;;;46;daDL@@KlbbbMLttp@@;3.0;;;pKa;Smiles;a/apparent;O=C1CC(=O)C(=O)C1;pKa;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5870;O=C1CC(=O)CC2(CCCCC2)C1;;;;;;;;;;;;3254;dk\D@@[HhdhhTj{SZijjh@@;5.2;;;pKa;Smiles;a/apparent;O=C1CC(=O)CC2(CCCCC2)C1;pKa;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5871;O=C1CC(=O)CS(=O)(=O)C1;;;;;;;;;;;;1368;deTB`HSi@HrRPiQLJuSL@@;2.72;;;pKa;Smiles;a/apparent;O=C1CC(=O)CS(=O)(=O)C1;pKa;2.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5872;O=C1CC(=O)CS(=O)C1;;;;;;;;;;;;2851;didL`HXPBDjufnZif@@;3.12;;;pKa;Smiles;a/apparent;O=C1CC(=O)CS(=O)C1;pKa;3.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5873;O=C1CC(=O)NC(=S)N1;;;;;;;;;;;;2944;dieD`Dqa@HRYVZyjfX@@;4.15;;;pKa;Smiles;a1/apparent;O=C1CC(=O)NC(=S)N1;pKa;4.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5874;O=C1CC(=O)NC(=S)[N-]1;;;;;;;;;;;;2945;dieDbDqa@HsdfUfnZif@@;10.72;;;pKa;Smiles;a2/apparent;O=C1CC(=O)NC(=S)[N-]1;pKa;10.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5875;O=C1CC(=O)c2ccccc2O1;;;;;;;;;;;;970;dclL@@PTfUe^fWVjA@`@@;5.64;;;pKa;Smiles;a/apparent;O=C1CC(=O)c2ccccc2O1;pKa;5.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5876;O=C1CC(S)C(=O)N1;;;;;;;;;;;;258;daFD`JK`BLbbbMMTtp@@;6.65;;;pKa;Smiles;a/apparent;O=C1CC(S)C(=O)N1;pKa;6.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5877;O=C1CC(Sc2ccc([N+](=O)[O-])cc2)N1;;;;;;;;;;;;7045;foAQbBJFuYp@`tnyJYe_^YHRjB`af`@@;12.97;;;pKa;Smiles;a1/apparent;O=C1CC(Sc2ccc([N+](=O)[O-])cc2)N1;pKa;12.97;;;;;;;;;;;;[458, 477];4504;12.9850001335144;129287-22-5;;pKa;SMILES;O=C1CC(Sc2ccc([N+](=O)[O-])cc2)N1;pKa;12.9850001335144;;;;;;;;;;;
5878;O=C1CC(Sc2ccccc2)N1;;;;;;;;;;;;1213;dcnH`Jt@aJYe_ZQV`hHX@@;13.33;;;pKa;Smiles;a1/apparent;O=C1CC(Sc2ccccc2)N1;pKa;13.33;;;;;;;;;;;;352;10023;13.329999923706;31898-69-8;;pKa;SMILES;O=C1CC(Sc2ccccc2)N1;pKa;13.329999923706;;;;;;;;;;;
5879;O=C1CC(c2ccccc2)NC(=O)N1;;;;;;;;;;;;2408;dg}D@DpFrJIJHqIUqvuSP@P@@;11.22;;;pKa;Smiles;a1/thermodynamic;O=C1CC(c2ccccc2)NC(=O)N1;pKa;11.22;;;;;;;;;;;;[1562, 1535];3952;11.21000003814695;6300-95-4;;pKa;SMILES;O=C1CC(c2ccccc2)NC(=O)N1;pKa;11.21000003814695;;;;;;;;;;;
5880;O=C1CCC(=O)C1;;;;;;;;;;;;7767;gOp`@tfUMZi`@;4.5;;;pKa;Smiles;a/apparent;O=C1CCC(=O)C1;pKa;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5881;O=C1CCC(=O)C1=O;;;;;;;;;;;;44;daDL@@IdfYjyif`@;8.48;;;pKa;Smiles;a/apparent;O=C1CCC(=O)C1=O;pKa;8.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5882;O=C1CCC(=O)N1;;;;;;;;;;;;7878;gOx`DFdrikUL@@;9.59;;;pKa;Smiles;a1/apparent;O=C1CCC(=O)N1;pKa;9.59;;;;;;;;;;;;[4430, 4820, 4535, 4536, 4537];515;9.605999946594237;123-56-8;[nan, nan, nan, nan, nan];pKa;SMILES;O=C1CCC(=O)N1;pKa;9.605999946594237;;;;;;;;;;;
5883;O=C1CCC(=O)N1O;;;;;;;;;;;;297;daFL@D@nRYgifjf@@;6.04;;;pKa;Smiles;a1/apparent;O=C1CCC(=O)N1O;pKa;6.04;;;;;;;;;;;;[13056, 13057];951;6.09000015258789;6066-82-6;;pKa;SMILES;O=C1CCC(=O)N1O;pKa;6.09000015258789;;;;;;;;;;;
5884;O=C1CCC(C(=O)O)N1;;;;;;;;;;;;[3134, 3135];['difL@DCaRYWbijijBH@', 'difL@DCaRYWbijih@@'];3.325;;;pKa;Smiles;['a/thermodynamic', 'a1/apparent'];O=C1CCC(C(=O)O)N1;pKa;3.325;;;;;;;;;;;;[22583, 22551];574;3.3180249929428047;149-87-1;;pKa;SMILES;O=C1CCC(C(=O)O)N1;pKa;3.3180249929428047;;;;;;;;;;;
5885;O=C1CCC(C2CCCCC2)C(=O)C1;;;;;;;;;;;;2331;dg|D@@WHhheDdbtg[UUSUP@@;5.5;;;pKa;Smiles;a/apparent;O=C1CCC(C2CCCCC2)C(=O)C1;pKa;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5886;O=C1CCC(Cl)C1=O;;;;;;;;;;;;21;daDD`BxHaIf^fjZX@@;7.05;;;pKa;Smiles;a/apparent;O=C1CCC(Cl)C1=O;pKa;7.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5887;O=C1CCC(O)=C1O;;;;;;;;;;;;45;daDL@@KdfYzYjZ`@;4.8;;;pKa;Smiles;1/apparent;O=C1CCC(O)=C1O;pKa;4.8;;;;;;;;;;;;16249;1270;4.80000019073486;80-72-8;;pKa;SMILES;O=C1CCC(O)=C1O;pKa;4.80000019073486;;;;;;;;;;;
5888;O=C1CCC([O-])=C1O;;;;;;;;;;;;54;daDLB@KnyIf^fZfh@@;12.9;;;pKa;Smiles;2/apparent;O=C1CCC([O-])=C1O;pKa;12.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5889;O=C1CCCC(=O)C1;;;;;;;;;;;;12;daDD@@YIeZnZih@@;5.26;;;pKa;Smiles;apparent;O=C1CCCC(=O)C1;pKa;5.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5890;O=C1CCCC(=O)N1;;;;;;;;;;;;237;daFD@DAdfUjyjf`@;11.43;;;pKa;Smiles;a/thermodynamic;O=C1CCCC(=O)N1;pKa;11.43;;;;;;;;;;;;[2522, 1364, 1335];836;11.1233332951863;1121-89-7;;pKa;SMILES;O=C1CCCC(=O)N1;pKa;11.1233332951863;;;;;;;;;;;
5891;O=C1CCCC(=O)N1O;;;;;;;;;;;;3133;difL@D@nRYgfEjih@@;7.6;;;pKa;Smiles;a/apparent;O=C1CCCC(=O)N1O;pKa;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5892;O=C1CCCC1=O;;;;;;;;;;;;7764;gOp`@TfYkZZ`@;9.14;;;pKa;Smiles;a/apparent;O=C1CCCC1=O;pKa;9.14;;;;;;;;;;;;5968;10027;9.14000034332275;3008-40-0;;pKa;SMILES;O=C1CCCC1=O;pKa;9.14000034332275;;;;;;;;;;;
5893;O=C1CCCC2CCCC(=O)C12;;;;;;;;;;;;947;dclD@@{HhheEBtkkUSUT@@;11.13;;;pKa;Smiles;a/apparent;O=C1CCCC2CCCC(=O)C12;pKa;11.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5894;O=C1CCCCC1=O;;;;;;;;;;;;9;daDD@@IIf]nZZh@@;10.3;;;pKa;Smiles;a/apparent;O=C1CCCCC1=O;pKa;10.3;;;;;;;;;;;;2888;802;10.3000001907348;765-87-7;;pKa;SMILES;O=C1CCCCC1=O;pKa;10.3000001907348;;;;;;;;;;;
5895;O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3;;;;;;;;;;;;5642;fduQ@@DV@dsKO[jlEKQkAbuUUUUUTPeGJITFH@@;9.4;;;pKa;Smiles;a/apparent;O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3;pKa;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5896;O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@H]1CCCCN1C3;;;;;;;;;;;;5643;fduQ@@DV@dsKO[jlEKQkAbuUUUUUTPeGJITFh@@;9.2;;;pKa;Smiles;a/apparent;O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@H]1CCCCN1C3;pKa;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5897;O=C1CCON1;;;;;;;;;;;;7315;gFx`DBdrfmU@@;6.7;;;pKa;Smiles;a/apparent;O=C1CCON1;pKa;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5898;O=C1CC[C@H]2N1CC[C@H]1c3ccccc3CCN12;;;;;;;;;;;;5647;fduQ@@D\@dsJ}kZdXJQkAbuUUT@EP`eDb@@;4.89;;;pKa;Smiles;a1/apparent;O=C1CC[C@H]2N1CC[C@H]1c3ccccc3CCN12;pKa;4.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
