ID_all;SMILES;ID_Li;orig_ID_Li;yorig_Li;CAS_Li;NAME_Li;units_Li;smilessource_Li;SMILES_Li;desired_units_Li;y_Li;y_consensus;valid/outlier
1964;COc1ccccc1CNc1ncc(C(=O)NCCNC(C)=O)c(NC2CCCC2)n1;2910;CHEMBL2312343;1;;;classHLM;SMILES;COc1ccccc1CNc1ncc(C(=O)NCCNC(C)=O)c(NC2CCCC2)n1;classHLM;1;1;valid
1965;COc1ccccc1CNc1ncc(C(=O)NCCc2nnn[nH]2)c(NC2CCCC2)n1;3161;CHEMBL2312643;0;;;classHLM;SMILES;COc1ccccc1CNc1ncc(C(=O)NCCc2nnn[nH]2)c(NC2CCCC2)n1;classHLM;0;0;valid
1966;COc1ccccc1N1CCN(C(=O)c2cc(-c3ccccc3)n[nH]2)CC1;2076;CHEMBL1760200;0;;;classHLM;SMILES;COc1ccccc1N1CCN(C(=O)c2cc(-c3ccccc3)n[nH]2)CC1;classHLM;0;0;valid
1967;COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1;1247;CHEMBL31354;1;;;classHLM;SMILES;COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1;classHLM;1;1;valid
1968;COc1ccccc1OCCNCCCCN1C(=O)C2CCCN2C1=O;3294;CHEMBL3040882;0;;;classHLM;SMILES;COc1ccccc1OCCNCCCCN1C(=O)C2CCCN2C1=O;classHLM;0;0;valid
1969;COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2c(F)cc(F)cc2F)c1C(F)(F)F;3209;CHEMBL2403317;0;;;classHLM;SMILES;COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2c(F)cc(F)cc2F)c1C(F)(F)F;classHLM;0;0;valid
1970;COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2ccc(F)cc2F)c1C(F)(F)F;3202;CHEMBL2403225;0;;;classHLM;SMILES;COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2ccc(F)cc2F)c1C(F)(F)F;classHLM;0;0;valid
1971;COc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)c12;1040;CHEMBL337301;0;;;classHLM;SMILES;COc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)c12;classHLM;0;0;valid
1972;COc1ccncc1CNCCCNc1ccnc2cc(Cl)ccc12;3166;CHEMBL2402785;0;;;classHLM;SMILES;COc1ccncc1CNCCCNc1ccnc2cc(Cl)ccc12;classHLM;0;0;valid
1973;COc1ccncc1CNCCNc1ccnc2cc(Cl)ccc12;3109;CHEMBL2402784;0;;;classHLM;SMILES;COc1ccncc1CNCCNc1ccnc2cc(Cl)ccc12;classHLM;0;0;valid
1974;COc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;2366;CHEMBL1650411;0;;;classHLM;SMILES;COc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;classHLM;0;0;valid
1975;COc1cncc(-c2nccc(-c3cc4c([nH]3)C3(CCCNC3)CNC4=O)n2)c1;2046;CHEMBL1779370;0;;;classHLM;SMILES;COc1cncc(-c2nccc(-c3cc4c([nH]3)C3(CCCNC3)CNC4=O)n2)c1;classHLM;0;0;valid
1976;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N(C)CCN(C)C)cc3)cc2)nc(N2CCOCC2)n1;2201;CHEMBL1808979;0;;;classHLM;SMILES;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N(C)CCN(C)C)cc3)cc2)nc(N2CCOCC2)n1;classHLM;0;0;valid
1977;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc(N2CCOCC2)n1;2203;CHEMBL1808982;0;;;classHLM;SMILES;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc(N2CCOCC2)n1;classHLM;0;0;valid
1978;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCNC(C)(C)C4)cc3)cc2)nc(N2CCOCC2)n1;2204;CHEMBL1808983;0;;;classHLM;SMILES;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCNC(C)(C)C4)cc3)cc2)nc(N2CCOCC2)n1;classHLM;0;0;valid
1979;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN(C)C)cc3)cc2)nc(N2CCOCC2)n1;2209;CHEMBL1808980;0;;;classHLM;SMILES;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN(C)C)cc3)cc2)nc(N2CCOCC2)n1;classHLM;0;0;valid
1980;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN4CCCCC4)cc3)cc2)nc(N2CCOCC2)n1;2200;CHEMBL1808978;0;;;classHLM;SMILES;COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN4CCCCC4)cc3)cc2)nc(N2CCOCC2)n1;classHLM;0;0;valid
1981;COc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1;3425;CHEMBL3113359;1;;;classHLM;SMILES;COc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1;classHLM;1;1;valid
1982;COc1ncc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCCO)c4C(=O)NC3)ccc2OC)c(OC)n1;3247;CHEMBL2387441;0;;;classHLM;SMILES;COc1ncc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCCO)c4C(=O)NC3)ccc2OC)c(OC)n1;classHLM;0;0;valid
1983;COc1ncc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCO)c4C(=O)NC3)ccc2OC)c(OC)n1;3099;CHEMBL2387424;0;;;classHLM;SMILES;COc1ncc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCO)c4C(=O)NC3)ccc2OC)c(OC)n1;classHLM;0;0;valid
1984;COc1ncc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCO)c4C(=O)NC3)ccc2OC)cn1;3088;CHEMBL2387430;0;;;classHLM;SMILES;COc1ncc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCO)c4C(=O)NC3)ccc2OC)cn1;classHLM;0;0;valid
1985;COc1ncc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12;1243;CHEMBL238103;0;;;classHLM;SMILES;COc1ncc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12;classHLM;0;0;valid
1986;CS(=O)(=O)CCCOc1ccc2c(c1)CCC1(CCN(C3CCC3)CC1)O2;2754;CHEMBL1935416;0;;;classHLM;SMILES;CS(=O)(=O)CCCOc1ccc2c(c1)CCC1(CCN(C3CCC3)CC1)O2;classHLM;0;0;valid
1987;CS(=O)(=O)CCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21;334;CHEMBL243029;0;;;classHLM;SMILES;CS(=O)(=O)CCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21;classHLM;0;0;valid
1988;CS(=O)(=O)CCCn1c(Cn2c(=O)n(C3CCC3)c3ccncc32)nc2ccccc21;208;CHEMBL243030;1;;;classHLM;SMILES;CS(=O)(=O)CCCn1c(Cn2c(=O)n(C3CCC3)c3ccncc32)nc2ccccc21;classHLM;1;1;valid
1989;CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)nc2ccccc21;339;CHEMBL243031;0;;;classHLM;SMILES;CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)nc2ccccc21;classHLM;0;0;valid
1990;CS(=O)(=O)CCO/N=C/c1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F;2099;CHEMBL1684488;0;;;classHLM;SMILES;CS(=O)(=O)CCO/N=C/c1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F;classHLM;0;0;valid
1991;CS(=O)(=O)CC[C@H](NC(=O)c1ccsc1)c1cn(C2(C#N)CC2)nn1;2613;CHEMBL2207584;0;;;classHLM;SMILES;CS(=O)(=O)CC[C@H](NC(=O)c1ccsc1)c1cn(C2(C#N)CC2)nn1;classHLM;0;0;valid
1992;CS(=O)(=O)C[C@H](NC(=O)c1ccsc1)c1cn(C2(C#N)CC2)nn1;2817;CHEMBL2207583;0;;;classHLM;SMILES;CS(=O)(=O)C[C@H](NC(=O)c1ccsc1)c1cn(C2(C#N)CC2)nn1;classHLM;0;0;valid
1993;CS(=O)(=O)N1CC(c2noc([C@@H]3CCCN3C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)n2)C1;1204;CHEMBL566425;0;;;classHLM;SMILES;CS(=O)(=O)N1CC(c2noc([C@@H]3CCCN3C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)n2)C1;classHLM;0;0;valid
1994;CS(=O)(=O)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1;2769;CHEMBL2013045;0;;;classHLM;SMILES;CS(=O)(=O)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1;classHLM;0;0;valid
1995;CS(=O)(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1;1541;CHEMBL1088914;0;;;classHLM;SMILES;CS(=O)(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1;classHLM;0;0;valid
1996;CS(=O)(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1;2687;CHEMBL2152398;0;;;classHLM;SMILES;CS(=O)(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1;classHLM;0;0;valid
1997;CS(=O)(=O)N1CCC(n2nnc3cnc4[nH]ccc4c32)CC1;3230;CHEMBL2392489;0;;;classHLM;SMILES;CS(=O)(=O)N1CCC(n2nnc3cnc4[nH]ccc4c32)CC1;classHLM;0;0;valid
1998;CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21;2404;CHEMBL1684984;0;;;classHLM;SMILES;CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21;classHLM;0;0;valid
1999;CS(=O)(=O)N1CCc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc21;2530;CHEMBL2178676;1;;;classHLM;SMILES;CS(=O)(=O)N1CCc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc21;classHLM;1;1;valid
2000;CS(=O)(=O)N1Cc2ccc(S(=O)(=O)c3ccc4c(c3)OCCO4)cc2C1;2780;CHEMBL2178685;0;;;classHLM;SMILES;CS(=O)(=O)N1Cc2ccc(S(=O)(=O)c3ccc4c(c3)OCCO4)cc2C1;classHLM;0;0;valid
2001;CS(=O)(=O)NCc1cccc2c1S(=O)(=O)N=C2C1=C(O)C2(CC2)N(Cc2ccc(F)c(Cl)c2)C1=O;730;CHEMBL529893;0;;;classHLM;SMILES;CS(=O)(=O)NCc1cccc2c1S(=O)(=O)N=C2C1=C(O)C2(CC2)N(Cc2ccc(F)c(Cl)c2)C1=O;classHLM;0;0;valid
2002;CS(=O)(=O)N[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1;2667;CHEMBL2152422;0;;;classHLM;SMILES;CS(=O)(=O)N[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1;classHLM;0;0;valid
2003;CS(=O)(=O)Nc1ccc(C(=O)CSc2ccc3c(c2)OCCO3)cc1;2421;CHEMBL2178694;1;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc(C(=O)CSc2ccc3c(c2)OCCO3)cc1;classHLM;1;1;valid
2004;CS(=O)(=O)Nc1ccc(C(=O)N[C@H](c2cn(C3(C#N)CC3)nn2)C2CCCCC2)cc1;2813;CHEMBL2207593;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc(C(=O)N[C@H](c2cn(C3(C#N)CC3)nn2)C2CCCCC2)cc1;classHLM;0;0;valid
2005;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c(-c3cccs3)nn(CC3CC3)c1=O)N2;754;CHEMBL457611;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c(-c3cccs3)nn(CC3CC3)c1=O)N2;classHLM;0;0;valid
2006;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c(-c3cccs3)nn(CC3CCCC3)c1=O)N2;631;CHEMBL457176;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c(-c3cccs3)nn(CC3CCCC3)c1=O)N2;classHLM;0;0;valid
2007;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c(-c3cccs3)nn(Cc3ccccc3)c1=O)N2;753;CHEMBL455908;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c(-c3cccs3)nn(Cc3ccccc3)c1=O)N2;classHLM;0;0;valid
2008;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3(CC3)CN(Cc3ccc(F)cc3)C1=O)N2;1191;CHEMBL568612;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3(CC3)CN(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2009;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3(CCC3)CN(Cc3ccc(F)cc3)C1=O)N2;1179;CHEMBL568620;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3(CCC3)CN(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2010;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3(CCCC3)CN(Cc3ccc(F)cc3)C1=O)N2;917;CHEMBL567151;1;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3(CCCC3)CN(Cc3ccc(F)cc3)C1=O)N2;classHLM;1;1;valid
2011;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3C4CCC(C4)C3N(Cc3ccc(F)cc3)C1=O)N2;934;CHEMBL1079753;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3C4CCC(C4)C3N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2012;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CC=CCC3N(Cc3ccc(F)cc3)C1=O)N2;1132;CHEMBL1079570;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CC=CCC3N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2013;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(CC3CCC3)C1=O)N2;824;CHEMBL478049;1;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(CC3CCC3)C1=O)N2;classHLM;1;1;valid
2014;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(CCC3CC3)C1=O)N2;906;CHEMBL476828;1;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(CCC3CC3)C1=O)N2;classHLM;1;1;valid
2015;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(CCc3ccccc3)C1=O)N2;907;CHEMBL475974;1;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(CCc3ccccc3)C1=O)N2;classHLM;1;1;valid
2016;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccc(Cl)cc3)C1=O)N2;1113;CHEMBL478045;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccc(Cl)cc3)C1=O)N2;classHLM;0;0;valid
2017;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccc(F)cc3)C1=O)N2;1110;CHEMBL514843;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2018;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccc(F)cn3)C1=O)N2;1115;CHEMBL514679;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccc(F)cn3)C1=O)N2;classHLM;0;0;valid
2019;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3cccc(F)c3)C1=O)N2;969;CHEMBL478046;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3cccc(F)c3)C1=O)N2;classHLM;0;0;valid
2020;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccccc3)C1=O)N2;965;CHEMBL478044;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccccc3)C1=O)N2;classHLM;0;0;valid
2021;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccccn3)C1=O)N2;1114;CHEMBL476376;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccccn3)C1=O)N2;classHLM;0;0;valid
2022;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCC3N(Cc3ccc(F)cc3)C1=O)N2;1111;CHEMBL477068;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCC3N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2023;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCCC3N(Cc3ccc(F)cc3)C1=O)N2;961;CHEMBL476270;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCCC3N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2024;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCCCC3N(Cc3ccc(F)cc3)C1=O)N2;1112;CHEMBL515273;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCCCC3N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2025;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCN3N(Cc3ccc(F)cc3)C1=O)N2;771;CHEMBL496325;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCN3N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2026;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCN3N(Cc3ccc(F)cc3)C1=O)N2;768;CHEMBL498375;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCN3N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2027;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)CC3(CCCC3)N(Cc3ccc(F)cc3)C1=O)N2;1178;CHEMBL567371;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)CC3(CCCC3)N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2028;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)CCN(Cc3ccc(F)cc3)C1=O)N2;1186;CHEMBL585892;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)CCN(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2029;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C[C@@H](c3ccc(F)cc3)N(Cc3ccc(F)cc3)C1=O)N2;1177;CHEMBL567152;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C[C@@H](c3ccc(F)cc3)N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2030;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C[C@H](c3ccccc3)N(Cc3ccc(F)cc3)C1=O)N2;1185;CHEMBL585891;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C[C@H](c3ccccc3)N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2031;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H](Cc3ccc(F)cc3)CN(Cc3ccc(F)cc3)C1=O)N2;1187;CHEMBL569655;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H](Cc3ccc(F)cc3)CN(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2032;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC(F)(F)F)C1=O)N2;839;CHEMBL1079761;1;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC(F)(F)F)C1=O)N2;classHLM;1;1;valid
2033;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC3CCCC3)C1=O)N2;963;CHEMBL1081562;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC3CCCC3)C1=O)N2;classHLM;0;0;valid
2034;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC3CCCCC3)C1=O)N2;967;CHEMBL1079586;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC3CCCCC3)C1=O)N2;classHLM;0;0;valid
2035;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3cc(Cl)ccc3F)C1=O)N2;1168;CHEMBL1076293;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3cc(Cl)ccc3F)C1=O)N2;classHLM;0;0;valid
2036;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(Cl)cc3)C1=O)N2;1163;CHEMBL1076302;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(Cl)cc3)C1=O)N2;classHLM;0;0;valid
2037;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)c(Cl)c3)C1=O)N2;1174;CHEMBL1076284;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)c(Cl)c3)C1=O)N2;classHLM;0;0;valid
2038;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)c(F)c3)C1=O)N2;1173;CHEMBL1076283;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)c(F)c3)C1=O)N2;classHLM;0;0;valid
2039;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)c(F)c3F)C1=O)N2;1176;CHEMBL1076281;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)c(F)c3F)C1=O)N2;classHLM;0;0;valid
2040;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2;1131;CHEMBL1076429;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2;classHLM;0;0;valid
2041;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3Cl)C1=O)N2;1170;CHEMBL1076290;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3Cl)C1=O)N2;classHLM;0;0;valid
2042;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3F)C1=O)N2;1171;CHEMBL1076285;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3F)C1=O)N2;classHLM;0;0;valid
2043;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3cccc(F)c3)C1=O)N2;1166;CHEMBL1076296;0;;;classHLM;SMILES;CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3cccc(F)c3)C1=O)N2;classHLM;0;0;valid
