ID_all;SMILES;ID_DeepPK;orig_ID_DeepPK;yorig_DeepPK;CAS_DeepPK;NAME_DeepPK;units_DeepPK;smilessource_DeepPK;SMILES_DeepPK;desired_units_DeepPK;y_DeepPK;ID_Metrabase;orig_ID_Metrabase;yorig_Metrabase;CAS_Metrabase;NAME_Metrabase;units_Metrabase;smilessource_Metrabase;SMILES_Metrabase;desired_units_Metrabase;y_Metrabase;comparison_DeepPK_Metrabase;onlyequal_DeepPK_Metrabase;y_Metrabase_nonambiguous;y_DeepPK_nonambiguous;y_consensus;valid/outlier
10;C/C(=C(/CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N;[74, 2212, 1143];74.0;0.0;;;classOATP1b1sub;smiles_standarized;C/C(=C(/CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
11;C/C=C(/C)C(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O;[2312, 1243, 174];174.0;0.0;;;classOATP1b1sub;smiles_standarized;C/C=C(/C)C(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
12;C/C=C(\C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(CO)C5CCC43C)C2CC1(C)C;[489, 2627, 1558];489.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C(\C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(CO)C5CCC43C)C2CC1(C)C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
13;C/C=C(\C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O;[1888, 819, 2957];819.0;0.0;;;classOATP1b1sub;smiles_standarized;C/C=C(\C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
14;C/C=C/CC(C)C(=O)C1C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[2849, 1780, 711];711.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(=O)C1C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
15;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CC#N)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[1938, 869, 3007];869.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CC#N)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
16;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CCN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[1097, 28, 2166];28.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CCN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
17;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN(C)CCOC)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[201, 2339, 1270];201.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN(C)CCOC)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
18;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CC3CCC(C2)O3)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[2728, 1659, 590];590.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CC3CCC(C2)O3)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
19;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCC(C#N)CC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[1674, 605, 2743];605.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCC(C#N)CC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
20;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCC(F)(F)C2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[320, 2458, 1389];320.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCC(F)(F)C2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
21;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[2161, 1092, 23];23.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
22;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCN(CCOC)CC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[506, 2644, 1575];506.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCN(CCOC)CC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
23;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[1417, 348, 2486];348.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
24;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)COC)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[656, 2794, 1725];656.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)COC)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
25;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)COCCN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[1168, 99, 2237];99.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)COCCN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
26;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(CC)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;[1984, 915, 3053];915.0;1.0;;;classOATP1b1sub;smiles_standarized;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(CC)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
27;C/C=C/c1ccc(OC)cc1;[1986, 917, 3055];917.0;0.0;;;classOATP1b1sub;smiles_standarized;C/C=C/c1ccc(OC)cc1;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
28;C/C=C/c1ccc2c(c1)OCO2;[2889, 1820, 751];751.0;0.0;;;classOATP1b1sub;smiles_standarized;C/C=C/c1ccc2c(c1)OCO2;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
29;C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1;[2224, 1155, 86];86.0;0.0;;;classOATP1b1sub;smiles_standarized;C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
30;C1N2CN3CN1CN(C2)C3;[1881, 812, 2950];812.0;0.0;;;classOATP1b1sub;smiles_standarized;C1N2CN3CN1CN(C2)C3;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
31;C=C(C)C1CC=C(CO)CC1;[2376, 1307, 238];238.0;0.0;;;classOATP1b1sub;smiles_standarized;C=C(C)C1CC=C(CO)CC1;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
32;C=C(C)C1CC=C2CC(=O)CC(C)C2(C)C1;[2896, 1827, 758];758.0;0.0;;;classOATP1b1sub;smiles_standarized;C=C(C)C1CC=C2CC(=O)CC(C)C2(C)C1;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
33;C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1;[106, 2244, 1175];106.0;0.0;;;classOATP1b1sub;smiles_standarized;C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
34;C=C1C(=CC)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(CC)=C5C)c(C)c4CCC(=O)O)c(C=CC(=O)O)c3C;[280, 2418, 1349];280.0;0.0;;;classOATP1b1sub;smiles_standarized;C=C1C(=CC)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(CC)=C5C)c(C)c4CCC(=O)O)c(C=CC(=O)O)c3C;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
35;C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(Cc2ccccc2)C(=O)NC(/C=C/C(C)=C/C(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C;[577, 2715, 1646];577.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(Cc2ccccc2)C(=O)NC(/C=C/C(C)=C/C(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
36;C=C1C(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(/C=C/C(C)=C/C(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C;[3192, 2123, 1054];1054.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(/C=C/C(C)=C/C(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
37;C=C1C(=O)OC2CC1C(OC(C)=O)CC(C)=CCCC(C)=CCCC2(C)O;[2353, 1284, 215];215.0;0.0;;;classOATP1b1sub;smiles_standarized;C=C1C(=O)OC2CC1C(OC(C)=O)CC(C)=CCCC(C)=CCCC2(C)O;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
38;C=C1C(C2(C)C(OC(C)=O)CC(=O)OC(C)(COC(C)=O)C2C(=O)OC)C(OC=O)C(OC(=O)C(O)C(C)CC)C2(C)C(c3ccoc3)CC(=O)C12O;[184, 2322, 1253];184.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C(C2(C)C(OC(C)=O)CC(=O)OC(C)(COC(C)=O)C2C(=O)OC)C(OC=O)C(OC(=O)C(O)C(C)CC)C2(C)C(c3ccoc3)CC(=O)C12O;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
39;C=C1C(C2(C)C(OC(C)=O)CC(=O)OC(C)(COC(C)=O)C2CC(=O)OC)C(OC=O)C(OC(=O)C(O)C(C)CC)C2(C)C(c3ccoc3)CC(=O)C12O;[1256, 187, 2325];187.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C(C2(C)C(OC(C)=O)CC(=O)OC(C)(COC(C)=O)C2CC(=O)OC)C(OC=O)C(OC(=O)C(O)C(C)CC)C2(C)C(c3ccoc3)CC(=O)C12O;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
40;C=C1C(N)CC2CC1C2(C)C;[1400, 331, 2469];331.0;0.0;;;classOATP1b1sub;smiles_standarized;C=C1C(N)CC2CC1C2(C)C;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
41;C=C1C(O)C2OC3(CCC(/C=C/C(C)C4CC(C)=CC5(OC(CC(C)(O)C(=O)O)CCC5O)O4)O3)CCC2OC1C(O)CC(C)C1OC2(CCCCO2)CCC1C;[2784, 1715, 646];646.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C(O)C2OC3(CCC(/C=C/C(C)C4CC(C)=CC5(OC(CC(C)(O)C(=O)O)CCC5O)O4)O3)CCC2OC1C(O)CC(C)C1OC2(CCCCO2)CCC1C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
42;C=C1C2=CC(=O)OC(c3ccoc3)C2(C)CCC1C1(C)C=CC(=O)C(C)(C)C1CC(=O)OC;[3145, 2076, 1007];1007.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C2=CC(=O)OC(c3ccoc3)C2(C)CCC1C1(C)C=CC(=O)C(C)(C)C1CC(=O)OC;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
43;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(C(O)C(=O)OC)C12C;[1042, 3180, 2111];1042.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(C(O)C(=O)OC)C12C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
44;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(C(OC(C)=O)C(=O)OC)C12C;[210, 2348, 1279];210.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(C(OC(C)=O)C(=O)OC)C12C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
45;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(CC(=O)OC)C12C;[496, 2634, 1565];496.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(CC(=O)OC)C12C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
46;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(O)C(C)(C)C(CC(=O)OC)C12C;[2856, 1787, 718];718.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(O)C(C)(C)C(CC(=O)OC)C12C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
47;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(OC(C)=O)C(C)(C)C(CC(=O)OC)C12C;[2088, 1019, 3157];1019.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(OC(C)=O)C(C)(C)C(CC(=O)OC)C12C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
48;C=C1CC2OC2(C)CCC2C1CC2(C)C;[2920, 1851, 782];782.0;0.0;;;classOATP1b1sub;smiles_standarized;C=C1CC2OC2(C)CCC2C1CC2(C)C;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
49;C=C1CCC(=O)C(C)CCC2C1CC2(C)C;[1537, 468, 2606];468.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1CCC(=O)C(C)CCC2C1CC2(C)C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
50;C=C1CCC(c2cc(O)oc2O)C(=O)CCC2C1CC2(C)C;[2505, 1436, 367];367.0;1.0;;;classOATP1b1sub;smiles_standarized;C=C1CCC(c2cc(O)oc2O)C(=O)CCC2C1CC2(C)C;classOATP1b1sub;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
51;C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C/C=C1/C(=O)OCC1O;[1873, 804, 2942];804.0;0.0;;;classOATP1b1sub;smiles_standarized;C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C/C=C1/C(=O)OCC1O;classOATP1b1sub;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
