ID_all;SMILES;ID_ChEMBL;orig_ID_ChEMBL;yorig_ChEMBL;CAS_ChEMBL;NAME_ChEMBL;units_ChEMBL;smilessource_ChEMBL;SMILES_ChEMBL;desired_units_ChEMBL;y_ChEMBL;ID_CtoxPred;orig_ID_CtoxPred;yorig_CtoxPred;CAS_CtoxPred;NAME_CtoxPred;units_CtoxPred;smilessource_CtoxPred;SMILES_CtoxPred;desired_units_CtoxPred;y_CtoxPred;comparison_ChEMBL_CtoxPred;onlyequal_ChEMBL_CtoxPred;y_CtoxPred_nonambiguous;y_ChEMBL_nonambiguous;y_consensus;valid/outlier
209;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;595.0;RIXMAIPAVTVMOH-UHFFFAOYSA-N;1.0;;CHEMBL1643732;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
210;CC(C)(C)NC(=O)Cn1c(-c2ccc(OC(F)(F)F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;577.0;CZSPPTVCJPFLSX-UHFFFAOYSA-N;1.0;;CHEMBL1643735;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccc(OC(F)(F)F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
211;CC(C)(C)NC(=O)Cn1c(-c2cccc(OC(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;592.0;IYFHTLITWVCFNG-UHFFFAOYSA-N;1.0;;CHEMBL1643734;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2cccc(OC(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
212;CC(C)(C)NC(=O)Cn1c(-c2ccccc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;580.0;PFOCNQRWWASAAD-UHFFFAOYSA-N;1.0;;CHEMBL1643728;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccccc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
213;CC(C)(C)NC(=O)Cn1c(-c2ccccc2OC(F)(F)F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;609.0;GBRPQCXRDNPKAA-UHFFFAOYSA-N;1.0;;CHEMBL1643733;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccccc2OC(F)(F)F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
214;CC(C)(C)NC(=O)Cn1c(C(=O)NC(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;574.0;DMXXHOVVWMOBRX-UHFFFAOYSA-N;1.0;;CHEMBL1643738;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(C(=O)NC(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
215;CC(C)(C)NC(=O)Cn1c(C(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;578.0;GEBISPTWUCDYIX-UHFFFAOYSA-N;1.0;;CHEMBL1643737;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(C(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
216;CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1;;;;;;;;;;;169.0;RAZOFRCGTLUGNK-UHFFFAOYSA-N;0.0;;CHEMBL2337981;classCavinh;SMILES;CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
217;CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1;;;;;;;;;;;53.0;QWAXKHKRTORLEM-UGJKXSETSA-N;1.0;;CHEMBL114;classCavinh;SMILES;CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
218;CC(C)(C)c1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(C(C)(C)C)c1O;;;;;;;;;;;507.0;LHCKOUZHHLPSDY-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CC(C)(C)c1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(C(C)(C)C)c1O;classCavinh;1.0;1;1.0;1.0;;1.0;valid
219;CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1nccnc12;;;;;;;;;;;497.0;WRRXVWHNKSBLTK-OWOAZTCBSA-N;1.0;;;classCavinh;SMILES;CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1nccnc12;classCavinh;1.0;1;1.0;1.0;;1.0;valid
220;CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C;;;;;;;;;;;54.0;UVTNFZQICZKOEM-UHFFFAOYSA-N;0.0;;CHEMBL517;classCavinh;SMILES;CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C;classCavinh;0.0;0;0.0;0.0;;0.0;valid
221;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;606.0;GCNBHLMIBIUQQO-FGZHOGPDSA-N;1.0;;CHEMBL247648;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
222;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;611.0;YALMTJOCIGQSJL-FGZHOGPDSA-N;1.0;;CHEMBL248196;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
223;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cc(F)ccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;598.0;HEMMPJBFWMJXLO-FGZHOGPDSA-N;1.0;;CHEMBL248195;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cc(F)ccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
224;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(C(F)(F)F)c2)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;588.0;KNJQFZASBAPYRN-FGZHOGPDSA-N;1.0;;CHEMBL245598;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(C(F)(F)F)c2)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
225;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(F)c2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;585.0;SSLUYBNMMZMXPZ-NHCUHLMSSA-N;1.0;;CHEMBL247647;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(F)c2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
226;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;597.0;HXROZKYKRUBOCX-FGZHOGPDSA-N;1.0;;CHEMBL445940;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
227;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C(C)C)CC2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;413.0;RIAAESBLPRZGAK-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C(C)C)CC2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
228;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(C)(=O)=O)CC2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;272.0;CLSLOWKHEUDMRP-UHFFFAOYSA-N;1.0;;CHEMBL3952905;classCavinh;SMILES;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(C)(=O)=O)CC2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
229;CC(C)n1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)c2c(C3CC3)cccc21;;;;;;;;;;;211.0;RXUODJMQFRVNSY-UHFFFAOYSA-N;1.0;;CHEMBL4278328;classCavinh;SMILES;CC(C)n1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)c2c(C3CC3)cccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
230;CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1;;;;;;;;;;;516.0;FWKHYTJUMWATOO-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
231;CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C;;;;;;;;;;;62.0;UISARWKNNNHPGI-UHFFFAOYSA-N;1.0;;CHEMBL363295;classCavinh;SMILES;CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C;classCavinh;1.0;1;1.0;1.0;;1.0;valid
232;CC1(C(=O)O)CCC(C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)CC1;;;;;;;;;;;446.0;KTQAEYIAPRUAEC-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CC1(C(=O)O)CCC(C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)CC1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
233;CC1(C)CCOc2c(Cl)cc(CN3CCC4(CC3)CC(=O)N(c3ccc(C(=O)O)cc3)C4)cc21;;;;;;;;;;;113.0;SPKKAJSHCXENCX-UHFFFAOYSA-N;1.0;;CHEMBL4284867;classCavinh;SMILES;CC1(C)CCOc2c(Cl)cc(CN3CCC4(CC3)CC(=O)N(c3ccc(C(=O)O)cc3)C4)cc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
234;CC1=C(C(=O)OC(C)C)C(c2ccc(C)cc2)C(C(=O)OC(C)C)=C(C)N1;;;;;;;;;;;721.0;VAAMGVDCKKKIJU-UHFFFAOYSA-N;1.0;;CHEMBL2063952;classCavinh;SMILES;CC1=C(C(=O)OC(C)C)C(c2ccc(C)cc2)C(C(=O)OC(C)C)=C(C)N1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
235;CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)C(C(=O)OC(C)C)=C(C)N1;;;;;;;;;;;683.0;NUEVFLWLOZINOK-UHFFFAOYSA-N;1.0;;CHEMBL2063810;classCavinh;SMILES;CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)C(C(=O)OC(C)C)=C(C)N1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
236;CC1=C(C(=O)OC(C)C)C(c2ccc(F)cc2)C(C(=O)OC(C)C)=C(C)N1;;;;;;;;;;;790.0;DXQVUVZRPUETIQ-UHFFFAOYSA-N;1.0;;CHEMBL2063831;classCavinh;SMILES;CC1=C(C(=O)OC(C)C)C(c2ccc(F)cc2)C(C(=O)OC(C)C)=C(C)N1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
237;CC1=C(C(=O)OCc2ccccc2)C(c2ccc(Cl)cc2)C(C(=O)OCc2ccccc2)=C(C)N1;;;;;;;;;;;696.0;OLFQDUCSZQBJMO-UHFFFAOYSA-N;1.0;;CHEMBL2063799;classCavinh;SMILES;CC1=C(C(=O)OCc2ccccc2)C(c2ccc(Cl)cc2)C(C(=O)OCc2ccccc2)=C(C)N1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
238;CC1=C(C(=O)OCc2ccccc2)C(c2ccc(O)cc2)C(C(=O)OCc2ccccc2)=C(C)N1;;;;;;;;;;;765.0;AYUVJQFYWNTUNE-UHFFFAOYSA-N;1.0;;CHEMBL2063655;classCavinh;SMILES;CC1=C(C(=O)OCc2ccccc2)C(c2ccc(O)cc2)C(C(=O)OCc2ccccc2)=C(C)N1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
239;CC1=C(c2ncnn2C2CCC(C(F)(F)F)CC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nc(C(F)(F)F)cc2N1;;;;;;;;;;;368.0;ZRZUZERPHAXYER-RUZSNYSVSA-N;1.0;;;classCavinh;SMILES;CC1=C(c2ncnn2C2CCC(C(F)(F)F)CC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nc(C(F)(F)F)cc2N1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
240;CCC(=N\O)/C(C)=C/c1ccc(F)cc1;;;;;;;;;;;799.0;HKROEBDHHKMNBZ-CHBKHGQFSA-N;1.0;;CHEMBL3697701;classCavinh;SMILES;CCC(=N\O)/C(C)=C/c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
241;CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1;;;;;;;;;;;385.0;USSIQXCVUWKGNF-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
242;CCC(C)OC(=O)C1=C(C)NC(SC)=NC1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;542.0;QXXZQMQZGXHZGR-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCC(C)OC(=O)C1=C(C)NC(SC)=NC1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
243;CCC1=CC2C(C1)C[C@@]2(CN)Cc1nn[nH]n1;;;;;;;;;;;568.0;ZMRQKZANSRISRS-CBINBANVSA-N;1.0;;;classCavinh;SMILES;CCC1=CC2C(C1)C[C@@]2(CN)Cc1nn[nH]n1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
244;CCC1=CC2C(C1)C[C@]2(CN)Cc1nn[nH]n1;;;;;;;;;;;800.0;ZMRQKZANSRISRS-RTYFJBAXSA-N;1.0;;;classCavinh;SMILES;CCC1=CC2C(C1)C[C@]2(CN)Cc1nn[nH]n1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
245;CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)Cc1nn[nH]n1;;;;;;;;;;;801.0;ZMRQKZANSRISRS-CKYFFXLPSA-N;1.0;;;classCavinh;SMILES;CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)Cc1nn[nH]n1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
246;CCC1C2CC3C4N(C)c5ccccc5C45CC(C2[C@H]5O)N3C1O;;;;;;;;;;;490.0;CJDRUOGAGYHKKD-FUIWMBJSSA-N;0.0;;;classCavinh;SMILES;CCC1C2CC3C4N(C)c5ccccc5C45CC(C2[C@H]5O)N3C1O;classCavinh;0.0;0;0.0;0.0;;0.0;valid
247;CCCC(C)C1(CC)C(=O)NC(=O)NC1=O;;;;;;;;;;;488.0;WEXRUCMBJFQVBZ-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCCC(C)C1(CC)C(=O)NC(=O)NC1=O;classCavinh;0.0;0;0.0;0.0;;0.0;valid
248;CCCCC1(CCCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21;;;;;;;;;;;32.0;FOBFICSYUINKAA-XMMPIXPASA-N;1.0;;CHEMBL2069499;classCavinh;SMILES;CCCCC1(CCCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
249;CCCCCCCCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;20.0;KTPUGBNEQXUNRV-YYDJUVGSSA-N;1.0;;CHEMBL286157;classCavinh;SMILES;CCCCCCCCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
250;CCCCCCCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;303.0;PISXIDWEEZZHBI-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCCCCCCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
251;CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1;;;;;;;;;;;80.0;ALOBUEHUHMBRLE-UHFFFAOYSA-N;0.0;;CHEMBL533;classCavinh;SMILES;CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
252;CCCCCc1onc(-c2ccccc2)c1C1C(C(=O)OCC)=C(C)N=C(C)/C1=C(/O)OCC;;;;;;;;;;;90.0;CHDZSBDHFQDYBD-YYADALCUSA-N;1.0;;CHEMBL72717;classCavinh;SMILES;CCCCCc1onc(-c2ccccc2)c1C1C(C(=O)OCC)=C(C)N=C(C)/C1=C(/O)OCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
253;CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC;;;;;;;;;;;705.0;OAEWNSKRLBVVBV-QSEAXJEQSA-N;1.0;;CHEMBL111612;classCavinh;SMILES;CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
254;CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12;;;;;;;;;;;55.0;FOHHNHSLJDZUGQ-UHFFFAOYSA-N;1.0;;CHEMBL1107;classCavinh;SMILES;CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12;classCavinh;1.0;1;1.0;1.0;;1.0;valid
255;CCCCOc1ccc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)cc1;;;;;;;;;;;734.0;UUOMYKGNURHADY-UHFFFAOYSA-N;1.0;;CHEMBL2063844;classCavinh;SMILES;CCCCOc1ccc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
256;CCCCSc1ccccc1C1N=C(SC)N=C2COC(O)=C21;;;;;;;;;;;243.0;AQPSJZHJFAQTGQ-UHFFFAOYSA-N;0.0;;CHEMBL23642;classCavinh;SMILES;CCCCSc1ccccc1C1N=C(SC)N=C2COC(O)=C21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
257;CCCCSc1ccccc1C1N=C(SC)NC2=C1C(=O)OC2;;;;;;;;;;;545.0;LGUGOUYDFQGNKY-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCCCSc1ccccc1C1N=C(SC)NC2=C1C(=O)OC2;classCavinh;0.0;0;0.0;0.0;;0.0;valid
258;CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1;;;;;;;;;;;374.0;IYIKLHRQXLHMJQ-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
259;CCCCn1cc(CN(C)C)c2cc(Br)ccc21;;;;;;;;;;;646.0;QRAWZHRXCWVDNZ-UHFFFAOYSA-N;0.0;;CHEMBL4522567;classCavinh;SMILES;CCCCn1cc(CN(C)C)c2cc(Br)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
260;CCCCn1cc(CN(C)C)c2cc(Cl)ccc21;;;;;;;;;;;631.0;DXTOEIHJCKFGCJ-UHFFFAOYSA-N;0.0;;CHEMBL4282739;classCavinh;SMILES;CCCCn1cc(CN(C)C)c2cc(Cl)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
261;CCCCn1cc(CN2CCCCC2)c2cc(Br)ccc21;;;;;;;;;;;655.0;MNDUZCSWXWDMGB-UHFFFAOYSA-N;0.0;;CHEMBL4578159;classCavinh;SMILES;CCCCn1cc(CN2CCCCC2)c2cc(Br)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
262;CCCCn1cc(CN2CCCCC2)c2cc(C)ccc21;;;;;;;;;;;648.0;RPRFSYJRPDXQFI-UHFFFAOYSA-N;0.0;;CHEMBL4578380;classCavinh;SMILES;CCCCn1cc(CN2CCCCC2)c2cc(C)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
263;CCCCn1cc(CN2CCCCC2)c2cc(Cl)ccc21;;;;;;;;;;;653.0;YWPKCEQIFAGRBH-UHFFFAOYSA-N;0.0;;CHEMBL4280153;classCavinh;SMILES;CCCCn1cc(CN2CCCCC2)c2cc(Cl)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
264;CCCCn1cc(CN2CCCCC2)c2ccccc21;;;;;;;;;;;634.0;MJQQHUDXURQOBW-UHFFFAOYSA-N;0.0;;CHEMBL4281667;classCavinh;SMILES;CCCCn1cc(CN2CCCCC2)c2ccccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
265;CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCC)C[C@H](O)CO;;;;;;;;;;;153.0;ARIVZVAHCXZRND-TUACAJSNSA-N;0.0;;CHEMBL4475999;classCavinh;SMILES;CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCC)C[C@H](O)CO;classCavinh;0.0;0;0.0;0.0;;0.0;valid
266;CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1;;;;;;;;;;;599.0;JWHAUXFOSRPERK-UHFFFAOYSA-N;1.0;;CHEMBL631;classCavinh;SMILES;CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
267;CCCN[C@@H](C)c1c(-c2cc(C)cc(C)c2)[nH]c2ccc(C(C)(C)C(=O)N3C4CCC3CC4)cc12;;;;;;;;;;;602.0;CHORXNDLHAFLCJ-ANYOXOOPSA-N;1.0;;CHEMBL1643712;classCavinh;SMILES;CCCN[C@@H](C)c1c(-c2cc(C)cc(C)c2)[nH]c2ccc(C(C)(C)C(=O)N3C4CCC3CC4)cc12;classCavinh;1.0;1;1.0;1.0;;1.0;valid
268;CCN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1;;;;;;;;;;;531.0;JFKXPYCYZANQTG-JGKVKWKGSA-N;0.0;;;classCavinh;SMILES;CCN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
269;CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1;;;;;;;;;;;687.0;ALGHKWSXJUQNJJ-UHFFFAOYSA-N;1.0;;CHEMBL561339;classCavinh;SMILES;CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
270;CCN(CC)CCNC(=O)c1ccc(N)cc1;;;;;;;;;;;487.0;REQCZEXYDRLIBE-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCN(CC)CCNC(=O)c1ccc(N)cc1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
271;CCN(CC)c1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1;;;;;;;;;;;707.0;AVSBMSOWEMUGBD-UHFFFAOYSA-N;1.0;;CHEMBL2063840;classCavinh;SMILES;CCN(CC)c1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
272;CCN=C1N[C@H]2[C@H](O[C@H](C)[C@@H](O)[C@@H]2O)S1;;;;;;;;;;;529.0;NVPHCPSHUAUQSI-FMDGEEDCSA-N;0.0;;;classCavinh;SMILES;CCN=C1N[C@H]2[C@H](O[C@H](C)[C@@H](O)[C@@H]2O)S1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
273;CCNC1=N[C@@H]2C[C@H](O)[C@@H](CO)O[C@@H]2S1;;;;;;;;;;;96.0;WYAROEYZBMXNIZ-ULAWRXDQSA-N;0.0;;CHEMBL4107048;classCavinh;SMILES;CCNC1=N[C@@H]2C[C@H](O)[C@@H](CO)O[C@@H]2S1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
274;CCNC1=N[C@@H]2[C@@H](O)C[C@@H](CO)O[C@@H]2S1;;;;;;;;;;;532.0;XIBRBQOZJDMOOG-RULNZFCNSA-N;0.0;;;classCavinh;SMILES;CCNC1=N[C@@H]2[C@@H](O)C[C@@H](CO)O[C@@H]2S1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
275;CCNC1=N[C@H]2[C@H](O[C@H](C(F)F)[C@@H](O)[C@@H]2O)S1;;;;;;;;;;;587.0;UDQTXCHQKHIQMH-KYGLGHNPSA-N;0.0;;CHEMBL4111094;classCavinh;SMILES;CCNC1=N[C@H]2[C@H](O[C@H](C(F)F)[C@@H](O)[C@@H]2O)S1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
