ID_all;SMILES;ID_ChEMBL;orig_ID_ChEMBL;yorig_ChEMBL;CAS_ChEMBL;NAME_ChEMBL;units_ChEMBL;smilessource_ChEMBL;SMILES_ChEMBL;desired_units_ChEMBL;y_ChEMBL;ID_CtoxPred;orig_ID_CtoxPred;yorig_CtoxPred;CAS_CtoxPred;NAME_CtoxPred;units_CtoxPred;smilessource_CtoxPred;SMILES_CtoxPred;desired_units_CtoxPred;y_CtoxPred;comparison_ChEMBL_CtoxPred;onlyequal_ChEMBL_CtoxPred;y_CtoxPred_nonambiguous;y_ChEMBL_nonambiguous;y_consensus;valid/outlier
395;CCOC(=O)C1=C(C)NC(OC)=NC1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;294.0;RVBQIBMRQBVLMH-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(OC)=NC1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
396;CCOC(=O)C1=C(C)NC(OCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;296.0;ZVUQWPQXEDQMQO-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(OCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
397;CCOC(=O)C1=C(C)NC(SC)=NC1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;50.0;CYYZSIFPMQWUQM-UHFFFAOYSA-N;1.0;;CHEMBL39925;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(SC)=NC1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
398;CCOC(=O)C1=C(C)NC(SCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;295.0;GODISNLWEDTPGJ-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(SCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
399;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@@H]2C(=O)OCC;;;;;;;;;;;562.0;AZIYPFHVSUAJQK-SPYBWZPUSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@@H]2C(=O)OCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
400;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@H]2C(=O)OCC;;;;;;;;;;;566.0;AZIYPFHVSUAJQK-ZRGWGRIASA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@H]2C(=O)OCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
401;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@@H]2C(=O)OCC;;;;;;;;;;;559.0;GUQPBPGGTWIQHT-GPMSIDNRSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@@H]2C(=O)OCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
402;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@H]2C(=O)OCC;;;;;;;;;;;564.0;GUQPBPGGTWIQHT-JTDSTZFVSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@H]2C(=O)OCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
403;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@@H]2C(=O)OCC;;;;;;;;;;;563.0;XXSLHSFIBBYWOI-GPMSIDNRSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@@H]2C(=O)OCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
404;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@H]2C(=O)OCC;;;;;;;;;;;565.0;XXSLHSFIBBYWOI-JTDSTZFVSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@H]2C(=O)OCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
405;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@@H]2C(=O)OCC;;;;;;;;;;;560.0;JRQKDYLMCZBENZ-GPMSIDNRSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@@H]2C(=O)OCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
406;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@H]2C(=O)OCC;;;;;;;;;;;561.0;JRQKDYLMCZBENZ-JTDSTZFVSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@H]2C(=O)OCC;classCavinh;1.0;1;1.0;1.0;;1.0;valid
407;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(-c2ccccc2)cc1)CCCC3;;;;;;;;;;;689.0;ZRWLPNPYQIGISH-UHFFFAOYSA-N;1.0;;CHEMBL490338;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(-c2ccccc2)cc1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
408;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C)cc1)CCCC3;;;;;;;;;;;685.0;QTVIWMLMXFVZIY-UHFFFAOYSA-N;1.0;;CHEMBL219406;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C)cc1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
409;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(F)cc1)CCCC3;;;;;;;;;;;741.0;RDDFBAPIHCKOCC-UHFFFAOYSA-N;1.0;;CHEMBL219172;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(F)cc1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
410;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3;;;;;;;;;;;719.0;AAEYHJGXSUBKQJ-UHFFFAOYSA-N;1.0;;CHEMBL491358;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
411;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3;;;;;;;;;;;667.0;ZNRGREFWBCWZAU-UHFFFAOYSA-N;0.0;;CHEMBL374184;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
412;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3;;;;;;;;;;;698.0;QTWUJCCPMWZOOB-UHFFFAOYSA-N;1.0;;CHEMBL219405;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
413;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3;;;;;;;;;;;728.0;SCKWNQRIZNNYFA-UHFFFAOYSA-N;1.0;;CHEMBL218940;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
414;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3;;;;;;;;;;;716.0;CWDRVGKNJWGVJS-UHFFFAOYSA-N;1.0;;CHEMBL220294;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
415;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3;;;;;;;;;;;686.0;POYFPBLOVRVCKS-UHFFFAOYSA-N;1.0;;CHEMBL218939;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
416;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3;;;;;;;;;;;666.0;YPJRDGRZUYIHEH-UHFFFAOYSA-N;0.0;;CHEMBL491561;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
417;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3;;;;;;;;;;;693.0;RYUHYOLRLQUVHQ-UHFFFAOYSA-N;1.0;;CHEMBL436302;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
418;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1[N+](=O)[O-])CCCC3;;;;;;;;;;;694.0;OWDDOOZVDQHYQH-UHFFFAOYSA-N;1.0;;CHEMBL219400;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1[N+](=O)[O-])CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
419;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccnc1)CCCC3;;;;;;;;;;;718.0;ONYCNUPACZTCCG-UHFFFAOYSA-N;1.0;;CHEMBL491359;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccnc1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
420;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccncc1)CCCC3;;;;;;;;;;;717.0;JYCNMGJHVNKCCF-UHFFFAOYSA-N;1.0;;CHEMBL491360;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccncc1)CCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
421;CCOC(=O)C1CN(C(c2ccccc2)c2ccccc2)CCN1C(=O)CC(c1ccccc1)c1ccccc1;;;;;;;;;;;508.0;KKZWTCQQRNGVOY-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCOC(=O)C1CN(C(c2ccccc2)c2ccccc2)CCN1C(=O)CC(c1ccccc1)c1ccccc1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
422;CCOC(=O)CCCn1cc(CN2CCCCC2)c2cc(Br)ccc21;;;;;;;;;;;660.0;CNGAYQLORBGMNE-UHFFFAOYSA-N;0.0;;CHEMBL4583861;classCavinh;SMILES;CCOC(=O)CCCn1cc(CN2CCCCC2)c2cc(Br)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
423;CCOC(=O)N1C(=O)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;330.0;PXSFEJMJKYVWBB-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=O)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
424;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;36.0;MNQUJICKNQOWHX-JQIJEIRASA-N;1.0;;CHEMBL89260;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
425;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;43.0;MNQUJICKNQOWHX-IDTYTIONSA-N;1.0;;CHEMBL1907867;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
426;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;66.0;MNQUJICKNQOWHX-DPEHCCBOSA-N;1.0;;CHEMBL2092901;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
427;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;35.0;OKGUKEIPHKTCKR-WYMLVPIESA-N;1.0;;CHEMBL88191;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
428;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(C(F)(F)F)c1;;;;;;;;;;;57.0;NZSMHVGBSNDKDO-FYWRMAATSA-N;1.0;;CHEMBL315839;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(C(F)(F)F)c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
429;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1;;;;;;;;;;;30.0;YFOFVZPUHCDYSB-FYWRMAATSA-N;1.0;;CHEMBL313446;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
430;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1Cl;;;;;;;;;;;23.0;ZDUFPHWRWAGROF-NTCAYCPXSA-N;1.0;;CHEMBL329897;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1Cl;classCavinh;1.0;1;1.0;1.0;;1.0;valid
431;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;22.0;UJPHXNFMWVCEBX-FYWRMAATSA-N;1.0;;CHEMBL440695;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
432;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1Cl;;;;;;;;;;;29.0;UUWBLIXLGUCSAG-NTCAYCPXSA-N;1.0;;CHEMBL84906;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1Cl;classCavinh;1.0;1;1.0;1.0;;1.0;valid
433;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1C(F)(F)F;;;;;;;;;;;15.0;LFBPUPJLIZDNMB-FYWRMAATSA-N;1.0;;CHEMBL87921;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1C(F)(F)F;classCavinh;1.0;1;1.0;1.0;;1.0;valid
434;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1Cl;;;;;;;;;;;68.0;NVLFDWLIOVSYAF-FYWRMAATSA-N;1.0;;CHEMBL315298;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1Cl;classCavinh;1.0;1;1.0;1.0;;1.0;valid
435;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1[N+](=O)[O-];;;;;;;;;;;21.0;UQDUODRSYJTCBO-FYWRMAATSA-N;1.0;;CHEMBL86415;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1[N+](=O)[O-];classCavinh;1.0;1;1.0;1.0;;1.0;valid
436;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;324.0;NFWHFCDXPOUJJT-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
437;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;329.0;NFWHFCDXPOUJJT-HNNXBMFYSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
438;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;300.0;NFWHFCDXPOUJJT-OAHLLOKOSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
439;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;325.0;LWEDQAMECOOTLU-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
440;CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1;;;;;;;;;;;86.0;JCCNYMKQOSZNPW-UHFFFAOYSA-N;0.0;;CHEMBL998;classCavinh;SMILES;CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
441;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];;;;;;;;;;;233.0;FUOPUIXPFABMRT-YFMVBIDXSA-N;1.0;;CHEMBL2110301;classCavinh;SMILES;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];classCavinh;1.0;1;1.0;1.0;;1.0;valid
442;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;;;;;;;;;;;230.0;WOSXQVHCZORUMF-SXOBJVMXSA-N;1.0;;CHEMBL2110298;classCavinh;SMILES;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;classCavinh;1.0;1;1.0;1.0;;1.0;valid
443;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;;;;;;;;;;;237.0;GTQDBWCKNHFWKA-SXOBJVMXSA-N;1.0;;CHEMBL2110302;classCavinh;SMILES;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;classCavinh;1.0;1;1.0;1.0;;1.0;valid
444;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;;;;;;;;;;;226.0;SZFUOECQXGHHAE-SXOBJVMXSA-N;1.0;;CHEMBL2110303;classCavinh;SMILES;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;classCavinh;1.0;1;1.0;1.0;;1.0;valid
445;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];;;;;;;;;;;232.0;FUOPUIXPFABMRT-LMNKAFMYSA-N;1.0;;CHEMBL2110168;classCavinh;SMILES;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];classCavinh;1.0;1;1.0;1.0;;1.0;valid
446;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;;;;;;;;;;;236.0;WOSXQVHCZORUMF-RAQPGAAPSA-N;1.0;;CHEMBL2110167;classCavinh;SMILES;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;classCavinh;1.0;1;1.0;1.0;;1.0;valid
447;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;;;;;;;;;;;224.0;GTQDBWCKNHFWKA-RAQPGAAPSA-N;1.0;;CHEMBL2110169;classCavinh;SMILES;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;classCavinh;1.0;1;1.0;1.0;;1.0;valid
448;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;;;;;;;;;;;234.0;SZFUOECQXGHHAE-RAQPGAAPSA-N;1.0;;CHEMBL2110170;classCavinh;SMILES;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;classCavinh;1.0;1;1.0;1.0;;1.0;valid
449;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(C)cc1)CCCCC3;;;;;;;;;;;280.0;UCSBKUKETUKSSX-UHFFFAOYSA-N;0.0;;CHEMBL2234538;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(C)cc1)CCCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
450;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCC3;;;;;;;;;;;455.0;OVFJYZWCAVHGMW-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
451;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCCC3;;;;;;;;;;;268.0;GNYQUGTUGTVWGT-UHFFFAOYSA-N;0.0;;CHEMBL2234540;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
452;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCC3;;;;;;;;;;;454.0;DFIMEOJDEVLTMM-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
453;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCCC3;;;;;;;;;;;261.0;FAGLJGFRSMDZBW-UHFFFAOYSA-N;0.0;;CHEMBL252578;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
454;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)c(OC)c1)CCCC3;;;;;;;;;;;453.0;QBNTZYZRSZBWJU-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)c(OC)c1)CCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
455;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)c(OC)c1)CCCCC3;;;;;;;;;;;286.0;FFKCNARCPCGPQH-UHFFFAOYSA-N;1.0;;CHEMBL252580;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)c(OC)c1)CCCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
456;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)cc1)CCCCCC3;;;;;;;;;;;458.0;OYHDYZJZSSLBOR-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)cc1)CCCCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
457;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc([N+](=O)[O-])cc1)CCCCC3;;;;;;;;;;;459.0;JTQKDWBEVOKNEB-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc([N+](=O)[O-])cc1)CCCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
458;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCC3;;;;;;;;;;;270.0;PQXUGFFGKUMGFF-UHFFFAOYSA-N;0.0;;CHEMBL399040;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
459;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCCC3;;;;;;;;;;;460.0;GPLVYGAGGDNJPY-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCCC3;classCavinh;1.0;1;1.0;1.0;;1.0;valid
460;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc([N+](=O)[O-])c1)CCCC3;;;;;;;;;;;456.0;YCHHFZRJBHOKQX-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc([N+](=O)[O-])c1)CCCC3;classCavinh;0.0;0;0.0;0.0;;0.0;valid
