ID_all;SMILES;y_consensus;valid/outlier;NAME_DeepPK;CAS_DeepPK
224;CCN1C[C@@]2(COC)C3[C@@H](OC)[C@H]4[C@@H]1C3([C@@H]1C[C@@]3(O)[C@H](OC(=O)c5ccccc5)[C@@H]1[C@]4(OC(C)=O)[C@@H](O)[C@@H]3OC)[C@H](OC)C[C@H]2O;0.0;valid;;
225;CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1;1.0;valid;;
226;CCN[C@H](C)Cc1cccc(C(F)(F)F)c1;1.0;valid;;
227;CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O;0.0;valid;;
228;CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O;0.0;valid;;
229;CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O;0.0;valid;;
230;CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl;0.0;valid;;
231;CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;0.0;valid;;
232;CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1ccccc1/C=C\C(=O)OC(C)(C)C;0.0;valid;;
233;CCOC(=O)C1=C(COCCN)N=C(C)C(C(=O)OC)C1c1ccccc1Cl;0.0;valid;;
234;CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1;0.0;valid;;
235;CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21;0.0;valid;;
236;CCOC(=O)c1ccc(O)cc1;0.0;valid;;
237;CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1;1.0;valid;;
238;CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2;1.0;valid;;
239;CCOC(=O)n1ccn(C)c1=S;0.0;valid;;
240;CCOC(N)=O;0.0;valid;;
241;CCOc1ccc(NC(C)=O)cc1;0.0;valid;;
242;CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1;0.0;valid;;
243;CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C;0.0;valid;;
244;CC[C@@H](CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1;0.0;valid;;
245;CC[C@@H](CO)NCCN[C@@H](CC)CO;0.0;valid;;
246;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1;0.0;valid;;
247;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1;0.0;valid;;
248;CC[C@@]1(O)C[C@@H](O[C@H]2C[C@H](N(C)C)[C@@H](O[C@H]3C[C@H](O)[C@@H](O[C@H]4CCC(=O)C(C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC;1.0;valid;;
249;CC[C@H](C)[C@@H](COC(Cc1ccccc1)C(=O)NC(CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS;1.0;valid;;
250;CC[C@H](C)[C@H]1OC2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3COC[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2;0.0;valid;;
251;CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2;0.0;valid;;
252;CC[C@H]1OC(=O)C(C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O;0.0;valid;;
253;CC[C@H]1OC(=O)C(C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O;0.0;valid;;
254;CC[C@H]1OC(=O)C(C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O;1.0;valid;;
255;CC[C@H]1OC(=O)C(C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O;0.0;valid;;
256;CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C;0.0;valid;;
257;CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1;0.0;valid;;
258;CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1;0.0;valid;;
259;CC[N+](C)(C)c1cccc(O)c1;0.0;valid;;
260;CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC;0.0;valid;;
261;CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1;1.0;valid;;
262;CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC;0.0;valid;;
263;CCc1cc(C(N)=S)ccn1;0.0;valid;;
264;CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1;1.0;valid;;
265;CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3;0.0;valid;;
266;CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1;1.0;valid;;
267;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21;1.0;valid;;
268;CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21;0.0;valid;;
269;CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1;1.0;valid;;
270;CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1;0.0;valid;;
271;CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1;0.0;valid;;
272;CN(C)C(=S)SC(=S)N(C)C;0.0;valid;;
273;CN(C)C(N)=NC(=N)N;0.0;valid;;
274;CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)C3C[C@@H]12;0.0;valid;;
275;CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12;0.0;valid;;
276;CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12;0.0;valid;;
277;CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21;0.0;valid;;
278;CN(C)CC/C=C1\c2ccccc2COc2ccccc21;1.0;valid;;
279;CN(C)CCC(c1ccc(Br)cc1)c1ccccn1;1.0;valid;;
280;CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1;1.0;valid;;
281;CN(C)CCC(c1ccccc1)c1ccccn1;0.0;valid;;
282;CN(C)CCC=C1c2ccccc2CCc2ccccc21;1.0;valid;;
283;CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21;0.0;valid;;
284;CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21;1.0;valid;;
285;CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21;1.0;valid;;
286;CN(C)CCCN1c2ccccc2Sc2ccccc21;1.0;valid;;
287;CN(C)CCN(Cc1ccccc1)c1ccccn1;1.0;valid;;
288;CN(C)CCN(Cc1cccs1)c1ccccn1;0.0;valid;;
289;CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1;1.0;valid;;
290;CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1;0.0;valid;;
291;CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12;0.0;valid;;
292;CN(C)N=Nc1[nH]cnc1C(N)=O;0.0;valid;;
293;CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1;1.0;valid;;
294;CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1;0.0;valid;;
295;CN(CCCl)CCCl;1.0;valid;;
296;CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1;0.0;valid;;
297;CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1;1.0;valid;;
298;CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12;1.0;valid;;
299;CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1;0.0;valid;;
300;CN(N=O)C(=O)NC(C=O)[C@@H](O)[C@H](O)[C@H](O)CO;0.0;valid;;
301;CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21;1.0;valid;;
302;CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21;1.0;valid;;
303;CN1C(=O)OC(C)(C)C1=O;0.0;valid;;
304;CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O;0.0;valid;;
305;CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2;1.0;valid;;
306;CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2;1.0;valid;;
307;CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2;1.0;valid;;
308;CN1C2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2;1.0;valid;;
309;CN1C2C[C@H](OC(=O)C(CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21;1.0;valid;;
310;CN1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)C[C@H]21;0.0;valid;;
311;CN1CC2CC1CN2c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F;0.0;valid;;
312;CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1;1.0;valid;;
313;CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1;1.0;valid;;
314;CN1CCC(O)(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)o2)CC1;1.0;valid;;
315;CN1CCC(c2c3ccccc3cc(=O)c3sccc23)CC1;1.0;valid;;
316;CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1;1.0;valid;;
317;CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1;1.0;valid;;
318;CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1;0.0;valid;;
319;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;1.0;valid;;
320;CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1;0.0;valid;;
321;CN1CCN2c3ccccc3Cc3ccccc3C2C1;0.0;valid;;
322;CN1CCN2c3ncccc3Cc3ccccc3C2C1;1.0;valid;;
323;CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3;1.0;valid;;
324;CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21;0.0;valid;;
325;CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21;1.0;valid;;
326;CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;0.0;valid;;
327;CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1;0.0;valid;;
328;CN=C(NC#N)NCCSCc1[nH]cnc1C;0.0;valid;;
329;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C;0.0;valid;;
330;CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O;0.0;valid;;
331;CNC1(c2ccccc2Cl)CCCCC1=O;0.0;valid;;
332;CNCC(O)c1ccc(O)c(O)c1;0.0;valid;;
333;CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1;1.0;valid;;
334;CNCCCN1c2ccccc2CCc2ccccc21;1.0;valid;;
335;CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12;1.0;valid;;
336;CNCCc1ccccn1;0.0;valid;;
337;CNC[C@H](O)c1cccc(O)c1;0.0;valid;;
338;CNNCc1ccc(C(=O)NC(C)C)cc1;0.0;valid;;
339;CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O;0.0;valid;;
340;CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21;0.0;valid;;
341;COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1;0.0;valid;;
342;COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-];0.0;valid;;
343;COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;
344;COC(=O)C1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O;0.0;valid;;
345;COC(=O)CC(O)(CCC(C)(C)O)C(=O)O[C@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4;0.0;valid;;
346;COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1;0.0;valid;;
347;COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1;0.0;valid;;
348;COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1;0.0;valid;;
349;COC(=O)c1ccc(O)cc1;0.0;valid;;
350;COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O;0.0;valid;;
351;COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)[C@H]2SC1;0.0;valid;;
352;COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C;1.0;valid;;
353;COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;0.0;valid;;
354;COCCc1ccc(OCC(O)CNC(C)C)cc1;0.0;valid;;
355;CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1;0.0;valid;;
356;CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1;0.0;valid;;
357;COP(=O)(OC)C(O)C(Cl)(Cl)Cl;0.0;valid;;
358;CO[C@@H]1[C@@H](O[C@H]2O[C@H](C)[C@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O;0.0;valid;;
359;CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21;0.0;valid;;
360;CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;0.0;valid;;
361;CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;0.0;valid;;
362;CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;0.0;valid;;
363;CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;0.0;valid;;
364;CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3;0.0;valid;;
365;COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2;1.0;valid;;
366;COc1c(O)c(C)c(C=CCCCCCCCCO)c(O)c1OC;1.0;valid;;
367;COc1c2occc2cc2ccc(=O)oc12;0.0;valid;;
368;COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC;0.0;valid;;
369;COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12;1.0;valid;;
370;COc1cc(C=CC(=O)O)ccc1O;0.0;valid;;
371;COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1;1.0;valid;;
372;COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC;1.0;valid;;
373;COc1cc(N)nc2[nH]c(-c3ccc(F)cc3)c(-c3ccncc3)c12;0.0;valid;;
374;COc1cc(NC(C)CCCN)c2ncccc2c1;1.0;valid;;
375;COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1;1.0;valid;;
376;COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O;0.0;valid;;
377;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2;0.0;valid;;
378;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;1.0;valid;;
379;COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C;0.0;valid;;
380;COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC;1.0;valid;;
381;COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC;1.0;valid;;
382;COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2;1.0;valid;;
383;COc1ccc(/C=C\C(=O)Nc2ccccc2C(=O)O)cc1OC;0.0;valid;;
384;COc1ccc(C(=O)N2CCCC2=O)cc1;0.0;valid;;
385;COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC;0.0;valid;;
386;COc1ccc(C(=O)Nc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(C(F)(F)F)nc12;0.0;valid;;
387;COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1;0.0;valid;;
388;COc1ccc(C(=O)c2ccccc2)c(O)c1;0.0;valid;;
389;COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1;0.0;valid;;
390;COc1ccc(C2C(=O)c3ccccc3C2=O)cc1;0.0;valid;;
391;COc1ccc(CC(N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1;0.0;valid;;
392;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;1.0;valid;;
393;COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1;0.0;valid;;
394;COc1ccc(CN(CCN(C)C)c2ccccn2)cc1;1.0;valid;;
395;COc1ccc(CN2CCNCC2)c(OC)c1OC;0.0;valid;;
396;COc1ccc(C[C@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1;0.0;valid;;
397;COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1;0.0;valid;;
398;COc1ccc(OC)c(C(O)C(C)N)c1;0.0;valid;;
399;COc1ccc(OC)c(C(O)CNC(=O)CN)c1;0.0;valid;;
400;COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1;0.0;valid;;
401;COc1ccc2[nH]cc(CCNC(C)=O)c2c1;1.0;valid;;
402;COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3;1.0;valid;;
403;COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;0.0;valid;;
404;COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C;1.0;valid;;
405;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2;0.0;valid;;
406;COc1ccc2cc(CC(=O)O)ccc2c1;0.0;valid;;
407;COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1;0.0;valid;;
408;COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(=O)CO)C[C@@H]1O[C@@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C3=O;0.0;valid;;
409;COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(=O)CO)C[C@H]1O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1)C3=O;0.0;valid;;
410;COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(C)=O)C[C@H]1O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C3=O;0.0;valid;;
411;COc1ccccc1OCC(O)COC(N)=O;0.0;valid;;
412;COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12;1.0;valid;;
413;COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC;0.0;valid;;
414;COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC;0.0;valid;;
415;CS(=O)(=O)Nc1ccc([N+](=O)[O-])c(OC2CCCCC2)c1;0.0;valid;;
416;CS(=O)(=O)OCCCCOS(C)(=O)=O;0.0;valid;;
417;CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1;0.0;valid;;
418;CSc1ccc(C=C2C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1;0.0;valid;;
419;C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CNC(C(=O)N(C)C)C3)[C@H](C)[C@H]12;0.0;valid;;
420;C[C@@H](O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(N)Cc2ccccc2)CSSCC(C(=O)N[C@H](CO)[C@@H](C)O)NC1=O;0.0;valid;;
421;C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl;0.0;valid;;
422;C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C(=O)CO;1.0;valid;;
423;C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;0.0;valid;;
424;C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O;0.0;valid;;
425;C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O;0.0;valid;;
426;C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O;0.0;valid;;
427;C[C@@H]1[C@H](O)[C@@H](C)C=CC=CC=CC=CC=CC=CC=C[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)C2C(=O)O;0.0;valid;;
428;C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O;0.0;valid;;
429;C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1;0.0;valid;;
430;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C;0.0;valid;;
431;C[C@H](N)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2;0.0;valid;;
432;C[C@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O;0.0;valid;;
433;C[C@H]1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc([NH])n2)C(=O)N1S(=O)(=O)O;0.0;valid;;
