ID_all;SMILES;y_consensus;valid/outlier;ID_Bocci;NAME_Bocci;CAS_Bocci;y_Bocci_nonambiguous;ID_Metrabase;NAME_Metrabase;CAS_Metrabase;y_Metrabase_nonambiguous;ID_Sedykh;NAME_Sedykh;CAS_Sedykh;y_Sedykh_nonambiguous;ID_Livertox;NAME_Livertox;CAS_Livertox;y_Livertox_nonambiguous
107;O=P([O-])([O-])OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O;0.0;valid;108.0;C1558;;0.0;;;;;;;;;;;;
108;CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCNc1ccc([N+](=O)[O-])c2nonc12;1.0;valid;109.0;C6-NBD-phosphatidylcholine;;1.0;;;;;;;;;;;;
109;CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCNc1ccc([N+](=O)[O-])c2nonc12)COP(=O)(O)OC[C@H](N)C(=O)O;1.0;valid;110.0;C6-NBD-phosphatidylserine;;1.0;301.0;L-Serine, 3-[[6-[(7-nitro-2,1,3-benzoxadiazol-4-yl)amino]-1-oxohexyl]oxy]-2-[(1-oxohexadecyl)oxy]propyl hydrogen phosphate (ester), (R)-;;1.0;22.0;C6-NBD-phosphatidylserine;106918610.0;1.0;;;;
110;O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21;0.0;valid;111.0;Calcein;;0.0;379.0;Calcein;;0.0;23.0;Calcein;1461150.0;0.0;1328.0;mol_0082;;0.0
111;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1;0.0;valid;112.0;Camptothecin;;0.0;;;;;;;;;;;;
112;C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1;1.0;valid;113.0;Canertinib;;1.0;2.0;Cl-1033;;1.0;28.0;CI 1033;289499452.0;1.0;1209.0;mol_0376;;1.0
113;NC(=O)N1c2ccccc2C=Cc2ccccc21;0.0;valid;114.0;Carbamazepine;;0.0;215.0;carbamazepine;;0.0;;;;;1395.0;mol_0037;;0.0
114;CN(C)CCSP(C)(=O)OC1CCCC1;1.0;valid;115.0;CdAMP;;1.0;;;;;;;;;;;;
115;O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Br)ccc3c21;0.0;valid;116.0;CDK4I;;0.0;196.0;CDK4I;;0.0;;;;;1193.0;mol_0129;;0.0
116;CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1;0.0;valid;117.0;Cefadroxil;;0.0;410.0;Cefadroxil;;0.0;;;;;;;;
117;Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1;0.0;valid;118.0;Cefamandole;;0.0;194.0;Cefamandole;;0.0;154.0;Cefamandole;34444014.0;0.0;;;;
118;COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1;1.0;valid;119.0;Cerivastatin (acid);;1.0;;;;;26.0;Cerivastatin (acid);145599866.0;1.0;;;;
119;Nc1nc(=O)c2ncn([C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3O)c2[nH]1;1.0;valid;120.0;cGMP;;1.0;;;;;;;;;;;;
120;CO/C(=C\c1ccc(O)cc1)C(=O)O;0.0;valid;121.0;CHEMBL600469;;0.0;;;;;152.0;CHEMBL600469;0.0;0.0;1491.0;mol_0054;;0.0
121;C=Cc1c(C)c2cc3nc(c(CC(=O)O)c4nc(cc5[nH]c(cc1[nH]2)c(C)c5CC)C(C)=C4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C;1.0;valid;122.0;Chlorin e6;;1.0;;;;;;;;;;;;
122;NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O;1.0;valid;123.0;Chlorothiazide;;1.0;;;;;;;;;;;;
123;CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C;1.0;valid;124.0;Cholesterol;;1.0;19.0;Cholesterol;;1.0;27.0;Cholesterol;57885.0;1.0;;;;
124;C[C@]12C=CC(=O)C=C1CC[C@@H]1C2[C@@H](O)C[C@@]2(C)C1C[C@H]1OC(C3CCCCC3)O[C@]12C(=O)CO;1.0;valid;125.0;Ciclesonide-AP;;1.0;;;;;;;;;;;;
125;Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1;0.0;valid;126.0;Cidofovir;;0.0;195.0;Cidofovir;;0.0;144.0;Cidofovir;113852372.0;0.0;;;;
126;CN/C(=N\CCSCc1nc[nH]c1C)NC#N;1.0;valid;127.0;Cimetidine;;1.0;;;;;;;;;;;;
127;O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O;1.0;valid;128.0;Ciprofloxacin;;1.0;206.0;ciprofloxacin;;1.0;;;;;1242.0;mol_0310;;1.0
128;Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1;1.0;valid;129.0;Cladibine;;1.0;302.0;cladribine;;1.0;;;;;;;;
129;Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1;1.0;valid;130.0;Cladribine monophosphate;;1.0;399.0;cladribine monophosphate;;1.0;;;;;;;;
130;Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F;1.0;valid;131.0;Clofarabine;;1.0;131.0;clofarabine;;1.0;;;;;;;;
131;O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1;0.0;valid;132.0;Clonazepam;;0.0;423.0;Clonazepam;;0.0;;;;;1226.0;mol_0022;;0.0
132;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O;0.0;valid;133.0;Combretastatin A-4;;0.0;;;;;;;;;;;;
133;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO;0.0;valid;134.0;Corticosterone;;0.0;286.0;Corticosterone;;0.0;;;;;;;;
134;C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO;0.0;valid;135.0;Cortisol;;0.0;;;;;;;;;;;;
135;C[C@@H](Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O;1.0;valid;136.0;CP-671305;;1.0;347.0;CP 671305;;1.0;;;;;;;;
136;COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1;1.0;valid;137.0;CP-724714;;1.0;;;;;;;;;1297.0;mol_0410;;1.0
137;C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C;0.0;valid;138.0;Cyclosporin A;;0.0;;;;;;;;;;;;
138;O=C1C=Cc2n/c(=C3\N[C@@H](C(=O)O)CS3)sc2=C1;1.0;valid;139.0;d-Luciferin;;1.0;;;;;;;;;;;;
139;O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12;1.0;valid;140.0;Daidzein-7-O-glucoside;;1.0;;;;;;;;;;;;
140;CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1;0.0;valid;141.0;Darunavir;;0.0;63.0;Darunavir;;0.0;;;;;;;;
141;Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1;1.0;valid;142.0;Dasatinib;;1.0;130.0;dasatinib;;1.0;;;;;1223.0;mol_0244;;1.0
142;C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12;1.0;valid;143.0;Dehydroepiandrosterone-3-sulfate;;1.0;359.0;dehydroepiandrosterone sulfate;;1.0;32.0;Dehydroepiandrosterone-3-sulfate;651489.0;1.0;;;;
143;COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O;0.0;valid;144.0;Demethoxycurcumin;;0.0;76.0;Demethoxycurcumin;;0.0;;;;;;;;
144;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C;1.0;valid;145.0;Deoxycholic Acid;;1.0;34.0;Deoxycholic Acid;;1.0;;;;;;;;
145;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;0.0;valid;146.0;Dexamethasone;;0.0;;;;;;;;;;;;
146;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;1.0;valid;147.0;Diclofenac;;1.0;20.0;Diclofenac;;1.0;;;;;1224.0;mol_0279;;1.0
147;O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1;0.0;valid;148.0;Didanosine;;0.0;64.0;Didanosine;;0.0;150.0;Didanosine;69655056.0;0.0;;;;
148;CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1;1.0;valid;149.0;Diflomotecan;;1.0;191.0;BN-80915;;1.0;33.0;Diflomotecan;220997977.0;1.0;1245.0;mol_0350;;1.0
149;C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O;0.0;valid;150.0;Digoxin;;0.0;169.0;Digoxin;;0.0;;;;;;;;
150;COCCN(C(=O)CCl)c1c(C)cccc1C;0.0;valid;151.0;Dimethachlor;;0.0;8.0;Dimethachlor;;0.0;;;;;1198.0;mol_0087;;0.0
151;Cc1nn(Cc2ccc(C(=O)N3CCC(NC(=O)Nc4ccccc4)CC3)cc2)c(C)c1[N+](=O)[O-];0.0;valid;152.0;Dimethyl benzoylphenylurea;;0.0;;;;;;;;;;;;
152;OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1;1.0;valid;153.0;Dipyridamole;;1.0;268.0;Dipyridamole;;1.0;;;;;1470.0;mol_0277;;1.0
153;CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C;1.0;valid;154.0;Docetaxel;;1.0;348.0;Docetaxel;;1.0;;;;;;;;
154;C=C1C[C@H]2C=Nc3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4CC(=C)C[C@H]4C=N5)c(OC)cc3C(=O)N2C1;1.0;valid;155.0;DRG-16;;1.0;303.0;DRG-16;;1.0;;;;;;;;
155;COc1cc2c(cc1OCCCOc1cc3c(cc1OC)C(=O)N1CCC[C@H]1C=N3)N=C[C@@H]1CCCN1C2=O;1.0;valid;156.0;DSB-120;;1.0;343.0;DSB-120;;1.0;;;;;;;;
156;CNc1nc2c(Cc3cccnc3)c(C)c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(C)c2s1;1.0;valid;157.0;E3040 glucuronide;;1.0;419.0;E3040 glucuronide;;1.0;;;;;;;;
157;CC1=NN(c2ccccc2)C(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C1;0.0;valid;158.0;Edaravone glucuronide;;0.0;;;;;;;;;;;;
158;CC1=NN(c2ccccc2)[C@@H](OS(=O)(=O)O)C1;1.0;valid;159.0;Edaravone sulfate;;1.0;;;;;;;;;;;;
159;COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2;0.0;valid;160.0;Elacridar;;0.0;283.0;Elacridar;;0.0;;;;;1279.0;mol_0031;;0.0
160;CC=C1C[C@H]2C=Nc3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4CC(=CC)C[C@H]4C=N5)c(OC)cc3C(=O)N2C1;1.0;valid;161.0;ELB-21;;1.0;249.0;ELB-21;;1.0;;;;;;;;
161;Cc1ccc(-n2[nH]c(C)c(N/N=C3\C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C;1.0;valid;162.0;Eltrombopag;;1.0;;;;;;;;;;;;
162;Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F;0.0;valid;163.0;Emtricitabine;;0.0;24.0;Emtricitabine;;0.0;148.0;Emtricitabine;143491570.0;0.0;;;;
163;CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1;1.0;valid;164.0;Enrofloxacin;;1.0;211.0;Enrofloxacin;;1.0;;;;;1241.0;mol_0444;;1.0
164;C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1;1.0;valid;165.0;Erlotinib;;1.0;391.0;erlotinib;;1.0;;;;;1296.0;mol_0276;;1.0
165;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;1.0;valid;166.0;Erythromycin;;1.0;84.0;Erythromycin;;1.0;;;;;;;;
166;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O;1.0;valid;167.0;Estradiol-17beta-D-glucuronide;;1.0;51.0;17beta-estradiol 17beta-D-glucuronide;;1.0;;;;;;;;
167;C[C@@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@@H]3[C@@H]1CC[C@@H]2O;1.0;valid;168.0;Estradiol-3-sulfate;;1.0;;;;;;;;;;;;
168;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O;0.0;valid;169.0;Estrone;;0.0;;;;;;;;;;;;
169;C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O;1.0;valid;170.0;Estrone-3-sulfate;;1.0;148.0;Estrone-3-sulfate;;1.0;39.0;Estrone-3-sulfate;481970.0;1.0;;;;
170;CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21;1.0;valid;171.0;Ethidium bromide;;1.0;6.0;ethidium;;1.0;40.0;Ethidium bromide;1239458.0;1.0;1563.0;mol_0326;;1.0
171;C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C;1.0;valid;172.0;Ethinylestradiol-3-sulfate;;1.0;184.0;Ethinylestradiol-3-O-sulfate;;1.0;158.0;Ethinylestradiol-3-sulfate;24560701.0;1.0;;;;
172;CC[C@@]1(C)CC(=O)NC1=O;0.0;valid;173.0;Ethosuximide;;0.0;;;;;;;;;;;;
173;COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O;1.0;valid;174.0;Etoposide;;1.0;38.0;Etoposide;;1.0;;;;;;;;
174;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3;0.0;valid;175.0;Exatecan;;0.0;;;;;;;;;;;;
175;COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1;0.0;valid;176.0;Fenbendazole;;0.0;417.0;fenbendazole;;0.0;;;;;1544.0;mol_0060;;0.0
176;CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;0.0;valid;177.0;Fexofenadine;;0.0;110.0;Fexofenadine;;0.0;;;;;1455.0;mol_0030;;0.0
177;CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1;1.0;valid;178.0;Flavopiridol;;1.0;284.0;flavopiridol;;1.0;;;;;;;;
178;Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O;0.0;valid;179.0;Flucloxacillin;;0.0;333.0;Flucloxacillin;;0.0;155.0;Flucloxacillin;5250395.0;0.0;;;;
179;CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;0.0;valid;180.0;Fluticasone propionate;;0.0;150.0;fluticasone propionate;;0.0;44.0;Fluticasone propionate;80474142.0;0.0;;;;
180;CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21;1.0;valid;181.0;Fluvastatin;;1.0;;;;;45.0;Fluvastatin;93957541.0;1.0;;;;
181;Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1;1.0;valid;182.0;Folate;;1.0;338.0;Folic acid;;1.0;46.0;Folate;59303.0;1.0;;;;
182;Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1;1.0;valid;183.0;Ganciclovir;;1.0;;;;;;;;;;;;
183;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1;1.0;valid;184.0;Gefitinib;;1.0;222.0;Gefitinib;;1.0;47.0;Gefitinib (ZD1839);184475352.0;1.0;1211.0;mol_0283;;1.0
184;O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12;1.0;valid;185.0;Genistein;;1.0;151.0;Genistein;;1.0;48.0;Genistein;446720.0;1.0;1361.0;mol_0280;;1.0
185;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C;1.0;valid;186.0;Gimatecan;;1.0;;;;;;;;;1373.0;mol_0347;;1.0
186;COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1;1.0;valid;187.0;Glibenclamide;;1.0;381.0;glyburide;;1.0;49.0;Glyburide;10238218.0;1.0;1206.0;mol_0273;;1.0
187;N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O;1.0;valid;188.0;Glutathione;;1.0;48.0;Glutathione;;1.0;;;;;;;;
188;Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O;0.0;valid;189.0;Go6976;;0.0;123.0;Go6976;;0.0;;;;;1430.0;mol_0120;;0.0
189;COc1ccc2c(c1)c1c3c(c4c5ccccc5n(C)c4c1n2CC(O)CN(C)C)C(=O)NC3=O;0.0;valid;190.0;Go7874;;0.0;139.0;Go7874;;0.0;;;;;1285.0;mol_0121;;0.0
190;O=C(O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C1\CCN(c2ccccc2)C1=O;1.0;valid;191.0;GV 196771;;1.0;;;;;;;;;1203.0;mol_0494;;1.0
191;CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C(C)O)c(C)c4C(C)O)C(C)=C3CCC(=O)O;1.0;valid;192.0;Hematoporphyrin;;1.0;;;;;;;;;;;;
192;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O;1.0;valid;193.0;Hesperetin 7-O-glucuronide;;1.0;72.0;Hesperetin 7-O-glucuronide;;1.0;;;;;;;;
193;COc1ccc(C2CC(=O)c3c(O)cc(OS(=O)(=O)O)cc3O2)cc1O;1.0;valid;194.0;Hesperetin 7-O-Sulfate;;1.0;398.0;Hesperetin 7-O-Sulfate;;1.0;;;;;1526.0;mol_0403;;1.0
194;CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1;1.0;valid;195.0;Hoechst 33342;;1.0;;;;;51.0;Hoechst 33342;23491523.0;1.0;;;;
195;CC[C@]1(CO)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1;1.0;valid;196.0;Homocamptothecin;;1.0;;;;;;;;;;;;
196;CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C;1.0;valid;197.0;HPPH;;1.0;33.0;HPPH;;1.0;;;;;;;;
197;CCCCCCOC(C)c1c(C)c2cc3nc(c4c5nc(cc6[nH]c(cc1[nH]2)c(C)c6CC)C(C)=C5C(=O)C4)[C@@H](CCC(=O)NO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)O[C@@H]1CO)[C@@H]3C;0.0;valid;198.0;HPPH-Galactose;;0.0;360.0;HPPH-Galactose;;0.0;;;;;;;;
198;Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65;1.0;valid;199.0;Hypericin;;1.0;115.0;Hypericin;;1.0;;;;;1476.0;mol_0325;;1.0
199;Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;1.0;valid;200.0;Imatinib;;1.0;116.0;imatinib;;1.0;53.0;Imatinib (STI-571);152459955.0;1.0;1396.0;mol_0259;;1.0
200;CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O;0.0;valid;201.0;Indinavir;;0.0;;;;;;;;;;;;
201;COc1ccc2c(c1)[nH]c1c3[nH]c4cc(Br)ccc4c3c3c(c21)C(=O)NC3=O;1.0;valid;202.0;Indolocarbazole;;1.0;;;;;;;;;;;;
202;COc1cc2nc(N3CCN(C(=O)c4ccc(N=[N+]=[N-])c(I)c4)CC3)nc(N)c2cc1OC;1.0;valid;203.0;Iodoarylazidoprazosin;;1.0;12.0;Iodoarylazidoprazosin;;1.0;;;;;1257.0;mol_0384;;1.0
203;CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC;1.0;valid;204.0;Irinotecan;;1.0;45.0;irinotecan;;1.0;55.0;Irinotecan (CPT-11);97682445.0;1.0;1369.0;mol_0255;;1.0
204;C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1;0.0;valid;205.0;Ixabepilone;;0.0;;;;;;;;;;;;
205;O=C1c2c(c3c4ccc(O)cc4n(C4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO;1.0;valid;206.0;J-107088;;1.0;332.0;J-107088;;1.0;;;;;;;;
206;COc1cc(OC)c(C(=O)C=Cc2cn(C)c3ccccc23)c(OC)c1;0.0;valid;207.0;JAI-51;;0.0;406.0;JA1-51;;0.0;58.0;JAI-51;1184301641.0;0.0;;;;
207;Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F;1.0;valid;208.0;JNJ-7706621;;1.0;79.0;JNJ 7706621;;1.0;;;;;1505.0;mol_0385;;1.0
208;COC(=O)[C@@]1(O)CC2OC1n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4;0.0;valid;209.0;K252a;;0.0;159.0;K252a;;0.0;;;;;1356.0;mol_0122;;0.0
209;O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21;0.0;valid;210.0;K252c;;0.0;207.0;K252c;;0.0;;;;;1429.0;mol_0123;;0.0
210;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC[Si](C)(C)C;0.0;valid;211.0;Karenitecin;;0.0;;;;;19.0;BNP-1350;203923891.0;0.0;;;;
211;CCCCCCOC(=O)C1(O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4;0.0;valid;212.0;KT5720;;0.0;282.0;KT5720;;0.0;;;;;;;;
212;COC(=O)[C@@]1(OC)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N(C)C4;0.0;valid;213.0;KT5823;;0.0;75.0;KT5823;;0.0;;;;;1352.0;mol_0125;;0.0
213;Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1;1.0;valid;214.0;Lamivudine;;1.0;234.0;Lamivudine;;1.0;;;;;;;;
214;Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1;0.0;valid;215.0;Lamotrigine;;0.0;144.0;lamotrigine;;0.0;;;;;1202.0;mol_0065;;0.0
215;CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;1.0;valid;216.0;Lapatinib;;1.0;189.0;lapatinib;;1.0;;;;;1212.0;mol_0245;;1.0
216;Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1;1.0;valid;217.0;Leflunomide;;1.0;127.0;leflunomide;;1.0;;;;;1233.0;mol_0300;;1.0
217;Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O;0.0;valid;218.0;Leucovorin;;0.0;;;;;;;;;;;;
218;N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O;0.0;valid;219.0;Levodopa;;0.0;269.0;L-DOPA;;0.0;60.0;Levodopa;59927.0;0.0;;;;
219;O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12;0.0;valid;220.0;LY294002;;0.0;;;;;;;;;;;;
220;Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1;0.0;valid;222.0;m-THPC;;0.0;;;;;;;;;;;;
221;Nc1ccc(O)c(C(=O)O)c1;0.0;valid;223.0;Mesalazine;;0.0;198.0;Salozinal;;0.0;62.0;Mesalazine;89576.0;0.0;1488.0;mol_0043;;0.0
