ID_all;SMILES;y_consensus;valid/outlier;ID_Bocci;NAME_Bocci;CAS_Bocci;y_Bocci_nonambiguous;ID_Metrabase;NAME_Metrabase;CAS_Metrabase;y_Metrabase_nonambiguous;ID_Sedykh;NAME_Sedykh;CAS_Sedykh;y_Sedykh_nonambiguous;ID_Livertox;NAME_Livertox;CAS_Livertox;y_Livertox_nonambiguous
832;CC(=O)Oc1c2ccsc2c(OC(C)=O)c2ccsc12;0.0;valid;;;;;;;;;;;;;449.0;695914;;0.0
833;CC(=O)Oc1cc2c(cc1OC(C)=O)OCC(c1ccc(C)cc1)C2;0.0;valid;;;;;;;;;;;;;177.0;600288;;0.0
834;CC(=O)Oc1cc2c(cc1OC(C)=O)OCC(c1ccccc1)C2;1.0;valid;;;;;;;;;;;;;60.0;600289;;1.0
835;CC(=O)Oc1ccc(/C=C/C(=O)OCCOC(=O)/C=C/c2ccc(OC(C)=O)c(OC(C)=O)c2)cc1OC(C)=O;0.0;valid;;;;;;;;;;;;;358.0;695040;;0.0
836;CC(=O)Oc1ccc(C2(c3ccc(F)cc3)OC(=O)c3ccccc32)c(C)c1;0.0;valid;;;;;;;;;;;;;683.0;671456;;0.0
837;CC(=O)Oc1ccc(C2COc3cc(OC(C)=O)c(OC(C)=O)cc3C2)cc1;0.0;valid;;;;;;;;;;;;;250.0;600290;;0.0
838;CC(=O)Oc1ccc2c(c1)CCC1C2C(O[N+](=O)[O-])CC2(C)C(O)CCC12;0.0;valid;;;;;;;;;;;;;934.0;666569;;0.0
839;CC(=O)Oc1cccc2c1C(=O)C(Br)(Br)CCC2;0.0;valid;;;;;;;;;;;;;279.0;624771;;0.0
840;CC(=O)SC(C[N+](=O)[O-])c1ccc2c(c1)OCO2;0.0;valid;;;;;;;;;;;;;1052.0;664264;;0.0
841;CC(=O)c1cc2c(s1)C(=O)c1ccccc1C2=O;0.0;valid;;;;;;;;;;;;;676.0;694071;;0.0
842;CC(=O)c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1;0.0;valid;;;;;;;;;;;;;529.0;698691;;0.0
843;CC(=O)c1cccc(NC(=O)C(=O)NNc2n[nH]c(=S)n2N)c1;0.0;valid;;;;;;;;;;;;;772.0;642049;;0.0
844;CC(=O)c1csc2c1C(=O)c1ccccc1C2=O;0.0;valid;;;;;;;;;;;;;960.0;694072;;0.0
845;CC(=O)c1sc2c(c1OC(=O)c1ccc(Cl)cc1Cl)c(=O)n(-c1ccccc1)c(=S)n2-c1ccccc1;0.0;valid;;;;;;;;;;;;;649.0;671136;;0.0
846;CC(C)(C)C(=O)OCC1C(=O)OCC1C(=O)N1Cc2cc3ccccc3nc2C1;1.0;valid;;;;;;;;;;;;;100.0;653547;;1.0
847;CC(C)(C)N1CC1CNC(=O)C(=O)NCC1CN1C(C)(C)C;0.0;valid;;;;;;;;;;;;;269.0;298276;;0.0
848;CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1;0.0;valid;;;;;;;;;;;;;1454.0;mol_0026;;0.0
849;CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1;0.0;valid;;;;;;;;;;;;;1592.0;mol_0039;;0.0
850;CC(C)(C)NNc1c([N+](=O)[O-])cnn(-c2ccccc2)c1=O;0.0;valid;;;;;;;;;;;;;436.0;641820;;0.0
851;CC(C)(C)OC(=O)CN1CCN(CC(=O)N2CCN(C(=O)OCc3ccccc3)CC2)CCN(CC(=O)OC(C)(C)C)CCN(CC(=O)N2CCN(C(=O)OCc3ccccc3)CC2)CC1;0.0;valid;;;;;;;;;;;;;1064.0;696853;;0.0
852;CC(C)(C)OC(=O)NC1CC2(C=C(Cl)C(=O)C(Cl)=C2)OC1=O;0.0;valid;;;;;;;;;;;;;225.0;645976;;0.0
853;CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O;0.0;valid;;;;;;;;;;;;;924.0;242557;;0.0
854;CC(C)(C)c1ccc(OCCOc2ccc(C(C)(C)C)cc2NC=O)c(NC=O)c1;0.0;valid;;;;;;;;;;;;;1148.0;698148;;0.0
855;CC(C)(C)c1ccc2c(c1)CNCCNCc1cc(C(C)(C)C)ccc1OCC1(CO2)COc2ccc(C(C)(C)C)cc2CNCCNCc2cc(C(C)(C)C)ccc2OC1;0.0;valid;;;;;;;;;;;;;1034.0;689449;;0.0
856;CC(C)(C)c1nc2c(o1)/C(=N/c1ccc(F)cc1)c1ccccc1C2=O;0.0;valid;;;;;;;;;;;;;1023.0;626030;;0.0
857;CC(C)(C)c1nc2c(o1)C(=O)c1ccccc1C2=O;0.0;valid;;;;;;;;;;;;;821.0;643915;;0.0
858;CC(C)(CN1C(=O)C(Cl)=C(Cl)C1=O)CN1C(=O)C(Cl)=C(Cl)C1=O;1.0;valid;;;;;;;;;;;;;79.0;617145;;1.0
859;CC(C)(CN1CCCCC1)C(=O)/C=C/c1ccc(/C=C/C(=O)C(C)(C)CN2CCCCC2)cc1;0.0;valid;;;;;;;;;;;;;287.0;618759;;0.0
860;CC(C)(O)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(O)C4(C)C)C3(C)C(=O)CC12C;0.0;valid;;;;;;;;;;;;;534.0;308606;;0.0
861;CC(C)(c1ccc(O)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1;0.0;valid;;;;;;;;;;;;;1310.0;mol_0157;;0.0
862;CC(C)/C=C1\CCC(CN(C)C)C1=O;0.0;valid;;;;;;;;;;;;;667.0;639498;;0.0
863;CC(C)=C1CCC(CN2CCOCC2)C1=O;0.0;valid;;;;;;;;;;;;;191.0;639507;;0.0
864;CC(C)=CC(=O)OC1C2C(C)=CC(O)C(=O)C2(C)C2C3(O)OCC24C(CC(=O)OC14)C(C)C3O;0.0;valid;;;;;;;;;;;;;267.0;290494;;0.0
865;CC(C)=CC(=O)OC1C2C(C)=CC(O)C(O)C2(C)C2C3(O)OCC24C(CC(=O)OC14)C(C)C3O;0.0;valid;;;;;;;;;;;;;976.0;341651;;0.0
866;CC(C)=CC(=O)OC1C2C(C)C(=O)OC2C(O)C(C)C2C=CC(=O)C21C;1.0;valid;;;;;;;;;;;;;97.0;176503;;1.0
867;CC(C)=CCC(OC(=O)C=C(C)C)c1cc(O)c2c(c1O)C(=O)C=CC2=O;1.0;valid;;;;;;;;;;;;;15.0;140377;;1.0
868;CC(C)=CCC1C(=O)C(=O)c2ccccc2C1=O;0.0;valid;;;;;;;;;;;;;435.0;11905;;0.0
869;CC(C)=CCCC(C)C1C(=O)C(=N)C(C)C(=O)C1=O;0.0;valid;;;;;;;;;;;;;161.0;697125;;0.0
870;CC(C)=CCCC(C)C1C(=O)C(=O)C(C)/C(=N\C(C)c2ccccc2)C1=O;0.0;valid;;;;;;;;;;;;;585.0;697137;;0.0
871;CC(C)=CCCC(C)C1C(=O)C(=O)C(C)/C(=N\c2ccccc2)C1=O;0.0;valid;;;;;;;;;;;;;138.0;697129;;0.0
872;CC(C)=CCCC(C)C1C(=O)C(=O)C(C)/C(=N\c2ccccc2Cl)C1=O;0.0;valid;;;;;;;;;;;;;157.0;697132;;0.0
873;CC(C)=CCCC(C)C1C(=O)C(=O)C(C)/C(=N\c2ccccc2F)C1=O;0.0;valid;;;;;;;;;;;;;320.0;697127;;0.0
874;CC(C)=CCCC(C)C1C(=O)C(=O)C(C)/C(=N\c2ccccc2I)C1=O;1.0;valid;;;;;;;;;;;;;67.0;697126;;1.0
875;CC(C)=CCCC(C)C1C(=O)C(=O)C(C)C(=O)/C1=N\c1ccccc1Cl;0.0;valid;;;;;;;;;;;;;709.0;697138;;0.0
876;CC(C)=CCCC(C)C1C(=O)C(=O)C(C)C(=O)/C1=N\c1ccccc1F;0.0;valid;;;;;;;;;;;;;459.0;697131;;0.0
877;CC(C)=CCCC(C)C1C(O)C(=O)C(C)=C2N=C(c3ccccc3)C(=O)OC21;0.0;valid;;;;;;;;;;;;;722.0;697122;;0.0
878;CC(C)=CCCC(C)c1c2nc3ccccc3[nH]c-2c(C)c(=O)c1O;0.0;valid;;;;;;;;;;;;;218.0;697120;;0.0
879;CC(C)=CCCC(C)c1c2nc3ccccc3sc-2c(C)c(=O)c1O;0.0;valid;;;;;;;;;;;;;314.0;697130;;0.0
880;CC(C)=CCCC(C)c1c2ncc[nH]c-2c(C)c(=O)c1O;0.0;valid;;;;;;;;;;;;;421.0;697135;;0.0
881;CC(C)=CCc1c(C)cc2cc3c(c(O)c2c1O)C(=O)CC(=O)C3(CC=C(C)C)C/C=C(\C)CO;0.0;valid;;;;;;;;;;;;;738.0;372452;;0.0
882;CC(C)=CCc1c(O)c(CC2C(=O)C(C)C(=O)C(CC=C(C)C)(C(=O)C(C)C)C2=O)c(O)c(C(=O)C(C)C)c1O;0.0;valid;;;;;;;;;;;;;1071.0;689443;;0.0
883;CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1;0.0;valid;;;;;;;;;;;;;950.0;25149;;0.0
884;CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3;0.0;valid;;;;;;;;;;;;;270.0;639661;;0.0
885;CC(C)CC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)N(C)C(=O)C(C)NC(=O)C(C(C)C(C)C)N(C)C(=O)CN(C)C(=O)C2CC(O)CN2C1=O;0.0;valid;;;;;;;;;;;;;1113.0;88468;;0.0
886;CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CC[C@]4(C)C3CC[C@]12C;1.0;valid;;;;;;;;;;;;;1463.0;mol_0251;;1.0
887;CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1;0.0;valid;;;;;;;;;;;;;1504.0;mol_0034;;0.0
888;CC(C)Cc1ccc(C(C)/C=C2\CCC(CN(C)C)C2=O)cc1;0.0;valid;;;;;;;;;;;;;860.0;639509;;0.0
889;CC(C)Cc1ccc(C(C)/C=C2\CCC(CN3CCCCC3)C2=O)cc1;0.0;valid;;;;;;;;;;;;;348.0;639978;;0.0
890;CC(C)Cc1ccc(C(C)/C=C2\CCC(CN3CCOCC3)C2=O)cc1;0.0;valid;;;;;;;;;;;;;665.0;639976;;0.0
891;CC(C)Cc1ccc(C(C)CC2=CCC(CN(C)C)C2=O)cc1;0.0;valid;;;;;;;;;;;;;907.0;626876;;0.0
892;CC(C)O/N=C/c1cc(NC(=S)OC(C)C)ccc1Cl;0.0;valid;;;;;;;;;;;;;246.0;645727;;0.0
893;CC(C)OC(=O)c1ccc(CCC2=CC(=O)C=CC2=O)cc1;1.0;valid;;;;;;;;;;;;;4.0;684496;;1.0
894;CC(C)Oc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12;0.0;valid;;;;;;;;;;;;;599.0;671042;;0.0
895;CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC1CC(O)CC(=O)O1;1.0;valid;;;;;;;;;;;;;1254.0;mol_0202;;1.0
896;CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)CC(O)CC(=O)O;1.0;valid;;;;;;;;;;;;;1503.0;mol_0240;;1.0
897;CC(C)c1oc(=O)cc2c1C(O)C1OC(=O)C3(C)C(O)C4OC4C2(C)C13;0.0;valid;;;;;;;;;;;;;1067.0;211500;;0.0
898;CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21;1.0;valid;;;;;;;;;;;;;1251.0;mol_0239;;1.0
899;CC(CC1OC(C)(C)OC1C(C)(C)O)C1CC=C2C1(C)CCC1C3(C)CCC(O)C(C)(C)C3CC(O)C21C;0.0;valid;;;;;;;;;;;;;878.0;676816;;0.0
900;CC(CCC(=O)NC(CCCCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)O)C1CCC2C3C(O)CC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C;0.0;valid;;;;;;;;;;;;;1558.0;mol_0093;;0.0
901;CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C;1.0;valid;;;;;;;;;;;;;1464.0;mol_0210;;1.0
902;CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CC[C@]4(C)C3CC[C@]12C;1.0;valid;;;;;;;;;;;;;1460.0;mol_0246;;1.0
903;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C;1.0;valid;;;;;;;;;;;;;1521.0;mol_0220;;1.0
904;CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C;1.0;valid;;;;;;;;;;;;;1465.0;mol_0247;;1.0
905;CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C;1.0;valid;;;;;;;;;;;;;1466.0;mol_0249;;1.0
906;CC(CCC1=NCCN1)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C;0.0;valid;;;;;;;;;;;;;1128.0;689620;;0.0
907;CC(CCN(C)C)N=O;0.0;valid;;;;;;;;;;;;;215.0;651590;;0.0
908;CC(CCc1nc(C#N)c(N)o1)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C;0.0;valid;;;;;;;;;;;;;675.0;685302;;0.0
909;CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O;0.0;valid;;;;;;;;;;;;;1494.0;mol_0046;;0.0
910;CC(N)C(=O)NC1C2C(C(=O)CC(O)C2O)C(=O)OC1(C)C(Cl)Cl;0.0;valid;;;;;;;;;;;;;1172.0;325014;;0.0
911;CC(O)(/C=C/C1CC=CC(=O)O1)C(CC(O)/C=C/C=C/C=C/CO)OP(=O)(O)O;0.0;valid;;;;;;;;;;;;;1093.0;339638;;0.0
912;CC(O)C1(O)C(O)CC(OC2c3cc4c(c(O)c3C3CC2(C)OC32C=c3cc[nH]c3=N2)C(=O)c2cccc(O)c2C4=O)OC1C;0.0;valid;;;;;;;;;;;;;284.0;194617;;0.0
913;CC(O)CCC(=O)c1ccoc1;0.0;valid;;;;;;;;;;;;;515.0;349438;;0.0
914;CC(O)c1cc2c(s1)C(=O)c1scc(C(C)O)c1C2=O;0.0;valid;;;;;;;;;;;;;775.0;690433;;0.0
915;CC(O)c1cc2c(s1)C(=O)c1sccc1C2=O;0.0;valid;;;;;;;;;;;;;1055.0;690432;;0.0
916;CC(Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O;1.0;valid;;;;;;;;;;;;;1239.0;mol_0398;;1.0
917;CC1(/C=C/CCSc2ccccc2)CC(=O)C2CC1C2(C)C;0.0;valid;;;;;;;;;;;;;442.0;689222;;0.0
918;CC1(C)C(=O)/C=C\C(=O)C(C)(C)C(=O)/C=C\C(=O)C(C)(C)c2ccc(o2)C(C)(C)C(=O)/C=C\C1=O;0.0;valid;;;;;;;;;;;;;373.0;625154;;0.0
919;CC1(C)C2CC1C(C(O)C1c3cc(-c4ccccn4)ncc3C3CC1C3(C)C)c1cc(-c3ccccn3)ncc12;0.0;valid;;;;;;;;;;;;;149.0;697653;;0.0
920;CC1(C)CC(=O)C2=C(C1)OC1(CC2c2ccc(Cl)cc2)CC(c2ccc(Cl)cc2)C2=C(CC(C)(C)CC2=O)O1;0.0;valid;;;;;;;;;;;;;456.0;698291;;0.0
921;CC1(C)CC(Nc2ccc(Nc3ccccc3)cc2)CC(C)(C)N1;0.0;valid;;;;;;;;;;;;;114.0;632536;;0.0
922;CC1(C)CC23C4COC(=O)C2CCC1C3CC4=O;0.0;valid;;;;;;;;;;;;;160.0;284437;;0.0
923;CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCc2ccc(S(=O)(=O)F)cc2Cl)c(Cl)c1;0.0;valid;;;;;;;;;;;;;840.0;127755;;0.0
924;CC1(C)OC2CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)C(O)C[C@]3(C)[C@]2(C(=O)CO)O1;0.0;valid;;;;;;;;;;;;;1236.0;mol_0081;;0.0
925;CC1(C)OCC(CO)(Nc2nc(N3CC3)nc(N3CC3)n2)CO1;0.0;valid;;;;;;;;;;;;;410.0;275656;;0.0
926;CC1(CCCCCCCCCCc2ccccc2)CC2(C)OC(=O)CC2OO1;0.0;valid;;;;;;;;;;;;;497.0;660654;;0.0
927;CC1(CO)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)COC(=O)CN;0.0;valid;;;;;;;;;;;;;479.0;303812;;0.0
928;CC1(O)CC2(O)C=CC3=C(C(=O)c4cccc(O)c4C3=O)C2(O)C(=O)C1O;0.0;valid;;;;;;;;;;;;;253.0;368697;;0.0
929;CC1(O)CC2=C(CC1O)C(=O)c1c(O)ccc(O)c1C2=O;0.0;valid;;;;;;;;;;;;;508.0;322355;;0.0
930;CC12CC(Br)(Br)C(=O)C3C1CCCC32;0.0;valid;;;;;;;;;;;;;124.0;624358;;0.0
931;CC12CC3OC(=O)C1COC14OC5(C2C1=O)C(O)(CCC1C4CC(O)C2(Cl)CC=CC(=O)C12C)C(=O)OC35C;0.0;valid;;;;;;;;;;;;;451.0;688074;;0.0
932;CC12CCC(CC1)C(C)(C)O2;0.0;valid;;;;;;;;;;;;;781.0;6171;;0.0
933;CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CCOC3=O)CCC12O;0.0;valid;;;;;;;;;;;;;661.0;53396;;0.0
934;CC12CCC3C(CCC4=CC(O)CCC43C=O)C1(O)CCC2c1ccc(=O)oc1;0.0;valid;;;;;;;;;;;;;563.0;135036;;0.0
935;CC12CCC3c4cc(OCC(F)(F)F)c(O)cc4C(N=O)CC3C1CCC2O;0.0;valid;;;;;;;;;;;;;625.0;681683;;0.0
936;CC12CCNC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)COc3ccc(N(CCCl)CCCl)cc3)CCC12;0.0;valid;;;;;;;;;;;;;169.0;620480;;0.0
937;CC12OOC(c3ccccc31)c1c2ccc2ccccc12;1.0;valid;;;;;;;;;;;;;70.0;625624;;1.0
938;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1;0.0;valid;;;;;;;;;;;;;818.0;374551;;0.0
939;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1;0.0;valid;;;;;;;;;;;;;1471.0;mol_0009;;0.0
940;CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1;0.0;valid;;;;;;;;;;;;;1548.0;mol_0023;;0.0
941;CC1=C(C)C(=O)C(C2=CC(=O)c3ccccc3C2=O)=C(C2=CC(=O)c3ccccc3C2=O)C1=O;0.0;valid;;;;;;;;;;;;;504.0;698091;;0.0
942;CC1=C(C)C(=O)OC(C(C)(O)C2(O)CCC3(O)C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC32C)C1;0.0;valid;;;;;;;;;;;;;603.0;212509;;0.0
943;CC1=C(C/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C(=O)c2ccccc2C1=O;0.0;valid;;;;;;;;;;;;;1431.0;mol_0148;;0.0
944;CC1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O;0.0;valid;;;;;;;;;;;;;612.0;646714;;0.0
945;CC1=C(N2CC2)C(=O)c2nc3n(c2C1=O)CCC3O;0.0;valid;;;;;;;;;;;;;1153.0;651078;;0.0
946;CC1=C(N2CC2)C(=O)c2nc3n(c2C1=O)CCC3OC(=O)CCl;0.0;valid;;;;;;;;;;;;;962.0;651080;;0.0
947;CC1=C2C(=CC(C)(C)C2O)C(=O)C(C)(O)C12CC2;0.0;valid;;;;;;;;;;;;;162.0;626370;;0.0
948;CC1=C2C(=CC(C)(CO)C2O)C(=O)C(C)(O)C12CC2;0.0;valid;;;;;;;;;;;;;163.0;626369;;0.0
949;CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)C1=O;0.0;valid;;;;;;;;;;;;;325.0;186;;0.0
950;CC1=C2CC(C)(C)/C=C\C(=O)/C(C)=C\C3=CC(C)CC3(O2)C1=O;0.0;valid;;;;;;;;;;;;;209.0;135037;;0.0
951;CC1=CC(=O)C(C)=CC1=O;0.0;valid;;;;;;;;;;;;;232.0;15309;;0.0
952;CC1=CC(=O)c2cccc(O)c2C1=O;1.0;valid;;;;;;;;;;;;;103.0;654206;;1.0
953;CC1=CC(O)C(=O)C2(C)C1CC1OC(=O)C(OC(=O)CC3=CCCC3)C3C(C)C(O)C4(O)OCC13C42;0.0;valid;;;;;;;;;;;;;849.0;693539;;0.0
954;CC1=CC(O)C(O)C2(C)C1CC1OC(=O)C(O)C3C(C)C(O)C4(O)OCC13C42;0.0;valid;;;;;;;;;;;;;637.0;14974;;0.0
955;CC1=CC23C(COC(=O)C24CO4)C(C(=O)O)=CC3C1C;0.0;valid;;;;;;;;;;;;;1011.0;136036;;0.0
956;CC1=CC2=C(C)C3(CC3)C(C)(O)C(=O)C2=C1;0.0;valid;;;;;;;;;;;;;1108.0;633555;;0.0
957;CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1)C31CO1;0.0;valid;;;;;;;;;;;;;1012.0;269142;;0.0
958;CC1=CC2OC3CC4OC(=O)/C=C/C=C/C(=O)OCCC(C)C(O)C(=O)OCC2(CC1)C4(C)C31CO1;0.0;valid;;;;;;;;;;;;;636.0;126728;;0.0
959;CC1=CC2OC3CC4OC(=O)/C=C\C=C/C(C(C)O)OCC(O)C(C)CC(=O)OCC2(CC1O)C4(C)C31CO1;0.0;valid;;;;;;;;;;;;;881.0;269754;;0.0
960;CC1=CC2OC3CC4OC(=O)/C=C\C=C/C(C(C)O)OCC(O)C5(C)OC5C(=O)OCC2(CC1O)C4(C)C31CO1;0.0;valid;;;;;;;;;;;;;664.0;269756;;0.0
961;CC1=NC(C)=C(C(=O)Nc2ccccc2)C(c2ccc(C3C(C(=O)Nc4ccccc4)=C(C)N=C(C)C3C(=O)Nc3ccccc3)cc2)C1C(=O)Nc1ccccc1;0.0;valid;;;;;;;;;;;;;1107.0;633907;;0.0
962;CC1=NC(C)=C(C(=O)Nc2ccccc2)C(c2ccc(N(C)C)cc2)C1C(=O)Nc1ccccc1;0.0;valid;;;;;;;;;;;;;1139.0;636092;;0.0
963;CC1=NC(C)=C(C(=O)Nc2ccccc2C)C(c2ccc(C3C(C(=O)Nc4ccccc4C)=C(C)N=C(C)C3C(=O)Nc3ccccc3C)cc2)C1C(=O)Nc1ccccc1C;0.0;valid;;;;;;;;;;;;;982.0;633912;;0.0
964;CC1=NCCc2cc3[nH]c4ccccc4c3cc21;0.0;valid;;;;;;;;;;;;;1002.0;141527;;0.0
965;CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O;1.0;valid;;;;;;;;;;;;;1473.0;mol_0334;;1.0
966;CC1=NN(c2nc(N)nc(/C(C#N)=C/c3ccc([N+](=O)[O-])o3)n2)C(C)(C)C1;0.0;valid;;;;;;;;;;;;;130.0;696921;;0.0
967;CC1=NN(c2nc(N)nc(CBr)n2)C(C)(C)C1;1.0;valid;;;;;;;;;;;;;29.0;696916;;1.0
968;CC1=Nc2c([nH]c(=S)[nH]c2=O)NC(c2c(Cl)cccc2Cl)C1;0.0;valid;;;;;;;;;;;;;300.0;636984;;0.0
969;CC1C(c2ccc3c(c2)OCO3)c2cc3c(cc2OC1N1CCOCC1)OCO3;0.0;valid;;;;;;;;;;;;;609.0;666222;;0.0
970;CC1C/C=C\C2C3OC3(C)C(C)C3C(Cc4ccccc4)NC(=O)C23OC(=O)O/C=C\C(C)(O)C1=O;0.0;valid;;;;;;;;;;;;;606.0;175151;;0.0
971;CC1C2CC=C3C4CCC5Cc6nc7c(nc6CC5(C)C4CC(=O)C32COC12OC(C)(C)CC2O)CC1CCC2C3=CC4OC5(OC(C)(CO)CC5O)C(C)C4(O)C3(C)C(O)CC2C1(C)C7;0.0;valid;;;;;;;;;;;;;790.0;363979;;0.0
972;CC1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO;0.0;valid;;;;;;;;;;;;;1235.0;mol_0036;;0.0
973;CC1CCC(NC(=O)N(CCCl)N=O)CC1;0.0;valid;;;;;;;;;;;;;750.0;95441;;0.0
974;CC1CCC/C=C\C2CC(O)CC2C(O)/C=C\C(=O)O1;0.0;valid;;;;;;;;;;;;;834.0;89671;;0.0
975;CC1CCC/C=C\C2CC(OC(=O)CN(C)C)CC2C(O)/C=C\C(=O)O1;0.0;valid;;;;;;;;;;;;;659.0;656202;;0.0
976;CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C;0.0;valid;;;;;;;;;;;;;672.0;167406;;0.0
977;CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OCC(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C;0.0;valid;;;;;;;;;;;;;789.0;697275;;0.0
978;CC1CCC2C(C)C(OC3OC4OC5(C)CCC6C(C)CCC(C3C)C46OO5)OC3OC4(C)CCC1C32OO4;0.0;valid;;;;;;;;;;;;;306.0;685988;;0.0
979;CC1CCOC(=O)/C=C/C=C\C(=O)OC2CC3OC4C5OC5(C)C(O)CC4(COC(=O)C1O)C2(C)C31CO1;0.0;valid;;;;;;;;;;;;;264.0;328166;;0.0
980;CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C;0.0;valid;;;;;;;;;;;;;1150.0;686518;;0.0
981;CC1CSC(=S)N1C(=O)N1C(=S)SCC1C;0.0;valid;;;;;;;;;;;;;334.0;654968;;0.0
982;CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1;1.0;valid;;;;;;;;;;;;;1205.0;mol_0214;;1.0
983;CC1Cc2cc(O)ccc2C2C(O[N+](=O)[O-])CC3(C)C(O)CCC3C12;0.0;valid;;;;;;;;;;;;;918.0;666571;;0.0
984;CC1NC(=O)NC(=O)C1/C=C/C(=O)NC(CO)CS(=O)CS(C)=O;1.0;valid;;;;;;;;;;;;;1510.0;mol_0490;;1.0
985;CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O;1.0;valid;;;;;;;;;;;;;68.0;267461;;1.0
986;CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CC[C@@]5(C)C(CCC6C5CC(O)[C@]5(C)C(C7=CC(=O)OC7)CC[C@]65O)C4)OC3C)OC2C)CC(O)C1O;0.0;valid;;;;;;;;;;;;;1313.0;mol_0011;;0.0
987;CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O;0.0;valid;;;;;;;;;;;;;407.0;93134;;0.0
988;CC1OC(OC2C[C@](O)(C(C)O)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)CC(N)C1O;1.0;valid;;;;;;;;;;;;;1312.0;mol_0377;;1.0
