ID_all;SMILES;y_consensus;valid/outlier;ID_ChEMBL;NAME_ChEMBL;CAS_ChEMBL;y_ChEMBL_nonambiguous;ID_CtoxPred;NAME_CtoxPred;CAS_CtoxPred;y_CtoxPred_nonambiguous
453;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCCC3;0.0;valid;;;;;261.0;CHEMBL252578;;0.0
454;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)c(OC)c1)CCCC3;0.0;valid;;;;;453.0;;;0.0
455;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)c(OC)c1)CCCCC3;1.0;valid;;;;;286.0;CHEMBL252580;;1.0
456;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)cc1)CCCCCC3;0.0;valid;;;;;458.0;;;0.0
457;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc([N+](=O)[O-])cc1)CCCCC3;0.0;valid;;;;;459.0;;;0.0
458;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCC3;0.0;valid;;;;;270.0;CHEMBL399040;;0.0
459;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCCC3;1.0;valid;;;;;460.0;;;1.0
460;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc([N+](=O)[O-])c1)CCCC3;0.0;valid;;;;;456.0;;;0.0
461;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1)CCCC3;0.0;valid;;;;;269.0;CHEMBL253386;;0.0
462;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1)CCCCCC3;1.0;valid;;;;;457.0;;;1.0
463;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1OC)CCCCC3;0.0;valid;;;;;260.0;CHEMBL2234539;;0.0
464;CCOCC1(COCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21;1.0;valid;;;;;58.0;CHEMBL2069501;;1.0
465;CCOc1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1;1.0;valid;;;;;794.0;CHEMBL2063649;;1.0
466;CCOc1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1OC;1.0;valid;;;;;690.0;CHEMBL2063823;;1.0
467;CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1;1.0;valid;;;;;339.0;;;1.0
468;CCS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2;0.0;valid;;;;;504.0;;;0.0
469;CCc1c(C)[nH]c2c1/C(=N/NC(=O)Nc1ccccc1)CCC2;0.0;valid;;;;;41.0;CHEMBL217133;;0.0
470;CCc1c(C)[nH]c2c1/C(=N/OC(=O)Nc1ccccc1)CCC2;0.0;valid;;;;;463.0;;;0.0
471;CCc1c2c(n(C)c1CC)CCC/C2=N\OC(=O)Nc1ccccc1;0.0;valid;;;;;17.0;CHEMBL216281;;0.0
472;CCc1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1;1.0;valid;;;;;797.0;CHEMBL2063822;;1.0
473;CCc1ccc(NC(=O)N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)cc1;1.0;valid;;;;;515.0;;;1.0
474;CCc1ccc2nc(N3CCC(N[C@H]4CCCC[C@@H]4O)CC3)c(-c3nc(C)no3)cc2c1;1.0;valid;;;;;581.0;CHEMBL4576339;;1.0
475;CCc1ccccc1-n1nc(OC2CCN(C(=O)OC(C)(C)C)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;401.0;;;1.0
476;CCc1ccccc1-n1nc(OC2CCN(S(C)(=O)=O)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;292.0;CHEMBL3953031;;1.0
477;CCn1c(-c2cnc(C)nc2)nc2c(-c3cnc4c(c3)[C@](C)(NCC(C)(C)F)C(=O)N4)ncnc21;0.0;valid;;;;;142.0;CHEMBL4750385;;0.0
478;CCn1cc([C@@]2(c3nn(C)c(=O)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1;0.0;valid;;;;;120.0;CHEMBL3582336;;0.0
479;CN(C)CCC=C1c2ccccc2CCc2ccccc21;0.0;valid;;;;;85.0;CHEMBL629;;0.0
480;CN(C)CCCN1c2ccccc2CCc2ccccc21;1.0;valid;;;;;7.0;CHEMBL11;;1.0
481;CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21;1.0;valid;;;;;373.0;;;1.0
482;CN(C)CCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;1.0;valid;;;;;130.0;CHEMBL3938181;;1.0
483;CN(C)Cc1cn(CCCCN2CCCCC2)c2ccc(Br)cc12;0.0;valid;;;;;637.0;CHEMBL4578824;;0.0
484;CN(C)Cc1cn(Cc2ccccc2)c2ccc(Br)cc12;0.0;valid;;;;;659.0;CHEMBL4553858;;0.0
485;CN(C)Cc1cn(Cc2ccccc2)c2ccc(Cl)cc12;0.0;valid;;;;;641.0;CHEMBL4286119;;0.0
486;CN(C)Cc1cn(Cc2ccccc2)c2ccccc12;0.0;valid;;;;;657.0;CHEMBL4284776;;0.0
487;CN(C)Cc1cn(Cc2ccccc2)c2ncc(Br)cc12;0.0;valid;;;;;635.0;CHEMBL4294500;;0.0
488;CN(C)c1ccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)cc1;1.0;valid;;;;;747.0;CHEMBL4176034;;1.0
489;CN(C)c1cccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c1;1.0;valid;;;;;571.0;CHEMBL2180898;;1.0
490;CN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21;0.0;valid;;;;;517.0;;;0.0
491;CN1C(=O)CC[C@H]1c1cccnc1;1.0;valid;;;;;715.0;CHEMBL578211;;1.0
492;CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21;0.0;valid;;;;;586.0;CHEMBL4097778;;0.0
493;CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21;0.0;valid;;;;;610.0;CHEMBL4088216;;0.0
494;CN1CCC(C(c2ccc(Cl)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)CC1;1.0;valid;;;;;349.0;;;1.0
495;CN1CCC(C(c2ccc(F)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)CC1;0.0;valid;;;;;259.0;CHEMBL597783;;0.0
496;CN1CCC(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)CC1;0.0;valid;;;;;476.0;;;0.0
497;CN1CCC(CN2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)CC1;0.0;valid;;;;;257.0;CHEMBL608740;;0.0
498;CN1CCCC(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)C1;1.0;valid;;;;;357.0;;;1.0
499;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;1.0;valid;;;;;49.0;CHEMBL42;;1.0
500;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CN4)cc12;0.0;valid;;;;;526.0;;;0.0
501;CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(Br)cc3OC(F)(F)F)CC2)n1;1.0;valid;;;;;482.0;;;1.0
502;CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccc(Cl)cc1;1.0;valid;;;;;39.0;CHEMBL318521;;1.0
503;CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccc(F)cc1;1.0;valid;;;;;40.0;CHEMBL319033;;1.0
504;CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1cccc(C#N)c1;1.0;valid;;;;;31.0;CHEMBL317044;;1.0
505;CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1cccc(C(F)(F)F)c1;1.0;valid;;;;;37.0;CHEMBL321999;;1.0
506;CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1cccc(OC)c1;1.0;valid;;;;;12.0;CHEMBL102498;;1.0
507;CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;59.0;CHEMBL102907;;1.0
508;CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1;1.0;valid;;;;;44.0;CHEMBL105444;;1.0
509;CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1C(F)(F)F;1.0;valid;;;;;3.0;CHEMBL103806;;1.0
510;CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-];1.0;valid;;;;;8.0;CHEMBL441428;;1.0
511;COC(=O)C(C)(C)c1ccc2c(c1)cc(-c1cc(C)cc(C)c1)n2CC(C)O;1.0;valid;;;;;608.0;CHEMBL1643716;;1.0
512;COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccc(Cl)c(Cl)c1;1.0;valid;;;;;724.0;CHEMBL2063829;;1.0
513;COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccc(Cl)c([N+](=O)[O-])c1;1.0;valid;;;;;751.0;CHEMBL2063803;;1.0
514;COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl;1.0;valid;;;;;766.0;CHEMBL2063804;;1.0
515;COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccccc1Cl;1.0;valid;;;;;723.0;CHEMBL2063828;;1.0
516;COC(=O)C1=C(C)N=C(C)/C(=C(/O)OC)C1/C=C/c1ccccc1;1.0;valid;;;;;780.0;CHEMBL2007120;;1.0
517;COC(=O)C1=C(C)N=C(C)/C(=C(/O)OC)C1c1c(C)noc1C;1.0;valid;;;;;89.0;CHEMBL73647;;1.0
518;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1c(C)noc1C;1.0;valid;;;;;557.0;;;1.0
519;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(-c2cccc(Cl)c2Cl)o1;1.0;valid;;;;;760.0;CHEMBL2063955;;1.0
520;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(C(C)(C)C)cc1;1.0;valid;;;;;767.0;CHEMBL2063838;;1.0
521;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(C(C)C)cc1;1.0;valid;;;;;785.0;CHEMBL2063650;;1.0
522;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Cl)c(Cl)c1;1.0;valid;;;;;789.0;CHEMBL2063820;;1.0
523;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Cl)cc1;1.0;valid;;;;;672.0;CHEMBL2063641;;1.0
524;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(I)cc1;1.0;valid;;;;;792.0;CHEMBL2063954;;1.0
525;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(N(C)C)cc1;1.0;valid;;;;;779.0;CHEMBL2063809;;1.0
526;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(OC)cc1;1.0;valid;;;;;783.0;CHEMBL2063647;;1.0
527;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(OCc2ccccc2)cc1;1.0;valid;;;;;684.0;CHEMBL2063959;;1.0
528;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc([N+](=O)[O-])cc1;1.0;valid;;;;;711.0;CHEMBL1098881;;1.0
529;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2;1.0;valid;;;;;703.0;CHEMBL2063653;;1.0
530;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Br)c1;1.0;valid;;;;;796.0;CHEMBL2063819;;1.0
531;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(F)c1;1.0;valid;;;;;708.0;CHEMBL2063845;;1.0
532;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1;1.0;valid;;;;;720.0;CHEMBL2063842;;1.0
533;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1Cl;1.0;valid;;;;;702.0;CHEMBL2063643;;1.0
534;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccc(Cl)cc1;1.0;valid;;;;;310.0;;;1.0
535;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccc(F)cc1;1.0;valid;;;;;315.0;;;1.0
536;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1cccc(C#N)c1;1.0;valid;;;;;314.0;;;1.0
537;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1cccc(C(F)(F)F)c1;1.0;valid;;;;;313.0;;;1.0
538;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1cccc(OC)c1;1.0;valid;;;;;312.0;;;1.0
539;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;311.0;;;1.0
540;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1;1.0;valid;;;;;309.0;;;1.0
541;COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCBr)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;762.0;CHEMBL2063636;;1.0
542;COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1;0.0;valid;;;;;377.0;;;0.0
543;COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;381.0;;;1.0
544;COC1CC(Oc2cc(F)c(F)c(-c3ccc4c(c3)CC[C@H](CCC(=O)O)O4)n2)C1;0.0;valid;;;;;422.0;;;0.0
545;COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C;1.0;valid;;;;;221.0;CHEMBL45816;;1.0
546;COCC1(c2ccc(C)cc2)CC(c2ccccc2)=NN1C(=O)Nc1ccc(F)cc1;1.0;valid;;;;;132.0;CHEMBL3941425;;1.0
547;COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc21;0.0;valid;;;;;477.0;;;0.0
548;COCCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCOC)C1/C=C/c1ccccc1OC;1.0;valid;;;;;735.0;CHEMBL1320470;;1.0
549;COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;139.0;CHEMBL452076;;1.0
550;COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC)C1c1ccc(-c2cccc(Cl)c2Cl)o1;1.0;valid;;;;;714.0;CHEMBL2063839;;1.0
551;COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;786.0;CHEMBL2063800;;1.0
552;COCCn1c(-c2cc(C)cc(C)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;593.0;CHEMBL1643725;;1.0
553;COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(O)CC(F)(F)C1;1.0;valid;;;;;706.0;CHEMBL2147472;;1.0
554;COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C;0.0;valid;;;;;613.0;CHEMBL3752151;;0.0
555;COc1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC;1.0;valid;;;;;351.0;;;1.0
556;COc1cc(C2C(C(=O)OCc3ccccc3)=C(C)NC(C)=C2C(=O)OCc2ccccc2)ccc1O;1.0;valid;;;;;712.0;CHEMBL2063827;;1.0
557;COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC;0.0;valid;;;;;372.0;;;0.0
558;COc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1-c1cnn(C)c1;1.0;valid;;;;;614.0;CHEMBL2203843;;1.0
559;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;0.0;valid;;;;;38.0;CHEMBL502;;0.0
560;COc1ccc(-c2cc(OC3CC(C)(C)OC(C)(C)C3)nn2-c2ccccc2OC)cc1;1.0;valid;;;;;264.0;CHEMBL3922498;;1.0
561;COc1ccc(-c2cc(OC3CC(C)(C)S(=O)(=O)C(C)(C)C3)nn2-c2ccccc2OC)cc1;1.0;valid;;;;;407.0;;;1.0
562;COc1ccc(-c2cc(OC3CC(C)(C)SC(C)(C)C3)nn2-c2ccccc2OC)cc1;1.0;valid;;;;;263.0;CHEMBL3890916;;1.0
563;COc1ccc(-c2cc(OC3CC(C)(C)[S+]([O-])C(C)(C)C3)nn2-c2ccccc2OC)cc1;1.0;valid;;;;;275.0;CHEMBL3965812;;1.0
564;COc1ccc(C(c2ccc(C(F)(F)F)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1;1.0;valid;;;;;254.0;CHEMBL3930176;;1.0
565;COc1ccc(C(c2ccc(OC)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1;1.0;valid;;;;;355.0;;;1.0
566;COc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1;1.0;valid;;;;;350.0;;;1.0
567;COc1ccc(C2(CCO)CC(c3cccnc3)=NN2C(=O)Nc2ccc(Br)cc2)cc1;1.0;valid;;;;;176.0;CHEMBL3898970;;1.0
568;COc1ccc(C2C(C(=O)OC(C)C)=C(C)NC(C)=C2C(=O)OC(C)C)cc1OC;1.0;valid;;;;;788.0;CHEMBL2063812;;1.0
569;COc1ccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)cc1;1.0;valid;;;;;733.0;CHEMBL4176610;;1.0
570;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;0.0;valid;;;;;79.0;CHEMBL6966;;0.0
571;COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1;0.0;valid;;;;;475.0;;;0.0
572;COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1;1.0;valid;;;;;61.0;CHEMBL296419;;1.0
573;COc1ccc(NC(=O)N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)cc1;1.0;valid;;;;;512.0;;;1.0
574;COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1;0.0;valid;;;;;216.0;CHEMBL3311308;;0.0
575;COc1ccc2cc(OCC3(C(=O)O)CN(C(=O)c4ccc(F)cc4)C3)ccc2c1;1.0;valid;;;;;695.0;CHEMBL3286797;;1.0
576;COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5cc6c(cn5)OCCO6)CO[C@@H]43)c2n1;1.0;valid;;;;;594.0;CHEMBL4788651;;1.0
577;COc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1;1.0;valid;;;;;732.0;CHEMBL4171520;;1.0
578;COc1cccc2c1[C@H](c1ccccc1)N(C(=O)CNC[C@@H](C)O)CC2;1.0;valid;;;;;495.0;;;1.0
579;COc1ccccc1-c1cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc2n1CC(=O)NC(C)(C)C;1.0;valid;;;;;589.0;CHEMBL1643736;;1.0
580;COc1ccccc1-n1nc(C2CC(C)(C)OC(C)(C)C2)cc1-c1csc(Cl)c1;1.0;valid;;;;;748.0;CHEMBL4277584;;1.0
581;COc1ccccc1-n1nc(OC2CC(C)(C)C(=O)C(C)(C)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;289.0;CHEMBL3897303;;1.0
582;COc1ccccc1-n1nc(OC2CC(C)(C)C(O)C(C)(C)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;416.0;;;1.0
583;COc1ccccc1-n1nc(OC2CC(C)(C)OC(C)(C)C2)cc1-c1ccc(C#N)cc1;1.0;valid;;;;;279.0;CHEMBL3969562;;1.0
584;COc1ccccc1-n1nc(OC2CC(C)(C)S(=O)(=O)C(C)(C)C2)cc1-c1ccc(C#N)cc1;1.0;valid;;;;;404.0;;;1.0
585;COc1ccccc1-n1nc(OC2CC(C)(C)S(=O)(=O)C(C)(C)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;409.0;;;1.0
586;COc1ccccc1-n1nc(OC2CC(C)(C)SC(C)(C)C2)cc1-c1ccc(C#N)cc1;1.0;valid;;;;;287.0;CHEMBL3898359;;1.0
587;COc1ccccc1-n1nc(OC2CC(C)(C)SC(C)(C)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;417.0;;;1.0
588;COc1ccccc1-n1nc(OC2CC(C)(C)[S+]([O-])C(C)(C)C2)cc1-c1ccc(C#N)cc1;1.0;valid;;;;;415.0;;;1.0
589;COc1ccccc1-n1nc(OC2CC(C)(C)[S+]([O-])C(C)(C)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;283.0;CHEMBL3891844;;1.0
590;COc1ccccc1-n1nc(OC2CCC(=O)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;271.0;CHEMBL3958844;;1.0
591;COc1ccccc1-n1nc(OC2CCC(F)(F)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;418.0;;;1.0
592;COc1ccccc1-n1nc(OC2CCC(N)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;405.0;;;1.0
593;COc1ccccc1-n1nc(OC2CCC(NC(=O)C(F)(F)F)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;414.0;;;1.0
594;COc1ccccc1-n1nc(OC2CCC(NC(=O)OC(C)(C)C)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;419.0;;;1.0
595;COc1ccccc1-n1nc(OC2CCN(C(=O)C(F)(F)F)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;285.0;CHEMBL3962403;;1.0
596;COc1ccccc1-n1nc(OC2CCN(C(=O)N(C)C)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;421.0;;;1.0
597;COc1ccccc1-n1nc(OC2CCN(C(=O)OC(C)(C)C)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;290.0;CHEMBL3978200;;1.0
598;COc1ccccc1-n1nc(OC2CCN(C(C)=O)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;406.0;;;1.0
599;COc1ccccc1-n1nc(OC2CCN(CC(F)(F)F)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;291.0;CHEMBL3896861;;1.0
600;COc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C(C)C)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;403.0;;;1.0
601;COc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C(F)(F)F)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;281.0;CHEMBL3972896;;1.0
602;COc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C3CC3)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;282.0;CHEMBL3942512;;1.0
603;COc1ccccc1-n1nc(OC2CCN(S(C)(=O)=O)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;420.0;;;1.0
604;COc1ccccc1-n1nc(OC2CCOCC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;408.0;;;1.0
605;COc1ccccc1-n1nc(OC2CCS(=O)(=O)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;277.0;CHEMBL3985660;;1.0
606;COc1ccccc1-n1nc(OC2CCSCC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;402.0;;;1.0
607;COc1ccccc1-n1nc(OC2CN(C(=O)N(C)OC)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;411.0;;;1.0
608;COc1ccccc1-n1nc(OC2CN(C(=O)OC(C)(C)C)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;284.0;CHEMBL3965293;;1.0
609;COc1ccccc1-n1nc(OC2CN(C(=O)c3ccccc3)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;274.0;CHEMBL3964411;;1.0
610;COc1ccccc1-n1nc(OC2CN(S(=O)(=O)C(C)C)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;410.0;;;1.0
611;COc1ccccc1-n1nc(OC2CN(S(=O)(=O)c3c(C)noc3C)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;288.0;CHEMBL3983323;;1.0
612;COc1ccccc1-n1nc(OC2CN(S(C)(=O)=O)C2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;412.0;;;1.0
613;COc1ccccc1-n1nc(O[C@H]2CC[C@@H](N)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;266.0;CHEMBL3974355;;1.0
614;COc1ccccc1-n1nc(O[C@H]2CC[C@@H](NC(=O)C(F)(F)F)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;276.0;CHEMBL3948329;;1.0
615;COc1ccccc1-n1nc(O[C@H]2CC[C@@H](NC(=O)OC(C)(C)C)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;265.0;CHEMBL3956991;;1.0
616;COc1cnc2c(c1)c(CN(C)C)cn2Cc1ccccc1;0.0;valid;;;;;632.0;CHEMBL4291094;;0.0
617;COc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;0.0;valid;;;;;652.0;CHEMBL4278950;;0.0
618;COc1cnc2ccc(=O)n(C[C@H](N)C3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1;0.0;valid;;;;;493.0;;;0.0
619;COc1cnc2ccc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1;0.0;valid;;;;;178.0;CHEMBL3355575;;0.0
620;CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1;1.0;valid;;;;;206.0;CHEMBL2041980;;1.0
621;CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1;0.0;valid;;;;;472.0;;;0.0
622;CS(=O)(=O)c1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;1.0;valid;;;;;180.0;CHEMBL3937064;;1.0
623;CS(=O)(=O)c1ccc(C2CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;1.0;valid;;;;;165.0;CHEMBL3964030;;1.0
