SMILES	AATS7se	AATSC2dv	GATS2se	BELpe-1	HATS0u	HATS5v	HATS0s	R1m+	F02[N-O]	F03[C-N]	B03[O-O]	F04[N-N]	B07[N-F]	EState_VSA8	SaasC	observed	predicted
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2	-0.15	1.13	-0.1	-0.47	-0.31	-0.56	-0.51	-0.9	-0.49	-0.83	-0.57	-0.31	-0.16	1.32	2.28	1	1
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1	-0.18	-0.87	-0.1	-0.1	0.04	-0.12	-0.27	3.65	-0.49	0.88	-0.57	1.13	-0.16	0.67	1.07	0	1
CC(=O)Nc1ccccc1	-1.07	-1.09	-1.15	0.09	3.26	-0.21	-0.1	-0.54	0.38	-0.34	-0.57	-0.31	-0.16	-0.72	-0.28	0	0
CC1=C(C(CO)CC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(=O)C5CC(OC6OC(COC7OCC(O)C(O)C7O)C(OC7OCC(O)C(O)C7O)C(O)C6O)CC[C@@]5(C)C4CC[C@@]3(C)C12	0.33	-0.84	0.56	0.46	-1.07	-1.25	-0.43	-0.88	-0.49	-0.83	1.76	-0.31	-0.16	-0.05	-0.66	0	0
Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	3.97	3.11	-1.33	-0.1	2.22	5.41	10.59	1.4	-0.49	0.39	-0.57	-0.31	-0.16	-0.96	-1.78	1	1
CC1(C)CC(O)[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)[C@](C)(CO)C5CC[C@]43C)C2C1	0.05	-0.52	0.38	0.28	-1.09	-1.09	-0.43	-0.98	-0.49	-0.83	1.76	-0.31	-0.16	1.13	-0.66	0	0
CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	0.29	-0.16	0.72	-0.1	-0.75	-0.47	-0.45	0.1	1.25	2.82	1.76	-0.31	-0.16	1.2	1.8	0	0
CC[C@H](OC(C)=O)C(C[C@H](C)NC)(c1ccccc1)c1ccccc1	-0.79	0.02	-0.08	-0.28	-0.46	-0.02	-0.49	-0.74	-0.49	-0.59	-0.57	-0.31	-0.16	2.01	0.4	0	0
CNC(=O)Oc1cccc2c1OC(C)(C)C2	-0.1	1.29	-0.49	-0.1	0.24	-0.0	-0.4	-0.56	1.25	-0.59	1.76	-0.31	-0.16	-0.72	0.34	1	1
Cc1c2ccccc2c(C)c2c1ccc1ccccc12	-1.3	0.32	-0.2	-1.4	0.62	0.6	-0.47	-0.79	-0.49	-0.83	-0.57	-0.31	-0.16	2.31	0.58	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1	0.3	0.17	-0.44	-0.1	-0.57	-0.6	-0.09	0.22	-0.49	0.88	-0.57	-0.31	-0.16	0.02	0.01	0	0
CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC7OC(C)C(O)C(O)C7O)CC[C@@]6(C)C5CC[C@]43C)N2C1	0.03	-0.37	0.46	0.46	-1.05	-1.16	-0.47	-0.96	-0.49	0.39	1.76	-0.31	-0.16	0.74	-0.66	0	0
CC1CCC2C1C1C(CC[C@]2(C)O)C1(C)C	-1.39	-0.63	-0.52	1.4	-0.27	0.68	-0.48	-0.94	-0.49	-0.83	-0.57	-0.31	-0.16	0.26	-0.66	0	0
CC1(C)CC[C@@]2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)C[C@@]3(C)C(=CCC4[C@]3(C)CCC3C(C)(C)C(OC5OCC(O)C(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C5O)CC[C@@]34C)C2C1	0.32	-0.45	0.33	0.28	-1.12	-1.04	-0.46	-0.91	-0.49	-0.83	1.76	-0.31	-0.16	1.43	-0.66	0	0
CC(C)=CC1C[C@](C)(O)C2C3CCC4[C@]5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CC[C@]4(C)[C@]34CO[C@]2(C4)O1	0.22	-0.31	0.49	0.65	-1.07	-1.08	-0.48	-0.97	-0.49	-0.83	1.76	-0.31	-0.16	1.13	-0.66	0	0
c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34	-1.05	-0.13	-0.08	-1.59	0.1	0.86	-0.48	-0.57	-0.49	-0.83	-0.57	-0.31	-0.16	2.76	-0.66	0	0
O=C(O)CCC/C=C\CC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1	-0.47	0.14	-1.49	-0.1	-0.47	-0.62	-0.19	-0.07	1.25	0.63	-0.57	-0.31	-0.16	-0.48	-0.52	0	1
COc1ccc(C(=O)C(C)N2CCCC2)cc1	-0.66	-0.35	0.94	-0.1	0.01	0.08	-0.36	-0.49	-0.49	-0.59	-0.57	-0.31	-0.16	-0.74	0.04	1	1
O=C(c1cccs1)c1ccc(OCCCO)c(Cl)c1Cl	0.9	-0.22	0.4	-0.1	0.5	0.91	0.22	1.01	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	0.14	1	1
COc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1	1.66	-0.85	-0.36	-0.28	0.14	2.22	0.29	1.25	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	0.03	1	1
O=c1[nH]c(=O)n(C2CCCO2)cc1F	1.87	0.72	-0.41	1.02	0.88	1.53	1.75	0.82	2.99	0.39	-0.57	-0.31	-0.16	-0.96	-1.1	1	1
CC1=C2C(=O)C(C(C)C)CC[C@@]2(C)C(O)CC1	-1.08	0.27	-0.75	0.09	-0.27	0.42	-0.43	-0.78	-0.49	-0.83	-0.57	-0.31	-0.16	0.26	-0.66	0	0
CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	-0.43	1.7	-1.47	-0.1	0.16	1.62	0.1	-0.16	2.99	0.88	-0.57	-0.31	-0.16	-0.72	-0.39	1	1
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	-0.59	1.63	-0.94	-0.1	-0.11	-0.75	0.35	0.03	-0.49	-0.59	-0.57	-0.31	-0.16	-0.72	-0.32	1	1
CCO[C@@H]1O[C@H]2O[C@@]3(C)CCC[C@@H]4[C@@H](C)CC[C@H]([C@@H]1C)[C@@]24OO3	-0.76	1.16	0.29	1.21	-0.47	0.05	-0.54	-0.8	-0.49	-0.83	1.76	-0.31	-0.16	-0.35	-0.66	0	0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@H]4[C@H]3C(=C)C[C@@]21CC	-1.22	-0.06	-0.44	-0.47	-0.46	0.84	-0.48	-0.73	-0.49	-0.83	-0.57	-0.31	-0.16	0.16	-0.66	1	1
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	-0.95	-0.43	2.43	-0.47	-0.51	-0.77	-0.54	-0.8	-0.49	-0.83	-0.57	-0.31	-0.16	3.9	1.43	1	1
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1	0.85	-0.68	0.42	-0.66	0.4	0.26	-0.11	-0.42	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.13	1	1
COc1ccc2cc(CCC(C)=O)ccc2c1	-0.75	-1.04	0.49	-0.84	0.38	-0.44	0.24	0.07	-0.49	-0.83	-0.57	-0.31	-0.16	-0.16	0.27	1	1
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O	-0.96	-0.88	-1.38	0.65	-0.62	-0.96	-0.31	-0.3	-0.49	-0.83	-0.57	-0.31	-0.16	2.01	-0.66	0	0
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	-1.01	-0.71	3.31	-0.84	-0.24	-0.96	-0.52	-0.79	-0.49	-0.1	-0.57	-0.31	-0.16	3.12	-0.05	1	1
CCCCCCCC(=O)OCCCC1C(=C(C)C)CCC2[C@@]1(C)CC[C@@]1(C)C(C(C)CCC=C(C)C)CC[C@]21C	-1.07	-0.35	-0.45	0.28	-1.0	-0.85	-0.6	-1.16	-0.49	-0.83	-0.57	-0.31	-0.16	2.04	-0.66	0	0
CN(C)P(=O)(N(C)C)N(C)C	0.25	1.55	0.81	-2.34	0.17	1.4	-0.36	-0.8	2.12	2.09	-0.57	-0.31	-0.16	-0.96	-0.66	0	0
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O	-0.57	-0.39	-1.17	-0.28	-0.21	0.57	0.07	0.06	-0.49	-0.83	-0.57	-0.31	-0.16	-0.39	0.76	1	1
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	-0.14	-0.27	0.57	-0.28	-0.24	0.05	0.28	0.4	-0.49	-0.1	-0.57	-0.31	-0.16	-0.48	0.91	1	1
CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12	-0.48	-0.13	-0.13	-0.47	-0.38	-0.51	-0.21	0.81	-0.49	0.14	-0.57	-0.31	-0.16	0.59	0.6	1	1
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	-0.05	-0.5	0.57	-0.1	-0.36	-0.85	-0.51	-0.69	-0.49	-0.34	1.76	-0.31	-0.16	-0.42	0.35	0	0
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1	0.41	0.05	0.92	-0.1	-0.17	0.05	-0.35	-0.1	-0.49	1.36	-0.57	-0.31	-0.16	-0.3	1.38	1	1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	-0.47	-1.03	1.26	-0.28	-0.35	-0.17	-0.38	0.3	-0.49	0.63	-0.57	1.13	-0.16	1.28	1.98	1	1
O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1	2.23	0.81	-0.75	-2.15	0.28	-0.15	0.8	1.36	2.99	0.39	1.76	-0.31	-0.16	-0.76	-0.66	0	0
COC[C@]1(O)C2C[C@@]3(C(C)CC[C@]3(O)[C@@]13COC3=O)C(O)C(=O)O2	0.95	0.32	-0.06	0.84	-0.39	2.18	0.1	-0.13	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.66	0	0
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1	-0.27	-0.81	0.2	-0.1	0.02	0.31	-0.4	0.43	-0.49	0.14	-0.57	-0.31	-0.16	-0.24	1.19	1	1
O=C(O)c1cc(O)ccc1O	-1.91	-0.58	-0.86	-0.1	3.77	0.89	1.18	0.23	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-1.04	0	0
ClCCl	0.83	-0.4	1.27	4.94	8.85	-1.91	5.74	0.15	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.66	0	0
CC(C)C1=C2C3CC=C4C(O)[C@@]5(O)COC6OC(C4[C@@]6(O)C5O)[C@@]3(C)CC[C@]2(C)CC1	-0.55	0.39	0.05	0.28	-0.71	0.08	-0.41	-0.92	-0.49	-0.83	1.76	-0.31	-0.16	0.26	-0.66	0	0
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	-0.86	-0.54	-1.18	0.28	-0.49	0.49	-0.26	-0.2	-0.49	-0.83	-0.57	-0.31	-0.16	-0.35	-0.66	1	0
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1	0.42	1.3	-0.64	-0.47	-0.06	-0.04	-0.41	0.19	1.25	1.12	-0.57	1.13	-0.16	-0.96	-0.55	0	1
CC1(C)OC2CC(=O)OC[C@@]23C1CC(=O)[C@]1(C)C3CC[C@]2(C)C(c3ccoc3)OC(=O)C3O[C@@]321	0.24	0.02	-0.16	0.65	-0.66	1.1	-0.14	-0.34	-0.49	-0.83	1.76	-0.31	-0.16	-0.65	-0.31	0	0
CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	0.95	1.03	-0.92	-0.28	-0.53	-0.18	0.76	-0.22	1.25	-0.1	-0.57	1.13	-0.16	-0.29	-2.01	1	1
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C	-0.24	-0.31	-0.52	-0.1	-0.79	-1.29	-0.49	-0.74	1.25	0.88	-0.57	1.13	-0.16	-0.28	0.23	1	1
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C	-0.69	-0.2	-0.83	-0.47	-0.36	0.7	-0.37	-0.61	-0.49	-0.83	-0.57	-0.31	-0.16	-0.13	0.74	1	1
O=C(O)C(Cc1ccccc1)NC(=O)C1CCCN1	0.51	-0.49	-1.09	-0.1	-0.0	-0.12	0.07	-0.12	0.38	-0.34	-0.57	-0.31	-0.16	-0.49	-0.26	0	1
CN1CCN2c3ccccc3Cc3ccccc3C2C1	-1.16	-0.88	3.38	-0.28	-0.08	0.7	-0.5	-0.61	-0.49	0.63	-0.57	-0.31	-0.16	1.91	1.99	1	1
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21	1.66	0.13	-1.11	-0.28	0.09	1.92	0.62	1.37	-0.49	0.88	-0.57	-0.31	-0.16	-0.74	-0.45	1	1
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	-0.54	-1.28	0.69	2.14	0.54	0.71	0.27	-0.25	-0.49	-0.59	1.76	-0.31	-0.16	-0.96	-0.66	1	0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	0.3	1.75	0.0	-3.09	0.64	3.43	0.33	5.04	0.38	-0.59	-0.57	-0.31	-0.16	-0.74	-0.42	1	1
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O	2.79	3.38	-1.52	-0.1	0.28	1.18	2.23	0.22	2.12	1.12	-0.57	-0.31	6.14	-0.72	-2.04	1	1
O=C(O)C(O)Cc1ccccc1	1.02	-1.18	-0.93	-0.1	0.87	0.39	0.36	0.11	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.29	0	0
CC1=C(C(C)CO)C[C@@]2(O)[C@]3(C)CC(=O)O[C@]4(C(O)C(C)CC[C@@]34O)[C@@]12O	-0.44	1.35	-0.49	0.46	-0.6	1.02	-0.27	-0.5	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.66	0	0
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F	3.82	1.24	-1.07	-0.1	0.46	4.06	3.73	1.15	-0.49	1.12	-0.57	1.13	6.14	-0.73	-3.36	1	1
CC(C)/N=C(N)/N=C(\N)Nc1ccc(Cl)c(Cl)c1	0.66	0.39	-1.15	-0.1	0.2	-0.3	-0.19	1.03	-0.49	1.61	-0.57	5.45	-0.16	-0.29	0.04	1	1
CCCCCCCC(=O)OCCC(C)C	-0.28	-0.22	-0.44	2.14	-0.22	-0.91	-0.51	-0.9	-0.49	-0.83	-0.57	-0.31	-0.16	-0.05	-0.66	0	0
CC(C)C1=CC2=C(CC[C@H]2C)[C@@H](C)CC1	-1.5	-0.19	0.62	0.09	-0.15	0.05	-0.53	-0.98	-0.49	-0.83	-0.57	-0.31	-0.16	0.52	-0.66	0	0
O=C(O)CC/C(=N\O)C(=O)O	3.97	0.6	-1.16	1.96	1.44	1.31	2.58	0.69	-0.49	-0.59	-0.57	-0.31	-0.16	-0.73	-0.66	0	0
O=P1(N(CCCl)CCCl)NCCCO1	-0.53	1.6	0.05	-2.15	0.38	2.53	0.38	1.6	2.99	0.39	-0.57	-0.31	-0.16	-0.73	-0.66	1	1
CC(=O)CC(c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O	0.61	0.0	-0.86	-0.47	-0.06	0.11	-0.18	-0.43	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.59	0	1
Cc1cc(OCC(F)(F)F)c(C)c(C[S@](=O)c2nc3ccccc3[nH]2)n1	1.39	0.93	-0.95	-0.1	-0.1	0.06	0.89	1.13	-0.49	1.12	-0.57	-0.31	6.14	-0.3	0.12	1	1
CNCCOC(c1ccccc1)c1ccccc1	-0.94	-0.95	2.8	-0.1	0.02	-0.3	-0.48	-0.57	-0.49	-0.83	-0.57	-0.31	-0.16	0.34	0.41	1	1
Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCC[C@]341	-0.08	-0.14	0.03	-0.28	-0.06	1.48	-0.24	-0.42	-0.49	-0.1	1.76	-0.31	-0.16	-0.46	0.79	0	0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	1.19	4.21	-1.51	-0.1	0.48	0.32	1.88	0.36	0.38	0.88	-0.57	-0.31	-0.16	-0.72	-1.82	1	1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	-0.59	-0.43	1.3	-0.1	-0.24	-0.08	-0.46	0.33	-0.49	1.12	-0.57	1.13	-0.16	1.68	2.15	1	1
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	-0.96	-0.32	3.12	-0.1	-0.36	0.14	-0.52	-0.67	-0.49	1.61	-0.57	1.13	-0.16	2.52	1.91	1	1
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1	-0.08	0.51	0.52	-0.66	0.14	-0.12	-0.39	-0.81	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	0.3	1	1
CC(C)/N=C(N)/N=C(\N)NOCCCOc1ccc(OC(F)(F)F)cc1Cl	1.39	2.71	-1.08	0.09	-0.32	-0.05	0.23	0.22	-0.49	0.88	-0.57	5.45	-0.16	-0.07	-0.76	1	1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	-0.68	-0.46	-0.76	-0.28	-0.31	0.58	-0.36	-0.44	-0.49	-0.83	-0.57	-0.31	-0.16	-0.39	0.79	1	1
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl	-0.09	0.31	-0.46	-0.1	0.11	0.13	-0.31	-0.15	0.38	0.88	-0.57	-0.31	-0.16	-0.17	1.46	1	1
O=P1(NCCCl)OCCCN1CCCl	-0.27	1.6	0.05	-2.15	0.28	2.08	0.39	1.2	2.99	0.39	-0.57	-0.31	-0.16	-0.73	-0.66	1	1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	-0.57	-0.27	1.07	-0.1	-0.09	-0.15	-0.4	0.84	-0.49	2.58	-0.57	1.13	-0.16	0.81	1.51	1	1
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	0.29	-0.16	0.72	-0.1	-0.8	-0.51	-0.48	-0.45	1.25	2.82	1.76	-0.31	-0.16	1.2	1.8	0	0
CC(CN1c2ccccc2Sc2cccnc21)N(C)C	-0.63	-0.14	2.15	-0.1	-0.08	0.21	-0.49	-0.51	-0.49	1.12	-0.57	-0.31	-0.16	1.94	1.53	0	1
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N@@+]2(C)CCCOC(=O)CCC(=O)OCCC[N@@+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC	-0.28	-0.0	1.69	-0.28	-1.07	-1.01	-0.58	-0.91	-0.49	1.12	1.76	-0.31	-0.16	-0.34	5.18	0	0
O=C(O)CCC/C=C\C[C@@H]1[C@H]2CC[C@H](C2)[C@H]1NS(=O)(=O)c1ccccc1	-0.47	0.14	-1.49	-0.1	-0.46	-0.44	-0.19	0.15	1.25	0.63	-0.57	-0.31	-0.16	-0.48	-0.52	0	1
COP(=S)(OC)SCn1nnc2ccccc2c1=O	0.68	0.16	0.7	-3.27	0.36	-0.18	-0.16	3.12	0.38	1.12	-0.57	-0.31	-0.16	-0.51	-0.66	1	1
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	-0.71	0.17	-0.21	-0.1	-0.42	-0.26	-0.47	-0.87	0.38	0.88	-0.57	-0.31	-0.16	0.93	0.81	1	0
O=Cc1cc2c(cc1O)[nH]c1ccccc12	0.75	-1.04	-0.59	-0.66	-0.48	-0.62	0.02	0.31	-0.49	0.14	-0.57	-0.31	-0.16	-0.74	-0.52	0	0
CSc1nc(-c2ccnc(NC(C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1	-0.16	0.22	-0.54	-0.1	-0.27	-0.31	-0.06	0.28	-0.49	2.58	-0.57	-0.31	6.14	0.55	2.05	1	1
N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O	0.28	1.58	-1.69	1.21	0.05	0.13	0.06	1.09	2.99	1.12	-0.57	4.01	-0.16	-0.52	-0.07	1	1
CC(C)CCC[C@@H](C)C1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O	-0.87	-0.45	-0.37	0.84	-0.84	-0.41	-0.54	-1.04	-0.49	-0.83	-0.57	-0.31	-0.16	0.56	-0.66	1	0
CCOc1ccc2ccc(=O)oc2c1	0.52	0.79	0.16	-0.47	1.51	-0.17	0.39	0.61	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.34	1	1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=O	-1.27	-0.94	-0.1	1.96	-0.87	-1.14	-0.5	-0.56	-0.49	-0.83	-0.57	-0.31	-0.16	-0.65	-0.66	0	0
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC	0.94	0.16	1.12	-0.47	0.38	-0.21	-0.24	-0.5	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.28	1	0
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1	-0.3	-0.79	2.01	-0.1	-0.03	-0.93	-0.5	-0.49	-0.49	1.36	-0.57	-0.31	-0.16	1.04	1.14	0	1
C=C1C[C@@]23CCC4[C@](C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC[C@]4(C)C2CC[C@]1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3	0.77	-0.65	0.45	0.84	-1.06	-1.12	-0.43	-0.9	-0.49	-0.83	1.76	-0.31	-0.16	-0.37	-0.66	0	0
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1	-0.66	-1.14	2.0	-0.1	0.01	-0.78	-0.36	0.98	-0.49	-0.34	-0.57	-0.31	-0.16	-0.52	0.55	1	1
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC	0.08	1.42	-0.5	-0.66	-0.8	-0.57	-0.31	-0.45	2.12	2.34	1.76	1.13	-0.16	-0.44	1.26	0	0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	-0.56	-0.61	-0.95	0.84	-0.7	-0.04	-0.3	-0.61	-0.49	-0.83	-0.57	-0.31	-0.16	-0.05	-0.66	0	0
C[C@@]12C(=O)C=CC=C1C(O)CC1C2CC[C@@]2(O)C(=O)O[C@@]3(C)C4C[C@]5(C)C(CO[C@@]16O[C@]23C5C6=O)C(=O)O4	0.28	0.91	-0.45	0.09	-0.72	0.94	-0.21	-0.58	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.66	0	0
CC1OC(OC(C(O)C=O)C(O)C(O)CO)C(O)C(O)C1O	1.35	-1.47	0.83	2.14	-0.27	-0.2	0.17	-0.26	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.66	0	0
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1	-0.33	-1.6	0.02	-0.28	0.23	0.62	0.65	0.76	-0.49	1.85	-0.57	-0.31	-0.16	0.02	0.78	0	0
Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O	-0.1	-0.3	-1.01	-1.4	-0.77	-0.51	-0.43	-0.64	-0.49	-0.83	1.76	-0.31	-0.16	0.9	-0.72	0	0
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl	3.59	-1.54	-0.36	-0.47	1.29	7.59	1.48	2.05	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	1.0	0	0
COc1ccc2c(c1)Oc1cc(O)ccc1[C@@]21OC(=O)c2ccccc21	0.45	0.32	0.22	-0.28	0.08	0.83	0.41	0.46	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	1.28	1	1
C=C(C)C1OC2CC[C@@]3(C)[C@@](O)(CCC4Cc5c([nH]c6cc7c(cc56)CC5C7=CC(C)(C)OC5(C)C)[C@@]43C)C2=CC1O	-0.65	0.41	0.37	-0.47	-0.86	-0.41	-0.56	-0.99	-0.49	0.63	1.76	-0.31	-0.16	2.17	1.85	0	0
CCC(=O)CCC(C)(C)O	-0.95	-1.13	-0.68	1.77	0.55	-0.64	-0.07	-0.72	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.66	0	0
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	0.29	1.36	-1.72	-0.1	0.32	2.21	0.38	-0.06	2.99	0.63	-0.57	-0.31	-0.16	-0.49	-0.4	1	1
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	0.02	0.06	0.2	0.84	-0.2	-0.26	-0.17	-0.15	-0.49	-0.1	-0.57	-0.31	-0.16	-0.28	0.2	1	1
COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1	1.13	-1.13	-0.35	-0.28	0.19	2.47	0.18	1.28	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	0.5	1	1
CC1C(O)CC[C@@]2(C)CCC(C(C)(C)O)CC12	-0.29	-0.77	-0.46	1.02	-0.34	0.08	-0.42	-0.72	-0.49	-0.83	-0.57	-0.31	-0.16	-0.35	-0.66	0	0
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O	0.85	0.52	-1.08	-0.47	-0.11	0.18	0.56	0.55	-0.49	-0.34	-0.57	-0.31	-0.16	-0.96	-0.61	1	1
COc1cc([C@@H]2c3cc4c(cc3[C@H](O[C@H]3O[C@H]5CO[C@@H](C)O[C@@H]5[C@@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	1.07	-0.9	0.99	-0.28	-0.6	-0.7	-0.41	-0.48	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	0.78	0	0
CCOc1ccc2c(CCl)cc(=O)oc2c1	1.31	1.07	0.26	-0.47	1.1	0.47	0.32	0.69	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.01	1	1
CC(=O)O[C@]12CO[C@H]1C[C@@H](O)[C@]1(C)C(=O)[C@@H](O)C3=C(C)[C@H](OC(=O)[C@@H](O)[C@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@H](OC(=O)c4ccccc4)[C@@H]21)C3(C)C	0.71	0.19	-0.34	-0.1	-0.94	-0.98	-0.5	-0.93	1.25	0.14	1.76	-0.31	-0.16	-0.72	-0.48	0	0
