SMILES	AATS7se	AATSC2dv	GATS2se	BELpe-1	HATS0u	HATS5v	HATS0s	R1m+	F02[N-O]	F03[C-N]	B03[O-O]	F04[N-N]	B07[N-F]	EState_VSA8	SaasC	observed	predicted
C[C@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1	1.34	0.35	-0.92	-0.28	-0.17	0.45	0.25	0.17	0.38	-0.1	-0.57	-0.31	-0.16	-0.72	-0.55	0	1
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC	1.06	-0.12	0.16	-0.1	-0.16	0.81	0.81	1.46	-0.49	0.88	1.76	-0.31	6.14	-0.09	0.02	1	1
COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1	0.26	-0.06	0.11	-0.28	0.17	-0.51	-0.35	-0.46	0.38	2.58	-0.57	-0.31	-0.16	-0.28	0.96	0	0
O=S1(=O)NCCCNc2nc(ncc2Br)Nc2cccc1c2	0.42	1.17	-0.8	-0.1	0.05	1.61	0.47	2.33	1.25	2.82	-0.57	4.01	-0.16	0.85	0.52	0	0
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1	2.09	0.58	-0.88	-0.1	-0.02	0.66	0.27	1.32	-0.49	1.12	-0.57	-0.31	6.14	-0.3	-0.12	1	1
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1	1.07	1.34	-0.91	-0.28	0.77	0.09	2.46	2.82	2.12	0.88	-0.57	-0.31	-0.16	-0.51	-0.08	0	1
CCCc1ccc2ccccc2n1	-1.26	0.58	0.14	-0.47	0.91	-0.62	-0.46	-0.67	-0.49	0.14	-0.57	-0.31	-0.16	0.63	-0.12	1	0
COCCc1ccc(OCC(O)CNC(C)C)cc1	-0.29	-1.26	1.78	-0.1	-0.23	-0.52	-0.4	-0.58	-0.49	-0.59	1.76	-0.31	-0.16	-0.72	0.24	1	0
CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C	-0.52	0.07	-0.88	0.65	0.01	-0.49	-0.18	0.03	-0.49	2.34	-0.57	4.01	-0.16	1.16	-0.28	0	1
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12	-0.34	-0.61	1.14	-0.47	-0.27	-0.1	-0.47	-0.52	-0.49	0.63	-0.57	-0.31	-0.16	0.03	0.12	1	1
CCCC(C)(COC(N)=O)COC(=O)NC(C)C	-0.25	0.83	-0.92	1.58	-0.15	-0.7	-0.19	-0.13	2.99	-0.34	-0.57	-0.31	-0.16	-0.72	-0.66	1	1
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	0.22	0.01	-0.79	-0.28	0.36	0.53	0.85	2.12	-0.49	0.14	-0.57	-0.31	-0.16	-0.96	0.01	1	1
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	-0.89	-0.59	-1.28	0.84	-0.69	-0.07	-0.38	-0.54	-0.49	-0.83	-0.57	-0.31	-0.16	-0.05	-0.66	0	0
CCCCCCCCCCCCCCCCCCCc1cc(O)cc(O)c1	-1.11	-0.27	-0.81	-0.1	-0.65	-1.03	-0.46	-0.62	-0.49	-0.83	-0.57	-0.31	-0.16	-0.65	-0.05	0	1
CCNCc1cc(=O)oc2cc(OC)ccc12	0.37	0.77	0.44	-0.47	0.55	-0.15	0.18	0.4	-0.49	-0.34	-0.57	-0.31	-0.16	-0.72	0.07	1	1
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	0.39	3.87	-0.62	-2.15	0.55	1.72	1.31	2.05	0.38	-0.59	-0.57	-0.31	-0.16	-0.74	-0.64	1	1
CNCCC(Oc1ccccc1C)c1ccccc1	-0.9	-0.42	1.8	-0.1	-0.09	-0.78	-0.49	-0.62	-0.49	-0.59	-0.57	-0.31	-0.16	0.91	0.85	1	1
COc1cc2ccc(=O)oc2c(OC)c1OC1OC(CO)C(O)C(O)C1O	1.19	-0.29	1.03	-0.47	-0.28	-0.26	-0.04	-0.13	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.6	0	0
O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F	1.87	0.72	-0.41	1.02	0.97	1.56	1.81	0.71	2.99	0.39	-0.57	-0.31	-0.16	-0.96	-1.1	1	1
C#CCN(C)C(C)Cc1ccccc1	-1.27	-1.46	3.97	-0.47	0.17	0.4	-0.43	-0.55	-0.49	-0.34	-0.57	-0.31	-0.16	1.19	-0.05	1	1
C=C/C(C)=C/CC=C(C)C	-1.05	-1.37	0.58	0.28	0.54	-0.21	-0.45	-0.55	-0.49	-0.83	-0.57	-0.31	-0.16	0.77	-0.66	0	0
