SMILES	GATS2Z	ATSC0c	SLogP_VSA2	F02(O-O)	GATS2v	GATS1se	ATSC1se	ATSC7c	GATS2se	ATSC1dv	MINssCH2	VSA_EState2	AATS4s	EState_VSA5	ZMIC1	observed	predicted
COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl	-2.50065	-0.39645	-0.81165	-0.5653	-5.32872	0.34176	-0.34403	-0.08901	1.0091	-0.33989	1.15973	-0.88564	-0.21636	0.10225	0.46241	1	1
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O	0.44303	3.6884	3.93691	0.75254	1.45726	1.76531	-4.9291	-0.75872	0.75083	-0.83641	-2.08243	-0.39617	0.61833	0.08439	1.86522	0	0
O=P1(N(CCCl)CCCl)OCCCN1CCCl	0.56915	-0.88233	0.56769	0.09362	0.12024	0.25208	-0.73183	0.08162	0.33142	-1.6041	0.1808	-1.12022	-0.36091	-0.921	0.17858	1	1
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1	1.97547	-0.29275	0.17599	0.09362	-0.43062	-1.36492	1.50023	0.04345	0.10205	0.02548	0.72157	-0.12776	-0.67499	-0.921	-0.72567	1	1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1	1.50572	0.81552	0.49179	0.75254	0.3924	-0.1093	-0.7054	0.11647	-0.59819	0.03938	-1.40447	1.69822	1.01125	0.42363	-0.49367	0	0
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12	0.59705	-0.82556	0.07536	-0.5653	-1.38055	0.43898	0.89234	-0.15404	1.75613	0.03811	0.90871	-0.54831	-1.02475	0.66428	-0.90386	1	1
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O	1.24843	-0.80397	-0.70224	-0.5653	1.19736	0.99963	0.2947	0.22731	-0.14655	0.0304	0.21902	-1.12022	-1.10812	2.77538	0.67061	1	0
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	-1.17556	0.53069	-0.52445	0.75254	-1.76112	0.0108	-0.23327	0.18922	0.16079	0.04971	-0.45895	0.26751	1.87037	-0.14755	-0.88917	1	1
CN1CCCC1c1cccnc1	1.43334	-1.29263	-0.66635	-0.5653	-0.09262	0.55649	0.66912	0.21429	2.56864	-0.67433	1.85551	-0.72786	-1.15833	0.87441	-1.38189	0	0
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O	0.19289	0.53487	0.85374	0.09362	-0.70662	-0.26968	0.48595	-0.08926	0.63863	1.50047	0.56326	0.62541	-0.35416	0.37794	-0.00549	1	0
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O	-0.201	-0.71347	-1.08803	0.09362	-0.03945	-0.30895	0.3864	-0.17339	-1.5143	0.25358	1.80969	-0.48795	-0.96692	1.70447	-0.05197	1	1
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	-0.46859	-0.27919	-0.69389	0.09362	-0.11095	0.04567	0.19387	0.35497	-0.33364	0.47381	-0.62996	-0.23308	-0.33324	0.2673	-0.7064	1	1
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1	0.06126	0.51571	0.60657	-0.5653	0.62308	1.43963	-1.7352	0.31161	0.75463	-1.06273	-1.53494	-0.25594	1.10776	-0.921	-0.86666	1	1
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1	0.76023	1.25977	1.72937	0.09362	-0.62042	-0.12797	-0.15452	-1.02895	-0.23569	1.05885	0.37727	1.75487	-0.17384	0.78962	-0.36006	1	0
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1	0.66855	0.39724	-0.05932	0.09362	-0.05869	-0.38525	0.81061	1.93262	0.71732	-0.25239	0.35202	-1.12046	-0.12278	-0.40937	0.40825	1	1
CCN(CC)CC(O)CNC(=O)c1c(OC)c2ccccc2n1-c1ccccc1	0.4803	0.11241	0.57132	-0.5653	-0.25327	0.38221	0.24098	0.24959	0.81994	0.76211	-0.28144	-0.20163	-0.30988	-0.921	0.66336	1	1
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2	0.05895	-0.70688	-0.13186	-0.5653	-1.65003	0.59372	0.73753	0.38637	2.41812	0.25111	1.39431	-0.68154	-1.09422	0.6021	0.03423	1	1
NS(=O)(=O)c1cc2c(cc1Cl)N=CN(CSCc1ccccc1)S2(=O)=O	1.08336	-0.58988	-0.33039	0.75254	-0.51479	-1.9259	1.33793	-0.74746	-0.81682	-1.99523	-0.36917	-0.91749	0.63446	0.81806	0.67648	0	0
Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1	-0.96207	1.86484	0.37284	0.75254	0.66016	0.50111	-1.80174	-1.7854	-1.02426	-0.17789	-1.41949	2.51427	0.91073	0.39801	0.07604	1	0
OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O	0.94431	0.90328	1.64891	-0.5653	2.47285	1.95275	-2.4361	0.63922	0.51761	-1.78368	-2.22998	-1.12022	0.78576	-0.921	0.33049	0	0
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O	0.12519	0.56098	1.11169	0.09362	1.1745	0.9297	-1.41782	-0.47779	0.23582	-0.86874	-1.87602	0.16386	1.84819	-0.921	-0.58001	0	0
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O	-0.82544	1.25184	-0.5053	-0.5653	-0.76629	0.71218	-0.87624	0.31274	0.36937	-0.4841	-0.58878	-0.38792	1.44512	0.46371	0.07678	0	0
CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1	0.15552	0.92878	-0.2575	0.09362	0.20578	0.74224	-0.61694	0.19501	0.17307	-0.07751	-0.09392	-0.44188	-0.10227	-0.04792	-0.1597	1	1
CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1	0.33789	-0.01579	-0.01011	0.09362	1.06291	-0.04637	0.16289	-0.9852	0.11581	0.55229	0.0099	0.28221	-0.35162	-0.42276	-0.66951	1	1
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65	-2.85035	2.28591	-0.42278	-0.5653	-2.81932	0.45914	-1.66168	0.42008	-0.85559	0.04892	0.41557	0.54894	1.6507	-0.04792	2.97415	0	0
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	-0.42942	-0.35081	-0.86336	0.09362	-0.2391	-0.0891	0.3599	-0.3524	-0.51913	0.22877	0.49695	-0.46339	-0.48993	-0.52065	-0.80752	1	1
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12	0.58399	-1.30934	-0.83583	-0.5653	-0.91538	1.26548	0.67368	0.18923	3.24395	0.07536	1.20817	-0.98201	-1.11726	0.25454	-0.02368	1	1
N=c1nc(N2CCCCC2)cc(N)n1O	-0.13892	-0.18489	-0.51215	-0.5653	0.83138	0.85567	0.43838	0.13794	-0.54571	-0.15214	1.2918	-0.75541	-0.24199	-0.45895	-1.16365	1	1
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C	-0.78654	-0.54074	-0.6779	0.09362	-0.30651	-1.41712	0.58802	0.4625	-0.9526	1.42543	0.63083	1.08577	-0.79499	0.37933	0.04958	1	1
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21	0.3457	0.51066	0.52891	0.75254	1.20764	-0.47214	0.13551	-0.91378	-0.72985	0.5962	-0.09739	1.2242	-0.27288	-0.921	0.39306	0	0
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl	-0.77184	0.50822	0.07962	0.75254	-0.91422	-0.05434	-0.15085	-0.48848	0.49989	0.70926	-0.4166	0.40799	0.21913	-0.40937	-0.11983	1	1
NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl	0.18605	-0.62553	-0.4771	0.09362	-0.61131	-1.37021	1.01027	-0.81801	-0.70839	-1.28084	0.48942	-1.06489	0.40443	-0.04792	-0.48413	0	1
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1	0.85785	0.12698	0.29157	-0.5653	-0.71701	-0.02352	0.52047	1.24959	1.50752	0.57564	0.37245	-0.22165	-0.1491	0.0031	-0.16135	1	1
c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1	1.10214	-1.06927	-0.82112	-0.5653	0.46549	0.79381	0.5595	-0.2135	0.84993	-0.56231	1.24352	-0.84114	-0.90596	0.29964	0.19845	1	0
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O	-0.88782	-0.17483	-0.33958	0.75254	-0.05151	-1.24496	0.84947	-0.20345	-0.94928	-0.78636	-0.23899	-0.47199	-0.13815	-0.17465	0.34328	1	1
CCCCCCCCCCCCCCCCCCCCCCO	3.64003	-1.14606	-1.06635	-0.5653	3.65417	1.61208	0.43515	0.1418	0.44607	-1.34842	0.12408	-1.12022	-1.50914	7.8579	2.28848	0	0
NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1	-1.05727	0.72577	-0.20894	-0.5653	0.7478	1.45945	-0.90972	0.97101	-1.08501	0.23678	0.5074	-0.13131	-0.29781	-0.921	1.22132	0	0
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	0.5343	-0.16738	0.1425	0.09362	0.23807	0.056	0.23375	1.71862	0.0656	0.05111	0.80101	-0.00244	-0.5812	1.1853	-0.43344	1	1
C#CCNC1CCc2ccccc21	1.39958	-1.31258	-1.24211	-0.5653	0.58742	1.93925	0.53063	0.15277	1.90156	-0.94633	0.71981	-1.12022	-1.00154	0.8038	-1.13931	1	1
CC[N+](C)(C)Cc1ccccc1Br	-1.9292	-1.27742	-0.61036	-0.5653	-1.85117	0.69621	0.68404	0.1182	2.97167	-0.60232	1.56855	-1.12022	-1.40601	-0.19879	-0.78015	0	0
COc1cc(N)cn[n+]1-c1ccccc1	0.03152	-0.54363	-1.04951	-0.5653	-0.46686	0.61208	0.57899	0.26016	1.20127	-0.55651	0.94016	-1.12022	-0.22919	-0.921	-0.68288	1	1
O=NN(CCCl)C(=O)NC1CCCCC1	0.35838	-0.95605	-0.4613	-0.5653	2.16553	-1.89171	1.3115	0.09592	-1.11831	-0.11158	-0.32033	0.19002	0.1438	-0.45895	-0.7546	1	1
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	-0.28359	0.20639	-0.17031	0.09362	0.418	-0.1802	-0.32892	0.34484	-0.56614	0.18279	-1.49465	-0.47646	0.10963	-0.04792	0.52345	0	1
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1	0.49865	-0.18936	-0.22991	-0.5653	0.8751	0.55918	0.03082	0.2472	0.43771	-0.15379	-0.15907	-0.46852	-0.7176	-0.42276	-0.84664	1	1
CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O	1.27616	0.34981	-0.0447	1.41146	-0.3686	2.00922	-2.20878	-0.17273	0.00959	-0.97702	-1.89188	0.64648	-0.33317	-0.01036	-0.87031	0	0
COc1ccc2c(c1)C(CCNC(C)=O)C=N2	0.1572	-0.56775	-0.58814	-0.5653	-0.37202	-0.25812	0.40149	0.69438	0.46616	-0.0943	0.72724	-0.21032	-0.62543	-0.02241	-1.13267	0	1
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	-0.80101	0.85767	0.25614	-0.5653	0.9416	-0.94894	-0.69816	-1.93843	-0.85305	0.50156	-3.98618	-0.37546	0.08783	-0.921	0.61813	1	1
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O	0.54188	0.86232	0.71755	0.75254	1.84504	0.03017	-0.44285	-0.75806	-1.01487	-0.04709	0.04591	1.14271	-0.19749	-0.5684	0.54703	0	0
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1	1.58053	-1.09135	-0.20238	-0.5653	0.49451	1.33729	0.78364	0.04018	3.08367	0.04508	1.68453	-0.81034	-1.19671	2.14608	0.59129	1	1
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1	1.03615	-0.62074	-0.05458	-0.5653	0.61951	0.01359	0.46265	0.13033	0.23933	-0.23787	1.44402	-0.03185	-0.79607	0.26393	0.38178	0	0
CCCCN1CC(O)C(O)C(O)C1CO	1.37719	-0.10577	0.89445	-0.5653	2.09961	1.44109	-0.6106	0.0366	0.46427	-1.11383	-1.04756	-1.00985	-0.03992	-0.921	-0.57291	1	1
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2	-1.22356	-0.9278	-0.12245	-0.5653	-1.70864	-0.72785	0.87668	0.1967	0.69117	0.4394	0.34693	-0.70541	-0.58642	-0.921	0.24147	1	1
C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC	0.34878	-0.24208	0.54174	-0.5653	-0.09356	-0.37452	0.86586	-0.17072	0.62296	0.40016	0.62191	-0.22819	-0.33904	-0.921	-0.8999	1	1
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O	0.22933	-0.4173	-0.25123	-0.5653	0.29624	0.12705	0.25702	-0.2583	0.34078	0.15252	-0.17017	-0.40753	-0.78232	-0.921	-0.73539	1	1
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21	-1.56317	-0.77514	-0.82326	-0.5653	-0.94578	-1.24386	0.42522	0.05832	-0.63652	-0.13555	-0.98469	0.53706	0.73895	-0.5684	0.24885	1	1
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O	-2.88436	0.01388	-0.70294	0.09362	-1.18252	-1.47891	0.88391	0.54435	-1.40084	0.45669	0.25918	0.91042	2.37439	0.07548	-0.39873	1	1
COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C	0.23925	0.02267	0.58555	0.09362	-0.08199	-0.60168	0.4819	0.94248	0.23952	1.44827	-0.78921	0.26269	-0.84457	0.02717	0.41801	1	0
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1	-2.16309	-1.06837	-0.85293	-0.5653	-0.72657	0.38046	0.41426	0.21746	0.43906	-0.51095	1.24969	-0.97327	-1.21998	1.78959	0.17317	1	1
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	0.85638	-0.15539	0.5765	0.09362	0.53824	-2e-05	0.18501	0.03529	0.35625	-0.33765	-1.10018	-0.23256	-0.1392	-0.921	-0.36944	0	0
C[N+](C)(C)CC(O)CC(=O)[O-]	0.16753	0.03368	0.21349	0.09362	-1.12479	-0.1751	0.17506	-2.50987	-0.05602	-0.52263	-1.21601	-0.51895	-0.17026	-0.921	-1.35139	0	0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	0.66092	1.17289	1.92274	-0.5653	2.39803	-0.55934	1.04995	-1.88067	-0.65536	1.23315	-0.87838	2.38389	-0.1758	-0.42276	2.27536	0	0
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1	0.96076	-0.8154	-0.17157	-0.5653	-0.33967	-0.30072	0.67969	0.16686	1.8759	0.15829	0.53603	-0.99333	-0.9077	1.08214	1.61152	1	1
CC(=O)NC(CS)C(=O)O	0.35037	-0.30963	-0.48608	0.09362	1.44575	0.22566	-0.25877	0.26113	-1.04511	-0.58497	-0.42304	0.11092	0.7561	-0.42276	-1.37599	0	1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O	-1.64283	-0.5873	-0.68414	-0.5653	-0.69176	-0.36548	-0.12147	0.28806	-0.48151	-1.00903	-0.89429	-0.16725	0.15104	-0.921	0.15555	1	1
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	1.01365	-1.13904	-0.37363	-0.5653	-0.46296	1.27461	0.7685	0.26586	3.0621	0.13232	1.5286	-0.83141	-1.13833	0.69824	0.18689	1	1
CCN1CCC(CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1	0.4333	-0.1179	0.32105	0.09362	-0.22833	-0.89691	0.76214	-1.01885	-0.08602	-0.63454	0.49105	-0.24428	-0.07837	0.90025	-0.45411	0	0
Cn1cc[nH]c1=S	-1.91869	-1.13936	-1.13988	-0.5653	-2.16028	2.15552	0.3869	0.1418	1.13187	-0.91198	1.25212	-0.94939	-1.3384	-0.921	-1.58712	1	1
O=[N+]([O-])OC1COC2C(O)COC12	0.30312	-0.38484	0.16154	1.41146	1.127	-0.61807	0.89048	0.46314	0.50185	-0.9416	-0.45452	-0.25773	0.17298	-0.921	-0.82098	1	1
CC(=O)c1cc(C(O)CNC(C)CCc2ccccc2)ccc1O	0.45541	-0.23525	-0.49271	-0.5653	0.7385	0.36963	0.00864	-0.13834	-0.2202	-0.27963	0.17902	-0.43178	-0.32638	0.41413	-0.05163	0	0
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12	-1.76309	1.07383	-0.5561	0.75254	-0.89897	-0.29798	-0.50627	1.7418	-0.79319	1.01032	-0.09366	1.75211	0.81942	-0.15581	-0.0198	0	0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O	0.27399	0.50107	0.54602	0.75254	1.06829	-0.38165	0.05891	-0.60515	-0.62625	0.4542	-0.105	1.1441	0.035	-0.5684	0.08799	1	0
CN(C)Cc1ccc(CSCCNC(=O)c2cccc[n+]2[O-])o1	2.24428	0.40178	-0.19968	-0.5653	-0.01705	-0.8592	0.98409	-0.37212	0.42982	0.26182	0.38887	-0.28633	0.04802	-0.03853	-0.43177	1	1
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C	-0.005	0.89071	0.49572	1.41146	-0.69361	-0.45152	-0.14613	-0.79777	-0.63189	1.14495	-1.70741	1.96406	0.1856	0.278	0.59421	1	0
NC(CCS)C(=O)O	0.7534	-0.54866	-0.68695	0.09362	2.52722	0.90105	-0.22271	0.23332	-1.12924	-0.95516	0.23649	-0.52419	0.26929	-0.921	-1.62239	1	1
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1	-0.72783	-0.94677	-0.2807	-0.5653	-0.27987	-1.3711	0.95748	0.19792	-0.02371	0.35154	0.75949	-0.19143	-0.72859	-0.921	0.32426	1	1
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C	0.86441	-1.2826	-1.07086	-0.5653	0.47192	2.09621	0.56223	0.07876	1.07488	-0.19827	1.61185	-1.12022	-1.28044	-0.1203	0.58795	1	1
N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2	0.40374	-0.58569	0.10584	-0.5653	1.07388	-0.14948	0.25718	1.29376	-0.48164	-0.21855	-3e-05	-0.2702	-0.82715	-0.45895	-0.04788	1	1
Cc1nnc(C(=O)NC(C)(C)C2=NC(=C(O)NCc3ccc(F)cc3)C(=O)C(=O)N2C)o1	-1.85548	1.21329	0.44721	-0.5653	-1.15992	-0.35701	-0.55969	-4.26648	-0.57789	1.63918	-0.5375	1.42962	0.76567	1.83056	-0.17346	1	1
C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC	0.31921	-0.96729	-0.90389	-0.5653	0.57478	-0.57628	0.38849	0.23203	-0.74191	-0.02443	0.81727	-0.41561	-0.87119	-0.51995	-0.41633	1	1
CC(=O)NC1C(NC(=N)N)C=C(C(=O)O)OC1C(O)C(O)CO	-0.19139	1.90768	1.09469	0.09362	1.67716	1.50531	-2.60598	2.01509	0.00887	-0.88185	-2.27516	0.22977	0.45627	-0.42276	-0.58337	0	0
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1	-0.10635	-0.57	-0.89137	0.09362	0.78178	-0.90863	0.28053	0.24876	-1.26746	-0.7224	-0.8964	0.2096	0.19219	-0.921	0.2644	1	1
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1	-1.75942	-0.24097	-0.89137	0.09362	-0.44885	-0.35658	-0.10486	0.77813	-1.14458	-0.81975	-1.05034	0.26854	0.76162	-0.921	-0.0032	1	1
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1	0.50062	0.32913	0.58965	-0.5653	-0.86096	-0.03619	0.34903	0.19063	0.59598	1.01176	0.82145	0.59204	-0.21797	0.35135	0.2837	1	1
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1	-0.31959	-0.84425	0.6022	-0.5653	-0.71485	0.16546	0.41772	0.14147	1.11227	-0.51671	-0.11797	-0.67295	-1.13709	0.98531	0.74658	1	1
CC(C)CC1C(=O)N2CCCC2C2(O)OC(C)(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)C(=O)N12	-0.4868	0.71218	1.67773	0.09362	-0.2108	-0.23031	-0.0402	-1.13523	-0.60038	2.14004	0.19642	1.87155	-0.19481	1.11814	0.48091	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12	-1.44807	0.15417	-0.25866	0.75254	-1.33866	-0.95952	1.42638	1.41999	-0.31393	1.86337	0.58111	0.40818	0.44811	-0.40937	-0.13472	0	0
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O	0.78378	4.22426	4.16586	2.07038	2.07175	0.95669	-3.15509	-5.09194	0.11943	0.49056	-2.03395	0.38577	0.29466	0.01447	4.37409	0	0
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O	1.00307	2.13235	2.76088	0.75254	2.19149	1.8305	-3.36544	-1.66991	0.87963	-1.0569	-1.76935	-1.12022	0.21583	-0.921	1.71322	0	0
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341	-0.68992	0.2809	0.19071	0.75254	-0.87801	-0.51771	0.37446	-1.05506	-0.11025	1.09002	1.23434	0.42193	-0.63083	0.47583	-0.4209	0	0
CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1	0.35836	0.66685	0.20739	0.75254	-0.62374	-0.06303	0.47606	-0.64992	-0.1696	1.34774	0.63816	0.52361	-0.37625	-0.921	0.50584	0	0
OCC1OC(O)C(O)C(O)C1O	0.89934	0.29265	0.67238	0.09362	2.37986	2.0289	-2.09525	0.17075	0.81183	-1.73391	-1.71342	-1.12022	1.7184	-0.921	-0.38038	1	0
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC	-1.72305	-0.0225	0.25947	-0.5653	-1.09197	-0.00335	0.35408	1.41865	1.0587	0.45857	0.67624	-0.22013	-0.21812	-0.45895	-0.38054	1	1
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5	-0.33635	-0.18692	-0.05252	-0.5653	-0.66683	-0.25909	0.27844	-0.0375	-0.00992	0.15221	0.61953	-0.22304	-0.74008	-0.52065	-0.8326	1	1
O=c1[nH]cnc2c1ncn2C1CCC(CO)O1	0.18195	-0.13858	-0.19505	-0.5653	-0.06073	0.61813	-0.5068	0.35045	0.43228	-0.5008	-0.61707	0.20493	0.31318	-0.46568	-1.09454	1	1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O	0.21133	2.24257	3.62415	1.41146	0.08742	0.45116	-0.67953	-0.41241	0.76419	3.19696	-0.41339	0.68467	-0.25059	0.60049	3.00852	1	1
NNc1nncc2ccccc12	-0.05545	-1.07869	-1.1179	-0.5653	-0.40769	0.09504	0.7607	0.25965	0.19117	-0.86472	1.25212	-1.12022	0.10762	-0.921	-0.99186	0	0
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1	0.03774	-0.35191	-0.35679	-0.5653	0.51687	-1.0967	0.60492	0.50893	-0.39888	0.29749	-0.09626	-0.8163	0.33752	-0.04792	-0.40868	1	1
O=C1NS(=O)(=O)c2ccccc21	0.07179	-0.94089	-0.97754	0.09362	-0.31917	-1.98378	0.89574	0.1418	-1.18332	-1.7163	-0.45532	-0.45664	4.24579	-0.04792	-0.83988	1	1
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O	-0.68932	0.53495	0.23143	3.38822	0.16702	0.63304	-2.17145	0.58564	-1.19838	-0.86859	-2.42106	1.43188	-0.43067	-0.921	-0.03239	1	1
COc1ccc(OC)c(C(O)CNC(=O)CN)c1	0.54958	0.30934	-0.1615	-0.5653	-0.5	0.86146	-0.43843	-1.31056	1.12583	-0.33199	-0.86258	-0.45866	0.16886	0.10225	-0.87956	1	1
Cc1cc(=O)n(-c2ccccc2)n1C	-0.74136	-1.09694	-1.14625	-0.5653	-0.88604	-1.3124	0.90694	0.14731	-0.09032	-0.04516	0.63459	-0.42376	-0.1888	-0.921	-0.76262	1	1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1	2.06026	0.90419	0.8569	0.75254	0.24133	-0.26526	-0.57496	-0.14026	-0.50307	0.08546	-1.00825	2.07435	0.23566	1.27003	-0.28503	0	0
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1C	0.47415	1.01547	1.99714	0.75254	0.70201	-0.06621	-0.02872	-0.21964	0.2933	1.7588	-1.17849	1.27971	-0.42336	-0.921	1.25678	1	0
Cc1cnc(C(=O)O)c[n+]1[O-]	-1.94843	0.20431	-0.91855	0.09362	-0.99396	-0.61495	0.39393	-0.06117	-0.55751	-0.63489	0.64985	-0.29384	2.13183	-0.47507	-1.55223	1	1
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	-0.98214	-0.71667	0.20982	-0.5653	-0.78693	-1.29831	0.49783	0.44806	-0.15564	0.69426	-0.67973	0.15398	-0.19755	-0.48446	0.2758	1	1
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O	0.11859	0.59002	0.39881	3.38822	1.16817	2.09855	-3.34446	-0.69556	-0.93527	-2.46836	-2.04938	1.12888	1.94075	-0.921	0.0353	0	0
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O	0.97156	3.64566	4.55062	1.41146	1.99978	1.80448	-5.32753	-0.82333	0.9842	-1.22378	-1.9834	-1.12022	0.37333	-0.921	3.41431	0	0
COc1ccc(OC)c(Cc2cnc3c(C)c(N)nc(N)c3n2)c1	-0.86775	0.32458	-0.47269	-0.5653	-1.85284	1.1117	-0.15504	-0.57356	1.21019	0.7464	0.45071	-0.32902	0.00422	-0.921	-0.37224	1	1
