SMILES	Mor12u	C-005	C-019	ATSC6p	AATSC8Z	MATS1c	MATS1se	BELpe-1	R1s	Vu	TDB04v	Mor09m	Mor13m	JGI1	B02[O-O]	B09[C-C]
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	-2.435	0	0	-0.08684494807393373	-0.35140882509303567	-0.46719043712154185	-0.2790235934746627	2.36	9.385	0.482	0.129	-1.877	-2.263	0.2222222222222222	1	1
CCCNC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)OC)[C@@H](C)CC	-1.238	1	4	-3.4186242598079994	0.09650568966747601	-0.5489545845030287	-0.046020148810675884	2.34	5.401	0.321	0.131	-1.787	-1.412	0.1896551724137931	1	1
COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C([C@@]34C)[C@]2(C)C1=O	-0.768	2	3	5.769236718273504	-0.4897959183673465	-0.3769759919015492	-0.009176581099245762	2.26	5.903	0.348	0.26	-0.55	-1.488	0.27419354838709675	1	1
CC1OC(OC2CC[C@]3(C)C(CCC4C3CC[C@@]3(C)C(C5=CC(=O)OC5)CC[C@]43O)C2)CC(O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	-4.315	0	1	3.4634733571521137	0.4060293649076446	-0.4682209039789099	-0.11812481500128172	2.28	7.655	0.541	0.09	-4.219	-3.692	0.24615384615384617	1	1
COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(/C)C=O	-2.061	1	1	3.060912650164762	0.6818711023504054	-0.4473078735314113	0.008517252990420162	2.24	5.48	0.405	0.122	-1.307	-0.231	0.22000000000000003	1	1
COc1ccc2c3c1O[C@@H]1C(=O)CC[C@]4(O)[C@H](C2)N(C)CC[C@]314	1.088	2	0	-3.2642855557164596	-0.7036192647477909	-0.31105474425611773	-0.04789209027079179	2.23	8.255	0.476	0.768	-1.302	-2.15	0.22222222222222218	0	1
CC(=O)OC1CC2[C@](C)(CCC[C@@]2(C)CO)C2CCC3C[C@]12C1O[C@@]31C	-2.472	0	1	8.138496021592148	-1.5444827586206897	-0.4807916457468692	-0.014808544335901461	2.29	5.283	0.451	0.216	-0.575	-1.783	0.3333333333333334	1	0
CCC(C)C(=O)OC1CC2CC[C@@]1(C)C2(C)C	-1.591	0	1	-1.9240598956108823	-0.8638340544438433	-0.6048911412205478	0.02213464009487319	2.31	4.225	0.43	0.177	-0.864	-0.946	0.3333333333333333	1	0
CCCCCCCCCCCCCCCC(=O)OCc1cc(OC)c(C/C=C(\C)CC(=O)C=C(C)C)c(O)c1C=O	-2.007	1	1	0.25021429033769826	0.4334072022160666	-0.42387173119321087	-0.00937911475575243	2.23	5.555	0.46	0.076	-2.747	-1.975	0.1707317073170732	1	1
CNCCOC(c1ccccc1)c1ccccc1	-1.505	1	0	-3.7609567330679146	-0.6908671303500914	-0.251245092016298	0.006465154655972407	2.24	5.448	0.371	0.196	-1.168	-0.95	0.07894736842105263	0	1
O=C(O)C(=O)C(O)=C(O)O	-0.026	0	2	0.5515955348221426		-0.6402201680964562	-0.6166797217824629	2.3	10.567	0.296	0.322	-0.749	-0.279	0.33333333333333337	1	0
CC1=C(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(O)C[C@]5(C)C4CC[C@]3(C)C12	-3.998	0	1	6.422821069415159	0.3952850930293374	-0.43689226798942643	-0.1261067170054765	2.27	7.371	0.52	0.078	-3.96	-4.5	0.2318840579710145	1	1
CCC[C@H]1C[C@H](C(=O)N[C@H]([C@@H]2O[C@@H](SC)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](C)Cl)N(C)C1	-0.864	2	1	1.7140423662030346	-1.9052380952380952	-0.48022812215044175	-0.10241140104003488	2.35	5.937	0.44	0.145	-0.718	-0.91	0.2321428571428571	0	1
N=C(N)N	-0.398	0	0	0.0		-1.0241727415807105	-0.8089305042658843	2.44	6.257	0.242	0.054	-0.176	-0.165	0.5	0	0
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2	-0.973	0	1	-4.296489551729497	-1.047483380816714	-0.4997948859468982	-0.07718461961421313	2.24	5.357	0.422	0.155	-0.757	-1.392	0.2727272727272727	0	1
CNC(C)Cc1ccccc1OC	-0.854	2	0	-1.669961851182901	1.5961111111111108	-0.30316157209850236	0.005014548123015963	2.24	4.758	0.386	0.21	-0.819	-0.834	0.1923076923076923	0	0
NC(CC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	-1.091	0	3	-0.7399715279650201	-0.2704477611940299	-0.6496125962917795	-0.18398886446113893	2.23	8.947	0.414	0.205	-1.977	-1.051	0.22916666666666666	1	1
CC(/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)CC(O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(/C)C1C=C2C(C)(C)CCC[C@]2(C)O1	-2.855	0	0	15.31868746676719	1.2222752780328536	-0.4047705385542593	0.009329930236491058	2.24	5.073	0.422	0.092	-1.712	-2.525	0.31521739130434784	0	1
C[C@@H](O[C@H]1OCCN[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	-0.847	0	0	2.0807953052757395	1.7935010482180296	-0.5682063202667669	-0.03860293709934986	2.23	9.12	0.709	0.194	-3.33	-0.766	0.296875	1	1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C	-5.229	3	2	1.5895820423072444	-0.1634441043985019	-0.40209443349104557	-0.0316223068018019	2.26	6.087	0.41	0.064	-2.454	-2.989	0.22535211267605632	1	1
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O	-2.198	0	2	-0.6840697926800143	-0.5511712179159937	-0.5455866391562237	-0.07870828851542838	2.23	7.534	0.508	0.132	-3.278	-1.931	0.18181818181818177	1	1
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=O)C(C)(C)CCC1	-0.898	0	0	8.287656685473902	1.5920088392921685	-0.16371372023575284	1.080705290661953e-16	2.24	5.112	0.395	0.161	-0.644	-1.233	0.26190476190476186	0	1
NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC=O)C(=O)O)C(=O)O)C(=O)O)C(=O)O	-2.816	0	7	0.08528250627049494	0.3967620068901338	-0.7070929979985299	-0.17550503038378468	2.36	9.56	0.556	0.116	-2.501	-1.406	0.2714285714285714	1	1
CSc1nc(-c2ccnc(NC(C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1	-0.973	1	0	-1.383577944568799	0.8251000000000003	-0.6205892813808949	-0.045043358126453506	2.24	6.757	0.393	0.189	-2.69	-1.22	0.171875	0	1
O=C(O)CNC(=O)C1CCCN1	-1.135	0	2	-0.7633749247877497	-6.3568376068376065	-0.6716214150243695	-0.1575554405516022	2.37	5.664	0.395	0.195	-0.956	-0.405	0.20833333333333334	1	0
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1	-0.313	0	2	1.2776876263433277	-3.008185721953838	-0.5333371340747288	-0.021150441363631006	2.27	4.534	0.282	0.203	0.225	-0.663	0.25	1	0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)C1C(O)C[C@]2(C)C3CC=C4C(CCC(O)C4(C)C)[C@@]3(CO)C(=O)C[C@]12C	-2.365	0	1	1.4511623215125484	0.6302539344843575	-0.5046810550675637	-0.06911092342643485	2.26	6.453	0.461	0.153	-1.518	-1.914	0.3720930232558139	1	1
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1	-1.409	1	0	-3.136694883532359	0.2950361604207755	-0.4083913067687416	-0.039588716176864526	2.24	5.907	0.454	0.235	-0.542	-1.122	0.26315789473684204	0	0
C=CCC1/C=C(\C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(/C(C)=C/C3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC	-3.187	3	2	0.4911225331843456	-0.43616904247353605	-0.41885006408884895	-0.03880608217239184	2.28	6.067	0.358	0.081	-2.792	-2.728	0.24166666666666672	1	1
CCCCCN(CCCCC)N=O	-1.333	0	0	1.051294250512137	-0.9050660264105642	-0.32862510465967054	0.40924065794314823	2.37	6.003	0.565	0.139	-0.307	-0.377	0.12499999999999999	0	1
COc1c(O)c(C)c(C=CCCCCCCCCO)c(O)c1OC	-1.008	2	0	-2.934564333969944	0.05308905771868743	-0.4380482344417297	-0.08539455395550186	2.23	6.211	0.452	0.139	-1.066	-1.149	0.12499999999999999	0	1
CCCCCCCS	-0.58	0	0	0.09534181000000053	-4.340277777777777	-0.2982363064795409	-0.10558161397753527	2.36	3.042	0.421	0.169	0.081	-0.061	0.07142857142857142	0	0
N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1	-0.447	0	1	-2.5436055596795413	2.2903225806451615	-0.36671476132504544	-0.05089117925773715	2.24	8.026	0.571	0.392	-0.432	0.33	0.17391304347826086	0	1
CCOc1ccc2c(CCl)cc(=O)oc2c1	0.262	0	1	0.6323452870394288	-3.368132264818424	-0.5084856922338188	-0.03490544462528889	2.22	5.417	0.512	0.322	-0.733	-0.304	0.20588235294117646	1	0
CC1CNC(=O)NC1=O	-0.528	0	1	0.24617907183604143		-0.9097518907452146	-0.13925305639167454	2.36	6.571	0.596	0.216	-0.46	-0.599	0.2777777777777778	0	0
CC1CCC2C[C@@]3(OC2(C)C)C(C)CCC13	-1.932	0	0	-5.427122786567305	3.8117913832199557	-0.39170450416941155	0.06123027985015558	2.33	3.777	0.406	0.245	-0.619	-0.785	0.33333333333333337	0	0
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1	-0.844	0	0	1.014341151277037	0.23666972757881852	-0.9001021646603206	-0.2096860405447264	2.25	5.827	0.364	0.18	-0.642	-0.437	0.2941176470588235	0	1
COc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12	-0.895	1	0	1.4289199194235829	-0.5704843820733364	-0.34920299883368583	-0.02119643291080964	2.23	4.642	0.393	0.236	-0.578	-1.369	0.20833333333333331	0	1
O=C(NN=Cc1cc(Br)c(O)c(Br)c1O)c1ccc(Cl)cc1	0.188	0	1	-1.1631237213590278	3.4213441880394195	-0.5094886933428961	-0.1437900299876847	2.24	6.683	0.393	0.292	-1.724	-2.096	0.21739130434782605	0	1
Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21	0.246	2	0	-1.7603644894544455	8.20010758472297	-0.20876194654662594	0.02399817105962537	2.21	6.244	0.417	0.37	-0.901	-0.57	0.23529411764705882	0	0
CC(C)=CCC[C@@](C)(O)C1CC[C@]2(C)C1C(O)CC1[C@@]3(C)CCC(OC4OC(COC5OCC(O)C(O)C5O)C(O)C(O)C4O)C(C)(C)C3CC[C@]12C	-3.168	0	0	8.7820918629298	0.3624225599240472	-0.45367751937645345	-0.09389547291203212	2.28	6.427	0.494	0.095	-1.928	-4.134	0.2931034482758621	1	1
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	-1.998	0	1	-2.048861777061449	1.299229922992299	-0.4903439003687634	0.15559430098479743	2.24	7.064	0.522	0.141	-1.805	-1.576	0.13333333333333333	0	1
CC(C)CCCCCCCCCCCCCCC(=O)O	-2.697	0	1	-0.030673385082214455	0.015117157974300868	-0.6580179479562496	-0.037853124059611165	2.35	5.386	0.523	0.093	-0.682	-0.865	0.13157894736842105	1	1
C[C@]12CCC3C(CC=C4CC(O)CC[C@@]43C)C1CC(O)C2O	-2.501	0	0	3.2237446231275353	-0.4336607088391386	-0.4609795723342163	-0.09594504558482186	2.27	5.337	0.474	0.222	-0.559	-1.653	0.28	0	0
CC1(C)O[C@]2(C)CC[C@H]1CC2	-1.028	0	0	5.5312823683267585		-0.4212632281231486	0.053387988493292196	2.32	3.643	0.412	0.229	-0.293	-0.669	0.41666666666666663	0	0
COCC1OC(OC2C(COC)OC(OC)C(OC)C2OC)C(OC)C(OC)C1OC	0.229	8	0	-6.022179122572123	-0.24857454623695577	-0.24784497029979133	-0.060335605751983504	2.36	6.034	0.389	0.128	-2.215	-2.208	0.171875	1	1
O=c1[nH]cnc2sc3c(c12)CCCC3	-0.011	0	1	-0.2627538834279707	12.25	-0.6322560827298088	-0.060988753085796835	2.25	5.021	0.42	0.358	-0.517	-0.536	0.125	0	0
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21	-0.517	1	1	1.3689290392350457	-1.0616399774684167	-0.5233518360772386	-0.0773006162741215	2.23	6.866	0.428	0.328	-1.182	-1.172	0.17391304347826086	0	0
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	-1.183	1	1	-1.5127882920436637	2.102801932367149	-0.5793564141555756	0.03292649164010254	2.23	5.851	0.473	0.152	-2.122	-1.32	0.24285714285714283	1	1
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1	-0.798	1	0	-2.873687498335186	-0.15586249363003235	-0.2645861394097214	0.047848920922814904	2.23	6.264	0.469	0.15	-2.305	-1.67	0.1764705882352941	0	1
NCCCC(N)C(=O)O	-1.063	0	1	0.0388450751339022	5.897959183673469	-0.7154718453132259	-0.24137255847289024	2.36	7.518	0.487	0.189	-0.668	-0.436	0.25	1	0
N#[N+]c1ccc(CO)cc1	-0.531	0	0	0.2239282416149198	-8.96885813148789	-0.03723484149335852	0.002177138729313377	2.24	8.836	0.486	0.29	-0.415	-0.449	0.2	0	0
COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC	-1.248	2	2	9.990384245001994	-0.83671784018633	-0.5117976413069967	-0.08195978978901095	2.24	5.698	0.307	0.138	-0.904	-1.498	0.234375	0	1
CCNc1nc(NC(C)C)nc(SC)n1	-0.166	1	0	-3.335628341828559	-0.5389178240740741	-0.9631529906834033	-0.08309549602402994	2.37	4.393	0.263	0.195	-0.417	-0.428	0.26666666666666666	0	0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21	-2.046	1	0	1.4072886858360367	-2.5846464224842602	-0.2915221251058744	-0.029275206832028576	2.23	5.285	0.447	0.282	-0.415	-0.595	0.1590909090909091	0	1
COC[C@@](C)(O)C1Cc2c(cc(O)c3c(=O)c4ccccc4n(C)c23)O1	-0.241	2	0	-0.7289738109805368	-2.3793103448275863	-0.36741033340003226	-0.08785405382401798	2.2	7.205	0.387	0.237	-2.258	-1.456	0.2068965517241379	0	1
CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1	-0.481	2	1	-10.172846960149414	-0.31580200799689173	-0.42016174793006966	0.03232239979912987	2.23	5.788	0.391	0.185	-1.277	-1.302	0.2222222222222222	1	0
O=c1[nH]c(O)c(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)s1	-1.086	0	0	-0.7728223950287452	-0.7341610427885027	-0.5872131795058495	-0.071506098953414	2.2	7.272	0.479	0.207	-1.628	-1.359	0.2	0	1
CC1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC(O)C(O)[C@@](C)(CO)C5C(O)C[C@]43C)C2C1C	-3.239	0	1	2.3957850697919567	0.42646023926812093	-0.5392684967636169	-0.09354753382217587	2.26	6.503	0.563	0.18	-0.415	-2.472	0.325	1	1
O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1	-0.738	0	1	1.9692791835657073	0.012395025839793128	-0.4981495392771475	-0.055499869351476695	2.24	7.088	0.49	0.162	-2.745	-1.542	0.19999999999999998	1	1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CC[C@]4(C)C3CC[C@]12C	-2.212	0	1	3.847676027152787	-0.6157725171592661	-0.5624438297952948	-0.04990560197575703	2.29	6.037	0.645	0.184	-1.244	-1.259	0.2741935483870967	1	1
CC(O)C(N)C(=O)NC(CCCNC(=N)N)C(=O)O	-2.024	0	2	-1.1063319555367133	-0.38499999999999984	-0.7421514158190254	-0.2555840617901107	2.36	8.778	0.502	0.158	-1.164	-0.697	0.2777777777777778	1	1
C[C@]12CCC3C(C(O)C=C4CC(O)CC[C@@]43C)C1CCC2=O	-2.004	0	0	2.2950234517204073	0.4332235294117645	-0.4463692440708231	-0.06691523920690468	2.26	5.277	0.517	0.237	-0.675	-1.409	0.28	0	0
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(=O)c(c5oc6cc(N7CCN(CC(C)C)CC7)cc(O)c6nc-5c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C	-1.169	1	2	9.498602672793968	-0.10391855619128362	-0.45746506934719033	-0.06981197343392317	2.2	7.181	0.391	0.086	-3.518	-3.581	0.22297297297297297	1	1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	-1.256	0	0	2.159836916448292	-0.7968595041322313	-0.4960028903676439	-0.08609184606277108	2.23	5.403	0.447	0.253	-1.254	-1.218	0.21739130434782605	0	0
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12	0.599	0	2	-6.55920361733355	-0.05506298643986166	-0.546911616625334	-0.09697527287023816	2.2	7.761	0.442	0.267	-1.207	-1.019	0.2068965517241379	1	0
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@@H](O)[C@H]2C[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H](/C(C)=C/[C@@H]2CC[C@@H](O)[C@H](OC)C2)[C@H](C)[C@@H](O)CC1=O	-3.452	2	2	2.078251440447274	-0.4472956813825343	-0.4424552353923479	-0.05244274910903902	2.28	6.121	0.349	0.082	-2.437	-2.755	0.24576271186440676	1	1
O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34	0.579	0	0	-1.7615861675763702	2.612244897959184	-0.021478260556275282	0.3498439612870834	2.17	5.519	0.682	0.444	-1.367	-1.004	0.15909090909090906	1	0
O=P(O)(O)OCC(O)C(O)C(O)C(O)CO	-1.93	0	0	0.013692215626432525	-1.9665526980823547	-0.7212876405994283	-0.4621923581283422	2.13	8.389	0.48	0.196	0.302	-0.009	0.36666666666666664	1	0
CCc1csc(C)n1	-0.517	0	0	0.05712570978286502		-0.5122451594221571	0.06591048040101051	2.3	3.815	0.314	0.257	0.355	-0.334	0.25	0	0
CCc1cccc(CC)c1N(COC)C(=O)CCl	-0.595	1	1	-4.110142403309934	-0.5872576177285329	-0.45145894534659053	0.0014465604763766828	2.24	5.26	0.412	0.234	-0.611	-0.764	0.16666666666666669	0	0
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C	-1.254	2	2	2.8312401201317567	-0.10717405903993259	-0.47128153269960504	-0.012624737410609519	2.24	5.292	0.297	0.198	-1.83	-0.875	0.16666666666666666	1	1
CC(C)(O)C1CCC(COC2OC(CO)C(O)C(O)C2O)CC1	-1.454	0	0	1.898713036782318	-0.15282922652093173	-0.4717786101174473	-0.13842387078191187	2.32	6.697	0.561	0.141	-1.291	-1.646	0.2708333333333333	1	1
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1	-0.58	0	1	-7.586946225926408	4.2638408304498245	-0.6156493653986347	-0.05240089674417576	2.26	5.091	0.337	0.327	-1.616	-0.725	0.13043478260869565	0	0
C=C1C[C@@]23C[C@]1(O)CCC2[C@@]1(C)CC(O)C[C@@](C)(C(=O)O)C1C3C(=O)O	-2.086	0	2	0.30179200554569474	1.1612913516444956	-0.6264398236651104	-0.10757546475648004	2.29	7.794	0.503	0.27	-1.497	-1.744	0.3793103448275862	1	0
CC(C)(C(=O)O)C1CC[C@@]23CC(CCC2[C@]1(C)CC(=O)O)[C@]1(C)OC13	-1.244	0	2	5.977481366181491	0.7372841497010013	-0.6388466139006158	-0.054086154611940655	2.29	6.775	0.549	0.233	-0.64	-1.683	0.375	1	0
CC1CCC2C(C)C(OCc3ccc(C(=O)O)cc3)OC3OC4(C)CCC1C32OO4	-2.372	0	1	1.9474417123931649	1.546786786786787	-0.5546471488178518	0.07729573063021515	2.24	6.216	0.404	0.181	-1.673	-1.237	0.24999999999999997	1	1
CC(C)(C)c1ccc(C(=O)CCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1	-2.188	0	0	1.079779491904253	-0.9902461193871629	-0.2233904675635329	0.035317256000293444	2.24	5.336	0.376	0.121	-1.397	-2.0	0.18918918918918914	0	1
CC1(C)C=Cc2c(O)cc(/C=C\c3ccc(O)cc3O)cc2O1	-0.399	0	0	-0.20640826886779606	2.9583333333333335	-0.5219627586678321	-0.12727895444974902	2.23	7.248	0.366	0.207	-1.907	-1.405	0.28	0	1
C=C1C[C@@]23C[C@]1(O)CCC2[C@@]12CC(OC4OC(CO)C(O)C(O)C4O)C(O)[C@@](C)(C(=O)O1)C2C3C(=O)O	-1.341	0	2	-5.159511645517019	0.25703530566264843	-0.512529991541332	-0.15230840848551597	2.29	7.906	0.554	0.185	-3.173	-2.729	0.30952380952380953	1	1
CNCCCN1c2ccccc2CCc2ccc(Cl)cc21	-1.363	1	0	-1.1621882586367496	-1.1776953205524632	-0.2791999434094166	0.001808296634499622	2.24	5.402	0.446	0.238	-0.845	-1.311	0.13043478260869565	0	1
CC(C)(C)c1o[nH]c(=O)c1CC([N+])C(=O)[O-]	-0.102	0	2	3.2557992519747256	-12.092746730083235	-0.01656110648314912	0.04769770479882395	2.28	7.463	0.578	0.262	-1.177	-0.405	0.34375	1	0
NC(CN[N+](=O)[O-])C(=O)O	-0.621	0	1	0.30058954740537713		-0.6946576077843717	-0.0702217307329711	2.38	10.321	0.613	0.232	-1.042	-0.357	0.33333333333333337	1	0
Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OCC4OC(n5cnc6c(=O)nc(N)[nH]c65)C(O)C4O)C(O)C3O)c2[nH]1	-1.44	0	2	-13.314727806802923	-0.7818254505698919	-0.7101901052860259	-0.4251734974652857	2.12	9.646	0.456	0.132	-2.997	-0.52	0.2596153846153846	1	1
CN(C)C=O	-0.169	2	0	0.0		-0.42943337080742716	-0.019607555261660945	2.47	4.679	0.557	0.116	-0.258	-0.143	0.375	0	0
Cc1ncc(CO)c(C=O)c1O	-0.286	0	0	0.33549998874434356	10.179138321995467	-0.44438574980770223	-0.1726144356243388	2.25	7.833	0.394	0.328	-1.004	-0.436	0.20833333333333331	0	0
Cc1c2ccccc2c(C)c2c1ccc1ccccc12	-0.111	0	0	-2.7707730311274945	0.49382716049382686	-0.09550777820997958	0.06153846153846591	2.17	4.336	0.312	0.334	-1.352	-1.051	0.10869565217391303	0	1
COc1c(O)c(C)c(C/C=C(\C)CCC=C(C)C)c(O)c1OC	-1.647	2	0	-0.5904927598028739	1.0808480254847037	-0.42601620855005307	-0.05849907644399336	2.23	5.452	0.357	0.159	-0.562	-1.076	0.21739130434782605	0	1
N=C(N)NCCCCNC(=O)/C=C\c1cc(O)c2c(c1)C(C(=O)NCCCCNC(=N)N)C(c1ccc(O)cc1)O2	-2.361	0	2	0.15591192063126275	-0.10131437755216001	-0.6575931133472355	-0.18226624362550642	2.23	8.055	0.455	0.104	-3.341	-2.176	0.18604651162790697	0	1
CCNC(=O)C1O[C@@H](n2cnc3c(N)nc(C#CCC4CCC(C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O	-1.416	1	2	-1.717773782318372	-0.7110724852071006	-0.5758702884695619	-0.12785004719576162	2.22	6.473	0.341	0.132	-2.831	-1.698	0.18421052631578944	1	1
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C	-1.707	2	1	-2.820917214518685	-1.1316872427983538	-0.4496095133866937	0.03017572044192398	2.24	5.451	0.409	0.17	-1.297	-1.029	0.23076923076923078	1	1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1	-0.34	0	0	8.287656685473902	1.5920088392921685	-0.16371372023575284	1.080705290661953e-16	2.24	4.822	0.416	0.16	-0.181	-0.687	0.26190476190476186	0	1
CC(C#Cc1ccc(Cc2ccccc2)s1)NC(N)=O	-1.189	0	0	-4.125991126289048	-1.574494949494949	-0.8691171059155105	-0.10760172532579562	2.21	6.458	0.443	0.21	-0.476	-0.753	0.2142857142857143	0	1
CC(C)/N=C(N)/N=C(\N)NOCCCOc1cc(Cl)c(Cl)cc1Cl	-0.336	0	0	0.05879292870654684	1.5557851239669422	-0.64436797936261	-0.07262641375818693	2.24	6.239	0.444	0.145	-0.879	-0.618	0.25	0	1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@]1(C)O	-2.918	4	1	14.612255862540986	-0.2615921360655022	-0.44364423950444726	-0.05535331348364209	2.32	5.904	0.379	0.088	-1.473	-2.446	0.3148148148148148	1	1
C=C1C[C@]23C[C@@]1(O)CCC2[C@]12OC(=O)[C@](C)(C=CC1O)C2C3C(=O)O	-1.689	0	2	-4.204542763976117	-0.8175645088275244	-0.5798398250508262	-0.09784176581911713	2.28	7.661	0.525	0.307	-1.226	-1.733	0.3448275862068965	1	0
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C	-2.052	0	2	3.132041386428815	1.5925263576220867	-0.6848443420170506	-0.017657804165309512	2.28	4.991	0.465	0.18	-0.517	-1.632	0.31666666666666676	0	1
C=C[C@]1(CO)CCC(C(C)(C)OC2OC(CO)C(O)C(O)C2O)O1	-2.125	0	0	-2.0468496833724736	0.6223815488273657	-0.4708621743050974	-0.15332350303749923	2.3	7.064	0.441	0.158	-1.606	-0.891	0.32	1	1
O=C(O)CCC(=O)OC1C(OC(=O)/C=C/c2ccc(O)c(O)c2)CC(O)(C(=O)O)CC1OC(=O)/C=C/c1ccc(O)c(O)c1	-1.468	0	5	0.30906805508633056	-0.2620265335143172	-0.6031061032394746	-0.17433360871618667	2.24	11.26	0.513	0.124	-2.983	-2.509	0.28260869565217395	1	1
CCN(C)N=O	-0.089	1	0	0.0		-0.35080605257751457	0.42613954132742965	2.43	7.819	0.551	0.176	-0.236	-0.12	0.3	0	0
COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C	-0.769	1	1	-3.4866049059745947	2.0004991140725212	-0.4219755004683373	-0.01336403036413911	2.24	6.821	0.572	0.134	-3.066	-1.782	0.24390243902439027	0	1
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2	-1.63	2	0	-1.1317883813913254	-2.3694581738020646	-0.3998720124660376	0.09180057367356899	2.23	5.596	0.434	0.151	-1.61	-0.882	0.19999999999999998	1	1
COC(=O)[C@H]1CC2=CC(=O)CC[C@@]2(C)[C@]23O[C@H]2C[C@]2(C)[C@H](CC[C@]24CCC(=O)O4)[C@@H]13	-1.744	1	2	0.15723496740825327	-0.650119760479042	-0.4988641718914362	-0.005989301938595961	2.26	5.863	0.459	0.233	-0.938	-2.184	0.2857142857142857	1	1
