ID;NAME;CAS;CAS.Checksum;DSSTox.GSID;SMILES;All.Compound.Names;logMA;logMA.Reference;logP;logP.Reference;logPwa;logPwa.Reference;MW;MW.Reference;pKa_Accept;pKa_Accept.Reference;pKa_Donor;pKa_Donor.Reference;All.Species;DSSTox.GSID.Reference;Human.Clint;Human.Clint.pValue;Human.Clint.pValue.Reference;Human.Clint.Reference;Human.Fgutabs;Human.Fgutabs.Reference;Human.Funbound.plasma;Human.Funbound.plasma.Reference;Human.Rblood2plasma;Human.Rblood2plasma.Reference;Rat.Clint;Rat.Clint.pValue;Rat.Clint.pValue.Reference;Rat.Clint.Reference;Rat.Fgutabs;Rat.Fgutabs.Reference;Rat.Funbound.plasma;Rat.Funbound.plasma.Reference;Rat.Rblood2plasma;Rat.Rblood2plasma.Reference;SMILES.desalt.Reference;smiles_source;orig_ID;experimental_column;UNITS
681;Aztreonam;78110-38-0;True;22640.0;Nc1nc(cs1)/C(=NOC(C)(C)C(=O)O)C(=O)N[C@@H]2C(=O)N([C@H]2C)S(=O)(=O)O;Aztreonam;;;-3.36;EPISuite;30.489299869864308;EPISuite;435.4328;DSSTox;4.14;Strope 2015;"-1.88,3.2;11.02";Strope 2015;Human;DSSTox;;;;;;;0.4;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
682;Bambuterol;81732-65-2;True;48550.0;O=C(Oc1cc(cc(c1)OC(=O)N(C)C)C(O)CNC(C)(C)C)N(C)C;Bambuterol;;;1.49;EPISuite;30.489299869864308;EPISuite;367.44;DSSTox;9.52;Strope 2015;13.91;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
683;Bb 83698;325795-25-3;True;186273.0;CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N1CCN(CC2=CC3=C(OCO3)C=C2)CC1;Bb 83698|Bb-83698;;;2.64;EPISuite;30.489299869864308;EPISuite;530.666015625;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
684;Beclomethasone dipropionate;5534-09-8;True;48730.0;CCC(=O)OCC(=O)[C@@]4(OC(=O)CC)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(Cl)[C@H]3CCC1=CC(=O)C=C[C@@]12C;Beclomethasone dipropionate|Beclazone;;;3.97;EPISuite;30.489299869864308;EPISuite;521.0422;DSSTox;;Strope In Prep.;"13.81;14.81";Strope In Prep.;Human;DSSTox;;;;;;;0.13;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
685;Benperidol;2062-84-2;True;45364.0;Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3c4ccccc4NC3=O;Benperidol;;;3.91;EPISuite;12.849060350197856;EPISuite;381.4433;DSSTox;7.35;Strope 2015;12.9;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
686;Betamethasone;378-44-9;True;22667.0;OCC(=O)[C@@]4(O)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C;Betamethasone;;;1.94;EPISuite;5.190609792402429;EPISuite;392.4611;DSSTox;;Strope 2015;"12.42,13.48;14.09";Strope 2015;Human;DSSTox;;;;;;;0.36;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
687;Betamipron;3440-28-6;True;45626.0;O=C(NCCC(=O)O)c1ccccc1;Betamipron;;;0.95;EPISuite;11.328725657399142;EPISuite;193.1992;DSSTox;;Strope 2015;4.11;Strope 2015;Human;DSSTox;;;;;;;0.17;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
688;Bevantolol;59170-23-9;True;;;Bevantolol;;;;;;;;;9.31;Strope 2015;14.09;Strope 2015;Human;;;;;;;;0.015;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
689;Biapenem;120410-24-4;True;46435.0;O=C(O)C=4N1C(=O)[C@H]([C@@H](C)O)[C@H]1[C@@H](C)C=4SC2C[n+]3cncn3C2;Biapenem;;;-2.21;EPISuite;;EPISuite;350.3928;DSSTox;;Strope 2015;3.51;Strope 2015;Human;DSSTox;;;;;;;0.92;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
690;Bilobalide;33570-04-6;True;;;Bilobalide;;;;;;;;;;;;;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
691;Biperiden;514-65-8;True;22680.0;OC(CCN1CCCCC1)(c2ccccc2)C4CC3C=CC4C3;Biperiden;;;4.25;EPISuite;7.658531615265847;EPISuite;311.4611;DSSTox;9.3;Strope 2015;13.82;Strope 2015;Human;DSSTox;;;;;;;0.097;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
692;Bisaramil;89194-77-4;True;237569.0;CCN1C[C@@H]2CN(C)C[C@H](C1)C2OC(=O)C1=CC=C(Cl)C=C1;Bisaramil;;;2.9;EPISuite;9.369335530313073;EPISuite;322.8299865722656;DSSTox;9.72,7.78;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
693;Bms-214662;195987-41-8;True;173260.0;O=S(=O)(N1CC2=C(C=CC(=C2)C#N)N(CC2=CN=CN2)C[C@H]1CC1=CC=CC=C1)C1=CC=CS1;Bms-214662|Bms 214662;;;3.79;EPISuite;30.489299869864308;EPISuite;489.6099853515625;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
694;Bortezomib;179324-69-7;True;40980.0;O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O)c2cnccn2;Bortezomib;;;2.0;EPISuite;;EPISuite;384.2372;DSSTox;;Strope 2015;13.04,13.82;Strope 2015;Human;DSSTox;;;;;;;0.17;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
695;Bromazepam;1812-30-2;True;171081.0;BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1;Bromazepam;;;2.05;EPISuite;10.912541255391256;EPISuite;316.1579895019531;DSSTox;2.68;Strope 2015;12.24;Strope 2015;Human;DSSTox;;;;;;;0.48;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
696;Bromfenac;91714-94-2;True;40655.0;O=C(c1ccc(Br)cc1)c2cccc(CC(=O)O)c2N;Bromfenac;;;3.37;EPISuite;12.664743304575266;EPISuite;334.1647;DSSTox;1.59;Strope 2015;3.81;Strope 2015;Human;DSSTox;;;;;;;0.0011;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
697;Bromopride;4093-35-0;True;45383.0;Nc1cc(OC)c(cc1Br)C(=O)NCCN(CC)CC;Bromopride;;;2.83;EPISuite;30.489299869864308;EPISuite;344.2474;DSSTox;9.04,2.04;Strope 2015;14.58;Strope 2015;Human;DSSTox;;;;;;;0.6;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
698;Brotizolam;57801-81-7;True;22692.0;Clc4ccccc4C2=NCc1nnc(C)n1c3sc(Br)cc23;Brotizolam;;;2.79;EPISuite;9.749169484185657;EPISuite;393.6887;DSSTox;3.9,1.74;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.092;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
699;Budesonide;51333-22-3;True;20202.0;OCC(=O)[C@@]53O[C@@H](O[C@@H]5C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@H]4[C@@H](O)C[C@@]23C)CCC;Budesonide;;;2.18;EPISuite;10.92824791061905;EPISuite;430.5339;DSSTox;;Strope 2015;13.75,14.91;Strope 2015;Human;DSSTox;;;;;;;0.13;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
700;Buflomedil;55837-25-7;True;22697.0;COc2cc(OC)cc(OC)c2C(=O)CCCN1CCCC1;Buflomedil;;;2.97;EPISuite;9.917161992294387;EPISuite;307.3847;DSSTox;8.69;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.4;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
701;Bufuralol;54340-62-4;True;;;Bufuralol;;;;;;;;;9.24;Strope 2015;13.06;Strope 2015;Human;;;;;;;;0.19;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
702;Bumetanide;28395-03-1;True;22699.0;O=S(N)(=O)c2cc(cc(NCCCC)c2Oc1ccccc1)C(=O)O;Bumetanide;;;2.57;EPISuite;30.489299869864308;EPISuite;364.4161;DSSTox;2.7;Strope 2015;4.69,9.62;Strope 2015;Human;DSSTox;;;;;;;0.031;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
703;Bunazosin;80755-51-7;True;22700.0;O=C(CCC)N1CCCN(CC1)c3nc2cc(OC)c(OC)cc2c(N)n3;Bunazosin;;;2.42;EPISuite;30.489299869864308;EPISuite;373.4494;DSSTox;7.26,0.95;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.06;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
704;Bupivacaine;38396-39-3;True;22703.0;Cc2cccc(C)c2NC(=O)C1CCCCN1CCCC;Bupivacaine;;;3.41;EPISuite;7.75591524312566;EPISuite;288.4277;DSSTox;8;Strope 2015;13.62;Strope 2015;Human;DSSTox;;;;;;;0.056;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
705;Buprenorphine;52485-79-7;True;22705.0;CC(C)(C)[C@@](C)(O)[C@H]7C[C@]64CC[C@]7(OC)[C@@H]1Oc3c(O)ccc2C[C@H]6N(CC[C@]14c23)CC5CC5;Buprenorphine;;;4.98;EPISuite;30.489299869864308;EPISuite;467.6401;DSSTox;9.63;Strope 2015;10.42,14.3;Strope 2015;Human;DSSTox;;;;;;;0.04;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
706;Butorphanol;42408-82-2;True;22714.0;Oc3ccc4C[C@H]1N(CC[C@@]2(CCCC[C@@]12O)c4c3)CC5CCC5;Butorphanol;;;3.68;EPISuite;11.9921514404517;EPISuite;327.4605;DSSTox;10.7;Strope 2015;9.86,13.73;Strope 2015;Human;DSSTox;;;;;;;0.17;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
707;Captopril;62571-86-2;True;37197.0;OC(=O)[C@@H]1CCCN1C(=O)[C@H](C)CS;Captopril;;;0.34;EPISuite;10.42022503070573;EPISuite;217.2853;DSSTox;;Strope 2015;4.02,10.1;Strope 2015;Human;DSSTox;;;;;;;0.73;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
708;Carbenicillin;4697-36-3;True;48464.0;OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)C(c1ccccc1)C(=O)O)[C@H]3SC2(C)C;Carbenicillin;;;1.13;EPISuite;30.489299869864308;EPISuite;378.3996;DSSTox;;Strope 2015;"3.11,3.86;11.97";Strope 2015;Human;DSSTox;;;;;;;0.52;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
709;Carboplatin;41575-94-4;True;46742.0;O=C2O[Pt](N)(N)OC(=O)C12CCC1;Carboplatin;;;-0.46;EPISuite;;EPISuite;369.2386;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
710;Carmustine (bcnu);154-93-8;True;22743.0;O=C(NCCCl)N(CCCl)N=O;Carmustine (bcnu)|Carmustine;;;1.53;EPISuite;8.332484597300418;EPISuite;214.0499;DSSTox;;Strope 2015;11.96;Strope 2015;Human;DSSTox;;;;;;;0.23;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
711;Carumonam;87638-04-8;True;48312.0;Nc1nc(cs1)C(=NOCC(=O)O)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2COC(N)=O;Carumonam;;;-4.9;EPISuite;30.489299869864308;EPISuite;466.4038;DSSTox;3.09;Strope 2015;"-1.85,4.1;10.84";Strope 2015;Human;DSSTox;;;;;;;0.72;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
712;Caspofungin;162808-62-0;True;;;Caspofungin;;;;;;;;;;;;;Human;;;;;;;;0.035;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
713;Cb 10-277;7203-91-0;True;;;Cb 10-277;;;;;;;;;;;;;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
714;Cefadroxil;50370-12-2;True;22749.0;CC=3CS[C@H]2N(C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1)C=3C(=O)O;Cefadroxil;;;-0.08;EPISuite;30.489299869864308;EPISuite;363.3883;DSSTox;7.43;Strope 2015;"3.45,9.48;11.97";Strope 2015;Human;DSSTox;;;;;;;0.39;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
715;Cefamandole;34444-01-4;True;22750.0;O[C@H](c1ccccc1)C(=O)N[C@@H]4C(=O)N3C(=C(CSc2nnnn2C)CS[C@@H]34)C(=O)O;Cefamandole;;;0.5;EPISuite;30.489299869864308;EPISuite;462.5027;DSSTox;;Strope 2015;"3.32,11.25;12.6";Strope 2015;Human;DSSTox;;;;;;;0.25;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
716;Cefatrizine;51627-14-6;True;22752.0;Oc1ccc(cc1)[C@@H](N)C(=O)N[C@@H]4C(=O)N3C(=C(CSc2cnnn2)CS[C@@H]34)C(=O)O;Cefatrizine;;;-1.21;EPISuite;30.489299869864308;EPISuite;462.5027;DSSTox;7.42;Strope 2015;"3.11,9.07;9.69";Strope 2015;Human;DSSTox;;;;;;;0.4;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
717;Cefcanel;41952-52-7;True;;;Cefcanel;;;;;;;;;0.2;Strope 2015;"3.13,11.09;12.59";Strope 2015;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
718;Cefepime;88040-23-7;True;;;Cefepime;;;;;;;;;4.06;Strope 2015;"3.25,11.15;11.59";Strope 2015;Human;;;;;;;;0.78;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
719;Cefetamet;65052-63-3;True;;;Cefetamet;;;;;;;;;4.22;Strope 2015;"3.21,11.07;11.6";Strope 2015;Human;;;;;;;;0.78;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
720;Cefixime;79350-37-1;True;22754.0;Nc1scc(n1)/C(=NOCC(=O)O)C(=O)N[C@@H]2C(=O)N3C(=C(C=C)CS[C@H]23)C(=O)O;Cefixime;;;0.12;EPISuite;30.489299869864308;EPISuite;453.4496;DSSTox;2.92;Strope 2015;"3.45,4.29;11.06";Strope 2015;Human;DSSTox;;;;;0.43;Paixao 2012;0.31;Obach 2008;0.62;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
721;Cefmetazole;56796-20-4;True;22756.0;N#CCSCC(=O)N[C@]3(OC)C(=O)N2C(=C(CSc1nnnn1C)CS[C@@H]23)C(=O)O;Cefmetazole;;;-0.6;EPISuite;30.489299869864308;EPISuite;471.5344;DSSTox;;Strope 2015;3.38,8.72;Strope 2015;Human;DSSTox;;;;;;;0.15;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
722;Cefodizime;69739-16-8;True;22757.0;Nc1scc(n1)C(=NOC)C(=O)N[C@@H]4C(=O)N3C(=C(CSc2nc(C)c(CC(=O)O)s2)CS[C@@H]34)C(=O)O;Cefodizime;;;1.71;EPISuite;30.489299869864308;EPISuite;584.6688;DSSTox;3.87,1.19;Strope 2015;"3.06,4.43;10.79";Strope 2015;Human;DSSTox;;;;;;;0.18;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
723;Cefoperazone;62893-19-0;True;22759.0;O=C1C(=O)N(CC)CCN1C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@@H]5C(=O)N4C(=C(CSc3nnnn3C)CS[C@@H]45)C(=O)O;Cefoperazone;;;-0.74;EPISuite;30.489299869864308;EPISuite;645.6674;DSSTox;;Strope 2015;"3.38,9.47;11.36";Strope 2015;Human;DSSTox;;;;;;;0.07;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
724;Ceforanide;60925-61-3;True;22760.0;NCc4ccccc4CC(=O)N[C@@H]3C(=O)N2C(=C(CSc1nnnn1CC(=O)O)CS[C@@H]23)C(=O)O;Ceforanide;;;-2.93;EPISuite;30.489299869864308;EPISuite;519.554;DSSTox;9.14;Strope 2015;"2.55,3.26;11.64";Strope 2015;Human;DSSTox;;;;;;;0.19;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
725;Cefotaxime;63527-52-6;True;22761.0;Nc1scc(n1)/C(=NOC)C(=O)N[C@@H]3C(=O)N2C(=C(COC(C)=O)CS[C@@H]23)C(=O)O;Cefotaxime;;;0.64;EPISuite;30.489299869864308;EPISuite;455.4655;DSSTox;4.15;Strope 2015;"3.18,11.04;11.59";Strope 2015;Human;DSSTox;;;;;;;0.6;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
726;Cefotetan;69712-56-7;True;22762.0;NC(=O)/C(C(=O)O)=C1/SC(S1)C(=O)N[C@]4(OC)C(=O)N3C(=C(CSc2nnnn2C)CS[C@@H]34)C(=O)O;Cefotetan;;;-2.74;EPISuite;30.489299869864308;EPISuite;575.619;DSSTox;;Strope 2015;"3.23,4.06;10.56";Strope 2015;Human;DSSTox;;;;;;;0.15;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
727;Cefoxitin;35607-66-0;True;22764.0;O=C(O)C=2N3C(=O)[C@](NC(=O)Cc1cccs1)(OC)[C@H]3SCC=2COC(N)=O;Cefoxitin;;;-0.02;EPISuite;30.489299869864308;EPISuite;427.4521;DSSTox;;Strope 2015;"3.59,10.97;14.64";Strope 2015;Human;DSSTox;;;;;;;0.73;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
728;Cefpirome;84957-29-9;True;48244.0;Nc1scc(n1)C(=NOC)C(=O)N[C@@H]5C(=O)N4C(=C(C[n+]3cccc2CCCc23)CS[C@@H]45)C(=O)O;Cefpirome;;;0.57;EPISuite;30.489299869864308;EPISuite;514.5773;DSSTox;4.15;Strope 2015;"3.09,10.81;11.57";Strope 2015;Human;DSSTox;;;;;;;0.9;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
729;Cefprozil;92665-29-7;True;22767.0;Oc1ccc(cc1)[C@@H](N)C(=O)N[C@@H]3C(=O)N2C(=C(C=CC)CS[C@@H]23)C(=O)O;Cefprozil;;;0.69;EPISuite;30.489299869864308;EPISuite;389.4256;DSSTox;7.43;Strope 2015;"3.53,9.48;12.03";Strope 2015;Human;DSSTox;;;;;;;0.59;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
730;Ceftizoxime;68401-81-0;True;22772.0;Nc1scc(n1)C(=NOC)C(=O)N[C@@H]3C(=O)N2C(=CCS[C@@H]23)C(=O)O;Ceftizoxime;;;0.55;EPISuite;30.489299869864308;EPISuite;383.4028;DSSTox;4.16;Strope 2015;"3.13,11;11.6";Strope 2015;Human;DSSTox;;;;;;;0.72;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
731;Ceftobiprole;209467-52-7;True;;;Ceftobiprole;;;;;;;;;10.28,0.53;Strope 2015;"3.13,11.02;12.64";Strope 2015;Human;;;;;;;;0.62;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
732;Ceftriaxone;73384-59-5;True;22773.0;Nc1scc(n1)C(=NOC)C(=O)N[C@@H]4C(=O)N3C(=C(CSC2=NC(=O)C(O)=NN2C)CS[C@@H]34)C(=O)O;Ceftriaxone;;;-1.37;EPISuite;30.489299869864308;EPISuite;554.5799;DSSTox;4.14;Strope 2015;"3.14,5.58;10.96";Strope 2015;Human;DSSTox;;;;;;;0.052;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
733;Cefuroxime;55268-75-2;True;22774.0;CON=C(c1ccco1)C(=O)N[C@@H]3C(=O)N2C(=C(COC(N)=O)CS[C@@H]23)C(=O)O;Cefuroxime;;;-0.16;EPISuite;30.489299869864308;EPISuite;424.3852;DSSTox;;Strope 2015;"3.15,10.98;11.59";Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
734;Cephalexin;15686-71-2;True;22780.0;CC=3CS[C@H]2N(C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1)C=3C(=O)O;Cephalexin;;;0.65;EPISuite;30.489299869864308;EPISuite;347.3889;DSSTox;7.44;Strope 2015;"3.45,11.91;12.72";Strope 2015;Human;DSSTox;;;;;0.92;Paixao 2012;0.85;Obach 2008;1.02;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
735;Cephaloridine;50-59-9;True;22782.0;O=C(O)C=3N4C(=O)[C@@H](NC(=O)Cc1cccs1)[C@H]4SCC=3C[n+]2ccccc2;Cephaloridine;;;-1.62;EPISuite;30.489299869864308;EPISuite;415.486;DSSTox;;Strope 2015;"3.29,11.41;12.7";Strope 2015;Human;DSSTox;;;;;;;0.8;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
736;Cephalothin;153-61-7;True;22783.0;O=C(O)C=2N3C(=O)[C@@H](NC(=O)Cc1cccs1)[C@H]3SCC=2COC(C)=O;Cephalothin;;;-0.41;EPISuite;30.489299869864308;EPISuite;396.438;DSSTox;;Strope 2015;"3.63,11.75;12.71";Strope 2015;Human;DSSTox;;;;;;;0.22;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
737;Cephapirin;21593-23-7;True;22784.0;O=C(O)C=2N3C(=O)[C@@H](NC(=O)CSc1ccncc1)[C@H]3SCC=2COC(C)=O;Cephapirin;;;-1.15;EPISuite;30.489299869864308;EPISuite;423.4634;DSSTox;5;Strope 2015;"3.54,11.54;12.71";Strope 2015;Human;DSSTox;;;;;;;0.55;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
738;Cephradine;38821-53-3;True;22785.0;CC=3CS[C@H]2N(C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C=3C(=O)O;Cephradine;;;0.41;EPISuite;13.132046634606015;EPISuite;349.4048;DSSTox;7.6;Strope 2015;"3.46,11.99;12.72";Strope 2015;Human;DSSTox;;;;;;;0.95;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
739;Cerivastatin;145599-86-6;True;22786.0;CC(C)c1nc(c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(c1COC)c2ccc(F)cc2)C(C)C;Cerivastatin;;;3.8;EPISuite;30.489299869864308;EPISuite;459.5503;DSSTox;5.58;Strope 2015;4.05,14.65;Strope 2015;Human;DSSTox;;;;;;;0.01;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
740;Cetrorelix;120287-85-6;True;40996.0;Clc1ccc(cc1)C[C@@H](NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)C)C(=O)N[C@H](Cc4cccnc4)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](C[C@H](C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)N[C@H](C)C(N)=O;Cetrorelix;;;0.58;EPISuite;;EPISuite;1431.038;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;0.14;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
741;Chlorambucil;305-03-3;True;20263.0;O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl;Chlorambucil;;;1.7;EPISuite;7.582933283480745;EPISuite;304.2122;DSSTox;1.72;Strope 2015;4.46;Strope 2015;Human;DSSTox;;;;;;;0.01;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
742;Chlorazepate;23887-31-2;True;;;Chlorazepate;;;;;;;;;;Strope 2015;3.32,12.23;Strope 2015;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
743;Chlormethiazole;533-45-9;True;22842.0;ClCCc1scnc1C;Chlormethiazole|Clomethiazole;;;2.12;EPISuite;3.7354937932713295;EPISuite;161.6524;DSSTox;3.18;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.36;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
744;Chlorophenylpiperazine, m-;51639-49-7;True;;;Chlorophenylpiperazine, m-;;;;;;;;;;;;;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
745;Chloroquine;54-05-7;True;40446.0;CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12;Chloroquine;;;4.63;EPISuite;9.984668627302108;EPISuite;319.8721;DSSTox;10.32,7.29;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.43;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
