ID;NAME;CAS;CAS.Checksum;DSSTox.GSID;SMILES;All.Compound.Names;logMA;logMA.Reference;logP;logP.Reference;logPwa;logPwa.Reference;MW;MW.Reference;pKa_Accept;pKa_Accept.Reference;pKa_Donor;pKa_Donor.Reference;All.Species;DSSTox.GSID.Reference;Human.Clint;Human.Clint.pValue;Human.Clint.pValue.Reference;Human.Clint.Reference;Human.Fgutabs;Human.Fgutabs.Reference;Human.Funbound.plasma;Human.Funbound.plasma.Reference;Human.Rblood2plasma;Human.Rblood2plasma.Reference;Rat.Clint;Rat.Clint.pValue;Rat.Clint.pValue.Reference;Rat.Clint.Reference;Rat.Fgutabs;Rat.Fgutabs.Reference;Rat.Funbound.plasma;Rat.Funbound.plasma.Reference;Rat.Rblood2plasma;Rat.Rblood2plasma.Reference;SMILES.desalt.Reference;smiles_source;orig_ID;experimental_column;UNITS
746;Chlorpropamide;94-20-2;True;20322.0;O=S(=O)(NC(=O)NCCC)c1ccc(Cl)cc1;Chlorpropamide;;;2.27;EPISuite;7.902619919112579;EPISuite;276.7398;DSSTox;;Strope 2015;4.33;Strope 2015;Human;DSSTox;;;;;;;0.03;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
747;Chlortetracycline;57-62-5;True;22811.0;NC(=O)C1=C(O)[C@@H](N(C)C)[C@@H]2C[C@H]4C(=C(O)[C@]2(O)C1=O)C(=O)c3c(O)ccc(Cl)c3[C@@]4(C)O;Chlortetracycline;;;-0.62;EPISuite;30.489299869864308;EPISuite;478.8796;DSSTox;6.09;Strope 2015;"1.78,8.05;11.26";Strope 2015;Human;DSSTox;;;;;;;0.52;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
748;Chlorthalidone;77-36-1;True;22812.0;NS(=O)(=O)c1cc(ccc1Cl)C3(O)NC(=O)c2ccccc23;Chlorthalidone;;;0.85;EPISuite;30.489299869864308;EPISuite;338.7661;DSSTox;;Strope 2015;"8.58,9.22;11.23";Strope 2015;Human;DSSTox;;;;;0.64;Paixao 2012;0.24;Obach 2008;0.73;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
749;Cibenzoline;53267-01-9;True;22819.0;C2C(C1=NCCN1)C2(c3ccccc3)c4ccccc4;Cibenzoline|Cifenline;;;4.22;EPISuite;6.562794299909689;EPISuite;262.3489;DSSTox;10.41;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.5;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
750;Cicaprost;94079-80-8;True;;;Cicaprost;;;;;;;;;;;;;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
751;Cidofovir;113852-37-2;True;43734.0;O=P(O)(O)CO[C@@H](CN1C=CC(N)=NC1=O)CO;Cidofovir;;;-4.9;EPISuite;30.489299869864308;EPISuite;279.187;DSSTox;1.76;Strope 2015;"1.05,7.9;14.64";Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
752;Cilastatin;82009-34-5;True;48238.0;O=C(N/C(=CCCCCSC[C@H](N)C(=O)O)C(=O)O)[C@H]1CC1(C)C;Cilastatin;;;-1.38;EPISuite;30.489299869864308;EPISuite;358.453;DSSTox;9.14;Strope 2015;2.43,3.14;Strope 2015;Human;DSSTox;;;;;;;0.6;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
753;Cilomilast;153259-65-5;True;46686.0;O=C(O)[C@H]1CC[C@@](C#N)(CC1)c3cc(OC2CCCC2)c(cc3)OC;Cilomilast;;;4.4;EPISuite;10.84143244368659;EPISuite;343.4168;DSSTox;;Strope 2015;2.33;Strope 2015;Human;DSSTox;;;;;;;0.006;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
754;Ciprofloxacin;85721-33-1;True;22824.0;O=C(O)C2=CN(c1cc(c(F)cc1C2=O)N3CCNCC3)C4CC4;Ciprofloxacin;;;0.28;EPISuite;30.489299869864308;EPISuite;331.3415;DSSTox;8.68;Strope 2015;5.76;Strope 2015;Human;DSSTox;;;;;0.73;Paixao 2012;0.7;Obach 2008;1.07;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
755;Cisatracurium;96946-41-7;True;;;Cisatracurium;;;;;;;;;;;;;Human;;;;;;;;0.62;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
756;Citalopram;59729-33-8;True;22826.0;CN(C)CCCC2(OCc1cc(ccc12)C#N)c3ccc(F)cc3;Citalopram;;;3.74;EPISuite;8.643933457190071;EPISuite;324.3919;DSSTox;9.78;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.2;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
757;Clarithromycin;81103-11-9;True;22829.0;CN(C)[C@H]3C[C@@H](C)O[C@@H](O[C@@H]2C(C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)OC)[C@@H]3O;Clarithromycin;;;3.16;EPISuite;30.489299869864308;EPISuite;747.9534;DSSTox;8.38;Strope 2015;"12.46,12.94;13.41";Strope 2015;Human;DSSTox;;;;;;;0.23;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
758;Clavulanic acd;58001-44-8;True;22830.0;OC(=O)[C@H]1C(=CCO)O[C@@H]2CC(=O)N12;Clavulanic acd|Clavulanic acid;;;-2.04;EPISuite;30.489299869864308;EPISuite;199.1608;DSSTox;;Strope 2015;3.32;Strope 2015;Human;DSSTox;;;;;;;0.91;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
759;Clevidipine;167221-71-8;True;57661.0;CC=1NC(C)=C(C(C=1C(=O)OCOC(=O)CCC)c2cccc(Cl)c2Cl)C(=O)OC;Clevidipine;;;5.67;EPISuite;;EPISuite;456.3164;DSSTox;3.66;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.0038;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
760;Clinafloxacin;105956-97-6;True;;;Clinafloxacin;;;;;;;;;9.63;Strope 2015;5.64;Strope 2015;Human;;;;;;;;0.96;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
761;Clindamycin;18323-44-9;True;22836.0;O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1SC)[C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl;Clindamycin;;;2.16;EPISuite;30.489299869864308;EPISuite;424.983;DSSTox;7.55;Strope 2015;"12.16,12.75;13.48";Strope 2015;Human;DSSTox;;;;;0.61;Paixao 2012;0.06;Obach 2008;0.76;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
762;Clonidine;4205-90-7;True;22846.0;Clc2cccc(Cl)c2N=C1/NCCN1;Clonidine;;;1.59;EPISuite;8.896649416209574;EPISuite;230.0939;DSSTox;9.34;Strope 2015;;Strope 2015;Human;DSSTox;;;;;0.79;Paixao 2012;0.56;Obach 2008;1.04;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
763;Cocaethylene;529-38-4;True;;;Cocaethylene;;;;;;;;;;;;;Human;;;;;;;;0.64;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
764;Cocaine;50-36-2;True;38443.0;C[N@]3C1CCC3[C@H]([C@H](C1)OC(=O)c2ccccc2)C(=O)OC;Cocaine;;;2.3;EPISuite;8.476283449661164;EPISuite;303.3529;DSSTox;8.85;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.12;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
765;Conivaptan;210101-16-9;True;175220.0;CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1;Conivaptan;;;5.81;EPISuite;30.489299869864308;EPISuite;498.58599853515625;DSSTox;6.23;Strope 2015;13.15,13.77;Strope 2015;Human;DSSTox;;;;;;;0.01;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
766;Cyclophosphamide;50-18-0;True;20364.0;O=P1(NCCCO1)N(CCCl)CCCl;Cyclophosphamide;;;0.63;EPISuite;8.911688342797682;EPISuite;261.086;DSSTox;0.02;Strope 2015;12.08;Strope 2015;Human;DSSTox;;;;;0.93;Paixao 2012;0.87;Obach 2008;1.06;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
767;Dacarbazine;4342-03-4;True;20369.0;CN(C)/N=N/c1ncnc1C(N)=O;Dacarbazine;;;-0.24;EPISuite;30.489299869864308;EPISuite;182.1832;DSSTox;1.62;Strope In Prep.;"7.42;11.76";Strope In Prep.;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
768;Dalbavancin;171500-79-1;True;;;Dalbavancin;;;;;;;;;;;;;Human;;;;;;;;0.02;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
769;Dalfopristin;112362-50-2;True;;;Dalfopristin;;;;;;;;;7.09;Strope 2015;11.38,14.76;Strope 2015;Human;;;;;;;;0.82;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
770;Dantrolene;7261-97-4;True;22881.0;[O-][N+](=O)c1ccc(cc1)c3ccc(/C=N/N2CC(=O)NC2=O)o3;Dantrolene;;;1.7;EPISuite;10.999356722323718;EPISuite;314.253;DSSTox;;Strope 2015;4.52,12.13;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
771;Dapsone;80-08-0;True;20371.0;Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2;Dapsone;;;0.97;EPISuite;11.522548817169714;EPISuite;248.3009;DSSTox;2.39,1.57;Strope 2015;;Strope 2015;Human;DSSTox;;;;;0.88;Paixao 2012;0.25;Obach 2008;1.04;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
772;Daptomycin;103060-53-3;True;41009.0;NC(=O)C[C@H](NC(=O)[C@H](Cc1cnc2ccccc12)NC(=O)CCCCCCCCC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]4C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c3ccccc3N)C(=O)O[C@@H]4C;Daptomycin;;;-4.9;EPISuite;;EPISuite;1620.6706;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;0.083;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
773;Darifenacin;133099-04-4;True;48290.0;NC(=O)C(c1ccccc1)(c2ccccc2)[C@@H]3CCN(C3)CCc4cc5CCOc5cc4;Darifenacin;;;5.13;EPISuite;30.489299869864308;EPISuite;426.55;DSSTox;10.11;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.02;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
774;Decitabine;2353-33-5;True;30432.0;NC1=NC(=O)N(C=N1)[C@H]2C[C@H](O)[C@@H](CO)O2;Decitabine;;;-1.89;EPISuite;30.489299869864308;EPISuite;228.2053;DSSTox;;Strope 2015;13.89,14.79;Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
775;Delorazepam (chlordesmethyldiazepam);2894-67-9;True;183137.0;ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1;Delorazepam (chlordesmethyldiazepam);;;3.15;EPISuite;7.890155667481956;EPISuite;305.1600036621094;DSSTox;2.05;Strope 2015;12.29;Strope 2015;Human;DSSTox;;;;;;;0.051;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
776;Demethylchlortetracycline;127-33-3;True;22893.0;NC(=O)C=2C(=O)[C@@]3(O)C(O)=C4C(=O)c1c(c(Cl)ccc1O)[C@@H](O)[C@H]4C[C@H]3[C@@H](C=2O)N(C)C;Demethylchlortetracycline|Demeclocycline;;;-1.14;EPISuite;30.489299869864308;EPISuite;464.853;DSSTox;6.09;Strope 2015;"1.78,8.06;11.54";Strope 2015;Human;DSSTox;;;;;;;0.59;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
777;Denaverine;3579-62-2;True;189315.0;CCC(CC)COC(C(=O)OCCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1;Denaverine;;;4.99;EPISuite;7.664338823809098;EPISuite;383.5320129394531;DSSTox;8.42;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
778;"Desacetylpaclitaxel, 4-; 4-methyl carbonate";172481-83-3;True;169318.0;COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)C2=CC=CC=C2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C3=CC=CC=C3)C3=CC=CC=C3)C(C)=C([C@@H](OC(C)=O)C1=O)C2(C)C;"Desacetylpaclitaxel, 4-; 4-methyl carbonate|4-desacetylpaclitaxel 4-methyl carbonate";;;3.17;EPISuite;30.489299869864308;EPISuite;869.9169921875;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
779;Desmethyldiazepam;1088-11-5;True;49000.0;Clc1ccc2NC(=O)CN=C(c2c1)c3ccccc3;Desmethyldiazepam;;;2.93;EPISuite;7.75995418180736;EPISuite;270.7136;DSSTox;2.85;Strope 2015;12.3;Strope 2015;Human;DSSTox;;;;;;;0.03;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
780;Desmopressin;16679-58-6;True;48259.0;NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]4CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N4;Desmopressin;;;-4.9;EPISuite;;EPISuite;1069.217;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
781;Dexfenfluramine;3239-44-9;True;;;Dexfenfluramine;;;;;;;;;10.22;Strope 2015;;Strope 2015;Human;;;;;;;;0.66;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
782;Dexloxiglumide;119817-90-2;True;152604.0;CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1;Dexloxiglumide;;;3.52;EPISuite;30.489299869864308;EPISuite;461.3800048828125;DSSTox;;Strope 2015;4.05,14.44;Strope 2015;Human;DSSTox;;;;;;;0.024;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
783;Dexmedetomidine;145108-58-3;True;;;Dexmedetomidine;;;;;;;;;6.54;Strope 2015;14.09;Strope 2015;Human;;;;;;;;0.06;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
784;Dexniguldipine;120054-86-6;True;152666.0;CCCN1C(C)=C([C@@H](C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)ON2CCC(CC2)(C2=CC=CC=C2)C2=CC=CC=C2)=C1C)C(=O)OC;Dexniguldipine;;;7.57;EPISuite;30.489299869864308;EPISuite;609.7230224609375;DSSTox;3.08;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
785;Dexrazoxane;24584-09-6;True;40647.0;O=C2CN(C[C@H](C)N1CC(=O)NC(=O)C1)CC(=O)N2;Dexrazoxane|Dexrazone;;;-3.56;EPISuite;30.489299869864308;EPISuite;268.2691;DSSTox;3.6;Strope 2015;11.2,11.8;Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
786;Dha paclitaxel;199796-52-6;True;;;Dha paclitaxel;;;;;;;;;;;;;Human;;;;;;;;0.0038;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
787;Diatrizoic acid (amidotrizoate);117-96-4;True;44521.0;O=C(C)Nc1c(I)c(c(I)c(NC(C)=O)c1I)C(=O)O;Diatrizoic acid (amidotrizoate)|Diatrizoic acid;;;1.37;EPISuite;30.489299869864308;EPISuite;613.9136;DSSTox;;Strope 2015;"2.17,11.84;12.51";Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
788;Diazoxide;364-98-7;True;22914.0;Clc1ccc2N=C(C)NS(=O)(=O)c2c1;Diazoxide;;;1.2;EPISuite;5.238456706793913;EPISuite;230.6714;DSSTox;;Strope 2015;6.66;Strope 2015;Human;DSSTox;;;;;;;0.06;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
789;Dibekacin;34493-98-6;True;22915.0;N[C@@H]3CC[C@@H](CN)O[C@@H]3O[C@H]2[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O)[C@H](N)C[C@@H]2N;Dibekacin;;;-4.9;EPISuite;30.489299869864308;EPISuite;451.5151;DSSTox;"9.96,9.47;9.03";Strope 2015;"12.54,13.13;13.75";Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
790;Dichloroacetic acid;79-43-6;True;20428.0;ClC(Cl)C(=O)O;Dichloroacetic acid;;;0.92;EPISuite;6.092521480485166;EPISuite;128.9421;DSSTox;;Strope 2015;2.3;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
791;Didanosine;69655-05-6;True;22927.0;O=C3NC=Nc2c3ncn2[C@H]1CC[C@@H](CO)O1;Didanosine|2',3'-dideoxyinosine;;;-1.24;EPISuite;30.489299869864308;EPISuite;236.2273;DSSTox;0.63;Strope 2015;8.93,14.67;Strope 2015;Human;DSSTox;;;;;0.72;Paixao 2012;0.95;Obach 2008;1.08;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
792;Diflunisal;22494-42-4;True;22932.0;OC(=O)c1cc(ccc1O)c2ccc(F)cc2F;Diflunisal;;;4.44;EPISuite;6.814678682508146;EPISuite;250.1976;DSSTox;;Strope in prep.;3.011709,12.78217;Strope in prep.;Human;DSSTox;;;;;;;0.0016;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
793;Digitoxin;71-63-6;True;22933.0;O=C1C=C(CO1)[C@H]8CC[C@@]7(O)[C@]8(C)CC[C@H]3[C@H]7CC[C@@H]2C[C@H](CC[C@@]23C)O[C@@H]6O[C@H](C)[C@@H](O[C@H]5C[C@H](O)[C@H](O[C@H]4C[C@H](O)[C@H](O)[C@@H](C)O4)[C@@H](C)O5)[C@@H](O)C6;Digitoxin;;;1.85;EPISuite;30.489299869864308;EPISuite;764.9391;DSSTox;0.24;Strope 2015;"7.18,13.03;13.71";Strope 2015;Human;DSSTox;;;;;;;0.066;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
794;Dihydroquinidine;1435-55-8;True;;;Dihydroquinidine;;;;;;;;;9.18,4.02;Strope 2015;13.89;Strope 2015;Human;;;;;;;;0.22;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
795;Dilevalol;75659-07-3;True;43828.0;O=C(N)c1cc(ccc1O)[C@@H](O)CN[C@H](C)CCc2ccccc2;Dilevalol|(r,r)-dilevalol;;;3.09;EPISuite;30.489299869864308;EPISuite;328.4055;DSSTox;9.8;Strope 2015;8.05,14.11;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
796;Diprafenone;81447-80-5;True;;;Diprafenone;;;;;;;;;9.81;Strope 2015;14.09;Strope 2015;Human;;;;;;;;0.017;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
797;Diprophylline;479-18-5;True;22975.0;OCC(O)Cn2cnc1c2C(=O)N(C)C(=O)N1C;Diprophylline|Dyphylline;;;-1.46;EPISuite;30.489299869864308;EPISuite;254.2426;DSSTox;;Strope 2015;13.91;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
798;Disopyramide;3737-09-5;True;45536.0;CC(C)N(CCC(c1ccccn1)(c2ccccc2)C(N)=O)C(C)C;Disopyramide;;;2.58;EPISuite;30.489299869864308;EPISuite;339.4745;DSSTox;"10.42;2.68";Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;0.16;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
799;Docetaxel;114977-28-5;True;40464.0;CC(C)(C)OC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]5C[C@@]6(O)[C@@H](OC(=O)c2ccccc2)[C@H]4[C@@](C)([C@@H](O)C[C@H]3OC[C@]34OC(C)=O)C(=O)[C@H](O)C(=C5C)C6(C)C;Docetaxel;;;2.83;EPISuite;30.489299869864308;EPISuite;807.8792;DSSTox;;Strope 2015;"10.58,12;13.43";Strope 2015;Human;DSSTox;;;;;;;0.04;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
800;Dolasetron;115956-12-2;True;48276.0;O=C(O[C@H]1C[C@H]3C[C@H]2C[C@@H](C1)N3CC2=O)c5cnc4ccccc45;Dolasetron;;;2.63;EPISuite;11.92877060302206;EPISuite;324.3737;DSSTox;5.68;Strope 2015;12.18;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
801;Domperidone;57808-66-9;True;45116.0;Clc4cc5NC(=O)N(C3CCN(CCCN1c2ccccc2NC1=O)CC3)c5cc4;Domperidone;;;3.9;EPISuite;30.489299869864308;EPISuite;425.9113;DSSTox;7.03;Strope 2015;12.52,13.14;Strope 2015;Human;DSSTox;;;;;;;0.082;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
802;Doxacurium;133814-18-3;True;;;Doxacurium;;;;;;;;;;;;;Human;;;;;;;;0.53;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
803;Doxapram;309-29-5;True;22963.0;O=C4N(CC)CC(CCN1CCOCC1)C4(c2ccccc2)c3ccccc3;Doxapram;;;3.42;EPISuite;12.796423858991183;EPISuite;378.5072;DSSTox;7.23;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
804;Doxazosin;74191-85-8;True;22964.0;COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4;Doxazosin;;;3.3;EPISuite;30.489299869864308;EPISuite;451.4751;DSSTox;7.24,0.94;Strope 2015;12.67;Strope 2015;Human;DSSTox;;;;;;;0.017;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
805;Doxifluridine;3094-09-5;True;22967.0;FC1=CN(C(=O)NC1=O)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O;Doxifluridine;;;-1.4;EPISuite;30.489299869864308;EPISuite;246.1924;DSSTox;;Strope In Prep.;"7.67;12.66;14.13";Strope In Prep.;Human;DSSTox;;;;;;;0.61;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
806;Doxorubicin;23214-92-8;True;21480.0;OCC(=O)[C@@]4(O)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c(O)c5C4;Doxorubicin;;;1.27;EPISuite;30.489299869864308;EPISuite;543.5193;DSSTox;9.93;Strope 2015;"8,9.17;12.67";Strope 2015;Human;DSSTox;;;;;;;0.28;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
807;Doxycycline;564-25-0;True;37653.0;NC(=O)C=3C(=O)[C@@]4(O)C(O)=C2C(=O)c1c(O)cccc1[C@H](C)[C@H]2[C@H](O)[C@H]4[C@@H](C=3O)N(C)C;Doxycycline;;;-0.02;EPISuite;30.489299869864308;EPISuite;444.4346;DSSTox;5.62;Strope 2015;"2.17,8.63;11.56";Strope 2015;Human;DSSTox;;;;;0.94;Paixao 2012;0.12;Obach 2008;1.7;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
808;Dp-b 99;222315-88-0;True;;;Dp-b 99;;;;;;;;;;;;;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
809;Drotaverine;14009-24-6;True;161227.0;CCOC1=C(OCC)C=C(C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1;Drotaverine;;;5.04;EPISuite;10.040450793198168;EPISuite;397.5150146484375;DSSTox;6.23;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.12;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
