SMILES	SLogP	ATS0d	ATSC5s	GATS2c	PNSA1	AATS2i	GATS7Z	ATSC5se	AATS5d	AATS7i	ww	ATS0Z	MAXDN	PEOE_VSA7	O-057	SIC3	ATSC1v	PEOE_VSA10	AATS5i	GATS6c	observed	predicted
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	0.89	-0.14	0.17	2.85	0.18	0.31	0.66	0.33	0.36	-0.63	-0.18	-0.06	-1.74	1.26	-0.38	-0.35	-0.75	-0.84	-1.13	-0.16	1	0
Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2	-0.43	-0.05	-1.18	-0.54	0.02	-1.52	0.39	-0.96	1.12	0.12	-0.14	-0.22	0.08	-0.25	2.64	0.28	1.69	0.08	-1.07	-0.37	0	0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	-0.26	-0.69	-0.8	-1.24	0.5	0.58	0.57	-0.93	0.08	-0.56	-0.32	0.1	2.95	-0.2	-0.38	0.78	-0.37	-0.84	0.44	0.69	0	0
COc1cc2c(cc1OC)-c1c(oc3c4c(ccc3c1=O)O[C@@H](C(C)C)C4)CO2	0.81	0.51	0.11	1.17	-0.5	-0.3	0.14	0.31	1.52	-0.71	0.21	0.13	-0.57	-0.45	-0.38	-0.12	-0.56	1.4	-1.05	0.08	0	0
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC	0.62	0.02	-0.22	2.03	-0.65	0.34	-0.62	-0.8	0.48	-0.46	-0.19	-0.12	-1.25	0.2	-0.38	-1.41	-1.19	-0.84	-0.53	-0.79	0	0
Cc1nc(C)c(Cl)c(O)c1Cl	0.14	-1.1	-0.45	-0.41	-0.16	0.21	0.27	-0.47	-1.72	0.99	-0.33	-0.25	-1.11	-0.84	0.37	0.08	-0.4	-0.08	-0.04	-1.39	0	0
CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(C[C@H](OC(C)=O)[C@]3(C)[C@@H]2[C@H](OC(C)=O)C[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@]432)C1(C)C	0.77	2.13	-0.05	0.07	0.58	-0.07	-0.11	0.49	1.05	-0.65	1.08	1.2	0.08	-0.42	-0.38	-1.47	-0.56	1.87	-0.9	0.18	1	1
NCC(=O)N1CCC[C@H]1C(=O)O	-1.39	-1.01	-0.07	-0.27	-0.8	1.34	-0.43	-0.19	-1.66	2.36	-0.33	-0.78	0.2	-0.87	-0.0	0.55	-0.44	-0.38	1.4	-0.59	0	0
CC1(C)C(=O)C2OC2[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312	0.43	1.27	0.36	0.25	0.36	-0.67	-0.08	-0.5	0.5	-0.66	0.39	0.37	-0.18	0.06	-0.38	-0.07	0.66	0.93	-0.61	-0.06	0	1
COc1cc(-c2coc3cc(OC)c(OC)c(OC)c3c2=O)cc(OC)c1OC	0.47	0.31	-0.72	2.06	-0.94	0.85	-0.63	-2.66	0.98	-0.37	-0.14	0.21	-0.36	-0.69	-0.38	-2.54	-1.81	0.46	-0.72	-0.04	0	0
COc1c2c(cc3occ(-c4ccc5c(c4)OCO5)c(=O)c13)OC(C)(C)C=C2	0.83	0.41	-0.06	0.89	-0.13	-0.54	0.52	-0.45	1.69	-1.23	-0.0	0.08	-0.47	0.29	-0.38	0.49	-0.65	1.74	-1.47	0.29	0	0
CC(C)[C@H](NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H](NC(=O)C(F)(F)F)C(C)C)C(=O)O	-0.42	0.51	-0.56	-0.27	1.64	1.27	0.5	-0.91	0.27	0.68	-0.21	0.56	3.62	-0.24	0.75	-0.67	-0.11	0.95	0.83	-0.22	0	0
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@]12C	2.11	0.74	0.26	-0.7	-0.77	-0.41	-0.06	0.29	-0.89	-0.32	0.04	-0.07	-0.93	2.8	-0.38	-1.74	1.47	-0.84	0.16	-0.3	0	0
C=C[C@H](C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1	-0.04	-0.43	0.66	0.1	0.17	-1.08	0.15	0.54	0.19	-0.52	-0.29	-0.39	-0.33	-0.46	0.37	1.23	-0.17	-0.4	-1.24	-0.44	0	0
COC(=O)C1=CCCN(C)C1	-0.81	-1.07	0.03	1.28	-1.19	1.97	-0.1	0.02	-1.32	-0.19	-0.33	-0.88	-0.46	-0.85	-0.38	-0.11	-1.45	-0.84	0.23	1.1	0	0
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC	0.71	1.72	0.23	0.18	0.77	0.24	-0.24	0.13	0.83	-0.49	1.23	0.9	0.65	1.72	-0.38	0.22	-0.27	0.09	-0.45	-0.1	0	1
O=C([O-])[C@@H]1C[C@H]([C@@H]2CCCC[NH2+]2)CN2CCCC[C@@H]12	-1.25	-0.28	0.02	-1.07	-0.76	0.49	0.32	0.23	-0.54	0.28	-0.27	-0.46	0.08	0.34	-0.38	0.36	0.05	-0.84	0.54	0.71	0	0
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl	0.69	-1.01	-0.11	-0.57	1.37	-2.65	0.22	0.18	-1.07	0.44	-0.33	0.54	-1.4	-1.36	-0.38	0.76	-0.53	0.07	0.44	-1.59	0	0
COc1c(C(C)C)oc2cc3oc(=O)ccc3cc12	0.54	-0.38	-0.2	0.6	-0.55	-0.39	-0.97	-0.9	1.24	0.22	-0.25	-0.44	-0.31	-0.9	-0.38	-0.01	-0.69	0.43	-1.43	-1.23	0	0
[NH3+][C@H](C(=O)[O-])[C@@H]1CC(Cl)=NO1	-1.94	-1.12	-0.21	-1.13	0.14	1.16	-0.61	-0.03	-1.37	2.49	-0.33	-0.49	0.41	-1.36	-0.38	0.56	-0.1	-0.0	2.6	0.5	0	0
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	-0.44	-0.55	1.77	-0.65	-0.18	-0.19	-0.02	1.29	0.15	-0.2	-0.29	-0.49	0.28	-0.92	-0.0	1.02	0.13	-0.38	-0.12	0.39	0	0
C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@H]4CC=C5C[C@@H](O)CC[C@@]5(C)[C@@H]4CC[C@]3(C)[C@H]1[C@@H]2C	1.21	1.03	0.34	-0.16	-0.62	-0.43	-0.16	0.29	-0.38	-0.35	0.26	0.08	-0.84	2.35	-0.38	0.32	1.94	-0.41	0.1	-0.04	0	0
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C	1.42	1.04	0.33	-0.0	-0.85	-0.46	-0.14	0.27	-0.41	-0.35	0.26	0.1	-0.76	2.57	-0.38	-0.68	1.74	-0.84	0.1	-0.09	0	0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	0.47	0.1	-0.21	-0.37	1.63	0.69	0.07	-0.01	1.62	0.91	-0.22	0.35	3.08	0.05	-0.38	0.91	0.16	-0.84	-0.23	-0.34	0	0
Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	1.69	-0.07	0.22	1.97	1.44	-0.37	-0.35	-0.17	1.3	-1.08	-0.24	1.13	-1.01	-0.23	-0.38	0.47	-0.88	-0.38	-0.38	-0.28	0	0
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21	-0.33	-0.43	1.22	-0.98	-0.07	-2.28	1.22	0.97	0.89	-0.46	-0.24	-0.41	-0.02	-1.36	1.89	-0.17	0.96	-0.4	-0.78	0.6	0	0
COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O	-0.14	-0.5	-0.29	-0.13	-0.07	-1.06	-0.13	-0.25	0.3	-0.67	-0.3	-0.4	-0.16	0.02	1.89	0.59	0.46	-0.4	-0.61	-0.42	0	0
Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C	-0.1	-0.15	0.23	0.94	-0.05	0.45	0.16	0.2	0.65	-0.32	-0.26	-0.25	-0.32	-0.18	-0.38	0.83	-0.84	-0.41	0.04	0.15	0	0
CN[C@@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1	-2.36	0.87	-0.72	0.7	-0.06	1.14	0.22	-0.18	-0.25	0.2	-0.06	0.48	0.14	0.42	-0.38	-0.04	0.69	1.41	0.86	-0.06	0	0
O=C([O-])COCCN1CC[NH+]([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1	-0.82	0.14	-0.07	0.3	0.58	0.46	-0.66	-0.16	0.21	-0.37	-0.21	0.3	0.39	-0.9	-0.38	0.12	-0.82	-0.38	-0.27	-0.88	0	0
CCOP(=S)(OCC)SCSCC	0.56	-1.0	0.16	0.73	-0.3	0.57	-0.39	-0.45	-0.76	0.02	-0.33	0.34	0.24	-0.17	-0.38	-1.66	-0.68	-0.84	-1.85	-0.25	0	0
CC1(C)CC[C@@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1	2.01	1.32	-0.05	-1.38	-0.34	-0.6	0.19	0.12	-0.57	-0.28	0.45	0.25	-0.15	2.76	-0.0	-1.39	2.09	-0.84	-0.0	-0.56	0	1
CC1(C)O[C@@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)CC[C@@]5(C)[C@@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	0.05	0.95	-0.74	-0.09	0.08	-0.29	-0.44	-0.76	0.03	0.52	0.26	0.3	0.2	1.45	-0.38	0.41	1.18	0.12	0.15	0.19	0	0
CC(C)c1c(O)ccc2c1CC[C@H]1[C@@](C)(C=O)CCC[C@@]21C	0.97	0.05	-0.62	-1.34	-0.48	-0.67	0.07	-0.35	-0.72	-0.25	-0.2	-0.35	-0.83	1.12	0.37	-0.44	0.69	0.07	-0.55	-0.4	0	1
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12	-0.16	-0.22	-1.1	-0.72	-0.22	-1.84	-0.12	-1.56	1.52	-0.87	-0.24	-0.18	0.18	-0.9	3.4	0.24	1.44	1.71	-0.79	-0.06	1	1
CCCCOC(=O)c1ccc(N)cc1	-0.06	-0.89	-0.33	-0.24	-0.68	0.11	0.68	-0.39	-0.42	-0.41	-0.32	-0.73	-0.39	-0.2	-0.38	0.55	-0.42	-0.84	0.37	-1.35	0	0
CC[C@@]1(C2=NCCN2)Cc2ccccc2O1	-0.25	-0.55	0.07	1.17	-0.97	0.15	-0.43	-0.28	0.02	0.31	-0.3	-0.65	-0.8	-0.68	-0.38	0.53	-0.3	0.03	-0.34	-1.31	0	0
Cn1c(=O)[nH]c(=O)c2nc[nH]c21	-1.42	-0.98	-0.0	-0.65	-0.73	2.68	0.25	0.05	-1.37	0.32	-0.32	-0.79	-0.22	-1.36	-0.38	0.91	-0.8	-0.41	2.01	-1.11	0	0
CCOC(=O)n1ccn(C)c1=S	-0.34	-1.03	-0.24	0.03	-0.97	2.35	1.49	-0.44	-0.3	-0.23	-0.33	-0.52	-0.39	-0.64	-0.38	0.2	-1.82	-0.84	0.17	-0.24	0	0
NC(=O)c1cnccn1	-1.16	-1.3	0.02	0.2	-1.05	1.6	-2.67	0.03	-1.52	2.26	-0.34	-0.99	-0.14	-1.36	-0.38	0.76	-0.45	-0.41	2.08	-0.53	0	0
COc1ccc2c(c1)O[C@H]1c3ccc(OC)cc3OC[C@@H]21	0.39	-0.17	0.25	1.27	-0.8	-0.36	0.23	0.25	0.63	-1.48	-0.16	-0.34	-0.93	-0.67	-0.38	-0.54	-0.63	1.34	-0.63	0.58	0	0
CC(C)(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	-1.77	-0.59	0.1	0.49	-0.05	0.74	-0.23	-0.24	-0.52	0.5	-0.32	-0.44	0.4	-0.84	-0.38	-0.4	-0.23	0.99	1.03	-0.22	0	0
COc1cc(OC)cc(OC)c1	-0.27	-1.03	0.44	1.88	-1.53	1.42	-0.11	0.29	-0.84	-0.27	-0.33	-0.81	-1.28	-1.36	-0.38	-4.49	-1.48	0.46	0.39	3.11	0	0
C[C@@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)C(=O)CC[C@@H]12	0.66	0.1	0.38	-0.9	-0.83	-0.71	-0.25	0.45	-0.91	0.02	-0.16	-0.39	-0.88	1.68	-0.38	-0.12	1.31	-0.4	0.47	-0.15	0	0
COc1cc2c(cc1-c1cc3cc4ccoc4cc3oc1=O)OCO2	0.65	0.1	0.61	0.56	-0.18	-0.8	0.47	1.28	2.01	-1.15	-0.08	-0.07	-0.22	-0.44	-0.38	1.01	-0.76	0.43	-1.23	0.43	0	1
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@](O)(C(=O)OC)C1)[C@@H]32	0.24	0.43	-0.01	1.02	-0.52	0.04	0.5	-0.38	0.69	-0.18	0.02	-0.09	0.44	0.5	-0.38	0.61	0.07	-0.84	-0.55	0.32	0	0
C[C@H](N)[C@H](O)c1cccc(O)c1	-0.66	-1.0	0.49	-0.91	-0.7	-0.23	0.76	0.58	-1.2	1.24	-0.33	-0.83	-0.3	-0.43	0.37	0.98	0.4	-0.4	0.3	0.01	0	0
COc1cc(S(C)=O)ccc1-c1nc2cccnc2[nH]1	-0.0	-0.36	0.33	0.6	-0.39	-0.1	0.02	0.37	0.89	-0.82	-0.27	-0.12	0.85	-0.21	-0.38	0.99	-0.4	0.44	-0.37	0.14	0	0
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1	-1.31	1.42	-1.34	0.39	1.16	-0.11	-0.4	-1.52	0.65	-0.72	0.42	1.07	0.63	-0.18	0.37	0.29	1.22	4.91	0.16	-0.49	0	0
CS(=O)(=O)CCCCN=C=S	-0.6	-1.17	-0.25	-0.08	-0.16	0.61	-0.4	-0.12	-1.21	0.28	-0.33	-0.29	1.83	-0.41	-0.38	-0.23	-0.9	-0.1	0.33	-0.37	0	0
Oc1ccc2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2	-0.22	-0.33	0.02	-0.58	0.06	-1.32	-0.21	0.23	0.76	-0.48	-0.26	-0.35	-0.25	-0.25	1.89	0.77	1.07	0.48	-0.65	-0.29	0	0
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1	0.84	-0.09	-0.26	1.17	-1.02	0.56	-0.14	-0.3	-0.96	0.15	-0.28	-0.32	-0.75	0.33	-0.38	-2.22	-0.93	-0.34	0.52	1.26	0	0
CC(C)=C[C@@H]1[C@@H](CO)C1(C)C	-0.06	-0.93	-0.03	-0.38	-0.99	0.37	-1.5	-0.06	-1.3	2.12	-0.33	-0.93	-1.08	-0.18	-0.38	-1.7	-0.32	-0.84	0.67	-0.36	0	0
CC(=O)c1ccc[nH]1	-0.48	-1.32	0.03	0.45	-1.15	0.22	2.26	0.16	-2.11	2.28	-0.34	-1.07	-0.71	-0.9	-0.38	0.68	-0.55	-0.84	0.98	-2.27	0	0
O=C1C(O)=C(O)C(=O)C(O)=C1O	-1.07	-1.06	0.05	0.2	-0.19	-1.29	-2.67	0.14	-1.92	2.26	-0.33	-0.71	0.6	-1.36	1.13	-3.99	0.86	-0.84	2.39	1.7	0	0
O=NN(CCCl)C(=O)NCCCl	-0.5	-1.17	-1.17	-0.58	-0.28	2.79	1.34	0.09	-1.05	0.86	-0.33	-0.13	-0.32	-1.36	-0.38	-0.25	-1.29	-0.84	2.07	-1.67	0	0
C=C1C[C@@]23C[C@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O	-0.56	0.46	-1.26	-1.1	0.16	-1.19	0.58	-0.44	0.11	0.75	-0.12	-0.06	0.24	0.52	-0.0	1.0	1.59	-0.01	-0.01	-0.31	0	0
CC[C@@H](C)C(=O)O[C@@H]1C[C@]2(C)[C@H](c3ccoc3)OC(=O)C[C@@]23O[C@]2(C)O[C@@]14[C@]1(C)[C@@H](CC(=O)OC)[C@@]5(C)C[C@]1(O)[C@](O)([C@@H]5OC(=O)[C@]1(C)O[C@H]1C)[C@@H](OC(=O)C(C)C)[C@]34O2	0.4	3.59	0.01	0.34	4.67	-0.07	0.11	-0.01	2.34	-0.85	2.9	2.08	1.48	0.34	-0.38	0.11	0.32	1.37	-0.82	0.58	1	1
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	-0.15	-0.43	0.16	0.8	-0.17	1.48	1.04	1.4	-0.95	0.13	-0.3	-0.06	-0.55	-0.64	-0.38	-0.47	-1.04	-0.4	0.86	0.15	0	0
O=C1CCCN1CC#CCN1CCCC1	-0.69	-0.73	0.28	1.57	-0.92	1.31	0.13	0.41	-0.46	0.31	-0.31	-0.7	-0.88	-0.14	-0.38	-0.31	-1.17	-0.84	0.63	0.55	0	0
COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1	0.21	-0.3	-0.41	-0.29	-0.29	-1.2	-0.01	-0.7	1.06	-1.38	-0.25	-0.3	-0.33	-0.44	1.13	1.05	0.17	1.71	-0.82	-0.48	0	0
CC1(C)C(O)CC(O)[C@@]2(C)C1C[C@@H](O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312	0.25	1.24	0.68	-0.16	0.07	-0.55	-0.24	0.31	0.02	-0.11	0.32	0.38	-0.22	0.25	-0.38	-0.9	1.58	0.04	-0.33	0.03	1	1
O=C(O)c1cc(O)c2cccc(O)c2n1	-0.42	-0.79	1.26	-0.95	-0.2	-1.29	1.47	1.12	0.28	1.16	-0.31	-0.62	0.48	-0.9	1.51	1.47	0.54	0.44	-0.38	0.89	0	0
CCCCC(=O)O[C@H]1CC[C@@H]2[C@H]3CCc4cc(O)ccc4[C@@H]3CC[C@]12C	1.23	0.36	0.1	-0.81	-0.33	-0.66	-0.24	0.06	-0.22	-0.45	-0.02	-0.11	-0.64	1.89	0.37	0.53	0.83	0.05	-0.16	0.08	0	1
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1	1.17	-0.34	0.23	1.41	0.64	-0.48	-1.3	-0.38	-0.02	-1.05	-0.29	0.6	-1.42	-0.02	-0.38	-1.37	-0.76	0.03	-0.82	0.06	0	0
N#C/C(=C\c1ccc(O)cc1)C(=O)O	-0.41	-0.97	0.39	-1.26	0.24	-1.64	0.9	0.34	0.41	0.74	-0.33	-0.71	0.49	-0.46	0.75	1.74	0.15	0.47	-0.74	0.66	0	0
C[C@H]1[C@H]2CC[C@@H]3[C@H]4CC=C5C[C@@H](N(C)C)CC[C@@]5(C)[C@@H]4CC[C@@]32CN1C	1.01	0.63	0.21	3.01	-0.98	0.21	0.03	0.29	-0.75	-0.35	0.06	-0.18	-1.47	2.94	-0.38	-0.48	0.5	-0.84	0.38	-0.27	0	0
CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@@H]5O)[N@]3[C@@H]1O	-0.34	0.43	-0.42	0.32	1.51	-0.3	-0.22	-0.54	-0.08	0.35	-0.03	-0.22	-0.65	0.03	-0.38	0.93	1.13	-0.37	0.07	-0.3	1	0
N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O	-1.41	-0.91	0.04	-0.02	-0.68	0.78	0.09	0.02	-0.24	1.04	-0.33	-0.65	0.37	-1.36	0.75	1.26	0.01	-0.38	0.38	0.2	0	0
CCCCOc1ccc(CC(=O)NO)cc1	-0.19	-0.77	0.22	0.51	-0.3	0.25	-0.26	-0.04	-0.4	-0.49	-0.32	-0.6	-0.27	-0.45	-0.38	0.74	-0.47	-0.4	0.17	0.54	0	0
CC(C)NC[C@H](O)c1cc(O)cc(O)c1	-0.51	-0.77	1.01	-0.91	-0.57	0.35	-0.39	0.83	-0.72	-0.02	-0.32	-0.64	-0.28	-0.69	1.13	-0.18	0.12	0.03	0.58	0.68	0	0
CC1(C)C[C@H]2[C@H]1CC[C@@]1(C)O[C@]2(C)CCC1=O	0.4	-0.25	0.4	0.62	-1.02	-0.2	-0.52	0.47	-1.08	0.59	-0.29	-0.59	-0.57	0.79	-0.38	-0.82	0.2	-0.42	0.18	0.02	0	0
C=CCc1ccccc1OC[C@@H](O)CNC(C)C	-0.09	-0.57	0.45	1.16	-0.25	0.44	-0.13	0.2	-0.4	0.31	-0.3	-0.53	-0.49	-0.68	-0.38	0.1	-0.72	0.55	-0.52	0.65	0	0
COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1	0.06	-0.01	-0.41	2.25	-0.49	0.67	-0.45	-1.43	0.07	0.05	-0.15	-0.08	-0.92	-0.44	-0.38	-0.3	-1.26	0.61	-0.32	-0.43	0	0
CC1(C)C[C@@]23C(=O)CC[C@H](O)[C@@]2(C)CC[C@@H]13	0.07	-0.33	0.55	-0.89	-0.97	-0.52	-0.7	0.34	-1.45	1.42	-0.3	-0.64	-0.7	0.04	-0.38	-0.92	0.76	-0.4	0.97	-0.16	0	0
CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C	-0.14	-0.58	-0.56	-1.04	-0.55	1.47	-0.56	-1.04	-0.56	0.31	-0.32	-0.44	0.09	-0.59	-0.38	-0.75	-1.58	0.15	0.28	0.12	0	0
COc1ccc2c(c1OC)C(=O)O[C@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3	0.21	0.42	0.13	1.2	-0.08	0.44	0.06	0.03	1.13	-0.35	0.01	0.1	-0.29	0.26	-0.38	0.2	-1.02	0.04	-0.48	-0.16	0	0
C[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1	0.27	-0.26	-0.17	-0.77	0.27	-0.87	-0.24	-0.24	0.11	-1.27	-0.26	-0.36	0.12	0.01	-0.0	0.98	-0.05	-0.84	-0.3	-0.08	0	0
CC(C)=CCc1c(O)cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2c1O	0.72	0.23	-0.63	-0.1	0.03	-0.81	0.85	-0.85	1.03	-1.22	-0.12	0.03	-0.3	0.07	1.13	0.49	0.22	1.32	-0.58	0.02	0	1
O=C(Cc1cccs1)N[C@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@@H]12	-1.11	0.24	0.41	-0.61	0.97	-0.46	-0.1	1.23	1.1	-1.17	-0.15	0.64	0.53	-0.93	-0.38	1.42	-0.17	0.02	-0.45	0.32	1	1
C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@H]5OC=C[C@@]54O)[C@H]4[C@]1(CO[C@]4(O)C(=O)OC)[C@@H]32	-1.07	2.68	-2.9	0.41	0.19	-0.01	-0.08	-2.97	1.66	-0.59	1.37	1.59	1.51	-0.1	-0.38	0.66	0.42	1.32	-0.59	-0.01	0	1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O	-0.32	0.13	-0.25	0.28	0.27	0.5	-0.36	-0.79	-0.08	-0.2	-0.23	0.04	0.24	0.34	-0.0	0.66	-0.74	0.07	0.03	-0.52	0	0
COc1cc(C(C)=O)cc(OC)c1O	-0.31	-0.88	0.35	1.07	-0.72	0.71	1.46	0.62	-0.77	0.21	-0.33	-0.68	-0.54	-0.64	0.37	-0.65	-0.86	-0.84	0.23	0.56	0	0
Cc1cc(C2CCCCC2)n(O)c(=O)c1	0.03	-0.69	-0.55	-0.57	-0.83	-0.13	-0.15	-0.59	-0.29	0.5	-0.32	-0.68	-0.36	-0.17	-0.38	-0.9	-0.17	-0.84	0.43	1.46	0	0
COc1cc2nc(N3CCN(C(=O)[C@@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC	-0.27	0.72	-0.41	1.37	-0.13	1.03	-0.07	-0.58	0.85	0.07	0.09	0.38	-0.35	-0.67	-0.38	-0.55	-1.19	0.1	0.29	-0.22	0	0
C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	0.62	0.03	0.29	-0.84	-0.4	-1.04	-0.11	0.42	-0.7	-0.28	-0.16	-0.4	-0.77	0.98	-0.38	0.39	0.81	-0.4	0.18	-0.07	0	0
C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O	-0.15	0.91	0.4	-1.1	0.91	-0.41	0.65	0.39	-0.26	-0.15	0.15	0.67	3.68	0.78	-0.38	0.74	1.52	0.08	0.28	-0.39	0	0
Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1	1.03	-0.21	0.15	0.98	-0.21	0.57	0.63	0.28	-0.11	-1.2	-0.26	-0.38	-1.51	0.57	-0.38	-2.28	-1.16	-0.84	-0.81	1.86	0	0
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1	0.83	0.02	0.34	-1.43	0.8	-1.39	-0.44	0.51	0.62	-0.48	-0.2	0.17	0.83	1.31	-0.0	0.96	0.54	-0.4	-1.24	0.38	0	1
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2	0.49	3.41	-1.01	-0.7	2.45	-1.54	-0.25	0.25	2.56	-1.23	3.42	2.5	0.93	0.02	10.97	-1.27	6.8	3.95	-1.31	-0.55	0	1
O=C1C=CC(=O)c2c(O)cccc21	-0.43	-0.93	0.53	-1.04	-0.25	-2.11	-2.67	0.42	-0.99	2.26	-0.32	-0.77	-0.35	-0.67	0.37	0.77	0.04	-0.4	0.0	0.4	0	0
CCOC(=O)c1ccc(N)cc1	-0.38	-1.05	-0.45	-0.2	-0.68	0.11	0.07	-0.36	-0.58	0.44	-0.33	-0.83	-0.36	-0.18	-0.38	0.64	-0.37	-0.84	0.07	-2.05	0	0
Cn1c(=O)[nH]c2ncn(C)c2c1=O	-1.41	-0.88	-0.47	-0.04	-0.98	3.05	-1.14	-0.63	-0.71	2.26	-0.32	-0.74	-0.24	-1.36	-0.38	-0.46	-1.35	-0.84	2.24	-1.28	0	0
Nc1nc2c(ncn2COCCO)c(=O)[nH]1	-1.53	-0.72	-0.39	-0.31	-0.63	2.62	-0.24	-0.37	0.6	0.86	-0.3	-0.53	-0.29	-1.36	-0.38	0.92	-0.7	-0.33	0.84	-0.43	0	0
COC(=O)COc1cc(Cl)c(Cl)cc1Cl	0.34	-0.89	0.3	1.69	0.61	0.26	0.39	0.46	0.11	-0.96	-0.32	0.34	-0.35	-1.13	-0.38	0.57	-0.94	-0.4	0.16	0.02	0	0
