SMILES	SLogP	ATS0d	ATSC5s	GATS2c	PNSA1	AATS2i	GATS7Z	ATSC5se	AATS5d	AATS7i	ww	ATS0Z	MAXDN	PEOE_VSA7	O-057	SIC3	ATSC1v	PEOE_VSA10	AATS5i	GATS6c	observed	predicted
[NH3+]C/C=C/C(=O)[O-]	-2.0	-1.48	-0.47	-1.88	-0.76	1.62	0.69	0.26	-1.86	1.91	-0.34	-1.08	0.4	-0.9	-0.38	0.08	-0.41	-0.84	2.65	8.51	0	0
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1	-0.15	-0.3	-0.43	-0.59	0.32	-0.47	0.59	-0.08	1.08	-0.38	-0.25	-0.05	2.97	0.02	-0.38	0.8	0.28	-0.84	0.14	-0.53	0	0
COc1ccc(C(=O)O)c(O)c1OC	-0.52	-0.91	-0.91	0.5	-0.72	0.64	-0.36	-0.93	-1.01	1.45	-0.33	-0.64	0.45	-0.9	0.75	-0.34	-0.53	-0.42	0.55	-1.08	0	0
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1	0.34	-0.34	-0.88	0.68	0.17	1.9	-0.76	-1.36	0.15	-0.03	-0.29	-0.14	2.86	0.04	-0.38	0.42	-0.82	-0.34	0.83	-0.42	0	0
COc1cc2occc2c2oc(=O)ccc12	0.07	-0.65	0.23	0.46	-0.76	-0.74	0.98	-0.07	0.83	-0.15	-0.28	-0.59	-0.29	-0.9	-0.38	1.17	-0.75	0.01	-1.25	0.22	0	0
CC1(C)C(=O)C2OC2[C@@]2(C)C1C[C@@H](O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312	0.34	1.29	0.39	0.16	0.25	-0.62	-0.16	-0.46	0.4	-0.39	0.39	0.37	-0.27	0.04	-0.38	-0.0	1.03	0.5	-0.54	0.01	1	1
CCC1(c2ccccc2)C(=O)NCNC1=O	-0.76	-0.65	-1.19	-0.06	-0.49	0.11	-0.68	-1.24	-0.74	0.99	-0.31	-0.62	-0.05	-0.91	-0.38	-0.17	-0.17	-0.84	0.4	-0.71	0	0
COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1	0.39	-0.38	-0.1	0.64	-0.26	-0.56	-0.6	-0.45	0.28	-0.97	-0.28	-0.34	-0.34	-0.92	0.37	-0.04	-0.44	0.87	-0.74	1.3	0	0
CCN(CC)C(=O)c1cccc(C)c1	0.04	-0.84	-0.27	1.23	-0.76	0.76	0.01	-0.17	-0.93	-0.57	-0.33	-0.77	-0.75	-0.12	-0.38	-1.01	-1.09	-0.84	-0.21	-0.18	0	0
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O	-1.43	1.49	-1.64	0.29	1.08	-0.11	-0.49	-1.65	0.68	-0.72	0.47	1.16	0.65	-0.41	1.13	0.25	1.51	4.48	0.15	-0.42	0	0
Clc1ccc([C@H](OCCN2CCCCC2)c2ccccc2)cc1	1.06	-0.12	0.17	2.65	0.23	-0.13	-0.76	-0.05	0.13	-0.68	-0.26	0.01	-0.97	0.5	-0.38	-0.1	-0.54	-0.38	-0.41	0.27	0	0
C[n+]1cccc(C(=O)[O-])c1	-1.45	-1.2	-0.03	-1.21	-0.98	0.95	-1.25	0.05	-1.41	1.17	-0.33	-0.94	0.38	-1.13	-0.38	0.84	-1.0	-0.31	0.12	4.98	0	0
COc1ccc(-c2cc(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3o2)cc1	0.39	0.1	-0.91	0.16	0.05	-0.44	0.86	-0.9	1.39	-1.09	-0.17	0.06	-0.09	-0.44	-0.38	0.15	-0.98	1.71	-1.52	-1.09	0	0
O=C(O)c1c2ccccc2cc2ccccc12	0.55	-0.58	0.07	-1.45	0.23	-2.32	0.57	-0.08	0.63	0.11	-0.26	-0.61	0.14	-0.32	-0.0	0.11	0.28	-0.84	-1.61	1.47	0	0
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1	-0.23	-0.35	0.12	0.01	-0.42	0.48	0.01	0.3	-0.59	-0.79	-0.28	-0.47	-0.41	-0.91	-0.38	-0.21	-0.54	-0.42	1.23	-0.43	0	0
NCCc1ccc(O)c(O)c1	-0.73	-1.1	-0.07	-0.85	-0.71	-0.28	0.55	0.05	-1.19	1.71	-0.33	-0.88	-0.55	-0.2	1.13	0.41	0.43	-0.84	0.85	0.2	0	0
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	0.21	-0.07	-0.15	-0.36	0.39	-0.16	0.05	-0.0	-0.62	-0.86	-0.21	-0.14	-0.69	1.2	-0.38	-1.12	0.64	0.9	0.24	-1.53	0	0
Cc1cc(=O)c2c(O)cc(O)c(C)c2o1	-0.23	-0.73	-0.91	-0.83	-0.84	-0.79	0.28	-0.91	-0.24	1.38	-0.31	-0.63	-0.36	-0.84	1.13	0.44	0.14	1.28	-0.36	-0.73	0	0
C=C1C2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)C[C@@]13O[C@H]1CC(O)C(C)(C)C(CC(=O)OC)[C@@]21C	0.82	1.14	1.25	0.1	-0.04	-0.34	0.14	1.06	0.12	-0.52	0.21	0.43	-0.2	0.22	-0.38	-0.21	0.25	0.04	-0.52	-0.03	1	1
COc1cccc2c1CCC1=CC(=O)CC[C@@]12C	0.34	-0.38	0.18	0.5	-0.69	-0.74	-0.32	0.18	-0.56	0.23	-0.25	-0.55	-0.89	0.25	-0.38	0.51	-0.03	-0.4	-0.4	0.53	0	0
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@@H]1C	0.14	0.0	-0.91	-0.49	0.91	-0.11	-0.12	-0.66	0.78	-0.25	-0.22	0.46	3.02	0.06	-0.38	0.79	0.3	-0.01	-0.86	-0.94	0	0
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1	-0.27	-0.44	0.0	0.27	-0.31	1.31	-0.27	0.24	-1.05	-0.07	-0.3	-0.4	-0.53	0.05	-0.38	-0.3	-1.25	-0.84	0.71	-0.64	0	0
CCOC(=O)c1c(C)cc(O)c(C=O)c1O	-0.4	-0.76	-3.22	-0.53	-0.32	-0.03	0.29	-3.03	-0.63	0.14	-0.32	-0.55	0.01	-0.4	1.13	0.43	-0.24	0.44	0.46	-1.14	0	0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]21C	0.95	0.63	0.98	-0.21	-0.34	-0.53	-0.5	0.61	-0.49	-0.01	0.01	0.02	-0.15	1.69	-0.38	0.26	0.59	-0.84	-0.28	-0.48	0	1
O=C(Oc1cc(O)cc2c1C[C@@H](OC(=O)c1cc(O)c(O)c(O)c1)[C@@H](c1cc(O)c(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1	0.2	1.44	1.12	-0.55	2.16	-1.39	-0.34	2.19	1.92	-1.35	0.48	1.19	0.39	0.02	7.18	-0.5	3.12	0.91	-0.78	-0.65	0	1
NCCCC[C@@H](N)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCCN)C(=O)O	-1.16	0.34	1.7	-0.57	0.63	0.51	0.19	1.18	-0.01	0.21	-0.21	0.29	0.39	1.02	0.75	-0.1	1.0	0.5	0.6	0.2	0	0
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12	0.53	0.05	0.21	0.86	-0.01	0.03	-0.0	0.08	0.09	-1.07	-0.13	0.12	-0.17	0.03	-0.38	0.05	0.2	-0.84	-0.34	0.51	0	0
COc1cc(O)ccc1C(C)=O	-0.32	-1.03	-0.13	0.04	-0.8	0.05	-0.98	-0.32	-1.14	2.07	-0.33	-0.82	-0.57	-0.64	0.37	0.47	-0.54	0.03	-0.03	-0.55	0	0
CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1	0.6	-0.46	0.29	2.65	0.1	0.33	0.24	0.44	0.17	-0.53	-0.3	-0.21	-1.29	0.79	-0.38	0.33	-0.9	-0.84	-0.58	0.47	0	0
COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O	0.61	0.03	-0.31	0.15	0.77	-0.71	-0.82	-0.67	0.11	-0.7	-0.19	0.03	-0.27	0.44	1.51	-0.58	0.16	-0.4	-0.62	-0.15	0	0
COc1cc2ccc(=O)oc2c(OC)c1OC	-0.23	-0.63	-0.06	1.74	-0.87	0.77	-0.42	-1.13	0.35	0.62	-0.3	-0.5	-0.24	-0.9	-0.38	-1.54	-1.3	-0.84	-0.37	-0.02	0	0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1	1.04	0.24	-0.68	-0.05	0.11	-0.17	-0.94	-1.08	1.17	-0.21	-0.05	0.26	-0.47	1.19	-0.38	0.13	-0.48	-0.84	-1.08	-1.21	0	0
O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12	0.21	-0.45	-0.58	-0.23	-0.0	-1.96	0.22	-0.91	1.61	-1.12	-0.27	-0.44	-0.18	-0.9	1.13	0.93	0.4	0.01	-1.39	0.17	0	0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	-0.29	-0.52	0.3	-1.01	0.34	0.18	0.07	0.24	0.08	-0.27	-0.31	-0.18	2.92	0.08	-0.38	0.59	0.14	-0.84	0.77	-0.58	0	0
[NH3+]C[C@H](CC(=O)[O-])c1ccc(Cl)s1	-1.04	-0.98	-0.32	-1.88	0.19	-0.31	3.64	0.46	-0.8	1.76	-0.33	-0.15	0.2	-0.66	-0.38	0.64	0.43	-0.84	0.14	3.14	0	0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	0.8	0.48	0.45	1.1	0.83	1.32	-0.47	1.16	0.32	0.17	0.04	0.52	2.83	0.28	-0.38	-0.38	-0.4	-0.84	0.19	-0.24	0	0
O=c1c2ccccc2oc2ccccc12	0.24	-0.73	-0.31	0.39	-0.26	-2.11	0.09	-0.32	1.06	-0.71	-0.28	-0.71	-0.67	-0.44	-0.38	-1.28	-0.32	0.0	-1.66	-1.43	0	0
Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2	0.37	-0.2	0.39	0.17	-0.61	0.21	-0.86	0.34	-0.78	-0.89	-0.27	-0.45	-0.79	1.05	-0.38	-0.52	-0.2	-0.84	0.86	2.08	0	0
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	0.28	-0.6	-1.15	-1.33	0.38	-1.2	0.22	-0.8	0.69	1.04	-0.3	-0.41	0.54	-0.23	0.75	1.53	0.4	0.88	0.05	-0.1	0	0
CC1(C)CC[C@]2(C(=O)O)[C@H](C1)C1=CC[C@@H]3[C@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@@H]2O	1.59	1.39	-0.47	-1.24	-0.24	-0.6	0.3	-0.29	-0.52	-0.24	0.5	0.33	0.07	2.52	-0.0	-1.11	2.31	-0.43	0.02	-0.39	0	1
COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1OC	0.46	0.17	-0.24	2.15	-0.74	0.85	-0.43	-0.61	0.16	-0.26	-0.17	-0.06	-1.18	0.94	-0.38	-1.27	-1.45	-0.84	-0.21	-0.52	0	0
NCc1ccc(S(N)(=O)=O)cc1	-1.07	-1.01	-0.31	-0.82	-0.26	0.02	2.47	-0.05	-1.39	1.59	-0.33	-0.52	2.63	-0.69	-0.38	0.67	0.59	-0.84	1.63	-0.16	0	0
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-0.0	1.18	0.37	-1.02	0.68	-0.3	-0.52	0.65	-0.54	0.06	0.34	0.8	3.11	2.33	-0.38	-0.05	2.11	-0.84	0.22	-0.12	1	1
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C	1.26	0.9	0.0	0.44	-0.15	-0.58	-0.26	0.17	0.38	-0.74	0.2	0.16	-0.19	2.12	-0.38	0.42	0.92	-0.42	-0.84	-0.82	1	1
CCNc1nc(Cl)nc(NCC)n1	-0.41	-0.98	-0.2	-1.16	-0.44	3.21	3.5	-0.81	0.17	1.44	-0.33	-0.45	-1.23	-0.4	-0.38	-1.81	-1.41	-0.84	1.47	0.03	0	0
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1	0.07	0.03	0.66	1.12	-0.41	0.06	0.12	0.43	0.15	-0.4	-0.16	-0.27	-0.73	-0.21	-0.38	-0.34	-0.3	-0.84	0.23	0.34	0	0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	0.45	0.74	0.56	-1.37	-0.33	-0.55	-0.28	0.46	-0.58	0.13	0.06	0.12	0.03	2.33	-0.0	-0.23	2.01	-0.84	0.21	0.07	0	1
COc1cc(OC)c2c(c1Cl)O[C@]1(C2=O)C(O)=CC(=O)C[C@@H]1C	0.15	-0.06	-1.78	0.81	0.02	-0.27	3.14	-1.15	0.84	-0.88	-0.24	0.17	0.37	-1.36	-0.0	0.15	-0.4	1.25	-0.7	0.36	0	0
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	-0.2	0.37	-0.05	-0.19	1.11	-0.28	-0.55	-0.87	1.04	-0.59	-0.15	0.39	0.23	-0.57	-0.0	0.39	0.18	1.75	-0.11	0.47	0	0
CC(C)CCC[C@H](C)[C@@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	2.08	0.71	0.28	-0.66	-0.8	-0.46	-0.04	0.27	-0.78	-0.42	0.04	-0.07	-0.9	2.33	-0.38	-0.81	1.42	-0.84	0.01	-0.37	0	0
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1	0.36	-0.57	0.08	-1.12	-0.32	0.65	-0.4	0.06	0.69	-0.14	-0.29	-0.21	-0.18	-0.21	-0.38	0.68	-0.51	-0.84	-0.71	-0.18	0	0
C/C=C(\C)C(=O)O[C@@H]1[C@@H]2C=C3[C@H]4CC(=O)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@H]3[C@](C)(C2=O)[C@@H]([C@H](O)C(=O)OC)C1(C)C	0.88	1.59	0.03	0.16	3.56	-0.37	0.04	-0.22	0.6	-0.94	0.58	0.85	0.52	0.33	-0.38	0.27	0.2	0.51	-0.84	0.02	1	1
CC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC=C4[C@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C	2.25	1.52	0.04	-1.01	-0.3	-0.48	0.0	0.15	-0.44	-0.23	0.63	0.43	-0.14	2.55	-0.0	-1.28	1.47	-0.38	-0.17	-0.56	1	1
O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31	-0.4	-0.44	-0.05	0.32	-0.95	-0.27	0.07	0.06	-0.62	1.13	-0.27	-0.64	-0.51	-0.63	-0.38	0.89	-0.15	-0.84	0.32	-0.42	0	0
CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@@]21C	1.0	0.02	0.09	-0.61	-0.86	-0.43	-0.25	0.16	-0.96	-0.22	-0.21	-0.45	-1.3	1.34	-0.38	-0.16	0.93	-0.84	-0.04	0.36	0	0
COc1ccc2c(c1)[C@]1(C)CC[C@@H](O)C[C@@H]1CC2	0.29	-0.33	0.36	0.12	-0.89	-0.52	0.44	0.56	-0.72	-0.14	-0.25	-0.55	-0.85	1.16	-0.38	0.54	0.34	-0.4	0.11	1.6	0	0
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O	-1.46	1.52	-1.79	0.33	1.19	-0.03	-0.46	-1.62	0.57	-0.65	0.47	1.16	0.64	-0.43	1.13	0.25	1.48	4.53	0.19	-0.31	0	0
COc1ccccc1OC[C@H](O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	-0.03	0.5	-0.29	1.6	0.12	0.95	-0.43	-0.78	-0.31	0.2	-0.07	0.22	-0.4	0.04	-0.38	-0.48	-1.15	0.12	0.25	-0.02	0	0
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21	-1.43	-0.1	0.52	-0.23	-0.14	1.03	0.95	0.88	0.74	0.57	-0.23	-0.16	0.74	-0.64	-0.38	0.03	-0.53	-0.4	-0.12	0.2	0	0
CC(=O)Oc1ccc(Cl)c2cccnc12	0.18	-0.81	0.13	0.11	-0.2	-0.64	-0.26	0.32	0.56	-0.42	-0.31	-0.36	-0.36	-0.44	-0.38	1.14	-0.72	-0.42	-1.24	-0.29	0	0
Cc1cc(=O)[nH]c(=S)[nH]1	-0.67	-1.26	-0.35	-1.49	-0.46	0.79	-0.07	-0.49	-2.36	2.27	-0.34	-0.71	-0.63	-0.64	-0.38	0.68	-0.44	-0.84	1.28	-1.6	0	0
CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(C[C@H](O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@]432)C1(C)C	0.72	1.65	0.67	0.03	0.43	-0.28	-0.31	0.12	0.41	-0.28	0.64	0.75	-0.16	0.04	-0.38	-0.79	0.38	0.96	-0.67	-0.08	1	1
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	1.44	0.8	-0.02	-0.04	1.08	-0.11	-0.45	0.13	0.29	-0.07	0.04	0.37	-0.41	1.65	-0.38	-0.33	-0.04	0.04	-0.56	-0.7	0	0
COC(=O)C[C@H]1C(C)(C)[C@@H](O)[C@@H]2CC3=C4C=C(OC)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@@H]3[C@@]1(C)C2=O	0.97	1.17	0.66	0.07	-0.17	-0.32	0.19	0.68	0.36	-0.88	0.27	0.48	-0.18	0.46	-0.38	0.04	0.23	0.05	-0.78	0.08	1	1
O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12	0.21	-0.45	0.52	-0.24	0.07	-1.96	0.7	0.12	1.37	-1.38	-0.27	-0.44	-0.26	-0.9	1.13	0.93	0.4	-0.4	-1.2	-0.42	0	0
CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32	0.58	0.1	0.11	0.86	-0.71	-0.28	-0.08	-0.04	0.26	-0.1	-0.09	-0.36	-0.92	0.3	-0.38	0.61	0.06	-0.84	-0.29	-0.01	0	0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1O	-0.11	0.48	0.36	0.49	0.18	-0.31	-0.3	-0.08	1.64	-0.53	0.05	0.2	-0.16	0.19	0.37	0.4	0.03	-0.84	-0.99	0.44	1	1
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1	0.7	-0.26	1.18	-0.23	1.18	0.97	0.94	0.75	1.93	1.62	-0.27	0.12	3.26	0.04	-0.38	0.61	-0.21	-0.84	1.34	0.18	0	0
COC1=C(O)C(=O)c2c(cc3oc(C(C)=O)c(O)c3c2O)C1=O	-0.22	-0.12	-1.45	0.17	0.07	-0.88	-0.12	-1.52	1.32	-0.52	-0.2	-0.1	0.29	-1.13	1.51	0.46	0.52	0.42	-0.7	-0.31	0	0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12	0.09	-0.38	0.07	-0.48	-0.09	-1.92	0.1	0.0	1.15	-1.38	-0.26	-0.36	0.02	-1.36	1.89	0.89	0.75	0.42	-0.87	-0.53	0	0
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1	2.02	1.24	0.06	-0.15	0.96	-0.51	-0.18	-0.17	1.54	-0.91	0.37	0.54	0.18	1.13	-0.0	0.65	0.01	0.04	-1.36	-0.31	1	1
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	-2.09	2.1	-1.13	0.68	1.16	0.23	-0.46	-1.09	1.31	-0.77	1.15	1.75	0.83	-0.41	0.37	-0.35	1.41	5.53	-0.3	-0.14	0	0
C[C@@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@H]2[C@H](O)C[C@@]2(C)[C@H](C3=CC(=O)OC3)CC[C@]12O	0.08	0.71	0.57	-0.85	-0.33	-0.68	-0.18	0.56	-0.41	0.06	0.05	0.06	-0.29	1.89	-0.38	0.2	1.84	-0.34	0.15	0.58	0	0
COc1cc(C)c2c(=O)cc(-c3ccccc3)oc2c1	0.58	-0.35	-0.58	0.79	-0.38	-1.0	-0.34	-0.97	0.75	-1.16	-0.26	-0.42	-0.6	-0.66	-0.38	0.66	-0.46	0.44	-0.87	-0.16	0	0
O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1	-0.28	-0.87	-1.08	-1.01	-0.07	-0.85	-0.0	-1.95	-0.37	1.02	-0.33	0.35	2.55	-0.32	-0.0	1.13	-0.63	-0.84	1.17	1.64	0	0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@@H]5[C@H](O)[C@H]3O)[C@@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	0.16	1.9	-0.46	0.73	1.39	-0.24	-0.5	-0.94	2.05	-0.77	1.25	1.52	0.36	0.62	0.37	0.88	0.41	0.99	-0.98	0.13	1	1
CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1	-0.94	-0.65	-0.31	-0.11	-0.75	2.79	0.41	-0.02	0.21	0.55	-0.31	-0.46	-0.03	-1.1	-0.38	-0.54	-2.12	-0.39	1.68	1.08	0	0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C	0.37	4.74	5.46	1.19	10.58	1.4	-0.14	1.31	0.25	0.05	9.84	3.36	0.5	2.44	-0.38	-2.52	-4.91	3.69	0.58	0.16	1	1
C=C(C)[C@]1(O)OC(=O)C=C1OC	-0.84	-0.98	-0.17	0.64	-0.51	0.76	-2.67	-0.82	-1.29	2.26	-0.33	-0.78	0.57	-0.89	-0.38	0.2	-0.87	-0.84	0.62	-1.48	0	0
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1	-0.95	1.9	-0.35	0.52	0.94	-0.06	-0.12	-0.47	1.37	-1.32	0.6	1.41	0.64	0.58	0.37	0.02	1.47	4.48	-0.28	0.09	0	1
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1	0.25	0.33	-2.22	0.58	0.28	0.5	0.04	-2.66	1.18	-0.35	-0.17	0.26	0.13	-0.1	-0.38	-0.26	-1.19	-0.34	-0.72	0.34	0	0
C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(/C)CC[C@@H]12	0.16	-0.33	0.25	0.24	-0.24	-0.26	1.07	0.21	-0.27	-0.09	-0.26	-0.51	-0.43	0.13	-0.38	0.46	-0.26	0.08	-0.01	-0.36	0	0
CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)CC[C@@]2(C)[C@H]2CC[C@@]3(C)C(=CC(=O)O[C@@H]3c3ccoc3)[C@]21C	1.33	1.14	0.74	-0.16	0.21	-0.51	-0.11	0.76	0.12	-0.72	0.31	0.39	-0.31	0.7	-0.38	-0.41	0.29	0.51	-0.71	0.07	1	1
CC(=O)Oc1cccc(O)c1	-0.44	-1.13	-0.37	-0.86	-0.66	-0.4	1.64	-0.32	-0.76	0.81	-0.33	-0.87	-0.29	-0.9	0.37	0.97	-0.51	0.03	-0.59	-1.44	0	0
COc1ccc2[nH]cc(CCNC(C)=O)c2c1	-0.21	-0.6	0.25	0.45	-0.94	0.48	0.46	0.68	-0.29	-0.42	-0.3	-0.57	-0.64	-0.22	-0.38	0.68	-0.48	-0.4	0.26	0.77	0	0
Nc1nc2ccc(OC(F)(F)F)cc2s1	0.17	-0.79	-1.93	-1.84	0.56	2.54	-1.5	-1.94	0.6	4.61	-0.31	-0.24	3.12	-0.9	-0.38	0.72	0.04	-0.4	3.48	-0.72	0	0
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	-1.46	1.37	-1.09	0.12	1.32	-0.24	-0.22	-1.23	0.88	-0.73	0.37	1.02	0.62	-0.43	1.13	0.57	1.79	4.5	0.18	-0.24	0	1
Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1	0.38	-0.15	-0.38	0.62	-0.05	-1.36	0.71	-0.01	1.0	-0.96	-0.16	-0.38	-0.27	-0.25	-0.38	0.76	0.05	-0.4	-1.43	0.13	0	0
COc1ccc(C(=O)/C=C/c2ccccc2)cc1	0.51	-0.6	0.17	1.09	0.22	-1.18	0.13	0.27	-0.06	-1.84	-0.3	-0.56	-0.63	-0.0	-0.38	0.41	-0.48	-0.4	-0.81	-0.9	0	0
COc1ccc2c(C)cc(=O)oc2c1	-0.11	-0.83	-0.33	0.34	-0.7	-0.28	1.92	-0.38	-0.63	-0.61	-0.31	-0.72	-0.34	-0.43	-0.38	0.61	-0.75	0.01	0.09	-0.15	0	0
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O	-2.57	0.67	-1.0	0.56	-0.29	0.99	0.16	-0.41	-0.07	0.17	-0.11	0.37	0.16	-0.12	-0.38	0.25	1.26	1.84	0.8	-0.06	0	0
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl	0.62	-0.68	-0.32	0.55	1.02	0.27	3.56	2.43	0.49	0.23	-0.32	0.86	-0.42	-1.36	-0.38	-2.25	-0.87	-0.84	-1.35	-0.26	0	0
C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2	-0.15	-0.35	-0.53	-0.98	-0.7	-0.6	0.89	-0.36	-0.71	0.47	-0.27	-0.56	-0.6	0.3	-0.38	0.65	0.73	-0.84	0.07	-1.07	0	0
