ID_SET_COMPOUND;ID_SET;ID NUMBER;IRB PLATE;LIBRARY;ORIGINAL WELL;ID;ROMol;SMILES
5659;set_4;HY-17474;PLATE_176;Immunology/Inflamation;O16;atoms 26 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6D60>;CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1
5660;set_4;HY-17361;PLATE_176;Immunology/Inflamation;P16;atoms 26 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6DD0>;O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1
5661;set_4;HY-121383;PLATE_176;Immunology/Inflamation;A17;atoms 24 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6E40>;CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
5662;set_4;HY-14445;PLATE_176;Immunology/Inflamation;B17;atoms 23 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6EB0>;CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1
5663;set_4;HY-N8441;PLATE_176;Immunology/Inflamation;C17;atoms 48 bonds 53;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6F20>;CO[C@H]1[C@H](O)[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)O[C@@H](C)[C@@H]1O
5664;set_4;HY-119293;PLATE_176;Immunology/Inflamation;E17;atoms 43 bonds 46;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6F90>;CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1
5665;set_4;HY-W012977;PLATE_176;Immunology/Inflamation;F17;atoms 7 bonds 6;<rdkit.Chem.rdchem.Mol object at 0x0000021311217040>;CC(C)(C)CCO
5666;set_4;HY-120371;PLATE_176;Immunology/Inflamation;G17;atoms 42 bonds 45;<rdkit.Chem.rdchem.Mol object at 0x00000213112170B0>;COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1
5667;set_4;HY-P2527;PLATE_176;Immunology/Inflamation;J17;atoms 87 bonds 91;<rdkit.Chem.rdchem.Mol object at 0x0000021311217120>;CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)C(C)C)C(C)C)C(=O)O
5668;set_4;HY-119502;PLATE_176;Immunology/Inflamation;L17;atoms 14 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x0000021311217190>;c1ccc2c(-c3nccs3)c[nH]c2c1
5669;set_4;HY-142617;PLATE_176;Immunology/Inflamation;M17;atoms 40 bonds 45;<rdkit.Chem.rdchem.Mol object at 0x0000021311217200>;O=C(N[C@H]1CCN(CC2CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1
5670;set_4;HY-N4137;PLATE_176;Immunology/Inflamation;O17;atoms 41 bonds 45;<rdkit.Chem.rdchem.Mol object at 0x0000021311217270>;C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O
5671;set_4;HY-B0310;PLATE_176;Immunology/Inflamation;P17;atoms 21 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x00000213112172E0>;CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
5672;set_4;HY-B0640A;PLATE_176;Immunology/Inflamation;A18;atoms 21 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x0000021311217350>;Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12
5673;set_4;HY-108251;PLATE_176;Immunology/Inflamation;C18;atoms 24 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213112173C0>;CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)O)cc1
5674;set_4;HY-113972;PLATE_176;Immunology/Inflamation;D18;atoms 24 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x0000021311217430>;COC(=O)CC/C(C)=C/Cc1c(O)c2c(c(C)c1OC)COC2=O
5675;set_4;HY-108471;PLATE_176;Immunology/Inflamation;E18;atoms 26 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x00000213112174A0>;CCCCCCOC(=O)c1cc(O)c(=O)c2c(O)c(O)c(OC)cc2c1
5676;set_4;HY-103695;PLATE_176;Immunology/Inflamation;G18;atoms 26 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x0000021311217510>;NC(=O)c1cc(S(=O)(=O)Nc2ccc3cc(C4CC4)[nH]c3c2)ccc1O
5677;set_4;HY-138139B;PLATE_176;Immunology/Inflamation;H18;atoms 26 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x0000021311217580>;CCCCc1nc2c(N)nc3ccccc3c2n1CCCCN.Cl.Cl.Cl
5678;set_4;HY-139915;PLATE_176;Immunology/Inflamation;I18;atoms 29 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x00000213112175F0>;CN(C)Cc1ccc(-n2cc(-c3ccc4cc[nH]c4c3)c3c(Cl)ccnc32)cc1
5679;set_4;HY-119217;PLATE_176;Immunology/Inflamation;J18;atoms 32 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x0000021311217660>;CC1(C)Cc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2O1
5680;set_4;HY-105028;PLATE_176;Immunology/Inflamation;K18;atoms 21 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x00000213112176D0>;NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21
5681;set_4;HY-16268;PLATE_176;Immunology/Inflamation;M18;atoms 24 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x0000021311217740>;O=C(O)c1ccccc1C(=O)Nc1ccc(-c2ccccc2)cc1
5682;set_4;HY-107566;PLATE_176;Immunology/Inflamation;N18;atoms 32 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213112177B0>;C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C
5683;set_4;HY-15701A;PLATE_176;Immunology/Inflamation;P18;atoms 29 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x0000021311217820>;O=C(O)c1ccc(-c2ccc(/C=C3\SC(=S)N(Cc4ccccc4)C3=O)o2)cc1
5684;set_4;HY-136706;PLATE_176;Immunology/Inflamation;B19;atoms 18 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x0000021311217890>;CN(C)c1ccc(-c2nc3ccccc3s2)cc1
5685;set_4;HY-N1388;PLATE_176;Immunology/Inflamation;C19;atoms 34 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x0000021311217900>;C=C1[C@H](OC(=O)/C=C(\C)CC)C[C@@H](C(C)C)[C@@H]2[C@@H]([C@@H](C)OC(C)=O)C(=O)C[C@@H]12
5686;set_4;HY-P1122;PLATE_176;Immunology/Inflamation;D19;atoms 97 bonds 97;<rdkit.Chem.rdchem.Mol object at 0x0000021311217970>;C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C
5687;set_4;HY-131259;PLATE_176;Immunology/Inflamation;F19;atoms 15 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x00000213112179E0>;CC(C)Cc1ccc(CCC(=O)O)cc1
5688;set_4;HY-138161;PLATE_176;Immunology/Inflamation;G19;atoms 36 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x0000021311217A50>;Cc1cc(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)sc1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O
5689;set_4;HY-116146;PLATE_176;Immunology/Inflamation;H19;atoms 20 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x0000021311217AC0>;Clc1ccc(OCCOc2ccc(Br)nc2Br)c(Cl)c1
5690;set_4;HY-N4312;PLATE_176;Immunology/Inflamation;J19;atoms 40 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x0000021311217B30>;C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
5691;set_4;HY-12290;PLATE_176;Immunology/Inflamation;K19;atoms 33 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x0000021311217BA0>;N=C(N)NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O
5692;set_4;HY-N0064;PLATE_176;Immunology/Inflamation;L19;atoms 26 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x0000021311217C10>;COc1cc(C[C@H](C)[C@H](C)Cc2ccc3c(c2)OCO3)ccc1O
5693;set_4;HY-107589A;PLATE_176;Immunology/Inflamation;M19;empty mol;<rdkit.Chem.rdchem.Mol object at 0x0000021311217C80>;
5694;set_4;HY-N6656;PLATE_176;Immunology/Inflamation;P19;atoms 12 bonds 13;<rdkit.Chem.rdchem.Mol object at 0x0000021311217CF0>;O=c1ccc2cc(O)ccc2o1
5695;set_4;HY-B1062;PLATE_176;Immunology/Inflamation;A20;atoms 28 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x0000021311217D60>;CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
5696;set_4;HY-119259;PLATE_176;Immunology/Inflamation;B20;atoms 26 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x0000021311217DD0>;C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)sc12
5697;set_4;HY-P1591;PLATE_176;Immunology/Inflamation;C20;atoms 65 bonds 66;<rdkit.Chem.rdchem.Mol object at 0x0000021311217E40>;CCCC[C@H](NC=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)O
5698;set_4;HY-138682;PLATE_176;Immunology/Inflamation;D20;atoms 21 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x0000021311217EB0>;CCCCc1ccc(NC(=O)c2ccc([N+](=O)[O-])o2)cc1
5699;set_4;HY-N7652;PLATE_176;Immunology/Inflamation;G20;atoms 42 bonds 46;<rdkit.Chem.rdchem.Mol object at 0x0000021311217F20>;CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@]43C)[C@@H]2C1
5700;set_4;HY-P1975;PLATE_176;Immunology/Inflamation;I20;atoms 90 bonds 93;<rdkit.Chem.rdchem.Mol object at 0x0000021311217F90>;CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O
5701;set_4;HY-12554A;PLATE_176;Immunology/Inflamation;J20;atoms 101 bonds 102;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB040>;CC(=O)O.CC(=O)O.NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
5702;set_4;HY-N0947;PLATE_176;Immunology/Inflamation;L20;atoms 33 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB0B0>;C/C=C(/C)C(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(=O)/C(C)=C\C
5703;set_4;HY-13021;PLATE_176;Immunology/Inflamation;M20;atoms 33 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB120>;C[C@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO
5704;set_4;HY-N0089;PLATE_176;Immunology/Inflamation;O20;atoms 29 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB190>;COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)C2
5705;set_4;HY-B1271;PLATE_176;Immunology/Inflamation;A21;atoms 29 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB200>;O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
5706;set_4;HY-115746;PLATE_176;Immunology/Inflamation;B21;atoms 19 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB270>;COc1ccc(C(C)(C)c2ccc(OC)cc2)cc1
5707;set_4;HY-N1343;PLATE_176;Immunology/Inflamation;C21;atoms 16 bonds 18;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB2E0>;COc1c2ccoc2nc2c(O)cccc12
5708;set_4;HY-N0664;PLATE_176;Immunology/Inflamation;D21;atoms 33 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB350>;OCC1=C[C@@H](O)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12
5709;set_4;HY-N0464;PLATE_176;Immunology/Inflamation;G21;atoms 16 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB3C0>;O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1
5710;set_4;HY-N2429;PLATE_176;Immunology/Inflamation;H21;atoms 16 bonds 18;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB430>;COc1cc2ccc(=O)oc2c2ccoc12
5711;set_4;HY-129035;PLATE_176;Immunology/Inflamation;I21;atoms 26 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB4A0>;O=C(c1cnc(NCc2cnccn2)nc1)N1CCC2(CCOCC2)C1
5712;set_4;HY-10835;PLATE_176;Immunology/Inflamation;J21;atoms 35 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB510>;Cc1cn(Cc2ccc(Cl)cc2Cl)c2c(/C=C/C(=O)NS(=O)(=O)c3cc(Cl)c(Cl)s3)cc(F)cc12
5713;set_4;HY-N0359;PLATE_176;Immunology/Inflamation;K21;atoms 40 bonds 42;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB580>;O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O
5714;set_4;HY-125371;PLATE_176;Immunology/Inflamation;L21;atoms 23 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB5F0>;C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21
5715;set_4;HY-118119;PLATE_176;Immunology/Inflamation;M21;atoms 17 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB660>;O=C1OC(O)C(c2cc3ccccc3s2)=C1Br
5716;set_4;HY-N2909;PLATE_176;Immunology/Inflamation;N21;atoms 32 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB6D0>;O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1)c1ccccc1
5717;set_4;HY-130751;PLATE_176;Immunology/Inflamation;P21;atoms 46 bonds 45;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB740>;CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CN(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC
5718;set_4;HY-15388;PLATE_176;Immunology/Inflamation;A22;atoms 25 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB7B0>;CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
5719;set_4;HY-N9965;PLATE_176;Immunology/Inflamation;B22;atoms 47 bonds 48;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB820>;C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
5720;set_4;HY-15450A;PLATE_176;Immunology/Inflamation;C22;atoms 39 bonds 42;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB890>;COc1ccc([C@]2(O)CC[C@@H](N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1
5721;set_4;HY-133897;PLATE_176;Immunology/Inflamation;E22;atoms 16 bonds 17;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB900>;Cn1cc(CC(N)C(=O)O)c2ccccc21
5722;set_4;HY-34350;PLATE_176;Immunology/Inflamation;F22;atoms 9 bonds 9;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB970>;NCc1ccccc1O
5723;set_4;HY-N2807;PLATE_176;Immunology/Inflamation;G22;atoms 50 bonds 54;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFB9E0>;COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc(OC)c1O
5724;set_4;HY-15462;PLATE_176;Immunology/Inflamation;H22;atoms 33 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBA50>;C[C@@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO
5725;set_4;HY-N0894;PLATE_176;Immunology/Inflamation;K22;atoms 27 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBAC0>;COc1cc(CCC(O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O
5726;set_4;HY-15122;PLATE_176;Immunology/Inflamation;O22;atoms 26 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBB30>;COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O
5727;set_4;HY-N0757;PLATE_177;Immunology/Inflamation;B03;atoms 36 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBBA0>;CC(=O)O[C@@]1(C)C[C@@H](O)[C@]2(O)C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21
5728;set_4;HY-108559;PLATE_177;Immunology/Inflamation;D03;atoms 45 bonds 49;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBC10>;CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2sccc2C)cc1
5729;set_4;HY-116213;PLATE_177;Immunology/Inflamation;E03;atoms 20 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBC80>;O=c1occ2c3c(ccc(O)c13)Oc1ccc(O)cc1-2
5730;set_4;HY-108697A;PLATE_177;Immunology/Inflamation;F03;atoms 28 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBCF0>;N#Cc1cc(F)cc(Oc2ccc(S(=O)(=O)C(F)F)c3c2CC(F)(F)C3O)c1
5731;set_4;HY-N1193;PLATE_177;Immunology/Inflamation;G03;atoms 20 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBD60>;O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21
5732;set_4;HY-N0501;PLATE_177;Immunology/Inflamation;H03;atoms 120 bonds 128;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBDD0>;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
5733;set_4;HY-N10470;PLATE_177;Immunology/Inflamation;I03;atoms 117 bonds 122;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBE40>;Cc1c(N)nc([C@H](CC(N)=O)NC[C@@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCCN)cs2)cs1)C(C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1
5734;set_4;HY-150504;PLATE_177;Immunology/Inflamation;J03;atoms 31 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBEB0>;COc1ccc(C(=O)O)cc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1N1CCCCC1
5735;set_4;HY-147416;PLATE_177;Immunology/Inflamation;L03;atoms 47 bonds 50;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBF20>;Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(OCC(F)F)cc21
5736;set_4;HY-132810;PLATE_177;Immunology/Inflamation;M03;atoms 39 bonds 44;<rdkit.Chem.rdchem.Mol object at 0x000002130AEFBF90>;Cc1ncnc(C2CC2)c1-c1ncc2nc(NCc3ccc(S(C)(=O)=O)cn3)c(=O)n([C@@H](C)C3CC3)c2n1
5737;set_4;HY-N0045;PLATE_177;Immunology/Inflamation;N03;atoms 73 bonds 78;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4040>;CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C
5738;set_4;HY-N0736;PLATE_177;Immunology/Inflamation;O03;atoms 25 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x00000213372E40B0>;[Cl-].c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4
5739;set_4;HY-N1485;PLATE_177;Immunology/Inflamation;P03;atoms 42 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4120>;CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O)[C@H]5C(C)(C)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]23C)O1
5740;set_4;HY-103698A;PLATE_177;Immunology/Inflamation;C04;atoms 31 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4190>;CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(CN)cc1.Cl.Cl
5741;set_4;HY-135005;PLATE_177;Immunology/Inflamation;D04;atoms 44 bonds 46;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4200>;C=CC1=C(C)/C(=C/c2[nH]c(/C=C3\N=C(/C=C4\NC(=O)C(C)=C4C=C)C(C)=C3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O.Cl
5742;set_4;HY-W007524;PLATE_177;Immunology/Inflamation;E04;atoms 11 bonds 12;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4270>;Nc1ccc2ccccc2n1
5743;set_4;HY-124179;PLATE_177;Immunology/Inflamation;G04;atoms 24 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213372E42E0>;COc1cc(OC)c2ccccc2c1C=C1C(=O)NC(=S)NC1=O
5744;set_4;HY-135053;PLATE_177;Immunology/Inflamation;H04;atoms 33 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4350>;O=C(Cc1nnc(-c2cnc(NC3Cc4ccccc4C3)nc2)o1)N1CCc2nn[nH]c2C1
5745;set_4;HY-B0845;PLATE_177;Immunology/Inflamation;I04;atoms 23 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213372E43C0>;CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
5746;set_4;HY-B1013;PLATE_177;Immunology/Inflamation;K04;atoms 37 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4430>;CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
5747;set_4;HY-109057;PLATE_177;Immunology/Inflamation;L04;atoms 25 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x00000213372E44A0>;O=C(O)CNC(=O)c1c(O)cc(CCc2ccccc2)n2ncnc12
5748;set_4;HY-N4169;PLATE_177;Immunology/Inflamation;M04;atoms 37 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4510>;CC(C)=CCC[C@@H](C(=O)O)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
5749;set_4;HY-126360;PLATE_177;Immunology/Inflamation;N04;atoms 16 bonds 17;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4580>;CCO/C=C1/N=C(c2ccccc2)OC1=O
5750;set_4;HY-N2592;PLATE_177;Immunology/Inflamation;O04;atoms 27 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x00000213372E45F0>;CC(C)=CC[C@@H](OC(=O)C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
5751;set_4;HY-10582;PLATE_177;Immunology/Inflamation;P04;atoms 18 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x00000213372E4660>;CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
5752;set_4;HY-N0617;PLATE_177;Immunology/Inflamation;A05;atoms 55 bonds 61;<rdkit.Chem.rdchem.Mol object at 0x00000213372E46D0>;CC(C)=CC[C@]12Oc3cc(O)c([C@H]4C=C(C)C[C@H](c5ccc(O)cc5O)[C@H]4C(=O)c4ccc(O)cc4O)c(O)c3C(=O)[C@@]1(O)Oc1cc(O)ccc12
