ID_SET_COMPOUND;ID_SET;ID NUMBER;IRB PLATE;LIBRARY;ORIGINAL WELL;ID;ROMol;SMILES
5559;set_4;HY-B0180A;PLATE_176;Immunology/Inflamation;O07;atoms 19 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25190>;CC(C)Cn1cnc2c(N)nc3ccccc3c21.Cl
5560;set_4;HY-122550;PLATE_176;Immunology/Inflamation;P07;atoms 24 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25200>;C=C1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
5561;set_4;HY-113402A;PLATE_176;Immunology/Inflamation;A08;atoms 25 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25270>;N[C@@H](CCC(=O)N[C@@H](CS)C(=O)O)C(=O)O.O=C(O)C(F)(F)F
5562;set_4;HY-133108;PLATE_176;Immunology/Inflamation;B08;atoms 57 bonds 64;<rdkit.Chem.rdchem.Mol object at 0x000002137FE252E0>;C/C=C(\C)C(=O)O[C@@H]1C[C@H](O)[C@]23CO[C@H](C(=O)OC)[C@H]2[C@](C)([C@]24O[C@@]2(C)[C@H]2C[C@@H]4O[C@@H]4OC=C[C@@]42O)[C@H](O)[C@@H]2OC[C@@]1(C(=O)OC)[C@H]23
5563;set_4;HY-14165A;PLATE_176;Immunology/Inflamation;C08;atoms 28 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25350>;O=C(O)[C@H](c1ccc(OCc2ccc3ccccc3n2)cc1)C1CCCC1
5564;set_4;HY-12182A;PLATE_176;Immunology/Inflamation;D08;atoms 44 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x000002137FE253C0>;C1CCC(NC2CCCCC2)CC1.Cc1cc(Cl)ccc1S(=O)(=O)NC[C@H]1C2CCC(CC2)[C@@H]1/C=C\CCCC(=O)O
5565;set_4;HY-121376;PLATE_176;Immunology/Inflamation;E08;atoms 43 bonds 45;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25430>;N#C[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1
5566;set_4;HY-N3244;PLATE_176;Immunology/Inflamation;F08;atoms 25 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x000002137FE254A0>;CC(C)(O)[C@H]1Cc2cc3cc(-c4cc(O)cc(O)c4)oc3cc2O1
5567;set_4;HY-N3007;PLATE_176;Immunology/Inflamation;H08;atoms 20 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25510>;O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O
5568;set_4;HY-126562;PLATE_176;Immunology/Inflamation;I08;atoms 20 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25580>;CC(C)CNC(=O)/C=C/C=C/c1ccc2c(c1)OCO2
5569;set_4;HY-109500;PLATE_176;Immunology/Inflamation;J08;atoms 24 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x000002137FE255F0>;C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1
5570;set_4;HY-N2399;PLATE_176;Immunology/Inflamation;L08;atoms 27 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25660>;COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C
5571;set_4;HY-130252;PLATE_176;Immunology/Inflamation;M08;atoms 36 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x000002137FE256D0>;C#CCNS(=O)(=O)c1ccc(CCN(Cc2cc(Cl)ccc2OCCC)C(=O)Cc2ccsc2)cc1
5572;set_4;HY-N0218;PLATE_176;Immunology/Inflamation;N08;atoms 51 bonds 57;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25740>;COC[C@]12CN(C)C3C4[C@H](OC)[C@H]1C3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@@]2(O)[C@H](OC(=O)c3ccccc3)[C@@H]1[C@]4(O)[C@@H](O)[C@@H]2OC
5573;set_4;HY-112502;PLATE_176;Immunology/Inflamation;O08;atoms 31 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x000002137FE257B0>;Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O
5575;set_4;HY-N2081;PLATE_176;Immunology/Inflamation;C09;atoms 19 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25820>;COc1ccc2c(OC)c3ccoc3nc2c1OC
5576;set_4;HY-B1015;PLATE_176;Immunology/Inflamation;E09;atoms 15 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25890>;CCOCCOc1ccccc1C(N)=O
5577;set_4;HY-135905;PLATE_176;Immunology/Inflamation;H09;atoms 30 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25900>;CCCCNc1nc(N)c2[nH]c(=O)n(Cc3ccc(C(=O)NCC(=O)O)cc3)c2n1
5578;set_4;HY-14655;PLATE_176;Immunology/Inflamation;K09;atoms 28 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25970>;O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
5579;set_4;HY-13285;PLATE_176;Immunology/Inflamation;L09;atoms 32 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x000002137FE259E0>;Cc1noc(-c2ccc(CSCCC(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl
5580;set_4;HY-N0866;PLATE_176;Immunology/Inflamation;M09;atoms 30 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25A50>;CC1=C[C@@H]2C(=O)[C@]3(C=C(C)[C@H](O)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@H]1[C@H]2C1(C)C
5581;set_4;HY-N1980;PLATE_176;Immunology/Inflamation;A10;atoms 36 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25AC0>;O=c1c(-c2ccc(O)c(O)c2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12
5582;set_4;HY-103362;PLATE_176;Immunology/Inflamation;B10;atoms 33 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25B30>;Cl.O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(Cc2ccc(Cl)cc2)C1
5583;set_4;HY-150156;PLATE_176;Immunology/Inflamation;D10;atoms 24 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25BA0>;CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)ccc1O
5584;set_4;HY-101908;PLATE_176;Immunology/Inflamation;F10;atoms 43 bonds 45;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25C10>;CSc1ccc(C(=O)N[C@@H]2CCCC[C@@H]2NC(=O)CNC(=O)c2cc(C(F)(F)F)ccc2NC(=O)NC(C)C)cc1
5585;set_4;HY-17039;PLATE_176;Immunology/Inflamation;G10;atoms 23 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25C80>;CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1
5586;set_4;HY-13755A;PLATE_176;Immunology/Inflamation;H10;atoms 10 bonds 9;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25CF0>;C[S@@](=O)CCCCN=C=S
5587;set_4;HY-153128;PLATE_176;Immunology/Inflamation;I10;atoms 21 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25D60>;O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccccc1Cl
5588;set_4;HY-N0344;PLATE_176;Immunology/Inflamation;K10;atoms 23 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25DD0>;Cc1c(O)c(C)c2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2
5589;set_4;HY-N0924A;PLATE_176;Immunology/Inflamation;L10;atoms 26 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25E40>;Cl.c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2
5590;set_4;HY-B0944;PLATE_176;Immunology/Inflamation;M10;atoms 18 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25EB0>;O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1
5591;set_4;HY-15538;PLATE_176;Immunology/Inflamation;N10;atoms 26 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25F20>;N=C(N)Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1
5592;set_4;HY-134116;PLATE_176;Immunology/Inflamation;P10;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x000002137FE25F90>;CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
5593;set_4;HY-W193545A;PLATE_176;Immunology/Inflamation;A11;atoms 11 bonds 10;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68040>;CC(=O)C(C)CCC(=O)O[Na]
5594;set_4;HY-147369;PLATE_176;Immunology/Inflamation;B11;atoms 19 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x000002130BF680B0>;O=C(Nc1ccc(I)cc1F)c1cc(F)ccc1O
5595;set_4;HY-N0452;PLATE_176;Immunology/Inflamation;C11;atoms 38 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68120>;O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
5596;set_4;HY-13426;PLATE_176;Immunology/Inflamation;D11;atoms 26 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68190>;Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12
5597;set_4;HY-W019721;PLATE_176;Immunology/Inflamation;G11;atoms 98 bonds 98;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68200>;C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
5598;set_4;HY-112146A;PLATE_176;Immunology/Inflamation;H11;empty mol;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68270>;
5599;set_4;HY-145197;PLATE_176;Immunology/Inflamation;I11;atoms 24 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x000002130BF682E0>;COc1ccc(-c2cc(=O)[nH]c(=S)n2CCCCN)c(OC)c1.Cl
5600;set_4;HY-120813A;PLATE_176;Immunology/Inflamation;J11;atoms 23 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68350>;C[C@H]1OC(=O)[C@H]1NC(=O)OCCCCCc1ccccc1
5601;set_4;HY-101028;PLATE_176;Immunology/Inflamation;N11;atoms 27 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x000002130BF683C0>;CC1=NN(c2ccccc2)C(=O)/C1=N/Nc1ccc(N2CCOCC2)cc1
5602;set_4;HY-12080A;PLATE_176;Immunology/Inflamation;P11;atoms 33 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68430>;C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O.Cl
5603;set_4;HY-N2152;PLATE_176;Immunology/Inflamation;B12;atoms 33 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x000002130BF684A0>;CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O
5604;set_4;HY-N0443;PLATE_176;Immunology/Inflamation;E12;atoms 17 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68510>;CN1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2
5605;set_4;HY-112671;PLATE_176;Immunology/Inflamation;I12;atoms 45 bonds 49;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68580>;CC1(C)CC[C@]2(C(=O)NCC(F)(F)F)CC[C@]3(C)[C@H](C(=O)C[C@@H]4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
5606;set_4;HY-W005963;PLATE_176;Immunology/Inflamation;J12;atoms 11 bonds 11;<rdkit.Chem.rdchem.Mol object at 0x000002130BF685F0>;COC(=O)c1ccc(O)cn1
5607;set_4;HY-W041080;PLATE_176;Immunology/Inflamation;K12;atoms 15 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68660>;CC(C)(C)c1cc(O)cc(C(C)(C)C)c1
5608;set_4;HY-14282A;PLATE_176;Immunology/Inflamation;L12;atoms 20 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x000002130BF686D0>;N#C/C(=C1/SCC(c2ccccc2Cl)S1)n1ccnc1
5609;set_4;HY-B1978;PLATE_176;Immunology/Inflamation;M12;atoms 21 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68740>;CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
5610;set_4;HY-130243;PLATE_176;Immunology/Inflamation;N12;atoms 41 bonds 45;<rdkit.Chem.rdchem.Mol object at 0x000002130BF687B0>;CC(C)n1c(=O)n(CC2CC2)c(=O)c2cc(NC(=O)N3CCO[C@@H](C(=O)Nc4ccc(C#N)c(Cl)c4)C3)ccc21
5611;set_4;HY-15306;PLATE_176;Immunology/Inflamation;O12;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68820>;CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N/Nc1cccc(-c2cccc(C(=O)O)c2)c1O
5612;set_4;HY-106228;PLATE_176;Immunology/Inflamation;P12;atoms 106 bonds 107;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68890>;CC(C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](C)C(=O)O
5613;set_4;HY-N2185;PLATE_176;Immunology/Inflamation;A13;atoms 22 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68900>;O=C(CCc1ccccc1)C[C@@H](O)/C=C/c1ccccc1
5614;set_4;HY-B0482;PLATE_176;Immunology/Inflamation;B13;atoms 29 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68970>;COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
5615;set_4;HY-112706;PLATE_176;Immunology/Inflamation;C13;atoms 36 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x000002130BF689E0>;CC(C)C(=O)N1CCC(c2cn(C)c3ncc(NC(=O)c4cccc(C#N)c4)c(C(F)(F)F)c23)CC1
5616;set_4;HY-12805;PLATE_176;Immunology/Inflamation;D13;atoms 17 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68A50>;CC(=O)c1ccc2c(c1)Nc1ccccc1S2
5617;set_4;HY-101502A;PLATE_176;Immunology/Inflamation;E13;atoms 38 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68AC0>;N=C(N)NCCC[C@H](NC(=O)COCC(c1ccccc1)c1ccccc1)C(=O)O.O=C(O)C(F)(F)F
5618;set_4;HY-12776;PLATE_176;Immunology/Inflamation;H13;atoms 34 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68B30>;CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1
5619;set_4;HY-N6947;PLATE_176;Immunology/Inflamation;I13;atoms 45 bonds 46;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68BA0>;CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
5620;set_4;HY-124817;PLATE_176;Immunology/Inflamation;K13;atoms 19 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68C10>;O=Cc1cc(Cc2ccccc2)cc([N+](=O)[O-])c1O
5621;set_4;HY-12318;PLATE_176;Immunology/Inflamation;L13;atoms 16 bonds 17;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68C80>;CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21
5622;set_4;HY-N0872;PLATE_176;Immunology/Inflamation;M13;atoms 25 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68CF0>;C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC1=O)C2
5623;set_4;HY-B0466;PLATE_176;Immunology/Inflamation;N13;atoms 34 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68D60>;Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O[Na].O
5624;set_4;HY-B1888A;PLATE_176;Immunology/Inflamation;O13;atoms 21 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68DD0>;Nc1c(CC(=O)O[Na])cccc1C(=O)c1ccc(Br)cc1
5625;set_4;HY-B1735;PLATE_176;Immunology/Inflamation;C14;atoms 28 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68E40>;COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1
5626;set_4;HY-N5077;PLATE_176;Immunology/Inflamation;D14;atoms 22 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68EB0>;COc1cc(/C=C/C(=O)OCC[N+](C)(C)C)cc(OC)c1O
5627;set_4;HY-115319;PLATE_176;Immunology/Inflamation;E14;atoms 14 bonds 13;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68F20>;CC(C)CCOc1ccc(N)cc1.Cl
5628;set_4;HY-N2286;PLATE_176;Immunology/Inflamation;F14;atoms 36 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x000002130BF68F90>;C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)[C@@H](O)C2=O
5629;set_4;HY-N0721;PLATE_176;Immunology/Inflamation;G14;atoms 41 bonds 44;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6040>;C=C1CC[C@@H]2[C@](C)(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CCC[C@@]2(C)[C@@H]1CCC1=CCOC1=O
5630;set_4;HY-101705;PLATE_176;Immunology/Inflamation;I14;atoms 19 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA60B0>;CCOc1cc2cc(C(=O)[O-])sc2cc1OCC.[Na+]
5631;set_4;HY-B0172A;PLATE_176;Immunology/Inflamation;J14;atoms 34 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6120>;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
5632;set_4;HY-N5011;PLATE_176;Immunology/Inflamation;K14;atoms 21 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6190>;COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1
5633;set_4;HY-N4171;PLATE_176;Immunology/Inflamation;L14;atoms 45 bonds 48;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6200>;CC(=O)OC(C)(C)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
5634;set_4;HY-101979A;PLATE_176;Immunology/Inflamation;M14;atoms 24 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6270>;C[C@H](N)C(=O)N1C[C@H](CCCB(O)O)[C@](N)(C(=O)O)C1.Cl.Cl
5635;set_4;HY-N1860;PLATE_176;Immunology/Inflamation;O14;atoms 23 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA62E0>;COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O
5636;set_4;HY-B0849;PLATE_176;Immunology/Inflamation;B15;atoms 30 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6350>;CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
5637;set_4;HY-N8264;PLATE_176;Immunology/Inflamation;C15;atoms 26 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA63C0>;C[C@@H]1O[C@@H](Oc2ccc(CN=C=S)cc2)[C@H](O)[C@H](O)[C@H]1O
5638;set_4;HY-B0811;PLATE_176;Immunology/Inflamation;D15;atoms 10 bonds 10;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6430>;NC(=O)c1ccccc1O
5639;set_4;HY-148571;PLATE_176;Immunology/Inflamation;E15;atoms 69 bonds 71;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA64A0>;CC(C)C[C@H](NC(=O)[C@@H]1C[C@H](N)CN1C(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)NCCCCC(N)=O
5640;set_4;HY-N0223;PLATE_176;Immunology/Inflamation;F15;atoms 39 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6510>;C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
5641;set_4;HY-N2343;PLATE_176;Immunology/Inflamation;G15;atoms 46 bonds 52;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6580>;Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C4
5642;set_4;HY-109158;PLATE_176;Immunology/Inflamation;I15;atoms 34 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA65F0>;O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)OCCN1CCOCC1)c1ccc(Cl)cc1
5643;set_4;HY-117602;PLATE_176;Immunology/Inflamation;J15;atoms 23 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6660>;CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
5644;set_4;HY-112502C;PLATE_176;Immunology/Inflamation;K15;atoms 34 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA66D0>;N.N.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O
5645;set_4;HY-N2100;PLATE_176;Immunology/Inflamation;L15;atoms 48 bonds 51;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6740>;C=C[C@@H]1C2=CCOC(=O)C2=CO[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
5646;set_4;HY-112675;PLATE_176;Immunology/Inflamation;M15;atoms 17 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA67B0>;C=C(CC(=O)OCCCCCCCC)C(=O)O
5647;set_4;HY-N0719;PLATE_176;Immunology/Inflamation;P15;atoms 31 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6820>;COc1ccc([C@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc3c(c2)OCO3)cc1OC
5648;set_4;HY-B0253;PLATE_176;Immunology/Inflamation;A16;atoms 23 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6890>;CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
5649;set_4;HY-B0440;PLATE_176;Immunology/Inflamation;B16;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6900>;CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
5650;set_4;HY-B0004;PLATE_176;Immunology/Inflamation;C16;atoms 19 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6970>;Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
5651;set_4;HY-145010;PLATE_176;Immunology/Inflamation;D16;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA69E0>;O=C(Nc1ccc(O)c(NS(=O)(=O)c2ccc(F)cc2)c1)c1ccc(-c2ccccc2)cc1
5652;set_4;HY-W008859;PLATE_176;Immunology/Inflamation;F16;atoms 22 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6A50>;O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1
5653;set_4;HY-133146;PLATE_176;Immunology/Inflamation;H16;atoms 20 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6AC0>;O=C(/C=C\Nc1cccc([N+](=O)[O-])c1)c1ccccc1
5654;set_4;HY-15230;PLATE_176;Immunology/Inflamation;I16;atoms 46 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6B30>;COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C/C=C(\C)C(=O)NC(=CC1=O)C2=O
5655;set_4;HY-108013;PLATE_176;Immunology/Inflamation;J16;atoms 17 bonds 18;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6BA0>;CC(=O)c1cc2c(CO)cc(O)cc2oc1=O
5656;set_4;HY-15586;PLATE_176;Immunology/Inflamation;K16;atoms 26 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6C10>;Cc1c(Br)cc(NCC(=O)N/N=C/c2cc([N+](=O)[O-])ccc2O)cc1Br
5657;set_4;HY-N0165;PLATE_176;Immunology/Inflamation;L16;atoms 110 bonds 118;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6C80>;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC.COc1ccc([C@@H]2CC(=O)c3c(OC)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O
5658;set_4;HY-N6800A;PLATE_176;Immunology/Inflamation;M16;atoms 35 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x000002130BFA6CF0>;Cl.Cl.Cn1cc(NC(=O)c2cc(NC(=O)CNC(=N)N)cn2C)cc1C(=O)NCCC(=N)N
