SMILES	C-017	H-046	H-050	AATSC1dv	MATS4s	GATS3d	BELd0	nR_3_True_False_None_False	H6m	R7p	RDF030m	JGI2	JGI3	B02[N-O]	PNSA4	observed	predicted
CC1C2C(CC3C4CC=C5CC(O)CC[C@]5(C)C4CC[C@@]32C)O[C@@]12CC[C@@](O)(CO)CO2	-0.25	0.75	0.23	0.07	-0.02	0.79	1.04	1.65	0.21	0.44	0.56	0.85	0.62	-0.59	0.53	0	0
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O)c2C)c(N)n1	-0.25	-0.75	1.3	-3.01	4.19	0.85	1.06	-1.05	2.85	0.16	0.2	-0.38	1.81	-0.59	-1.63	0	0
CC/C=C/CC1C(CC(=O)O)CCC1OC1OC(CO)C(O)C(O)C1O	-0.25	0.0	0.95	-0.66	0.42	-0.07	-0.73	-0.37	-0.12	0.26	-0.38	-0.06	0.2	-0.59	-0.34	0	0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1=O	2.93	0.52	-0.48	0.79	0.25	0.74	1.02	-0.37	-0.44	-0.01	-0.14	0.62	0.67	-0.59	0.24	0	0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C	-0.25	0.67	-0.48	0.08	-0.36	1.21	1.23	1.65	-0.56	0.07	-0.19	1.16	0.26	-0.59	0.66	1	1
CC(C)CC(c1c(O)c(C=O)c(O)c(C=O)c1O)C1CCC(C)C2=CC(C(C)(C)O)CC[C@@]21C	-0.25	1.2	0.59	0.59	2.05	0.45	1.04	0.97	0.45	1.2	0.5	0.75	0.61	-0.59	0.12	0	0
CCCCCCCCCCC/C=C/C=O	-0.25	0.97	-0.84	-0.95	0.37	-1.07	-2.7	-1.05	-0.65	-0.21	-0.72	-2.43	-2.24	-0.59	0.9	0	0
C=C(C)C1CC=C(C)C(=O)C1	-0.25	-0.07	-0.84	0.42	-0.69	0.71	-0.83	-0.37	-0.68	-0.57	-0.99	0.86	-0.29	-0.59	0.83	0	0
CCCCC(=O)OC/C=C(/C)CCC=C(C)C	2.93	0.75	-0.84	0.19	0.07	-0.32	-1.0	-1.05	-0.66	-0.12	-0.31	-0.58	-0.41	-0.59	0.73	0	0
CCN(C)N=O	-0.25	-0.75	-0.84	2.36	-2.46	0.09	-1.06	-1.05	-0.66	-3.44	-0.99	1.34	-1.19	1.68	0.99	1	1
N#Cc1c(Cl)cccc1Cl	-0.25	-0.75	-0.84	-0.73	-0.37	0.12	-0.64	-0.37	-0.73	-5.03	-0.47	0.9	0.86	-0.59	0.19	0	0
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1	-0.25	-0.75	0.23	0.53	-0.97	0.39	-0.75	0.3	-0.25	-0.15	-0.52	-0.38	-1.03	1.68	-0.09	1	1
CCCCC=O	-0.25	-0.22	-0.84	-0.65	-0.19	-1.32	-2.87	-1.05	-0.73	6.47	-0.62	-1.18	-0.67	-0.59	1.02	0	0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O	-0.25	-0.52	-0.84	1.14	0.96	0.29	-0.5	0.3	-0.56	0.19	-1.1	-0.34	0.19	1.68	0.41	1	1
CCCC(C)C(=O)OC	-0.25	0.0	-0.84	0.79	-2.01	1.25	-0.88	-1.05	-0.66	-0.54	-0.87	1.82	0.03	-0.59	0.92	0	0
CCC(C)C(N)C(=O)NC(CCCNC(=N)N)C(=O)O	-0.25	-0.15	2.02	0.1	-0.82	-0.03	-0.79	-1.05	-0.54	-0.09	-0.19	0.62	0.0	1.68	-0.11	0	0
Cc1ccc(O)cc1	-0.25	-0.52	-0.48	-0.13	-0.45	-0.84	-1.0	-0.37	-0.73	-0.71	-1.13	-0.1	-0.97	-0.59	0.61	0	0
CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO	-0.25	0.15	2.02	-0.08	-0.54	0.13	1.02	-1.05	0.32	-0.0	0.47	0.93	-0.07	1.68	-0.71	0	0
CC(=O)O[C@]1(C)CC[C@]23CC1C(C)(C)C2CCC3C	-0.25	0.67	-0.84	0.84	0.51	1.72	1.06	0.97	-0.42	0.01	0.0	1.22	1.94	-0.59	0.97	0	0
Clc1ccccc1Cl	-0.25	-0.75	-0.84	-1.08	0.25	-0.89	-0.75	-0.37	-1.14	5.15	-0.58	0.62	-0.41	-0.59	0.53	1	1
CC(C)COC(=O)c1ccccc1C(=O)O	-0.25	-0.3	-0.48	0.99	-0.32	-1.12	-0.66	-0.37	-0.66	-0.15	-0.39	0.1	0.23	-0.59	0.07	0	0
O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1	-0.25	-0.75	0.59	-2.2	0.01	-0.79	1.04	-1.05	-0.61	-0.18	-0.65	-0.19	0.46	1.68	-1.33	0	0
ClC(Cl)Br	-0.25	-0.75	-0.84	-2.8	-0.92	-0.14	-1.09	-1.05	-0.73	-0.78	2.99	-2.98	-2.76	-0.59	0.02	1	1
C[C@]12CCC(O)CC1=CCC1C2C(O)C[C@]2(C)C1CC[C@]2(O)C(=O)CO	-0.25	0.3	0.59	-0.2	0.17	1.48	1.23	1.65	0.27	0.27	0.89	1.67	0.95	-0.59	0.54	0	0
CC(CCC(=O)O)C1CCC2C3C(OS(=O)(=O)O)CC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C	-0.25	0.9	0.59	-0.94	0.18	0.74	1.06	1.65	1.53	0.92	1.77	0.49	0.52	-0.59	-0.01	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1	-0.25	-0.67	-0.13	1.12	-0.36	0.48	-0.54	-0.37	-0.33	0.42	-0.19	-0.18	0.45	-0.59	-0.32	1	1
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	-0.25	-0.75	-0.84	-0.65	0.56	-0.11	-0.71	0.3	-0.36	0.78	-0.17	-0.45	-0.29	-0.59	-0.45	1	1
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1	-0.25	-0.75	-0.48	-0.28	0.44	-0.6	-0.66	0.3	-0.18	0.45	-0.18	-1.0	-1.51	-0.59	0.22	1	1
CCN1c2ncc(CCOc3cc[n+]([O-])c4ccccc34)cc2C(=O)N(C)c2cccnc21	-0.25	-0.75	-0.84	0.99	-0.3	0.06	-0.56	-0.37	0.03	0.2	-0.81	-0.26	-0.46	1.68	-0.03	1	1
O=C1C(O)C(O)OC(CO)C1O	-0.25	-0.75	0.59	-1.91	-0.09	-0.13	-0.73	-1.05	-0.69	-0.68	-0.51	1.25	0.71	-0.59	-0.44	0	0
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13	-0.25	-0.07	-0.48	0.49	-0.03	-0.03	-0.54	0.3	-0.29	0.13	0.15	-1.05	-0.36	-0.59	0.87	1	1
CCC/C=C/C(=O)CC	1.34	0.0	-0.84	0.11	-1.1	-0.63	-1.04	-1.05	-0.63	-0.44	-1.07	-0.28	-0.97	-0.59	0.93	0	0
CCCCCCCC/C=C\CCCCCCCC(=O)O	-0.25	1.42	-0.48	-0.73	0.16	-1.31	-1.04	-1.05	-0.4	-0.14	-0.29	-2.23	-2.02	-0.59	0.76	0	0
Cn1c(N)nc2ncc(-c3ccccc3)cc21	-0.25	-0.75	-0.13	0.63	-0.98	0.4	-0.56	-0.37	-0.7	-0.22	-0.73	-0.32	-0.08	-0.59	0.34	0	0
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O	-0.25	-0.75	3.45	-3.32	2.23	0.24	1.06	-1.05	1.95	0.2	2.07	-0.05	1.41	1.68	-4.72	0	0
COc1ccc(CC(C)N)cc1	-0.25	-0.75	-0.13	0.11	0.74	-0.52	-1.0	-0.37	-0.7	-0.49	-0.94	-1.06	-0.83	-0.59	0.73	0	0
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O	-0.25	0.67	-0.48	0.04	-0.26	1.13	1.04	1.65	-0.56	0.12	0.07	1.27	0.43	-0.59	0.84	1	1
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC(=O)C2O	-0.25	0.3	-0.13	-0.06	-0.13	0.64	1.04	1.65	-0.59	-0.08	-0.47	0.62	0.51	-0.59	0.46	0	0
COc1cccc(C(C)NCCCc2ccccc2Cl)c1	-0.25	-0.6	-0.48	-0.0	-0.73	0.34	-0.75	0.3	-0.31	-0.1	-0.38	-0.41	-0.74	-0.59	0.44	0	1
CC(C)CC(N)C(=O)NC(CCC(=O)O)C(=O)[O-]	-0.25	-0.22	0.59	0.67	-0.8	-1.17	-0.85	-1.05	-0.33	-0.18	-0.42	0.29	-0.07	1.68	-0.91	0	0
CC(=O)Nc1ccc(O)cc1	-0.25	-0.75	-0.13	0.09	0.25	-1.12	-1.0	-0.37	-0.68	-0.57	-0.89	-0.93	-0.48	1.68	0.29	1	1
C=C(C)C1CC[C@]2(C(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)C(C(=O)O)C(O)C(C)(C)C5CC[C@]43C)C12	-0.25	2.17	0.23	0.42	0.41	1.87	1.23	2.32	0.16	0.84	1.55	1.68	1.55	-0.59	0.36	0	0
C=C(CCC)C(N)C(=O)O	1.34	-0.22	0.23	0.15	-0.13	0.66	-0.79	-1.05	-0.67	-0.58	-0.66	1.6	0.66	-0.59	0.3	0	0
O=c1ccc2cc3ccoc3cc2o1	-0.25	-0.75	-0.84	-0.08	-0.42	-0.37	-0.69	-0.37	-0.73	-0.64	-1.15	-0.79	-0.86	-0.59	0.21	0	0
C[C@]12Cc3c([nH][nH]c3=O)CC1CCC1C2CC[C@@]2(C)C1CC[C@]2(C)O	-0.25	0.9	0.23	0.44	-0.27	1.32	1.23	1.65	-0.47	0.28	0.62	1.43	0.66	1.68	0.71	0	1
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	-0.25	-0.75	2.37	-4.9	3.4	0.31	1.06	-1.05	2.17	-0.03	1.89	-0.3	2.17	1.68	-4.13	0	0
NCC(=O)c1ccccc1	-0.25	-0.75	-0.13	-0.45	-1.12	0.41	-0.83	-0.37	-0.72	-0.64	-1.14	0.02	-0.76	-0.59	0.5	0	0
C[C@]12CCC(O)CC1CCC1C2C(=O)C[C@]2(CO)C(C(=O)CO)CCC12	-0.25	0.45	0.23	-0.42	0.11	0.98	1.04	1.65	0.03	0.27	0.68	0.93	0.61	-0.59	0.52	0	1
COc1ccc2c(CN)cc(=O)oc2c1	-0.25	-0.75	-0.13	0.83	0.04	0.27	-0.62	-0.37	-0.68	-0.49	-1.15	-0.69	-0.17	-0.59	0.25	0	0
CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2	-0.25	0.0	-0.48	1.41	-0.59	-1.04	-0.62	0.3	0.12	0.41	-0.18	-0.79	-0.84	-0.59	0.45	1	1
CC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)O	-0.25	-0.3	1.3	0.4	-0.8	-0.36	-0.79	-1.05	-0.16	-0.16	0.13	0.79	0.23	1.68	-0.12	0	0
CCCCC/C=C\C/C=C\CC(O)C(O)C/C=C\CCCC(=O)O	-0.25	0.52	0.23	-0.79	-0.08	-0.92	-0.88	-1.05	-0.06	-0.04	0.07	-0.97	-1.19	-0.59	0.41	0	0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1	-0.25	-0.75	1.3	0.33	2.09	-0.67	-0.6	-0.37	-0.66	-0.1	-0.8	-0.58	-0.23	-0.59	-0.35	0	0
COc1ccc2c(=O)c(-c3ccc(OC)c(OC)c3)coc2c1	-0.25	-0.75	-0.84	1.13	0.31	0.73	-0.56	0.3	-0.53	-0.12	-0.75	-0.1	-0.56	-0.59	0.14	0	1
Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCC[C@]341	-0.25	-0.75	0.23	-0.26	-0.01	-0.16	1.04	0.97	-0.57	-0.23	-0.03	0.16	-0.05	-0.59	0.38	0	0
CCC(C)C1OC2(CCC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	-0.25	0.9	0.23	0.54	0.5	0.31	1.04	-0.37	2.17	0.78	1.61	0.05	0.29	-0.59	-0.3	1	1
CCC1O[C@@]2(C)OCCC1O2	-0.25	-0.52	-0.84	1.59	-1.54	0.36	1.02	-1.05	-0.71	-0.6	-0.81	-0.18	1.36	-0.59	0.9	0	0
CN(C)C=O	-0.25	-0.75	-0.84	0.37	-1.65	-2.93	-1.09	-1.05	-0.52	-3.03	-1.16	0.62	-2.76	1.68	0.95	0	0
COC1OC[C@@]2(O)C(OC(C)=O)C3CC(C)(C)CC3[C@@]3(C)C[C@]132	-0.25	0.45	-0.48	0.88	0.33	0.7	1.31	0.97	-0.06	0.49	0.51	1.5	2.04	-0.59	0.59	0	0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CC[C@]4(C)C3CC[C@]12C	-0.25	1.2	-0.13	-0.07	0.14	1.16	1.04	1.65	-0.13	0.47	1.11	0.84	0.61	-0.59	0.62	0	0
NC(Cc1ccc(O)cc1)C(=O)O	-0.25	-0.75	0.59	-0.82	-1.16	-0.92	-0.88	-0.37	-0.68	-0.48	-0.85	-0.02	-1.09	-0.59	-0.31	0	0
CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	-0.25	-0.15	-0.13	0.64	0.33	-0.39	1.06	-0.37	0.2	0.36	0.66	-0.02	0.15	1.68	-0.01	1	1
CCCCCCCCCCCC/C=C/CCC(O)C(O)CCC(O)C1CCC(CCCCCC(O)CC2=CC(C)OC2=O)O1	-0.25	1.72	0.59	-0.44	-0.15	-0.68	-0.83	-1.05	0.56	0.16	1.17	-0.89	-0.57	-0.59	0.29	0	0
CC(C)(OC1OC(CO)C(O)C(O)C1O)C1CC=C(CO)CC1	-0.25	-0.3	0.95	-0.58	0.53	0.44	1.02	-0.37	-0.43	0.19	0.21	0.72	0.22	-0.59	0.07	0	0
Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	-0.25	-0.75	-0.13	0.07	-1.77	-0.68	1.02	-0.37	-0.66	-0.71	-0.43	0.45	1.16	-0.59	-0.83	1	0
COc1ccc2c(c1)c(CC(=O)NCC(O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1	-0.25	-0.75	-0.13	0.24	-0.29	0.1	-0.45	0.97	0.35	0.3	-0.22	-0.35	0.03	1.68	-0.56	1	1
COc1cc2c(CC/N=C(\C)O)c[nH]c2cc1OS(=O)(=O)O	-0.25	-0.75	0.23	-0.76	0.09	-0.54	1.06	-0.37	-0.16	-0.1	-0.99	-0.58	0.03	1.68	-0.49	0	1
CCCCCCCC/C=C\CCCCCCCC(=O)NC(CO[P@](=O)([O-])OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC	-0.25	3.44	-0.13	-1.05	0.17	-1.15	1.04	-1.05	0.37	0.09	0.76	-1.34	-1.25	1.68	0.81	0	0
CCCCCCC(OC)OC	-0.25	0.07	-0.84	-0.4	-0.96	1.2	-1.06	-1.05	-0.69	-0.32	-0.59	-0.82	-0.88	-0.59	1.02	0	0
CC(=O)OC1CC[C@]2(C)C(CC[C@]3(C)C2CC=C2C4[C@](C)(CCC(C)[C@@]4(C)O)CC[C@]23C)C1(C)C	-0.25	2.17	-0.48	0.62	0.09	1.77	1.23	2.32	0.52	0.9	1.86	1.78	1.18	-0.59	0.79	0	0
CCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	-0.25	0.22	2.73	-1.46	0.14	-0.48	1.06	-1.05	2.45	0.38	2.11	-0.02	0.48	1.68	-2.97	0	0
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	-0.25	0.0	-0.48	0.67	0.14	-1.19	1.02	0.97	0.35	0.4	-0.34	-0.25	-0.59	-0.59	-0.24	1	1
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F	-0.25	-0.52	-0.48	0.4	0.79	1.15	1.04	-0.37	-0.31	0.64	0.37	0.34	0.8	-0.59	-0.18	1	1
CC(=O)c1ccccc1O	-0.25	-0.75	-0.48	0.33	1.32	0.95	-0.71	-0.37	-0.72	-0.73	-0.99	0.34	0.9	-0.59	0.36	0	0
O=C(O)C(O)Cc1ccccc1	-0.25	-0.75	-0.13	-1.05	-0.71	-0.92	-0.88	-0.37	-0.72	-0.48	-0.67	-0.58	-1.07	-0.59	0.06	0	0
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12	-0.25	-0.75	-0.48	0.89	0.39	-0.62	-0.52	0.3	0.23	0.41	-0.11	-0.7	-0.74	-0.59	0.35	1	1
O=C1CCCN1	-0.25	-0.75	-0.48	0.09	-2.33	-0.56	-1.04	-1.05	-0.73	-1.96	-1.14	-0.93	2.82	1.68	0.81	0	0
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1	-0.25	-0.3	-0.84	0.75	1.29	-0.3	1.02	-1.05	-0.14	-0.08	-0.6	-0.4	-0.12	1.68	0.56	1	1
CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	1.34	-0.3	2.73	-1.55	0.24	-0.46	1.06	-1.05	2.32	0.37	0.95	0.05	0.76	1.68	-3.55	0	0
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1	2.93	0.82	-0.48	0.48	0.84	0.74	1.02	-0.37	-0.41	0.09	-0.36	0.38	0.7	-0.59	0.44	1	0
C=C[C@@](C)(CC/C=C(\C)CC/C=C(\C)C(O)C/C=C(/C)COC1OC(CO)C(O)C(O)C1O)OC1OC(CO)C(O)C(O)C1O	4.52	0.37	2.37	-0.58	0.41	0.22	1.02	-1.05	1.31	0.49	1.4	0.62	0.08	-0.59	-0.99	0	0
CC1=CC(c2c(O)ccc(C(=O)/C=C/c3ccc(O)cc3O)c2O)C(C(=O)c2ccc(O)c(/C=C/C(C)C)c2O)C(c2ccc(O)cc2O)C1	-0.25	0.3	2.02	-0.09	0.97	-0.27	-0.52	2.32	2.26	0.67	1.19	0.03	-0.0	-0.59	-1.44	0	0
CC(C)(C(=O)O)C1CC[C@@]23CC(CCC2[C@]1(C)CC(=O)O)[C@]1(C)OC13	-0.25	0.82	-0.13	0.76	-0.02	0.96	1.08	0.97	0.09	0.43	1.05	1.48	1.49	-0.59	0.31	0	0
CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC	-0.25	-0.6	-0.48	-0.35	-0.12	0.11	1.04	0.3	0.53	0.29	0.07	-0.14	-0.33	1.68	-0.59	1	1
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O	-0.25	0.3	0.23	-0.35	-0.17	0.74	1.04	1.65	-0.58	-0.05	-0.29	0.62	0.51	-0.59	0.61	0	0
CCCCC(=O)NC1(C(=O)NCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)CCCC1	-0.25	0.07	0.23	0.73	-0.66	-0.05	1.02	0.97	0.25	0.2	0.34	-0.34	-0.81	1.68	0.1	0	1
CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CC[C@@]4(C)C3CC[C@@]12C	-0.25	2.39	-0.48	-0.38	0.09	1.23	1.04	1.65	-0.03	0.42	0.52	0.92	0.44	-0.59	0.94	0	0
COc1cc(/C=C/C(=O)OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O	-0.25	-0.75	3.8	-0.91	0.17	-0.48	-0.48	0.97	5.14	0.31	2.43	-0.02	-0.19	-0.59	-6.76	0	0
CSCSSC	-0.25	-0.75	-0.84	-1.45	-1.98	1.88	-2.87	-1.05	-0.73	-0.65	-0.01	-1.18	-0.67	-0.59	0.74	0	0
CC1=C2C(CC3CCC(O)C(C)[C@@]3(C)C2OC(=O)[C@]2(C)OC2C)OC1=O	-0.25	0.15	-0.48	1.41	-0.64	0.86	1.04	0.3	-0.22	0.7	0.04	1.62	0.91	-0.59	0.1	0	0
C=C1COC(=O)[C@@]12C[C@]1(C)C(C)CCC(OC(=O)/C=C/SC)C1C2OC(C)=O	-0.25	0.07	-0.84	1.25	-0.06	1.09	1.06	0.3	1.12	0.72	0.11	0.62	1.14	-0.59	-0.09	0	1
COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21	-0.25	-0.75	-0.48	0.35	0.34	-0.03	1.06	0.97	-0.36	0.27	-0.59	-0.16	0.31	-0.59	-0.48	0	1
O=C1NC(=O)C(N2C(=O)c3ccccc3C2=O)CC1O	-0.25	-0.75	-0.13	-0.19	-0.37	-0.35	-0.6	-0.37	-0.67	-0.17	-0.4	0.07	1.06	1.68	-1.05	0	0
CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12	-0.25	-0.75	-0.13	0.43	-0.06	-0.73	-0.62	-0.37	-0.66	0.1	-0.82	-0.96	-0.11	1.68	0.34	0	1
CCCC/C=C\CCCCCCCC(=O)OCCCCCCCCCCCCCCCC	-0.25	2.99	-0.84	-0.74	0.05	-0.98	-1.04	-1.05	-0.22	0.11	0.38	-2.29	-2.13	-0.59	0.83	0	0
CCc1csc(C)n1	-0.25	-0.52	-0.84	0.72	-2.93	-0.02	-0.96	-1.05	-0.72	-0.64	-1.03	-0.82	2.01	-0.59	0.91	0	0
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS	-0.25	-0.3	3.09	-1.8	0.11	-0.46	1.06	-1.05	2.06	0.26	0.53	0.19	0.75	1.68	-3.14	0	0
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1	-0.25	-0.75	-0.84	0.0	-1.22	0.48	1.02	0.3	-0.52	-0.17	1.16	-0.19	0.38	-0.59	-0.14	1	1
C=C(C)C1CCC(C)C(OC(C)=O)C1	-0.25	0.07	-0.84	0.5	-0.1	0.29	-0.85	-0.37	-0.66	-0.13	-0.83	0.05	-0.14	-0.59	0.83	0	0
CCCC(C)(C)CC	-0.25	0.6	-0.84	-0.71	0.15	0.63	1.02	-1.05	-0.72	-0.68	-0.65	1.02	-0.07	-0.59	1.12	0	0
NS(=O)(=O)Cc1noc2ccccc12	-0.25	-0.75	-0.13	-0.78	0.73	-1.65	1.06	-0.37	-0.72	-0.47	-0.23	-0.69	0.69	1.68	-0.16	1	1
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	-0.25	-0.37	-0.48	0.3	0.17	-0.04	-0.56	0.97	0.3	0.7	-0.15	-0.7	-0.64	-0.59	0.3	1	1
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C	-0.25	-0.15	-0.48	-0.03	0.03	0.07	-0.64	-1.05	0.0	0.49	0.07	-0.26	-0.25	-0.59	0.27	1	1
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	-0.25	-0.52	-0.13	0.09	0.61	0.31	-0.54	0.3	-0.54	0.19	-0.03	-0.42	-0.24	-0.59	0.55	1	1
CCCCN	-0.25	-0.37	-0.13	-1.38	0.7	-0.88	-2.91	-1.05	-0.73	-5.79	-1.07	-0.58	0.38	-0.59	1.07	0	0
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12	-0.25	-0.37	-0.48	0.85	-0.1	-0.05	1.08	-0.37	0.25	0.21	0.59	0.09	0.1	1.68	0.1	1	1
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1	-0.25	-0.75	-0.13	0.01	0.24	-1.43	-1.0	-0.37	0.0	-0.19	-0.81	-0.93	-1.76	-0.59	0.36	1	1
C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1	-0.25	-0.52	-0.48	-0.08	0.21	0.56	-0.66	0.97	0.21	0.92	0.02	-0.67	-0.83	-0.59	0.38	1	1
CC1C(O)CC2CC1C2(C)C	-0.25	0.22	-0.48	-0.18	-0.21	1.13	1.04	0.97	-0.71	-0.71	-0.61	1.42	3.52	-0.59	0.99	0	0
CCCCCC(=O)OCC(C)C	-0.25	0.37	-0.84	0.24	-0.62	-1.7	-1.04	-1.05	-0.53	-0.35	-0.94	-0.58	-0.88	-0.59	0.9	0	0
CC1C=CC(=O)O1	-0.25	-0.75	-0.84	1.4	-0.7	-0.52	-1.02	-1.05	-0.73	-0.11	-1.13	-0.58	4.39	-0.59	0.52	0	0
CC[N+](C)(CC)CCc1c(C)c2ccc(OC)cc2oc1=O	-0.25	-0.52	-0.84	1.5	0.32	0.87	1.02	-0.37	-0.03	0.01	-0.81	0.29	-0.22	-0.59	0.67	0	1
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	-0.25	-0.75	-0.84	0.83	0.51	-0.56	-0.6	-1.05	-0.21	0.22	-0.33	-0.3	0.15	1.68	-0.49	1	1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	2.93	0.82	-0.48	0.0	0.67	1.12	1.02	-0.37	-0.31	-0.18	-0.25	0.62	0.38	-0.59	0.67	1	0
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C	-0.25	0.45	-0.13	0.07	-0.52	1.28	1.23	1.65	-0.54	0.01	-0.22	1.16	0.26	-0.59	0.51	1	1
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC	-0.25	-0.52	0.95	1.28	1.63	1.21	-0.52	0.3	-0.34	-0.06	-0.57	-0.35	0.18	-0.59	0.16	1	0
CCCCCCC/C=C/C=C/C=O	-0.25	0.37	-0.84	-0.79	0.58	-1.17	-2.64	-1.05	-0.63	-0.34	-0.87	-2.33	-2.13	-0.59	0.81	0	0
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	-0.25	-0.75	0.59	-2.09	-0.84	0.07	1.08	0.3	-0.66	-0.26	-0.43	0.9	0.14	-0.59	-0.09	1	0
CC1NC(=O)CNC1=O	-0.25	-0.75	-0.13	0.77	-2.25	-0.39	-0.88	-1.05	-0.73	-3.08	-0.99	0.62	0.06	1.68	0.18	0	0
O=C(O)C(=O)C(O)=C(O)O	1.34	-0.75	0.59	-2.87	-0.05	-0.02	-0.62	-1.05	-0.69	-0.73	-0.33	1.82	0.38	-0.59	-2.24	0	0
CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(N)CCCNC(=N)N)C(=O)O	-0.25	-0.15	3.8	0.01	-0.71	-0.35	-0.79	-1.05	0.16	0.07	0.4	0.24	-0.25	1.68	-0.52	0	0
Clc1cccc(N2CCNCC2)c1	-0.25	-0.75	-0.48	-0.36	-0.1	-0.02	-0.85	-0.37	-0.61	-0.3	-0.89	-0.98	-1.0	-0.59	0.66	0	0
