SMILES	ATSC6dv	X3sol	VSA_EState3	X2sol	PEOE_VSA8	H-050	GATS1c	SLogP	observed	predicted
Fc1ccccc1Cl	0.1	-0.35	-0.51	-0.44	-0.82	-0.53	-0.94	0.12	2.6082585284982693	2.599219500055918
OCCC(O)CO	0.09	-0.75	4.77	-0.84	0.22	3.61	-0.07	-2.26	2.7672672093674726	2.725447971579429
C/C=C/C#N	0.1	-1.19	1.12	-1.28	0.13	-0.53	-1.16	-0.76	2.594834355583318	2.5896744236773706
CC1CCC(=O)N1	0.1	-0.48	0.05	-0.5	1.13	0.85	0.98	-1.27	2.7169627421024516	2.715935942164085
Clc1ccc(C(Cl)(Cl)Cl)cc1Cl	0.22	1.47	-0.37	2.24	0.05	-0.53	1.32	1.6	2.745270023988988	2.7488556078316044
C1COCOC1	0.1	-0.74	-0.55	-0.93	-0.82	-0.53	-0.4	-1.21	2.578925589458768	2.5548705242851297
CCCc1ccco1	0.1	-0.35	-0.55	-0.54	0.19	-0.53	-0.39	-0.04	2.588999590499436	2.6095781482101374
Oc1ccccc1	0.21	-0.51	1.32	-0.63	-0.82	0.85	-0.19	-0.57	2.6579636693663447	2.6439797499596396
CCCCCCC#N	-0.01	-0.76	1.21	-0.79	0.19	-0.53	-1.13	0.12	2.6591076791998134	2.66225433565419
CCOc1ccc(C)cc1	-0.59	0.02	-0.55	-0.08	-0.82	-0.53	-0.36	0.07	2.664312839896641	2.6653285776081628
CCCCOC(=O)CCC(C)=O	-1.77	-0.14	-0.55	0.22	0.19	-0.53	0.29	-0.37	2.708123336243727	2.6901985392619303
CC(C)(C)c1ccc(C(C)(C)C)cc1	-0.51	0.79	-0.55	1.49	-0.82	-0.53	0.19	1.26	2.708548365130561	2.7219154367297747
Brc1ccccc1Br	0.1	1.03	-0.55	0.29	0.58	-0.53	-1.05	0.58	2.6973601346540663	2.702148973999812
CCCCON=O	-0.93	-0.9	-0.07	-0.95	-0.82	-0.53	0.48	-0.51	2.5454926727523057	2.5579142419206384
COC(=O)C(F)(F)C(F)(F)C(F)(F)F	-2.64	-0.75	-0.55	-0.84	-0.82	-0.53	0.81	-0.19	2.547959210587186	2.5494688853737015
Clc1cc(Cl)cc(Br)c1	0.1	0.33	-0.27	0.73	1.45	-0.53	-0.89	0.93	2.703420357325243	2.6983865054771656
CCNCCO	-0.05	-1.05	1.84	-1.12	0.21	2.23	0.24	-1.71	2.646060468555641	2.6469391293254843
CCc1cnccc1C	0.66	0.01	-0.55	-0.31	1.12	-0.53	-1.03	-0.21	2.6731591954541862	2.6663456762949274
CC(C)COCC(C)O	-0.03	-0.7	1.34	-0.18	0.22	0.85	-0.16	-0.79	2.6416228160292308	2.6451419517324566
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br	0.12	-0.27	-0.55	-0.22	-0.82	-0.53	0.65	2.97	2.635634517336094	2.639014762277036
BrCC(Br)Br	0.1	0.27	-0.34	0.31	0.02	-0.53	-1.3	0.13	2.6647171715535265	2.676167757704341
C1CCCC1	0.1	-0.88	-0.55	-1.09	-0.82	-0.53	0.0	-0.21	2.5084623812733606	2.5149581613687575
CCCCCCCCCCC(=O)O	0.05	-0.09	1.26	0.26	0.19	0.85	0.83	0.83	2.7428429167274433	2.737139565399827
CCCCCCCCCCCCCBr	0.08	0.3	-0.29	0.44	0.02	-0.53	-0.06	2.15	2.7552267401861577	2.7476953492938496
Brc1ccccc1I	0.1	1.37	-0.55	0.47	0.44	-0.53	-1.06	0.48	2.72439876574326	2.717188933579442
C=CCCC(C)=O	-0.22	-0.95	-0.55	-0.73	0.19	-0.53	-1.04	-0.47	2.6049277034284457	2.597758788959793
CCc1cccnc1	0.22	-0.28	-0.55	-0.55	1.12	-0.53	-1.09	-0.41	2.6416228160292308	2.6437430994453637
O=C(O)CCCOc1ccc(Cl)cc1Cl	0.76	1.17	1.48	1.41	0.97	0.85	0.25	0.6	2.7763379096201755	2.766586361291979
COc1ccccc1C	1.17	0.01	-0.55	-0.31	-0.82	-0.53	-0.5	-0.18	2.6475296664449806	2.641288274871069
CO	0.1	-1.6	0.96	-1.92	0.3	0.85	-0.28	-1.7	2.5287239232609937	2.526572175510382
CC(CCl)CCCl	0.1	-0.47	-0.55	-0.63	1.02	-0.53	-1.71	0.13	2.645078234772925	2.6366854033510734
CC/C=C/CC(=O)O	-0.69	-0.8	1.2	-0.56	-0.82	0.85	0.78	-0.55	2.6822804901301343	2.656483399652847
C1CCNCC1	0.1	-0.74	0.16	-0.93	-0.82	0.85	0.38	-0.97	2.578811060322581	2.574229071608019
C=CCC(O)CCC	0.24	-0.7	1.39	-0.66	-0.82	0.85	0.05	-0.36	2.6286443222846065	2.624723107975136
CC(C)c1ccc(C=O)cc1	0.25	0.36	-0.55	0.16	0.05	-0.53	-1.4	0.21	2.7064190488337676	2.707286916337096
FC(F)(I)C(F)(F)I	0.1	0.19	-0.55	-0.75	6.25	-0.53	1.32	0.48	2.5856299021972218	2.5934393564100438
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I	0.11	-0.6	-0.55	-0.6	2.72	-0.53	0.79	1.79	2.5923433345820435	2.6018036911592106
FC(F)(F)C(Cl)CCl	0.1	-0.72	-0.96	-0.75	0.1	-0.53	1.58	0.07	2.5441300819879644	2.542121304049171
COC1CCC=CO1	0.51	-0.28	-0.55	-0.55	1.3	-0.53	0.01	-0.64	2.5918989866912243	2.630343669133904
Fc1cc(F)c(F)nc1F	0.1	-0.74	-0.55	-0.93	0.13	-0.53	-0.2	-0.41	2.574204950786184	2.5571721768944853
CCC(O)CN	0.27	-0.8	1.3	-1.02	0.21	3.61	0.64	-1.63	2.6455696293511513	2.6282456683574025
CC(C)C(=O)O	0.1	-0.83	1.18	-0.75	-0.82	0.85	0.92	-0.99	2.63098691077022	2.6332969478418073
Cc1ccc(C)c(O)c1C	1.16	0.52	1.48	0.07	-0.82	0.85	0.04	0.02	2.698231075449119	2.695967504307161
C/C=C/C(=O)CC	0.54	-0.75	-0.55	-0.84	0.19	-0.53	-0.64	-0.47	2.6145281197475394	2.584957730513053
FCOC(C(F)(F)F)C(F)(F)F	0.1	-1.13	-0.55	-1.07	-0.82	-0.53	1.41	0.08	2.5206800016343953	2.4968160666370878
C1=C\CCCCCCCC/1	0.08	-0.17	-0.55	-0.26	-0.82	-0.53	-0.41	0.88	2.670385027721014	2.668435608011873
CCCCOCCOCC(C)O	0.35	-0.23	1.36	0.1	0.22	0.85	-0.32	-0.69	2.7016974770258484	2.687663773965454
CC(=O)OCc1ccccc1	-0.66	0.05	-0.55	0.18	0.27	-0.53	0.4	-0.34	2.686770290087891	2.6883718906217315
CCCC(Br)CC	0.17	-0.35	-0.55	-0.46	-0.06	-0.53	0.32	0.42	2.6182050422592695	2.607688845690121
CCC/C=C/CCCCCC	0.02	-0.33	-0.55	-0.29	-0.82	-0.53	0.12	1.28	2.668339316069546	2.6684195210623627
COC(=O)c1ccoc1	0.35	0.03	-0.55	-0.31	-0.82	-0.53	-0.09	-0.77	2.6366383187350237	2.637580768374568
BrCCBr	0.1	-0.45	-0.09	-0.98	0.85	-0.53	-2.77	-0.32	2.607186857425411	2.6144843672017166
CCOC(=O)C(CC)C(=O)OCC	-1.71	0.36	-0.55	0.24	-0.82	-0.53	0.62	-0.73	2.6822804901301343	2.6989792375497106
CCOC(=O)CCCl	0.75	-0.62	-0.55	-0.54	0.1	-0.53	0.54	-0.7	2.638638987858345	2.6131793153125034
Fc1c(F)c(F)c(Br)c(F)c1F	0.1	-0.18	-0.55	-0.25	-0.82	-0.53	-1.5	0.54	2.61294271588699	2.6313190751779896
FC(F)C(F)(F)F	0.1	-1.6	-0.55	-1.92	-0.82	-0.53	1.3	-0.3	2.3515064229290443	2.3593238110196872
O=C(O)C1CC1	0.1	-0.77	1.19	-0.71	-0.82	0.85	0.43	-1.14	2.6591076791998134	2.6443555688404823
CC(C)NC(C)C	0.57	-1.06	0.17	-0.5	1.07	0.85	1.09	-0.57	2.5527290374107876	2.571603213396655
CC(C)=CC=O	0.1	-1.1	-0.55	-0.9	-0.82	-0.53	-1.43	-0.72	2.609754439128856	2.579303426980127
COC	0.1	-1.6	-0.55	-1.59	1.41	-0.53	-1.08	-1.28	2.395064164331242	2.3961898682108167
C=C/C=C\Cl	0.1	-1.09	-0.55	-1.17	0.05	-0.53	-1.08	-0.23	2.532945375615925	2.5393538387802366
C=C[N+](=O)[O-]	0.1	-1.13	1.41	-1.07	-0.82	-0.53	-2.16	-1.19	2.570134137138968	2.59356551606365
Cc1ccc(S)cc1	0.22	-0.11	-0.55	-0.15	-0.05	0.85	-0.87	-0.0	2.670385027721014	2.6793111960705085
Cc1c(Cl)cccc1Cl	0.34	0.65	-0.23	0.18	0.75	-0.53	-0.61	0.64	2.6731591954541862	2.6810375488645706
CC(C)(C)CBr	0.1	-0.38	-0.31	-0.39	0.02	-0.53	-0.02	0.09	2.578811060322581	2.598529126768229
CCCC(=O)OCc1ccccc1	-0.38	0.45	-0.55	0.41	0.19	-0.53	0.49	0.15	2.7093971770530683	2.718023604484653
CCCCCCCCCN	0.09	-0.48	-0.55	-0.46	-0.82	2.23	1.19	0.26	2.677013498245982	2.6643675216664757
CCCCCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1	-0.07	4.78	-0.55	4.85	-0.82	-0.53	2.75	4.01	2.8716604860918666	2.8414151397275105
COc1cccc(OC)c1	-1.1	0.15	-0.55	-0.18	0.13	-0.53	-0.52	-0.37	2.690771803180663	2.6765109917158116
CCCC(C)(C)c1ccccc1	0.13	0.47	-0.55	0.46	-0.82	-0.53	-0.36	0.93	2.6800180632491917	2.6951082223827845
CC(C)CCCO	-0.3	-0.95	1.25	-0.73	0.22	0.85	-0.06	-0.55	2.628440020513508	2.6260028573872995
COC(=O)c1ccccc1Br	0.09	0.85	-0.55	0.45	-0.12	-0.53	0.38	-0.03	2.720283369820714	2.7208534013475068
CCCCC(C)(C)C	0.12	-0.86	-0.55	-0.2	-0.82	-0.53	1.14	0.59	2.579726448846229	2.5861050783988695
CC1C=Cc2ccccc21	0.63	0.52	-0.55	0.08	-0.82	-0.53	-1.11	0.33	2.67407999402218	2.6767828573790142
Nc1c(Br)cc(Br)cc1Br	0.29	1.46	-0.55	1.22	1.28	2.23	1.14	0.8	2.75826829674409	2.761615482064096
CC/C=C(\C)C=O	0.08	-0.75	-0.55	-0.84	-0.82	-0.53	-1.23	-0.47	2.6124129591954146	2.611360224567287
Cl/C=C(Cl)/C(Cl)=C\Cl	0.1	0.79	-0.44	-0.08	0.91	-0.53	-1.96	0.84	2.663842212973794	2.6775038759406886
CC(=O)C(C)C	0.1	-0.83	-0.55	-0.75	0.11	-0.53	-0.9	-0.67	2.565198251715666	2.5747423125169937
CCOC(=O)/C=C(\C)C(=O)OCC	0.41	0.28	-0.55	0.36	1.01	-0.53	0.92	-0.78	2.6999677346938125	2.7175895973096442
CC(C)(F)F	0.1	-1.6	-0.55	-1.59	-0.82	-0.53	1.15	-0.4	2.4357647592603793	2.42874788496023
Nc1c(F)c(F)cc(F)c1F	1.06	-0.51	-0.55	-0.63	0.13	2.23	-0.12	-0.29	2.634628390436653	2.614395128679045
Cl/C=C\Cl	0.1	-0.95	-0.55	-1.22	0.91	-0.53	-2.78	-0.22	2.5227701580858968	2.550328853557545
CN(CCO)CCO	0.54	-0.7	3.05	-0.66	1.23	2.23	-0.08	-2.14	2.7161286028238334	2.7271583920052245
C=CC(CC)CCC	0.31	-0.54	-0.55	-0.76	-0.82	-0.53	0.42	0.45	2.5837087421056504	2.56622482642748
O=Cc1ccc([N+](=O)[O-])o1	-0.11	0.18	1.6	-0.0	-0.82	-0.53	-0.48	-0.82	2.6999677346938125	2.69967871362654
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C	8.37	5.93	-0.55	10.4	-0.82	-0.53	2.87	2.51	2.734919783872693	2.748304533903794
Fc1ccccn1	0.1	-0.74	-0.55	-0.93	0.15	-0.53	0.23	-0.68	2.602222821229977	2.5739282444515563
CC(C)CC(=O)O	0.42	-1.06	1.2	-0.5	0.19	0.85	0.86	-0.74	2.6528745977494785	2.6583780913010373
C/C=C/CO	0.21	-1.19	1.18	-1.28	-0.82	0.85	-0.08	-1.1	2.595881845162044	2.6049270412918033
CCCCCC/C=C/C=C/CCCCCCCC(=O)O	-0.26	0.91	1.29	1.42	0.19	0.85	0.69	2.27	2.805058862718461	2.785035477896071
CC(C)N(C)C	0.1	-0.83	-0.55	-0.75	0.13	-0.53	0.07	-0.84	2.530391821401041	2.5590478764582305
CCOc1ccc(Cl)cc1	0.21	0.19	-0.39	0.11	-0.03	-0.53	-0.35	0.28	2.686770290087891	2.6801630164684034
c1ccc(C2OCCCO2)cc1	-0.48	0.67	-0.55	0.33	0.05	-0.53	-0.12	-0.11	2.7211095747344105	2.721635370767956
Cc1cccc([N+](=O)[O-])c1C	-1.46	0.48	1.69	0.27	1.0	-0.53	-1.66	-0.05	2.7102443332407438	2.7119975234551155
FCBr	0.1	-1.6	-0.55	-1.92	-0.82	-0.53	-1.07	-0.62	2.465605890646286	2.436264181466393
O=Cc1ccc(Br)o1	0.1	0.07	-0.55	-0.04	-0.82	-0.53	-0.47	-0.27	2.675915754895261	2.639261259521414
CCC(C)N	0.1	-1.13	-0.55	-1.07	0.13	2.23	1.47	-0.98	2.526210003841664	2.5241636028874717
CC1(C)CCC(C)(C)C1	0.62	-0.2	-0.55	0.43	-0.82	-0.53	0.85	0.59	2.5923433345820435	2.619159901734219
CCCCI	0.1	-0.89	-0.55	-0.93	-0.82	-0.53	-0.52	-0.04	2.606112535339159	2.5492865423648396
CC1CCCC(C)C1	0.4	-0.34	-0.55	-0.34	-0.82	-0.53	0.38	0.34	2.595991960396382	2.5950736793281277
C=C(C)CCl	0.1	-0.89	-0.55	-0.98	0.1	-0.53	-0.87	-0.31	2.5373782828302054	2.5439150063402454
CCCCSCC	0.01	-0.66	-0.55	-0.67	-0.82	-0.53	-0.51	0.16	2.6206044653897242	2.6091472688257413
O=C=NC1CCCCC1	-0.89	-0.21	-0.55	-0.38	-0.82	-0.53	0.38	-0.4	2.6485063777121614	2.636555920079699
C=CCCCCC(=O)O	0.09	-0.66	1.22	-0.4	0.19	0.85	0.78	-0.3	2.698231075449119	2.6859587848193405
CC(C)CCBr	0.1	-0.93	-0.3	-0.66	0.02	-0.53	-0.4	0.09	2.5949999167322457	2.5693379584770106
CC(C)[N+](=O)[O-]	0.1	-0.83	1.5	-0.75	2.12	-0.53	-2.12	-1.02	2.59477915450515	2.6055384990207804
ClC(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	0.1	1.38	-0.8	2.93	-0.82	-0.53	1.37	1.29	2.71779528233997	2.7133468170694415
CCCCCCCCCCCCCCCCCCc1ccccc1	0.1	1.95	-0.55	2.11	-0.82	-0.53	-0.28	3.92	2.8332427609566477	2.832769774304583
CCCCCCCCCCCCCCCCCCI	0.08	1.11	-0.55	1.39	-0.82	-0.53	0.08	3.41	2.8170031331645857	2.7943996223507392
CCCC(=O)C(C)(C)C	0.49	-0.34	-0.55	-0.02	1.03	-0.53	-0.54	0.07	2.6234043678792496	2.633409925466734
CCC1CCc2ccccc21	0.44	0.7	-0.55	0.17	-0.82	-0.53	-1.06	0.53	2.68587603571674	2.69436970055184
CNc1cccc2ccccc12	0.28	0.84	0.69	0.33	2.02	0.85	0.27	0.37	2.754080642190165	2.754674447677176
CC(Br)CCBr	0.1	-0.77	-0.31	-0.2	0.77	-0.53	-1.38	0.17	2.650453235088312	2.638418725635169
Fc1ccc(-c2ccc(F)cc2)cc1	1.25	0.67	-0.55	0.33	-0.82	-0.53	-0.9	0.85	2.7223459424755814	2.702159490968731
C/C=C\C	0.1	-1.31	-0.55	-1.45	-0.82	-0.53	-0.44	-0.45	2.442244527847952	2.45365067008954
C=CC(O)CCCCCC	0.06	-0.31	1.4	-0.34	-0.82	0.85	0.21	0.14	2.6689912701643848	2.6652541708006994
CC1CCCO1	0.1	-0.65	-0.55	-0.8	0.22	-0.53	-0.75	-0.7	2.5454926727523057	2.5813493728632713
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34	-0.54	3.34	1.79	2.36	-0.82	-0.53	-1.53	2.18	2.8854460348900774	2.8836068802197325
COc1cc(N)ccc1C	0.47	0.21	-0.55	-0.01	1.02	2.23	0.29	-0.44	2.7194555901325703	2.7231120275950587
O=[N+]([O-])c1ccccc1-c1ccccc1[N+](=O)[O-]	-1.65	1.84	4.16	1.69	1.08	-0.53	-1.88	0.56	2.762040529978979	2.7823003840015064
CCOC(=O)C(C(=O)OCC)C(C)C	-2.42	0.45	-0.55	0.59	-0.82	-0.53	0.61	-0.57	2.688553293647024	2.698266027915502
CC(C)CCO	0.21	-1.1	1.23	-0.9	0.22	0.85	-0.06	-0.8	2.606650028578439	2.6025152247514054
CCCCNc1ccccc1	-0.42	0.09	0.18	-0.04	1.1	0.85	0.67	0.39	2.713196433725248	2.706778952134323
Clc1cccc2ccccc12	0.46	0.86	0.13	0.42	0.81	-0.53	-1.25	0.76	2.726034066487064	2.729445383037677
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C	-0.53	3.14	-0.55	2.48	0.11	-0.53	-0.53	1.41	2.7768101070710123	2.8026844788653644
COC(=O)C(C)Cl	0.8	-0.41	-0.66	-0.47	-0.82	-0.53	0.57	-0.95	2.6081514803138717	2.610543740006111
CCOC(C)C	0.45	-1.1	-0.55	-0.9	0.22	-0.53	-0.43	-0.54	2.5148796552227934	2.5175637009232266
CCCCBr	0.1	-0.99	-0.3	-1.05	0.02	-0.53	-0.62	-0.07	2.5733938349225207	2.551076098797594
CC(C)=C(C)C	0.1	-0.83	-0.55	-0.75	-0.82	-0.53	-0.83	0.05	2.5396405656694276	2.5558370255519476
CCCCCCCCCCCCCN	0.09	0.1	-0.55	0.21	-0.82	2.23	1.11	1.24	2.7395327894173307	2.738833424752448
CCCCc1cccs1	-0.2	0.16	-0.08	-0.09	-0.05	-0.53	-0.88	0.51	2.6576771954233034	2.673692472504584
OC1CCCC1C1CCCC1	-0.02	0.65	1.54	0.24	-0.82	0.85	-0.25	0.03	2.7064190488337676	2.7071406630547243
CCCCCCC(C)O	0.08	-0.66	1.36	-0.4	-0.82	0.85	0.11	0.03	2.6555225962534177	2.6456646125633982
OCc1ccco1	0.36	-0.42	1.25	-0.72	-0.82	0.85	-0.4	-0.96	2.6475296664449806	2.655107939649412
CC/C=C/CCCCC	-0.02	-0.62	-0.55	-0.62	-0.82	-0.53	0.08	0.79	2.6239208932516296	2.6300961037892576
c1cc[nH]c1	0.1	-0.88	-0.55	-1.09	1.12	0.85	0.09	-0.81	2.6051433679800673	2.5909679874258207
CCCCCCCCCCCCCCCl	0.09	0.34	-0.55	0.49	0.1	-0.53	-0.27	2.3	2.7521637319368883	2.7455656574448932
CC(C)CC=O	0.1	-1.1	-0.55	-0.9	0.19	-0.53	-1.51	-0.67	2.5630655777602662	2.5698548958273975
C1CCN(CCN2CCCCC2)CC1	-0.39	0.94	-0.55	0.7	1.23	-0.53	-0.15	-0.21	2.730903344611624	2.7465303043308227
CC(C)CC[N+](=O)[O-]	-2.64	-0.84	1.55	-0.34	0.96	-0.53	-2.28	-0.62	2.640133464494492	2.64219901261101
CC1(C)C2CC=C(CCO)C1C2	0.37	1.07	1.37	0.65	0.22	0.85	-0.44	0.04	2.7059919299146995	2.714874752030059
Cc1ccc2nccc(C)c2c1	-0.36	0.85	-0.27	0.54	1.0	-0.53	-0.77	0.36	2.737709352440768	2.7368932148458063
CCCCOC(=O)NC	-0.61	-0.45	-0.04	-0.51	0.29	0.85	1.96	-0.73	2.692979037459632	2.6870559270954213
Nc1cccc(N)c1	0.78	-0.34	-0.55	-0.34	0.96	4.99	1.17	-0.91	2.746750929077215	2.724363268803933
CNC(C)CCC=C(C)C	-0.25	-0.35	0.15	-0.12	0.13	0.85	0.49	0.03	2.6533572544805337	2.652716169835436
c1cncc(C2CCCCN2)c1	-0.69	0.67	0.21	0.33	2.07	0.85	-0.22	-0.25	2.7396909879372124	2.734836042874785
COc1ccc(Cl)cc1	0.32	0.12	-0.39	-0.07	-0.03	-0.53	-0.55	0.04	2.672698063024046	2.656847112218975
CCCOCCO	0.13	-0.9	1.22	-0.95	0.22	0.85	-0.31	-1.19	2.626289029295675	2.6255886828090467
CCOC(=O)N1CCNCC1	-0.04	0.23	0.14	0.03	3.28	0.85	1.5	-1.42	2.7076978909884035	2.701140972563726
CCCOCC(C)O	0.03	-0.8	1.32	-0.56	0.22	0.85	-0.19	-0.95	2.6264943452110474	2.633376572266057
CCN(C)c1ccccc1	0.07	0.18	-0.55	-0.15	2.2	-0.53	0.09	-0.09	2.6786549281630445	2.6886568813170055
ClC(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	0.1	2.44	-0.55	2.56	-0.82	-0.53	0.89	1.29	2.7165458727270932	2.7160515595112495
FC(F)Cl	0.1	-1.6	-0.55	-1.92	-0.82	-0.53	1.24	-0.53	2.3663295505191058	2.3553889748898884
FC1(F)C(Cl)=C(Cl)C(F)(F)C(F)(F)C1(F)F	0.1	0.4	-1.62	-0.05	-0.82	-0.53	0.14	1.23	2.5867560391743902	2.6033920220953095
Brc1ccc2c3c(cccc13)CC2	1.39	1.86	0.07	1.16	-0.12	-0.53	-1.49	0.89	2.7840107110782126	2.7851488314263357
OCc1cccnc1	0.18	-0.28	1.29	-0.55	1.12	0.85	-0.64	-1.08	2.7317096095455122	2.7110139036260374
C=CCCCCCCCCC(=O)OC	-0.01	0.26	-0.55	0.32	0.19	-0.53	0.57	0.74	2.7169627421024516	2.7114937170331523
CCCCCC1CCCCC1	-0.03	0.09	-0.55	-0.04	-0.82	-0.53	0.29	1.17	2.678381786970454	2.6815695143950693
COc1ccc(F)cc1	0.41	-0.28	-0.55	-0.55	-0.82	-0.53	-0.58	-0.29	2.6336199272367296	2.612691004531933
CC1CCC(=O)CC1	-0.43	-0.28	-0.55	-0.34	1.19	-0.53	-1.19	-0.33	2.646550753640341	2.664885825159057
O=C(Cl)c1cccc(C(F)(F)F)c1	-1.04	0.21	-0.74	0.3	0.05	-0.53	1.29	0.5	2.662899426362577	2.6588323334767385
CSCSC	0.15	-0.69	-0.28	-0.84	-0.02	-0.53	-1.15	-0.39	2.624436805027557	2.6131056985864576
CCCCC(CC)CNCC(CC)CCCC	-0.25	0.87	0.25	0.78	-0.82	0.85	0.79	1.72	2.7437057017865256	2.7432338685083075
Cc1cc(Cl)[nH]n1	0.1	-0.33	0.95	-0.31	-0.82	0.85	-0.17	-0.58	2.725217185813792	2.671045221787329
CCOCC(O)CO	-0.31	-0.6	3.09	-0.67	0.22	2.23	-0.16	-1.84	2.6947367833859928	2.6992734440774098
Oc1ccccc1F	0.29	-0.51	1.3	-0.63	-0.82	0.85	-0.23	-0.48	2.6280311284207842	2.6377001821724506
c1ccnnc1	0.1	-0.74	0.98	-0.93	1.12	-0.53	-2.21	-1.15	2.6822804901301343	2.666338977526062
COc1ccc(C)c(N)c1	-0.72	0.28	-0.55	-0.03	1.02	2.23	0.28	-0.44	2.7211095747344105	2.724740101787322
BrC(Br)C(Br)Br	0.1	1.46	-0.55	1.49	-0.82	-0.53	-0.49	0.59	2.713196433725248	2.698617923662536
O=C(C(F)(F)F)C(F)(F)F	0.1	-1.6	-0.55	-1.11	-0.82	-0.53	1.16	-0.39	2.3904935265041733	2.427570887782075
CC(C)C(N)=O	0.1	-0.83	-0.55	-0.75	0.11	2.23	1.64	-1.37	2.69121414838279	2.6830749847003466
Cc1ccc(CCO)cc1	0.01	0.02	1.31	-0.08	0.22	0.85	-0.54	-0.48	2.714036218347168	2.7153415891282204
O=[N+]([O-])c1ccc(Cl)cc1	-0.38	0.29	1.74	0.27	1.87	-0.53	-1.77	-0.03	2.7119337041617966	2.7135937749556294
CC(=O)CCCC(C)C	-0.28	-0.7	-0.55	-0.18	0.19	-0.53	-0.89	0.07	2.643600706192297	2.6415529785239116
CCCOC(=O)c1ccccc1	-1.76	0.39	-0.55	0.2	-0.82	-0.53	0.59	-0.02	2.68497993618928	2.6930033137445912
IC(I)I	0.1	-1.6	-0.55	3.15	-0.82	-0.53	0.86	0.18	2.69121414838279	2.666396664111413
CCOC(=S)C(=S)OCC	-1.08	0.35	-0.43	0.08	-0.82	-0.53	0.37	-0.36	2.7059919299146995	2.697084127291695
C=C(C)c1ccccc1	0.33	-0.11	-0.55	-0.21	-0.82	-0.53	-0.95	0.27	2.6420191153444255	2.636166714896081
CC(C)CN	0.1	-1.13	-0.55	-1.07	-0.82	2.23	1.36	-1.07	2.533581425058706	2.549681624590962
CC(C)C(=O)C(C)C	1.06	-0.39	-0.55	-0.35	1.03	-0.53	-0.59	-0.27	2.6004828134659586	2.6094606065274184
NCCN1CCOCC1	0.3	-0.21	-0.55	-0.38	3.28	2.23	0.06	-1.9	2.679564160112239	2.6868512293260514
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1	5.19	4.56	-0.55	6.62	-0.82	-0.53	2.9	0.82	2.6840819838753727	2.6803627787786835
C=CSC=C	0.22	-0.99	0.2	-0.97	-0.82	-0.53	-0.63	-0.18	2.552850654460561	2.55822184498584
COc1ccc(N)cc1	-0.24	-0.04	-0.55	-0.26	0.07	2.23	0.24	-0.64	2.712775931676611	2.7177050612463796
CCOC(=O)CCCCCCCC(=O)OCC	-0.24	0.67	-0.55	0.95	1.19	-0.53	0.76	0.35	2.75177933247658	2.751527724982784
C(CCOCC1CO1)COCC1CO1	0.23	0.48	-0.55	0.7	1.25	-0.53	-0.73	-1.07	2.7317096095455122	2.724539773238998
CCc1ccccc1Br	0.33	0.45	-0.55	0.04	-0.12	-0.53	-0.78	0.46	2.674355853325486	2.6673004562373537
NC(=O)C(Cl)(Cl)Cl	0.1	-0.11	-0.55	0.81	-0.82	2.23	1.61	-0.92	2.7102443332407438	2.6821872977836714
ClC1CCCCC1	0.1	-0.35	-0.44	-0.44	0.03	-0.53	-0.81	0.17	2.6182050422592695	2.599911252884142
CCCCCC(=O)CCC	-0.26	-0.4	-0.55	-0.33	1.19	-0.53	-0.78	0.41	2.66337107549875	2.6534382493058164
FC1(F)OC1(F)F	0.1	-1.45	-0.55	-1.42	-0.82	-0.53	1.42	-0.69	2.321494866739587	2.3695978046650055
CCCCCCCCCCCCCCCCCC(=O)O	0.1	0.91	1.29	1.42	0.19	0.85	0.8	2.56	2.8170031331645857	2.7977973036545016
OCC1CCC(CO)CC1	0.25	0.19	3.24	-0.18	1.25	2.23	-0.29	-0.96	2.746750929077215	2.747813298222485
Cc1ccc(N)cc1Cl	-0.07	0.27	-0.39	0.07	0.86	2.23	1.05	-0.04	2.712775931676611	2.7139479943207534
C[Si](C)(C)CO	0.1	-0.69	1.28	0.13	0.16	0.85	0.26	-0.91	2.595661530898903	2.644240133314755
CCCCCCCC(C)C	0.05	-0.52	-0.55	-0.23	-0.82	-0.53	0.81	1.08	2.6436993646393145	2.636840842288651
CCOC(=O)C(C)C(C)=O	0.06	-0.05	-0.55	-0.11	-0.82	-0.53	0.24	-0.96	2.662899426362577	2.6656540539126867
Clc1ccc(Cl)c2ccccc12	0.49	1.34	0.21	0.84	2.44	-0.53	-1.05	1.17	2.7490789672538862	2.7582301467347516
O=C(O)/C=C/c1ccccc1	-0.45	0.05	1.24	0.18	0.13	0.85	0.53	-0.32	2.75826829674409	2.752062618547333
