SMILES;Name;Cluster;Center
CC(=O)OC1C(Oc2c(-c3ccc(O)c(O)c3)oc3cc(OC4OCC(O)C(O)C4O)cc(O)c3c2=O)OC(CO)C(O)C1O;CNP0316358;966;No
CC1OC(OOc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;CNP0024824;966;No
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C(O)C2O)ccc1O;CNP0128031;966;No
COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC4OC(COC5OC(C)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)cc3)oc2c1;CNP0238163;966;No
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1;CNP0241735;966;No
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(OC4OC(CO)C(O)C(O)C4O)c(OC4OC(CO)C(O)C(O)C4O)c3)oc2c1;CNP0339195;966;No
CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;CNP0340740;966;No
CC(C)=CCc1c(O)cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)c(-c3ccc(O)cc3)oc12;CNP0232953;966;No
O=CC(O)C(O)C(O)C(O)Oc1c(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c2c1=O;CNP0157130;966;No
COc1c(O)cc2oc(-c3ccc(O)cc3)c(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)c(=O)c2c1O;CNP0292610;966;No
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1;CNP0204319;966;No
CC(=O)Oc1ccc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc1OC(C)=O;CNP0074988;966;No
COc1cc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O;CNP0281075;966;No
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)cc(O)c12;CNP0270566;966;No
O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3c(OC4OC(CO)C(O)C(O)C4O)c(O)cc(O)c3c2=O)C(O)C(O)C1O;CNP0277493;966;No
COc1c(O)cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)cc3)oc12;CNP0269978;966;No
CC1OC(OCC2OC(Oc3c(-c4ccccc4O)oc4c(CN5CCCC5C(=O)O)c(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O;CNP0382005;966;No
C[C@H]1O[C@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O;NPC163242;966;No
COc1cc(-c2oc3cc(OC4OC(CO)C(O)C(OC5OC(C)C(O)C(O)C5O)C4O)cc(O)c3c(=O)c2OC2OCC(OC3OCC(O)C(O)C3O)C(O)C2O)ccc1O;CNP0271507;966;No
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;NPC192539;966;No
CC1OC(O)C(O)C(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5C(O)C(C)OC(O)C5O)cc(O)c4c3=O)C(OOC3OC(CO)C(O)C(O)C3O)C(O)C2(C)O)C1O;CNP0350301;966;No
CC1OC(O)C(O)C(O)C1OC1OC(CO)C(OC2OCC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(C=O)C2C=O)C(O)C1O;CNP0214464;966;No
COc1cc(-c2oc3c(OC)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O;CNP0298396;966;No
C=C(C)C(O)Cc1c(OC2OC(CO)C(O)C(O)C2O)cc(O)c2c(=O)c(OC3OC(C)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)c(-c3ccc(OC)cc3)[oH+]c12;CNP0139511;966;No
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1OC1OC(CO)C(OC2CC(C)C(O)C(O)C2O)C(O)C1O;CNP0117195;966;No
COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O;CNP0191001;966;No
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)cc(OC2OC(CO)C(O)C(O)C2O)c1O;CNP0287949;966;No
COc1ccc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2OC(=O)c2cc(O)c(O)c(O)c2)cc1;CNP0243855;966;No
COc1cc(O)c2c(=O)c3c(O)c(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)ccc3oc2c1;CNP0244455;966;No
CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)c(OC5OC(CO)C(O)C(O)C5O)c(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O;CNP0181710;966;No
CC1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O;CNP0343784;966;No
COc1c(O)cc(O)c2c(=O)c(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)c(-c3ccc(O)cc3)oc12;CNP0206223;966;No
O=c1c(OC2OC(CO)C(O)C2OC2OCC(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12;CNP0103560;966;No
COc1cc(C)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1;CNP0317610;966;No
O=c1c(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C3O)cc(O)c12;CNP0277521;966;No
COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(OC(C)=O)C(OC3OC(COC(C)=O)C(O)C(O)C3O)C2O)cc1;CNP0205763;966;No
COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)cc1;CNP0408072;966;No
CC(C)=CCCC(C)=CCc1cc(-c2oc3c(C4OC(CO)C(O)C(O)C4O)c(O)cc(O)c3c(=O)c2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O;CNP0428867;966;No
O=c1c(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12;CNP0112235;966;No
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12;CNP0075071;966;No
COc1cc(OC)c2c(=O)c(O)c(-c3ccc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3)oc2c1;NPC244875;966;No
CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)c(O)c(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O;CNP0310455;966;No
COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2OC2OC(C)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1;CNP0357216;966;No
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O;NPC225434;966;No
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(OC3OCC(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)cc(O)c12;CNP0190697;966;No
O=C(OC1C(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)OC(CO)C(O)C1O)c1cc(O)c(O)c(O)c1;CNP0217974;966;No
CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O;CNP0258848;966;No
COc1cc(O)c2c(=O)c(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C3OC3OCC(O)(CO)C3O)c(-c3ccc(O)c(OC)c3)oc2c1;CNP0312127;966;No
CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O;CNP0111750;966;No
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2c(OC3OCC(O)C(O)C3O)c(O)cc(O)c12;CNP0255614;966;No
CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1C;CNP0107595;966;No
CCCCCCCCCC(=O)Cc1c(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc(O)c1O;CNP0127667;966;No
CC1OC(OC2OC(Oc3c(-c4ccc(O)cc4OC4OC(CO)C(O)C(O)C4O)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O;CNP0327448;966;No
COc1cc(OC2OC(C)C(OC3OC(CO)C(OC4OCC(O)C(O)C4O)C(O)C3O)C(O)C2O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc2c1;CNP0229442;966;No
CC1OC(OCC2OC(Oc3cc(O)c4c(=O)c(O)c(-c5ccc(O)cc5)oc4c3)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O;CNP0332992;966;No
O=c1c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)[oH+]c2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12;CNP0358331;966;No
CC1OC(OC2C(Oc3c(-c4ccc(O)c(O)c4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)OCC(O)C2O)C(O)C(O)C1O;CNP0115124;966;No
COc1cc2oc(-c3ccc(O)c(O)c3)c(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)c(=O)c2c(O)c1O;CNP0298179;966;No
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1;CNP0321856;966;No
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1;CNP0323423;966;No
CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(COC5OC(C)C(OC6OC(C)C(O)C(O)C6O)C(O)C5O)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O;CNP0091323;966;No
O=c1c(OC2OCC(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12;CNP0270543;966;No
CC(C)=CCc1cc(-c2oc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2CO)cc(O)c1O;NPC25724;966;No
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O;CNP0426655;966;No
COc1cc(-c2oc3c(O)c(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2O)ccc1O;CNP0302386;966;No
COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C(O)CO)C(O)C2O)ccc1O;CNP0176605;966;No
CC1OC(OC2OC(Oc3c(-c4ccc(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)cc4)oc4cc(O)ccc4c3=O)C(O)C(O)C2O)C(O)C(O)C1O;CNP0138312;966;No
CC1OC(OOc2c(-c3ccc(O)cc3)[oH+]c3cc(O)cc(O)c3c2=O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;CNP0417052;966;No
COc1c(O)cc2oc(-c3ccc(O)cc3)c(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)c(=O)c2c1O;CNP0167739;966;No
CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1OC1OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;CNP0424296;966;No
COc1ccc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc1OC;CNP0425538;966;No
O=c1c2c(O)cc(O)cc2oc2ccc(O)c(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)c12;CNP0141788;966;No
CC(C)=CCc1c(OC2OC(CO)C(O)C(O)C2O)cc(O)c2c(=O)c(OC3OC(C)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c(-c3ccccc3)oc12;CNP0259634;966;No
COc1cc(-c2oc3c(Cc4c(O)c(OC)c(O)c5c(=O)c(OC6OC(COC7OC(C)C(O)C(O)C7O)C(O)C(O)C6O)c(-c6ccc(O)c(OC)c6)oc45)c(O)c(OC)c(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O;CNP0390657;966;No
CC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O;CNP0075469;966;No
CC1OC(OC2C(Oc3c(-c4ccc(O)c(O)c4O)oc4cc(O)ccc4c3=O)OC(CO)C(O)C2O)C(O)C(O)C1O;CNP0255814;966;No
Cc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)cc(OC2OC(CO)C(O)C(O)C2O)c1O;CNP0220218;966;No
COc1cc(-c2[oH+]c3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2OC(C)=O)ccc1O;CNP0100813;966;No
C=CC(C)(O)CCC=C(C)C(=O)OC1C(O)C(C)OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C1O;CNP0252401;966;No
COc1c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)cc(O)c2c1=O;CNP0424092;966;No
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2OC(C)=O)ccc1O;CNP0206704;966;No
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c12;CNP0179707;966;No
O=C(OCC1OC(Oc2cc(-c3oc4cc(O)cc(O)c4c(=O)c3OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)ccc2O)C(O)C(O)C1O)c1cccnc1;CNP0318589;966;No
COc1ccc(-c2[oH+]c3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2OC2OC(C)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1;CNP0143354;966;No
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc5c(c(O)c4c3=O)OCO5)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;NPC473071;966;No
COc1c(O)cc2oc(-c3ccc(O)cc3)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(=O)c2c1O;NPC470444;966;No
COc1cc(-c2oc3c(C4OC(CO)C(O)C(O)C4O)c(O)c(CC=C(C)C)c(O)c3c(=O)c2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O;CNP0434705;966;No
CC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1Oc1c(-c2ccc(O)cc2)[oH+]c2cc(O)cc(O)c2c1=O;CNP0098673;966;No
CC(O)C1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C1O;CNP0307506;966;No
COc1cc(-c2oc3cc(OC4C(O)OC(C)C(O)C4O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O;CNP0155550;966;No
CC1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O;CNP0133135;966;No
COc1cc(O)c2c(=O)c(OC3OC(COC4OC(C)C(OC(C)=O)C(OC5OC(C)C(O)C(O)C5O)C4O)C(O)C(O)C3O)c(-c3ccc(O)cc3)oc2c1;CNP0120167;966;No
CC1OC(Oc2ccc(-c3oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c(=O)c3OC3OC(CO)C(O)C(O)C3O)cc2O)C(O)C(O)C1O;CNP0232009;966;No
O=c1c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)[oH+]c2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12;CNP0246988;966;No
C=C(C)C(=O)OC1C2C(=C)C(=O)OC2C(O)C2(C)C3COC(O3)C(=C)C12;CNP0186583;320;No
C=C1C(=O)OC2C1C1CC1(C)C1CC(OC(C)=O)C(C)C21O;CNP0331348;320;No
C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)C(C)C)[C@H](O)[C@H](C)CCC(=O)[C@](C)(O)[C@@H]2OC(=O)C(C)C;NPC76862;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)C)C(=O)C(C)CC(O)CC(C)(O)C2OC(=O)C(C)=CC;CNP0184688;320;No
C=C1C(=O)OC2C1C(O)CC(C)=CCC(OC(C)=O)C(C)=CCC(OC(C)=O)C1(C)OC21;CNP0106616;320;No
C=C1C(=O)OC2CC(C)=C(C(C)CCCOC(C)=O)C(OC(=O)C(C)C)C12;CNP0086713;320;No
C=C1C(=O)OC2CC3(C)C(=C(C)CCC3O)C(OC(C)=O)C12;CNP0319157;320;No
C=C1C(=O)OC2CC(C)C3=CC(=O)C(C)(O3)C(OC(C)=O)C(OC(=O)CC(C)C)C12;CNP0237216;320;No
C=C1C(=O)OC2C1C(O)C(OC(=O)C(C)=CC)C(C)=C1C(=O)C=C(C)C12O;CNP0208509;320;No
C=C1C(=O)OC2C1C(OC(=O)C1(C)OC1C)CC(C)=CCCC1(C)OC21;CNP0372425;320;No
C=C1C(=O)O[C@@H]2C=C(C)[C@]3(O)O[C@@](C)(C[C@@H]3O)C[C@@H](OC(=O)/C(C)=C\C)[C@@H]12;NPC187268;320;No
C=C1C(=O)OC2CC(COC(C)=O)C3(O)CC(OC(C)=O)C(C)(CC(OC(=O)C(C)=CC)C12)O3;CNP0260653;320;No
C=C1C(=O)OC2C3OC(C)(CCC=C3C(=O)OC)CC(OC(=O)C3(C)OC3C)C12;CNP0240298;320;No
C=C1C2=CC(=O)C(C)(CC(OC(=O)C(C)=CC)C3C(=C)C(=O)OC3C1O)O2;CNP0377323;320;No
C=C1C(=O)OC2C=C(C)C(OC(C)=O)CC3OC3(C)CC(OC(=O)C(=CCO)CO)C12;CNP0130484;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)C(O)C1(C)C(O)CCC(C)(O)C21;CNP0226452;320;No
C=C1C(=O)OC2C1CCC(=C)C1CC(OC(=O)C(C)=CC)C(=C)C12;CNP0114615;320;No
C=C1C(=O)OC2C1C(OCC(C)C)CC(C)(O)C1CC(=O)C(C)(O)C21;CNP0227825;320;No
C=C1C(=O)OC2C(OC(=O)C(C)=CC)C(C)C3C=CC(=O)C3(C)C(OC(=O)C3(C)CO3)C12;CNP0314548;320;No
C=C1C(=O)OC2C1C(O)C(OC(=O)C(C)=CC)C(C)=CCCC1(C)OC21;CNP0287122;320;No
C=C1C(=O)OC2CC(C)C3C(OC(=O)C(C)=CC)CC(O)C3(C)CC12;CNP0235384;320;No
C=C(C)C(=O)O[C@@H]1C[C@@]2(C)OC(=CC2=O)C(=C)C[C@H]2OC(=O)C(=C)[C@H]12;NPC234339;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)C)CC1(C)C(O)CC(OC(C)=O)C(C)(O)C21;CNP0219934;320;No
C=C1C(=O)OC2CC3(C)C(=CC12)C(C)CC(OC(C)=O)C3O;CNP0309482;320;No
C=C1C(=O)OC2C3C(C)=CC(=O)C3=C(C)C(OC(C)=O)C(OC(=O)C3(C)OC3C)C12;CNP0196282;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)C(O)C(C)=C1C(=O)C3OC3(C)C12;CNP0426035;320;No
C=C1C(=O)OC2CC(=C)C3C(OC(=O)C(C)=CC)CC(O)(CO)C3CC12;CNP0123345;320;No
C=C1C(=O)OC2C(OC(C)=O)C(C)C3(C)C(O)CC(O)C3(C)C(OC(C)=O)C12;CNP0138506;320;No
C=C1C(=O)OC2C=C(C)CCC3OC3(C)CC(OC(=O)C3(C)OC3C)C12;CNP0165580;320;No
C=C1C(=O)OC2C1C(OC(=O)CC=C(C)O)C=C(C=O)CCCC1(CO1)C2O;CNP0180705;320;No
C=C1C(=O)OC2C1C(OC(C)=O)C(OC(C)=O)C(C)(O)C1C=CC(C)(OO)C21;CNP0165980;320;No
C=C(C)C(=O)OC1C2=C(C)C(OC(=O)C(C)=CC)CC(O)C2(C)CC2OC(=O)C(=C)C21;CNP0381883;320;No
C=CC1(C)C(OC(=O)C(C)=CC)C2OC(=O)C(=C)C2C(OC(=O)C(C)=CC)C1C(=C)C=O;CNP0193575;320;No
C=C1C(=O)OC2C1C(OC(=O)C=C(C)C)C(O)C(C)=CCCC1(C)OC21;CNP0188779;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)C1(O)OC(CC1C)CC(C)(O)C2OC(=O)C(C)CC;CNP0148572;320;No
C=C(OC1C=C(CO)C2=CC(=O)C(C)(CC3OC(=O)C(=C)C13)O2)C(=O)OC;CNP0109966;320;No
C=C1C(=O)O[C@H]2C[C@@H](C)[C@@H]3[C@@H](OC(=O)C(C)C)C[C@@H](OC(C)=O)[C@@]3(C)[C@H](O)[C@H]12;NPC63193;320;No
C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)/C(C)=C\C)C[C@](O)(CCl)[C@@H]1[C@H](O)[C@H]3O[C@@]3(C)[C@]21O;NPC170692;320;No
C=C1C(=O)OC2C1C(OC(=O)C1(C)OC1C)C(OC(C)=O)C(=C)C1(O)CC=C(C)C21O;CNP0348085;320;No
C=C1C(=O)OC2CC(C)C3C(O)CC(OC(=O)C(C)=CC)C3(C)C(O)C12;CNP0273852;320;No
C=C1CC(O)C=C(C)CC(OC(=O)C(C)=CC)C2C(=C)C(=O)OC2C1OC(C)=O;CNP0210609;320;No
C=C(C)C(=O)OC1C2C(=C)C(=O)OC2C=C(C)C(=O)OC(C)C(C)(O)C1O;CNP0111322;320;No
C=C1C(=O)OC2C1C(O)C(OC(=O)C(C)=CC)C(C)(O)C1CC=C(C)C21;CNP0103740;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)C)C(OC(C)=O)C(C)(O)C1C=CC(C)(OO)C21;CNP0309435;320;No
C=C1C(=O)OC2C=C(C)C(OC(=O)C(C)C)CC3(C)OC3(C)CC(OC(=O)C3(C)OC3C)C12;CNP0005387;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)(O)C(C)Cl)C(OC(C)=O)C(C(=O)OC)=CCCC1(C)OC21;CNP0185503;320;No
C=C1C(=O)O[C@H]2C=C(C)[C@H]3[C@@H](OC(C)=O)C[C@@](C)(O)[C@@H]3[C@@H](O)[C@H]12;NPC161493;320;No
C=C1C(=O)O[C@@H]2C[C@H](C)[C@]3(O)O[C@](C)(C[C@@H](OC(=O)C(C)C)[C@@H]12)C[C@H]3O;NPC474323;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)(O)C(C)OC(C)=O)C=C(C)C1CC(OC(C)=O)C(=C)C12;CNP0208505;320;No
C=C1C(=O)OC2C1CC(O)C(=C)C1CC(OC(C)=O)C(COC(C)=O)C12;CNP0221589;320;No
C=C1C(=O)O[C@@H]2[C@@H]1[C@@H](O)C[C@H](C)[C@@](O)(C(=O)/C=C/C)[C@H]2OC(=O)C(C)=CC;NPC475945;320;No
C=C1C(=O)OC2C1C(OC(C)=O)CC(C)C1CCC(=O)C12C;CNP0170893;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(C)(O)C13CCC(C)(OO1)C23;CNP0199159;320;No
C=C(C)C(=O)OC1C2C(=C)C(=O)OC2C=C(C)COC(C)(C(C)O)C1OC(C)=O;CNP0005249;320;No
C=C1C(=O)O[C@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@H](OC(C)=O)[C@H]12;NPC123177;320;No
C=C1C(=O)O[C@@H]2[C@H]3[C@](C)(O)[C@@H](OC(C)=O)C[C@@H](O)[C@]3(C)C[C@@H](OC(=O)C(C)C)[C@@H]12;NPC61442;320;No
C=C1C(=O)OC2C1C(OC(=O)C(C)C)CC1(C)C(O)CC(OC(C)=O)C(=C)C21;CNP0233887;320;No
C=C1C(=O)O[C@@H]2C=C(C)[C@@]3(O)C=C[C@@](C)(C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12)O3;NPC471462;320;No
