SMILES	AATSC0c	AATS1s	IC2	D/Dr5	AATS3s	AATS4s	SdssC	AATS0s	X2A	SIC0	AATSC1Z	nR_3_True_True_False_None	SMR_VSA7	MATS1c	VSA_EState5	nR_3_True_False_None_False	observed	predicted
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O	0.97	0.45	0.15	0.27	0.66	0.86	0.03	0.08	-1.06	-0.01	0.06	1.25	-0.3	1.45	0.17	0.39	1.096910013	0.8910536923833453
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	-0.79	0.33	0.08	-0.57	0.09	0.07	0.72	-0.32	-0.42	0.07	-0.01	1.25	1.13	0.35	1.37	0.39	-0.4775557665	-0.2415524373018099
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C	-0.47	0.0	-0.81	-0.57	-0.29	-0.52	0.88	-0.49	0.52	-1.04	-0.1	-0.73	1.33	-0.26	0.11	-0.4	0.096910013	0.331390074549702
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O	0.1	-0.09	0.92	1.25	-0.2	0.08	-1.0	0.07	0.14	-0.49	-0.03	-0.73	-0.01	-0.58	-0.76	-0.4	-0.1758741661	0.135526555816841
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1	-1.17	-0.68	0.31	-0.57	-0.67	-0.76	0.34	-0.88	-0.28	-0.8	0.05	1.25	2.3	1.51	0.18	1.18	0.5440680444	0.22478925389328888
OCC1(O)OCC(O)C(O)C1O	2.12	1.6	-1.32	-0.57	2.77	1.79	0.25	1.61	-0.28	0.41	-0.53	-0.73	-1.42	-0.08	-1.01	-1.19	2.620136055	2.3910710686688015
NC(CCC(=O)O)C(=O)O	2.74	2.54	-0.9	-0.57	1.44	0.92	-1.38	2.4	2.32	1.48	-0.6	-0.73	-1.42	-1.43	-1.02	-1.19	2.0	1.930602124442914
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1	-0.55	-0.62	-0.18	-0.57	-0.33	-0.78	-0.15	-0.5	0.31	-0.9	-0.04	-0.73	-0.01	-0.07	0.12	0.39	1.4265112614	0.7917274494975384
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl	-0.18	-0.27	-0.21	-0.57	-0.49	-0.36	-0.06	-0.53	0.38	0.19	-0.07	-0.73	-0.29	-0.14	-0.09	-0.4	0.9206450014	0.7252232870508168
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2	-1.2	-1.32	-0.06	-0.57	-1.18	-1.21	0.25	-1.32	-0.43	-0.74	0.38	1.25	0.25	1.89	0.7	0.39	-0.3010299957	0.012210551683644807
Nc1ccn(C2CSC(CO)O2)c(=O)n1	0.94	0.7	0.55	0.18	0.24	0.78	0.25	0.42	-0.17	1.63	0.02	-0.73	-0.53	-1.07	0.54	-1.19	0.6989700043000001	0.5640870901914651
CC(=O)OC1(C(C)=O)CCC2C3=CC(Cl)=C4CC(=O)CCC4(C)C3CCC21C	-0.85	-0.87	0.65	0.24	-0.5	-0.73	2.41	-0.3	-0.91	-0.81	0.03	1.25	-0.55	0.05	0.29	1.97	-1.4775557665	-0.8750140223794375
CC(C)(C(=O)c1cccnc1)c1cccnc1	-0.96	0.23	-0.57	-0.57	0.08	0.16	0.29	-0.37	-0.1	-0.06	0.01	-0.73	0.95	1.52	0.15	-1.19	1.8750612634	1.1225421976620482
CCCCOc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1	-0.51	-0.85	0.82	1.15	-0.87	-0.65	0.02	-0.77	-0.43	-1.13	0.08	1.25	1.17	0.7	0.14	0.39	-0.3010299957	-0.3233090395193647
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	0.32	1.08	-0.2	0.09	0.92	2.26	-1.18	1.53	-0.67	0.76	-0.04	1.25	-0.03	-0.95	-0.88	-0.4	0.8241258339	0.9447696813535087
CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	-0.84	-1.02	0.27	1.17	-0.36	-0.45	-0.04	-0.33	-0.58	-1.45	-0.03	1.25	-0.48	0.32	-1.21	1.97	-0.8239087409	-0.7765045189366124
NCCCCC(N)C(=O)O	0.73	0.5	-1.06	-0.57	-0.01	-0.29	-0.44	0.37	2.06	0.57	-0.47	-0.73	-1.42	-1.15	-0.37	-1.19	2.0	1.924580237508474
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O	1.5	1.35	0.62	0.99	1.31	0.82	0.25	0.55	-0.85	1.0	-0.22	-0.73	-0.92	-0.17	0.23	-1.19	0.3010299957	0.3937369586890413
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1	-0.65	-0.64	-0.2	-0.57	-0.75	-0.92	1.05	-0.89	-0.43	-0.32	0.21	1.25	0.71	0.99	0.68	0.39	1.123851641	0.7676725246769656
CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I	1.07	1.05	0.5	-0.57	0.82	0.98	-4.11	1.15	-0.36	-0.25	-0.67	-0.73	0.3	-0.18	-2.94	0.39	2.0	1.5484881638972712
CN1Cc2c(N)cccc2C(c2ccccc2)C1	-0.96	-0.56	-0.37	-0.57	-0.8	-0.94	0.25	-1.07	-0.45	-0.77	0.02	1.25	1.15	0.77	0.34	0.39	0.5224442335	0.42652583442138886
CCCc1c(O)n2c(N(C)C)nc3ccc(C)cc3n2c1=O	-0.13	0.04	0.67	0.08	0.05	0.3	0.25	-0.37	-0.69	-0.08	0.09	-0.73	0.14	-0.57	0.38	-0.4	1.4771212547	0.8209591068830792
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21	-0.15	0.16	-0.38	-0.57	-0.31	-0.45	-0.34	-0.14	-0.35	0.32	0.1	1.25	0.47	-0.3	-0.3	0.39	1.096910013	0.8405768561048361
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O	1.07	0.55	0.72	0.65	0.23	0.69	-1.2	0.49	-0.65	0.28	0.1	1.25	-0.49	0.01	-0.56	-0.4	2.3010299957	1.668068793442682
NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1	0.68	0.11	0.42	-0.57	0.31	0.08	0.25	-0.02	-0.5	-0.43	-0.19	-0.73	-1.42	-0.02	0.12	-0.4	0.4771212547	0.7192464071065204
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	0.53	0.64	0.72	1.18	0.92	1.64	-1.1	1.26	-0.04	0.89	0.56	-0.73	1.38	-1.24	-0.83	0.39	2.3010299957	1.872915291976653
Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O	1.95	-0.05	-0.76	-0.57	0.76	0.71	0.25	1.86	0.55	0.83	1.75	-0.73	-0.01	-2.83	0.03	0.39	-0.7772835289	-0.1761161380965685
OCC1OC(n2cnc3c2N=CNCC3O)CC1O	0.96	0.55	0.95	0.92	0.35	0.48	0.25	0.15	-0.66	0.63	-0.1	1.25	-0.95	0.07	0.38	-1.19	-1.1758741661	-0.5874173765643521
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1	-0.57	-1.41	0.07	-0.57	0.36	0.84	0.25	1.26	0.19	1.21	1.99	-0.73	-0.47	-1.29	0.19	-0.4	1.0	0.5719027193691271
CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)CO)C2C1	-0.53	-0.53	1.33	0.19	-0.16	-0.49	1.67	0.0	-1.11	-0.98	-0.08	1.25	-0.5	0.44	0.02	1.97	0.620136055	0.18455917734937438
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	0.07	0.6	-0.11	-0.57	0.15	0.67	0.2	0.28	-0.28	-0.54	-0.06	-0.73	1.58	0.02	-0.25	0.39	-0.7772835289	-0.30176384374848586
CC(C)(C)NCC(O)c1cc(O)cc(O)c1	0.58	0.26	-0.57	-0.57	-0.0	-0.59	0.25	-0.1	1.1	-0.18	-0.27	-0.73	-0.49	-0.25	0.07	-0.4	-0.6020599913	-0.2338031291408619
COc1cc(NS(=O)(=O)c2ccc(N)cc2)c(OC)nn1	0.79	0.52	-0.13	-0.57	1.06	0.85	0.25	0.47	-0.05	1.07	0.93	-0.73	-0.23	-0.31	0.22	-0.4	1.6989700043	1.5364902685342687
COC(=O)C(c1ccccc1)C1CCCCN1	-0.52	-0.59	-0.09	-0.57	-0.79	-0.42	0.14	-0.64	-0.1	-0.39	0.02	-0.73	-0.01	0.39	-0.05	-0.4	0.0	0.18712818354929756
NC(CS)C(=O)O	1.95	1.47	-1.06	-0.57	1.52	0.72	-0.5	1.33	2.17	2.89	-1.71	-0.73	-1.42	-1.33	-0.3	-1.19	2.0	1.723106078227901
CC(C)(N)Cc1ccccc1Cl	-1.23	-0.77	-1.12	-0.57	-0.72	-1.37	0.25	-1.09	1.19	-0.08	-0.19	-0.73	-0.05	-0.23	0.12	-0.4	-0.0793549986	0.2050440798552892
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2	-0.22	-0.38	0.39	-0.57	-0.21	-0.79	0.27	-0.46	0.54	-0.41	-0.05	1.25	-0.49	0.03	0.52	-0.4	-0.7772835289	-0.2836762164651848
CCOC(=O)c1c(C)cc2c(CO)n[nH]c(=O)c2c1C	0.21	0.73	0.5	-0.57	0.56	0.84	-0.09	0.41	-0.5	0.26	-0.06	-0.73	0.11	-0.12	-0.12	-0.4	2.3010299957	1.578064294577923
CC(COc1ccccc1)N(CCCl)Cc1ccccc1	-0.92	-0.81	-0.26	-0.57	-0.87	-1.06	0.25	-1.16	0.33	-0.55	0.03	-0.73	1.19	1.43	0.92	0.39	0.3010299957	0.4959998987430889
COCc1c(-c2ccc(F)cc2)c(=CCC(O)CC(O)CC(=O)O)c(C(C)C)nc1=C(C)C	-0.33	0.13	1.54	-0.57	-0.08	-0.04	0.18	0.08	0.26	-0.73	-0.12	-0.73	0.62	-0.05	-0.6	-0.4	-2.3010299957	-1.1722167293700625
OC(c1ccccc1)(c1ccccc1)C1CCCCN1	-1.0	-0.69	-0.94	-0.57	-0.63	-0.46	0.25	-0.9	-0.51	-0.83	-0.03	-0.73	1.41	0.43	0.12	0.39	-1.0	-0.34117492064250776
CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C	-0.28	-0.36	1.29	0.32	0.34	-0.08	0.0	0.48	-0.98	-0.73	-0.04	1.25	-0.96	0.29	-0.9	1.97	-2.7772835289	-1.7321733843695202
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1	0.27	0.35	1.2	-0.57	-0.12	-0.41	0.25	-0.16	0.15	-0.38	-0.12	-0.73	0.69	0.1	0.53	0.39	0.4265112614	0.1330604016878546
O=c1[nH]cnc2[nH]ncc12	1.11	2.17	-0.58	-0.28	1.46	2.83	0.25	0.84	-0.36	2.58	-0.15	-0.73	-0.52	0.0	0.12	-1.19	1.123851641	1.0749963555444324
CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O	1.2	0.94	0.98	1.33	1.57	2.55	-2.63	1.83	0.08	1.04	0.69	-0.73	-0.99	-1.02	-1.69	-1.19	2.123851641	1.8599874636707936
CN(CCCl)CCCl	-1.17	-1.77	-2.22	-0.57	-1.34	-1.51	0.25	-1.44	2.38	0.87	-0.09	-0.73	-1.42	2.71	0.83	-1.19	-0.3979400086999999	-0.030540827886712824
CC(C)=CCN1CCC2(C)c3cc(O)ccc3C1CC2C	-0.94	-1.06	0.61	-0.57	-0.93	-1.16	1.27	-1.05	-0.51	-1.08	0.03	1.25	0.19	0.36	0.67	0.39	-0.3010299957	-0.1376686715301658
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C	-1.44	-1.6	-0.02	0.71	-1.18	-1.27	2.59	-1.25	-0.26	-1.81	-0.02	1.25	-0.03	0.88	2.35	1.18	-1.379863945	-1.0022369079262199
Nc1nc(O)c(-c2ccccc2)o1	1.67	1.57	-1.07	0.06	0.59	0.68	0.25	0.09	-0.05	1.25	-0.21	-0.73	-0.23	-1.39	0.18	-0.4	0.2741578493	0.6410216515906101
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	0.28	0.27	0.5	-0.57	0.13	0.83	-0.7	0.61	-0.73	0.31	-0.01	-0.73	0.15	0.44	-0.79	0.39	1.123851641	0.9915985898095537
CCC(c1ccc2cc(OC)ccc2c1)C(C)(C)C(=O)O	-0.3	-0.14	0.01	-0.57	-0.32	-0.34	-0.32	-0.4	-0.3	-0.84	-0.05	-0.73	0.23	-0.2	0.15	0.39	-0.8239087409	-0.11916317965320317
O=P1(N(CCCl)CCCl)NCCCO1	-0.54	-1.92	-0.75	-0.57	-0.79	-0.24	0.25	-0.61	0.21	1.46	1.18	-0.73	-1.42	-2.03	0.56	-1.19	0.6989700043000001	0.5690719148031962
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I	0.79	1.03	0.05	-0.57	0.55	0.15	-0.91	1.05	0.38	1.45	-0.58	-0.73	-0.56	-1.15	-0.7	-0.4	2.0	1.9311098882281368
CN=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1	0.15	0.11	-0.06	-0.57	-0.04	0.25	1.15	-0.32	-0.41	0.32	0.0	1.25	1.33	2.55	0.44	0.39	0.2227164711	0.1948652288310949
CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1	-1.01	-0.92	0.12	-0.57	-0.85	-0.65	0.36	-0.85	0.05	-0.63	0.08	-0.73	-0.46	-0.05	0.59	-1.19	0.3979400086999999	0.4277158180632491
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21	0.58	0.46	0.1	-0.57	0.05	1.08	-0.67	0.25	-0.52	0.38	0.01	-0.73	-0.31	-0.2	-0.23	-1.19	1.123851641	1.1652018531679664
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	-0.19	0.37	1.12	0.77	-0.07	0.16	-0.58	0.31	-0.02	-0.51	-0.13	-0.73	1.18	-0.22	-0.62	0.39	-0.1758741661	0.011413233997850186
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	-0.83	0.03	1.1	2.74	-0.65	-0.44	0.25	-0.75	-0.53	-0.2	0.01	-0.73	1.37	0.54	0.89	0.39	0.2227164711	0.21636242710109277
C=c1c(N)c(O)c2c(c1O)N1CC3NC3C1(OC)C=2COC(N)=O	1.86	0.98	1.03	0.88	0.58	0.52	-0.1	0.35	-1.26	0.36	-0.16	1.25	-1.01	-0.69	-0.06	-0.4	-0.2668027349	0.1290057225934009
CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O	-0.49	-0.01	-0.57	0.66	-0.29	0.26	0.25	-0.41	-0.52	-0.43	0.02	-0.73	1.6	-0.16	0.13	0.39	1.0	0.671472866868845
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1	-0.81	-0.58	-0.71	0.59	-0.85	-0.99	1.05	-1.11	-0.04	-0.69	0.08	-0.73	1.19	0.73	0.68	0.39	0.6989700043000001	0.5243319727865466
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)CC3N)C2O)C(N)C(O)C1OC1OC(CO)C(O)C(O)C1O	1.15	0.46	0.45	2.51	0.76	0.37	0.25	0.39	-0.68	-0.75	-0.21	-0.73	-1.42	0.16	0.12	-0.4	1.2227164711	1.2389364773930933
CC(=O)NCC(=O)O	2.24	2.37	-1.17	-0.57	1.94	0.89	-0.76	2.28	3.42	2.09	-0.42	-0.73	-1.42	-1.45	-0.58	-1.19	0.6989700043000001	1.1436041443889648
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	1.66	1.15	0.45	0.1	0.67	1.67	-0.66	0.83	-0.71	0.54	-0.02	1.25	-0.08	0.18	0.02	-0.4	1.3979400087	1.2617013765037244
NC1C(O)OC(CO)C(O)C1O	1.71	1.28	-0.43	-0.57	1.48	1.4	0.25	1.14	-0.16	0.76	-0.49	-0.73	-1.42	-0.12	0.12	-1.19	2.0	2.0095003504499855
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O	-1.19	-1.26	0.08	0.02	-0.84	-1.09	1.37	-0.75	-1.04	-1.23	0.03	1.25	-0.48	0.16	1.24	1.97	-1.1758741661	-0.7374240247452704
CC(=C(CCO)SSCC1CCCO1)N(CO)Cc1cnc(C)nc1N	-0.22	-0.42	1.36	1.23	-0.74	-0.75	1.7	-0.62	0.11	-0.02	0.92	-0.73	-0.31	0.03	1.14	-1.19	0.2227164711	0.13117743283685543
CN=C(NC)NCc1ccccc1	-0.48	-0.26	-0.69	-0.57	-0.69	-0.71	0.85	-1.06	0.56	-0.21	-0.06	-0.73	-0.01	-0.98	0.54	-0.4	0.5224442335	0.5157410137076348
COCC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)C2SC1	1.07	1.08	1.47	1.11	0.8	0.77	-1.39	0.75	-0.47	0.93	0.03	1.25	-0.54	-0.15	-1.03	-1.19	1.0	1.4648345018555846
C#CCN(C)Cc1ccccc1	-1.21	-0.22	-0.86	-0.57	-0.74	-1.08	0.25	-0.96	0.93	-0.55	-0.02	-0.73	-0.01	2.15	1.48	-0.4	0.5224442335	0.3367870204927654
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1	-1.12	-0.7	-0.59	-0.57	-0.76	-0.94	0.25	-1.13	0.39	-0.42	-0.0	-0.73	1.34	1.9	0.12	0.39	0.3979400086999999	0.46170259248154083
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5	-0.22	-0.85	0.98	-0.09	-0.51	-0.62	1.04	-0.71	-1.51	-0.73	0.1	1.25	-0.03	0.49	0.97	1.97	-0.0793549986	-0.11912560622234063
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O	-0.04	0.4	-0.12	-0.57	0.15	1.5	-1.1	0.63	-0.35	0.31	-0.11	-0.73	-0.92	-1.73	-0.51	-1.19	0.5224442335	0.5385949910716386
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	-0.7	-1.06	0.35	-0.04	-0.94	-1.06	0.25	-0.78	-1.02	-1.07	-0.0	1.25	-0.27	0.06	1.41	1.97	-0.3010299957	-0.3789063916428279
CCC1(C)CC(=O)NC1=O	-0.32	0.01	-1.32	-0.07	0.19	0.49	0.05	0.54	-0.01	0.77	-0.1	-0.73	-1.42	-1.43	-0.02	-1.19	1.2227164711	1.0385648393294005
Cc1ccccc1-n1c(C)nc2ccccc2c1=O	-0.94	0.1	-0.92	-0.57	0.03	0.27	0.25	-0.46	-0.59	-0.2	0.06	-0.73	1.35	-0.55	0.49	0.39	0.6989700043000001	0.5988335955695199
O=C(O)c1cc(O)c2c(O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc3c(-c3c4cc(C(=O)O)cc(O)c4c(O)c4c(OC5OC(CO)C(O)C(O)C5O)cccc34)c2c1	2.13	1.55	1.01	-0.57	1.36	1.38	-2.0	1.23	-0.9	-0.96	-0.36	-0.73	1.41	-0.07	-3.34	3.54	1.2227164711	0.9629178733515332
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C	0.28	-0.03	-0.14	0.48	0.74	1.27	0.25	0.45	0.12	1.11	1.06	-0.73	-0.01	-1.6	0.42	-0.4	1.5224442335	1.4250446154965348
NC(=O)CCC(N)C(=O)O	1.87	2.03	-0.38	-0.57	1.27	0.57	-0.97	1.78	2.32	1.48	-0.56	-0.73	-1.42	-1.56	-0.73	-1.19	2.3010299957	2.1688217914191887
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O	0.0	-0.21	0.24	-0.57	-0.19	-0.48	-0.49	-0.29	0.51	0.45	-0.21	-0.73	-0.25	-0.35	0.16	-0.4	-1.0	-0.0006382152168867407
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO	-0.43	-0.29	1.05	0.23	0.01	-0.21	-0.07	0.47	-1.14	-0.72	-0.1	1.25	-0.48	0.38	-0.88	1.97	-0.3979400086999999	-0.6017234530834338
Nc1nc(=O)c2ncn(COCCO)c2[nH]1	1.48	1.43	0.28	0.04	0.91	0.8	0.25	0.56	-0.15	1.28	-0.14	-0.73	-0.77	-0.71	0.13	-1.19	1.123851641	0.9318101992019866
N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2O)cc1	0.47	1.2	-1.06	-0.57	0.4	0.15	0.21	-0.0	0.22	-0.04	-0.31	-0.73	1.13	-0.91	0.13	0.39	0.620136055	0.7653388566271025
CC(C)(N)Cc1ccc(Cl)cc1	-1.23	-0.78	-0.99	-0.57	-0.71	-1.35	0.25	-1.09	1.36	-0.08	-0.19	-0.73	-0.05	-0.25	0.12	-0.4	0.0334237555	0.22484506275328642
CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2	-0.6	0.03	0.33	0.11	0.07	-0.18	0.78	-0.49	-0.55	0.01	0.08	1.25	0.44	0.6	0.07	-0.4	0.123851641	-0.05663070399950578
Cc1[nH]c(=NC(=N)NS(=O)(=O)c2ccc(N)cc2)oc1C	0.58	0.34	0.44	0.75	0.73	1.57	-0.17	0.51	0.23	0.96	0.85	-0.73	0.21	-1.9	0.15	-0.4	1.6020599913	1.43832120951525
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1	0.15	0.77	0.97	-0.57	0.36	0.97	0.18	0.8	-0.21	-0.03	0.08	-0.73	0.6	0.55	-1.35	-0.4	-0.4775557665	-0.2030008202749402
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1	-0.28	-0.56	-0.25	-0.57	0.02	0.61	-0.54	0.58	0.24	0.23	1.04	-0.73	-0.25	-1.2	-0.44	-0.4	1.2227164711	1.1661802878539256
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	-0.23	1.04	0.09	-0.57	0.68	0.55	0.38	1.01	-0.29	0.97	-0.04	1.25	1.29	0.9	-0.03	0.39	-0.8761483590000001	-0.5027911284633683
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1	-0.6	-0.93	-0.02	-0.57	-0.32	0.4	-0.28	0.11	0.4	0.25	1.01	-0.73	-0.25	-1.08	0.12	-0.4	1.2227164711	0.9950588032141616
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O	0.66	1.08	0.37	-0.57	1.05	2.07	-0.71	1.14	0.05	0.69	0.55	-0.73	1.43	-0.7	-0.64	0.39	2.123851641	1.6520301262474986
CCC(CO)NCCNC(CC)CO	-0.4	-0.78	-0.79	-0.57	-0.88	-0.84	0.25	-0.67	0.96	-0.5	-0.26	-0.73	-1.42	0.27	0.12	-1.19	1.3979400087	0.8952927049621804
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1	-0.97	-0.5	0.18	-0.57	-0.35	-0.34	0.92	-0.67	-0.6	-0.17	0.04	1.25	1.13	0.41	0.48	1.18	0.0	-0.061447805382378075
NCC(CC(=O)O)c1ccc(Cl)cc1	0.19	0.48	0.02	-0.57	-0.43	-0.29	-0.37	0.2	0.72	0.87	-0.3	-0.73	-0.05	-0.85	-0.39	-0.4	0.123851641	0.5305229095323479
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C	-0.29	-0.23	1.35	0.36	0.02	-0.22	-0.5	0.48	-0.87	-0.75	-0.04	1.25	-0.48	0.19	-1.24	1.97	-0.3979400086999999	-0.5416063789325982
N=C(N)N=Nc1ccc(NNC(N)=S)cc1	0.73	1.67	-0.1	-0.57	0.38	-0.18	0.11	-0.17	1.22	0.92	-0.36	-0.73	-0.47	-1.28	-0.06	-0.4	-0.7772835289	-0.07061803961627038
OC1C(O)C(O)C(O)C(O)C1O	2.31	1.83	-3.64	-0.57	2.8	2.69	0.25	2.01	-0.3	0.41	-0.7	-0.73	-1.42	0.05	0.12	-0.4	2.0	2.2426390106617546
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	-0.08	0.23	0.34	0.32	0.29	0.85	0.33	0.33	-0.19	0.29	0.1	-0.73	-0.35	-0.92	0.18	-1.19	1.3010299957	1.1527807452128016
NCC1OC(OC2C(N)CC(N)C(O)C2O)C(N)C(O)C1O	0.97	0.48	-0.28	-0.57	0.76	0.47	0.25	0.3	-0.46	-0.02	-0.32	-0.73	-1.42	-0.08	0.12	-0.4	2.0	1.5119669876465858
O=C(O)C1C(=CCO)OC2CC(=O)N21	2.43	1.61	0.34	0.02	0.89	2.4	-0.66	1.77	-0.49	1.2	-0.2	1.25	-0.96	-0.23	-0.52	-1.19	0.7958800173	0.9587428309947202
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O	-0.03	-0.49	1.17	-0.57	-0.23	-0.33	-1.5	-0.29	-0.19	-1.28	0.13	-0.73	-1.42	0.16	-2.84	-1.19	1.5224442335	1.4062324696161879
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O	-0.11	-0.01	-0.45	-0.57	-0.0	1.46	-0.37	0.48	-0.59	0.27	-0.06	-0.73	-0.96	-1.57	-0.38	-0.4	0.8241258339	0.9308115348304867
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C	-1.0	-1.26	-0.07	0.23	-0.94	-1.05	0.49	-0.76	-0.6	-1.1	0.05	1.25	-0.94	-1.02	1.37	1.18	-1.0793549986	-0.5215378196692632
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O	0.01	-0.09	0.35	-0.57	0.94	1.19	0.25	2.72	0.08	1.46	1.11	1.25	0.69	-0.77	0.12	0.39	-0.4775557665	-0.11058588716647354
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	-0.88	-0.41	0.3	0.96	-0.7	-0.73	0.25	-1.01	-0.05	0.44	-0.07	-0.73	1.98	1.12	0.12	0.39	1.7781512504	0.8153688252995464
CCOc1c(N2CCOCC2)cnn(C)c1=O	0.26	-0.11	-0.25	-0.57	0.13	-0.16	0.25	-0.43	-0.24	0.36	0.2	-0.73	-0.77	1.32	0.32	-1.19	0.5224442335	0.636509241766343
c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1	-1.07	-0.74	-0.84	0.45	-0.92	-0.89	1.14	-1.13	-0.99	-0.84	0.08	-0.73	1.41	0.73	1.01	1.18	0.8129133566	0.430176046109478
CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1	-0.38	-1.31	0.36	-0.57	0.19	0.38	0.25	0.97	0.24	1.35	1.47	1.25	-0.75	-1.02	0.26	-0.4	-0.6020599913	-0.1867606609773045
