SMILES	AATSC0c	AATS1s	IC2	D/Dr5	AATS3s	AATS4s	SdssC	AATS0s	X2A	SIC0	AATSC1Z	nR_3_True_True_False_None	SMR_VSA7	MATS1c	VSA_EState5	nR_3_True_False_None_False	observed	predicted
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1	-0.86	-1.57	0.44	0.78	-1.18	-1.27	0.1	-0.99	-0.76	-1.43	0.16	1.25	-1.42	0.27	1.42	1.97	-1.0	-0.9538635009146341
C[N+]1(O)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2	-0.27	-0.48	0.3	0.5	-0.51	-0.2	-0.03	-0.26	-0.47	-0.5	0.03	1.25	-0.01	0.79	-0.4	-0.4	-1.3010299957	-0.8460932407127172
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-]	0.17	2.56	-1.89	-0.57	-0.11	0.43	0.25	3.42	2.11	1.17	0.35	-0.73	-0.23	-1.18	0.12	-1.19	-0.5734887386	-0.019046782780146373
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1	-0.04	-0.57	-1.37	-0.57	-0.44	-0.81	-0.02	-0.77	1.14	-1.13	0.12	-0.73	-0.25	1.21	-0.07	-0.4	1.0	0.7631361903439553
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	0.01	0.17	1.31	3.88	-0.42	0.18	-0.86	-0.4	-0.43	-0.58	0.13	-0.73	1.65	-1.11	0.05	1.97	-0.5734887386	-0.026740693667530412
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1	-1.22	-1.46	-1.28	-0.57	-1.11	-1.01	0.25	-1.16	-0.26	-1.23	0.03	-0.73	-0.01	1.02	0.35	0.39	-0.6020599913	-0.04395256327111504
CC(C)Cc1ccc(C(C)C(=O)O)cc1	-0.51	-0.29	-0.77	-0.57	-0.47	-0.52	-0.32	-0.3	0.79	-0.69	-0.16	-0.73	-0.03	-0.85	-0.17	-0.4	1.6020599913	1.217636871095898
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O	-0.05	0.39	-0.22	-0.57	0.18	1.21	-1.1	0.63	0.15	0.31	-0.11	-0.73	-0.92	-1.73	-0.35	-1.19	0.3010299957	0.5568433238479349
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1	-0.11	-0.38	0.72	-0.57	-0.53	-0.6	-0.01	-0.76	0.01	-0.94	0.09	-0.73	0.69	0.77	0.97	0.39	0.8293037728	0.41782035721787253
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1	-0.02	-0.58	0.8	-0.57	-0.15	-0.08	0.25	-0.28	0.32	-0.27	0.77	-0.73	0.47	0.56	1.0	0.39	-1.876148359	-0.6563299060814088
Nc1cc(-c2ccncc2)c[nH]c1=O	0.25	1.13	0.14	-0.57	0.72	0.09	0.25	0.12	-0.03	0.89	-0.15	-0.73	0.44	-0.51	0.12	-1.19	-0.1249387366	0.08955457415924549
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1	-0.2	-0.18	0.89	-0.57	-0.26	-0.43	-0.26	-0.39	-0.13	-0.3	0.21	1.25	0.71	0.49	0.15	0.39	0.903089987	0.4895669154357929
COC1OC(OC2C(OC)OC(O)C(O)C2O)C(O)C(O)C1O	1.73	1.07	-0.87	-0.57	1.97	1.25	0.25	0.87	-0.53	-0.31	-0.21	-0.73	-1.42	0.13	0.12	-1.19	2.0	1.7062007578678744
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	0.07	0.49	-0.32	-0.57	-0.14	-0.31	-0.41	-0.01	0.2	0.77	-0.23	-0.73	0.87	-0.64	-0.34	0.39	0.5740312677	0.7593579277764946
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	1.26	1.4	1.76	-0.57	0.66	0.53	-2.01	0.74	0.09	0.14	-0.19	-0.73	0.22	-1.04	-1.39	-0.4	-0.3010299957	0.2982480185083846
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O	-0.46	-0.58	0.68	-0.57	-0.74	-0.65	0.25	-0.67	0.5	-1.08	-0.11	-0.73	1.15	0.42	0.15	0.39	-2.8538719643	-1.2114379781008016
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3	-0.73	-1.23	-0.06	-0.57	-0.89	-0.95	0.25	-0.9	-1.16	-1.01	0.07	1.25	-0.27	0.32	0.75	1.97	-0.5734887386	-0.35969813851472593
Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O	0.46	0.44	0.94	0.83	0.74	0.93	-0.17	0.17	-0.31	0.28	0.08	-0.73	0.8	-0.59	0.08	-0.4	1.096910013	0.8161606102730469
Oc1c(I)cc(I)c2cccnc12	0.26	0.67	-0.6	-0.57	0.28	0.12	0.25	-0.24	-0.4	1.97	-0.23	-0.73	-0.18	0.1	0.26	-0.4	1.4771212547	1.275871966027481
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12	-0.26	-0.35	1.54	4.1	-0.16	0.45	-0.64	-0.05	-0.36	-0.53	0.57	-0.73	2.09	-0.68	-0.03	1.97	-0.1758741661	-0.11639910837922068
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1	-0.13	-0.29	0.15	0.42	-0.4	-0.35	0.2	-0.02	-0.32	0.71	0.09	-0.73	-0.13	-0.16	0.09	-0.4	0.6989700043000001	0.4881419256003842
CN(C)c1ccc2c(c1)[SH]=c1cc(N(C)C)ccc1=N2	-0.82	-0.66	-1.14	-0.57	-0.61	-0.94	0.25	-1.14	-0.32	-0.32	0.01	1.25	0.4	1.41	0.12	0.39	0.8129133566	0.6514844401336624
Oc1c(I)cc(Cl)c2cccnc12	0.29	0.71	-0.41	-0.57	0.33	0.2	0.25	-0.22	-0.4	2.34	-0.35	-0.73	-0.12	0.12	0.22	-0.4	1.3979400087	1.3256414598605546
O=C(O)P(=O)(O)O	6.64	3.18	-2.08	-0.57	15.38	2.25	-1.3	6.68	2.6	2.93	0.38	-0.73	-1.42	-1.64	0.12	-1.19	2.079181246	1.6282927336156927
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	-0.05	0.3	-0.35	-0.57	-0.2	0.57	0.25	-0.18	-0.59	-0.61	-0.04	-0.73	1.58	-0.13	0.04	0.39	-0.3979400086999999	-0.041556716937187155
CC(N)Cc1ccccc1	-1.15	-0.6	-1.21	-0.57	-0.89	-1.2	0.25	-1.05	1.31	-0.48	-0.18	-0.73	-0.01	0.35	0.12	-0.4	0.0	0.225341220561253
O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12	1.02	0.99	0.61	-0.57	0.52	0.7	-0.77	0.74	-0.87	0.97	0.42	-0.73	1.03	0.13	-0.49	1.18	0.3010299957	0.5535389924520658
CCCC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1	-0.55	-0.72	1.37	1.0	-0.41	-0.52	0.91	-0.26	-1.22	-1.06	0.03	1.25	-0.48	0.57	0.15	1.97	-2.3635121036	-1.4026021388927825
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1	-1.08	-0.66	-0.29	-0.57	-0.77	-0.89	2.08	-1.14	0.03	-0.98	0.03	-0.73	2.58	1.73	0.88	1.18	0.5224442335	0.471597120982
CC(C)NCC(O)COc1ccc(O)cc1	0.42	0.01	0.04	-0.57	-0.09	-0.78	0.25	-0.38	1.16	-0.18	-0.16	-0.73	-0.47	0.19	0.56	-0.4	-0.4775557665	-0.06629751633579216
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1	-0.73	-0.93	-0.22	-0.57	-0.79	-0.94	0.25	-0.98	0.02	-0.88	0.02	-0.73	-0.25	1.12	0.66	0.39	0.7958800173	0.5796405884121382
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1	-0.78	-0.15	-0.87	-0.57	-0.58	-0.26	-0.31	-0.42	-0.63	-0.95	-0.01	-0.73	2.82	0.29	-0.27	1.18	-0.8761483590000001	-0.4468461201778708
O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO	-0.35	0.15	0.7	0.22	0.01	0.32	0.12	0.2	-0.88	0.36	-0.02	1.25	1.12	0.16	-0.18	0.39	-0.6989700043000001	-0.5241523426778529
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1	0.1	-0.41	0.45	-0.57	0.39	0.67	-0.01	0.91	-0.05	1.68	0.77	1.25	-0.53	-1.15	-0.06	-0.4	0.5224442335	0.5243651365959456
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	-1.04	-0.37	0.54	4.69	-0.59	-0.43	1.12	-0.76	-0.74	-0.68	0.12	-0.73	0.71	0.28	1.03	1.18	0.6989700043000001	0.25798326143326583
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C	0.81	1.04	0.83	-0.57	1.23	0.94	0.25	0.86	-0.45	0.21	-0.21	-0.73	0.32	-0.45	0.09	-0.4	-0.3010299957	0.0730976024851799
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1	-1.43	-1.29	-0.08	0.01	-1.1	-1.15	2.64	-1.3	-0.71	-0.85	0.27	1.25	1.05	2.8	0.12	0.39	-1.3010299957	-0.7335016798641903
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	-0.85	-0.43	1.0	1.02	-0.51	-0.41	0.46	-0.69	-0.89	-0.39	0.13	1.25	0.7	1.25	0.79	0.39	-0.3979400086999999	-0.534032709539855
NC(=O)N1c2ccccc2C=Cc2ccccc21	-0.52	0.48	-1.72	-0.57	-0.11	0.06	-0.1	-0.26	-0.5	-0.02	-0.04	1.25	0.93	-1.94	0.12	0.39	1.4265112614	0.9773226762584732
CC(c1cc2ccccc2s1)N(O)C(N)=O	-0.12	0.66	-0.11	0.04	0.55	0.02	-0.38	0.16	-0.16	0.99	0.03	-0.73	-0.03	-1.05	0.12	-0.4	1.6020599913	1.3253698165359453
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O	1.18	0.61	0.87	-0.57	0.92	0.58	-0.38	0.58	-0.47	-0.51	-0.29	-0.73	-1.42	-0.03	-0.32	-0.4	1.1760912591	1.2301506800735573
CC12C=CC(=O)C=C1C(Cl)=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	-0.4	-0.29	1.21	0.19	-0.04	-0.31	0.63	0.18	-1.11	-0.55	-0.14	1.25	-0.05	0.31	-0.44	1.97	-0.681936665	-0.5718102144980108
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O	0.8	0.51	1.09	3.16	0.2	0.85	-2.33	0.81	-0.51	0.25	0.02	1.25	-0.01	-1.32	-1.03	-0.4	2.0	1.9687075141593047
CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1	-0.25	0.2	-0.36	-0.57	-0.18	0.64	-0.91	-0.05	0.17	-0.39	-0.06	-0.73	0.97	0.04	-1.25	0.39	1.0413926852	0.8123560636452926
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	0.06	-0.08	-0.85	-0.57	0.36	0.09	-0.04	-0.38	0.59	0.14	-0.0	-0.73	-0.27	-0.14	0.22	-0.4	1.5224442335	1.252451258050799
CC(C)CCON=O	-0.92	0.82	-1.75	-0.57	-0.96	-0.86	0.25	-0.04	3.2	0.87	0.01	-0.73	-1.23	-0.15	0.42	-1.19	0.6989700043000001	0.42708992169200755
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O	1.06	0.71	0.93	0.67	0.42	0.33	-1.23	0.81	-0.44	0.45	-0.07	1.25	-0.25	-0.68	-0.89	-0.4	1.3979400087	1.4550502566049013
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O	-0.38	-0.26	0.28	-0.57	-0.31	0.09	-0.09	-0.39	-0.46	-0.71	0.09	-0.73	1.33	0.65	0.13	0.39	1.123851641	0.5344085493231148
NCC(=O)O	3.08	3.37	-2.08	-0.57	3.18	1.22	-0.47	2.49	4.25	3.25	-0.81	-0.73	-1.42	-1.56	-0.38	-1.19	2.0	1.8933814355494187
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	0.16	0.82	-0.61	-0.57	0.59	2.4	-1.16	0.89	-0.59	0.61	-0.09	-0.73	-0.01	-1.44	-0.47	-0.4	0.3344537512	0.6463514911785512
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1	-0.32	0.53	-0.75	0.12	0.57	1.12	0.07	0.24	-0.76	-0.35	0.02	1.25	1.15	1.52	-0.0	1.18	0.6989700043000001	0.4115233142132629
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12	0.92	0.58	1.22	0.38	-0.09	0.55	-0.26	0.65	-0.31	0.74	-0.04	1.25	-1.0	-0.51	-0.56	-1.19	1.8241258339	1.3227091416364558
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1	0.03	0.56	0.44	0.59	0.32	0.35	-0.54	0.36	-0.0	0.39	-0.12	-0.73	0.86	-0.16	-0.43	-0.4	1.0	0.7645705885644286
CN(C)CCN(Cc1cccs1)c1ccccn1	-0.97	-0.8	0.01	0.51	-0.97	-1.11	0.25	-1.18	0.44	-0.24	0.3	-0.73	0.42	1.26	0.66	-1.19	0.8241258339	0.4563645351790684
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	-0.33	0.08	-1.11	-0.57	0.06	-0.04	0.09	-0.33	0.64	1.47	-0.12	-0.73	-0.31	-1.83	0.12	-0.4	1.5224442335	1.1909093155279402
Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	2.12	1.29	1.03	1.65	1.56	1.21	0.25	1.98	-0.2	1.65	0.58	-0.73	-0.93	-1.34	0.01	-1.19	-0.1700533041	0.12335022050087587
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O	0.39	0.57	0.92	2.3	0.13	0.56	-1.16	0.46	-0.66	0.3	0.09	1.25	0.22	-0.15	-0.68	-0.4	2.0	1.622708021930844
CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O	-0.32	-0.55	0.47	1.21	-0.6	-0.63	-0.34	-0.22	0.78	-1.16	-0.22	-0.73	-0.46	-0.47	-0.42	-0.4	-0.6989700043000001	-0.4368056344655112
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1	-0.4	-0.69	0.22	-0.57	-0.34	-0.3	0.42	-0.61	-0.35	-0.67	0.05	-0.73	-0.01	0.2	0.19	0.39	-0.3010299957	0.015393020068390566
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	-1.19	-0.98	-0.35	-0.57	-1.02	-1.16	0.25	-1.24	-0.21	-0.17	0.2	1.25	0.45	1.72	0.12	0.39	1.2227164711	0.6082035270644532
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	-1.27	-0.71	0.03	-0.57	-0.91	-1.08	0.25	-1.16	0.34	-0.46	0.02	-0.73	1.14	2.21	0.29	-0.4	-0.8761483590000001	-0.2501155688972683
O=C1c2ccccc2C(=O)C1c1ccccc1	-0.86	0.44	-1.99	-0.0	0.45	1.3	0.12	0.33	-0.74	-0.39	-0.02	1.25	1.39	1.9	-0.31	1.18	0.5224442335	0.3797449722043808
CC12CCC(O)CC1=CCC1C2CCC2(C)C(O)CCC12	-1.07	-1.48	-0.12	-0.01	-1.04	-1.17	1.39	-0.93	-1.09	-1.29	0.02	1.25	-0.96	0.36	1.3	1.97	0.3979400086999999	0.02136626548433686
C=CCn1c(S)c(CC(C)C)[nH]c1=S	-0.86	-1.02	-0.04	0.23	-1.07	-1.22	0.25	-1.23	0.39	0.21	-0.47	-0.73	-0.51	-1.42	0.43	-1.19	1.6020599913	1.1584461805533626
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	-1.13	-0.66	-1.19	-0.57	-0.29	-0.78	0.3	-0.68	0.96	-0.13	-0.11	-0.73	-0.05	0.33	0.15	-0.4	0.8750612634	0.5562391621602023
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12	-0.78	-0.33	0.7	1.31	-0.77	-1.01	0.25	-1.05	-0.11	-0.41	0.15	-0.73	0.48	1.47	0.12	-0.4	-0.3010299957	-0.09120482440174317
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2	-1.25	-1.28	-0.66	-0.57	-1.2	-1.25	0.25	-1.29	-0.9	-0.73	0.31	3.24	0.49	1.76	1.02	0.39	-0.7772835289	-0.35766123132611777
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC	0.84	0.26	0.47	-0.57	0.16	0.15	0.19	-0.45	-0.74	-0.19	0.13	1.25	0.01	0.36	1.77	0.39	-0.5734887386	-0.21745985265743495
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	-1.13	0.35	-0.87	0.68	-0.08	-0.3	0.25	-0.35	-0.06	-0.48	0.04	-0.73	0.45	1.25	0.12	-0.4	-1.7772835289	-0.5947749556279933
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1	-0.11	-0.52	0.18	0.29	-0.47	-0.62	0.87	-0.99	-0.04	0.99	-0.06	-0.73	-0.31	0.31	0.82	-0.4	-1.3979400087	-0.46327423484905755
COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1	-0.22	0.32	1.24	-0.57	-0.03	0.21	0.14	0.24	-0.09	-0.49	0.09	-0.73	2.01	0.8	-1.41	0.39	0.3010299957	0.1679781009756347
COc1c2occc2cc2ccc(=O)oc12	1.35	1.19	-0.16	-0.11	0.79	0.67	0.25	0.2	-0.77	0.29	0.08	-0.73	0.19	0.4	0.36	-0.4	-0.2218487496	0.11133697488624032
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	-1.14	-1.19	-0.47	-0.57	-1.11	-1.23	0.25	-1.28	-0.42	-0.4	0.23	1.25	0.45	1.86	0.12	0.39	0.2227164711	0.31480358147278775
CC(C=CC=C(C)C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)CCC1(C)C	-1.45	-0.79	-0.69	-0.57	-0.57	-0.83	7.12	-0.87	0.38	-1.78	-0.07	-0.73	3.69	1.33	0.4	0.39	1.3979400087	0.7692608237630064
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	0.65	0.85	1.12	0.71	0.68	0.36	-1.39	0.52	-0.24	0.03	-0.06	-0.73	1.11	-0.23	-0.74	0.39	0.4771212547	0.5922790416676982
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2	0.37	-0.07	1.2	1.36	-0.11	-0.29	0.25	-0.32	-0.47	-0.47	0.07	1.25	1.2	-0.41	1.11	0.39	1.0	0.5993386737760573
OCc1cccnc1	-0.18	0.87	-0.86	-0.57	-0.14	0.12	0.25	-0.11	0.73	1.43	-0.2	-0.73	-0.24	0.72	0.12	-1.19	0.6989700043000001	0.7508504462718767
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	1.84	1.44	0.34	0.1	1.22	1.98	-0.75	0.99	-0.71	0.91	-0.02	1.25	-0.32	0.43	-0.08	-0.4	1.2227164711	1.1553793333326396
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	1.05	0.93	0.39	-0.57	0.57	-0.01	-0.51	0.37	0.14	0.91	-0.59	-0.73	0.41	-0.51	0.38	0.39	-2.7772835289	-1.1555670688185409
CCC1C(=O)OCC1Cc1cncn1C	-0.22	-0.39	0.52	1.01	-0.71	-0.55	0.22	-0.49	-0.32	0.17	0.12	-0.73	-0.7	0.22	0.3	-1.19	-0.3010299957	-0.0634513989261257
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccccc1)C(=O)CO	-0.38	-0.18	1.57	0.51	0.27	-0.0	-0.3	0.35	-1.14	-0.89	-0.03	1.25	0.93	0.24	-1.43	2.75	-0.8239087409	-0.7331933757099549
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C	1.11	0.17	0.9	1.46	-0.07	-0.03	-0.07	-0.44	-1.14	-0.39	0.19	3.24	0.17	0.78	1.34	0.39	0.3979400086999999	0.09470741591823405
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21	-0.31	-0.86	0.39	-0.57	-0.86	-0.99	0.25	-1.12	-0.92	-1.06	0.16	3.24	0.41	1.24	2.56	0.39	0.0	-0.10662830530583556
CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O	-0.13	-1.21	0.34	-0.57	0.8	1.13	0.25	1.41	-0.25	2.23	1.02	1.25	-0.75	-0.78	0.13	-0.4	-0.7772835289	-0.3572788242254939
CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C	-1.38	-1.16	-0.9	0.71	-1.14	-1.11	2.53	-1.29	-0.77	-1.42	0.07	-0.73	1.63	2.1	0.12	0.39	0.3010299957	0.10132359217411259
O=C(O)C1CSCN1	1.5	0.4	-0.86	-0.19	0.3	0.39	-0.3	0.86	0.87	2.75	-0.0	-0.73	-1.42	-0.85	0.5	-1.19	1.0	1.0417725804897149
O=C(O)C(Cl)Cl	3.61	2.94	-2.37	-0.57	3.49	-1.7	-0.65	2.82	3.26	5.16	-1.13	-0.73	-1.42	-1.1	-0.51	-1.19	1.8241258339	1.7100436916265802
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1	-0.84	-1.62	0.1	0.83	-1.2	-1.29	0.11	-1.02	-0.78	-1.49	0.17	1.25	-1.42	0.23	1.43	1.97	-1.0	-0.7885117706513993
OCC(O)CO	1.71	1.79	-2.61	-0.57	2.04	1.26	0.25	1.5	2.41	1.03	-0.76	-0.73	-1.42	-0.08	0.12	-1.19	2.9995654882	2.6083652558361075
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C	0.1	-0.12	-0.05	0.4	0.76	1.13	0.25	1.66	0.42	1.4	1.24	-0.73	-0.55	1.66	0.22	-1.19	1.5224442335	1.0908447283652478
O=c1c(CC[S+]([O-])c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1	0.06	0.03	-0.87	1.06	0.06	0.6	0.25	0.06	-0.5	-0.2	0.39	-0.73	2.79	1.19	0.18	1.18	1.123851641	0.8196825751349921
CCCCc1c(O)[nH]n(-c2ccccc2)c1=O	-0.05	0.12	-0.08	0.34	-0.18	0.33	0.25	-0.2	-0.23	0.07	-0.05	-0.73	0.4	-0.29	0.11	-0.4	0.6989700043000001	0.5072945912469459
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O	-0.01	0.05	0.79	-0.57	-0.19	-0.14	-1.11	0.04	-0.03	-0.58	-0.02	1.25	1.17	-0.47	-0.84	0.39	0.123851641	0.08700655527323055
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1	0.01	-0.4	0.37	-0.57	0.09	1.49	-0.29	0.58	0.71	0.71	1.02	-0.73	-0.47	-1.88	0.12	-0.4	1.2227164711	1.2154058915649637
O=c1[nH]c(O)cn1N=Cc1ccc([N+](=O)[O-])o1	2.54	3.16	0.49	1.38	3.03	2.82	0.25	2.67	0.16	1.88	-0.13	-0.73	0.34	-0.38	-0.21	-1.19	0.8241258339	0.5843998696275698
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1	0.92	0.44	0.06	-0.57	0.87	1.31	0.25	0.47	0.05	1.07	0.92	-0.73	-0.23	-0.95	0.23	-0.4	1.5224442335	1.5068471951656934
C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC	-1.31	-1.31	0.33	0.03	-1.0	-0.98	2.55	-1.02	-1.29	-1.47	0.04	1.25	-0.48	0.29	2.97	1.97	-2.6020599913	-1.6342155672030756
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1	-1.16	-0.98	-1.29	-0.57	-0.87	-0.81	0.25	-1.03	-0.2	-1.11	0.01	-0.73	1.41	0.97	0.12	0.39	0.6989700043000001	0.45643554925257257
CCCCCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4C3CCC12C	-1.17	-1.54	-0.17	0.47	-1.12	-1.15	1.68	-0.9	-0.49	-1.54	0.06	1.25	-0.96	0.16	1.83	1.97	0.5224442335	0.2558588590419119
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1	-0.59	0.3	0.4	-0.57	0.26	0.16	0.21	1.33	0.04	-0.18	-0.06	-0.73	1.38	0.12	-0.11	0.39	-0.8761483590000001	-0.4718374305846865
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1	0.65	-0.11	0.44	0.44	0.39	0.07	0.25	-0.31	-0.53	0.25	0.53	-0.73	0.2	1.25	1.04	-0.4	0.3010299957	0.34347387717345446
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O	0.71	0.67	0.52	0.51	0.05	-0.29	-0.3	0.14	0.48	0.34	0.04	-0.73	-0.93	-0.81	-0.23	-1.19	1.3979400087	1.045046226183201
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	0.17	-0.27	1.37	-0.13	-0.11	-0.32	0.28	-0.16	-1.46	-0.41	0.03	1.25	-0.01	0.61	0.39	1.18	-1.0	-0.6388535582208138
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1	0.04	-0.43	-0.57	0.8	-0.54	-0.11	0.28	-0.68	-0.19	-0.54	0.12	-0.73	-0.73	1.58	0.99	-0.4	1.0	0.8086420365270635
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C	-1.09	-0.86	0.56	0.78	-0.82	-0.97	1.39	-0.88	-1.34	-0.95	0.11	1.25	-0.51	0.77	3.05	1.97	1.123851641	0.24932597814143428
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC	0.43	-0.05	0.52	1.08	-0.12	-0.02	0.31	-0.52	-0.67	-0.14	0.14	-0.73	-0.94	0.16	1.27	-0.4	-0.4775557665	-0.12466127781989023
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2	-0.94	0.21	0.4	0.16	0.08	0.13	0.7	-0.27	-0.73	0.21	0.01	1.25	1.81	0.57	0.42	0.39	-1.0793549986	-0.6883415150195438
