SMILES	Mor12u	C-005	C-019	ATSC6p	AATSC8Z	MATS1c	MATS1se	BELpe-1	R1s	Vu	TDB04v	Mor09m	Mor13m	JGI1	B02[O-O]	B09[C-C]	observed	predicted
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	-1.23	-0.53	-0.74	-0.55	-0.11	-0.82	0.53	-0.32	-0.26	-1.29	-0.96	-0.68	-0.19	0.18	1.0	0.76	0.0	0.0
O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12	0.05	-0.53	0.17	0.76	-0.35	0.18	0.05	-0.49	-0.73	-1.14	-0.1	-1.09	-0.42	-0.65	1.0	0.76	0.0	0.0
CC1NC(=O)CNC1=O	0.85	-0.53	1.08	0.16	0.81	-1.26	-0.56	1.89	-0.52	0.62	0.43	0.75	0.8	0.62	-1.0	-1.32	0.0	0.0
CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5	1.83	0.65	-0.74	-1.03	0.79	0.67	0.18	-0.49	1.7	0.8	7.22	0.15	-0.51	-0.37	-1.0	-1.32	0.0	0.0
CCOC(C)(C)C	0.86	-0.53	-0.74	0.57	1.02	0.84	0.93	1.72	-1.59	-0.87	-0.38	0.99	0.96	3.47	-1.0	-1.32	0.0	0.0
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	1.08	0.65	1.08	0.05	-0.6	-0.27	-0.16	-0.66	1.35	0.7	0.2	-0.72	-0.23	-0.27	1.0	0.76	0.0	0.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O	0.11	0.65	1.98	0.4	-0.51	-0.61	0.44	-0.49	-0.39	-0.76	1.11	0.07	0.44	-0.37	1.0	0.76	0.0	0.0
CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2	-0.02	0.65	0.17	0.16	-0.46	0.23	0.41	-0.49	-0.81	-0.87	-0.04	-0.82	0.22	-0.8	1.0	0.76	0.0	0.0
CC/C=C\CCOC(=O)C(C)CC	0.48	-0.53	0.17	-0.12	-0.3	-0.5	0.67	0.7	-1.28	-0.6	-0.7	0.65	0.65	-0.8	1.0	0.76	0.0	0.0
COC1=CC(=O)OC(CCc2ccccc2)C1	0.14	0.65	1.08	0.24	-0.08	0.46	0.5	-0.32	-0.29	0.26	0.14	-0.05	0.38	-0.45	1.0	0.76	0.0	0.0
CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO	0.57	-0.53	1.98	-0.74	-0.98	-0.86	-1.68	0.53	2.06	0.97	-0.04	-0.23	-0.03	0.68	1.0	-1.32	0.0	0.0
O=NN1CCCC1	0.68	-0.53	-0.74	-0.04	-2.62	0.73	3.7	2.23	0.49	1.7	-0.62	0.72	1.03	-1.11	-1.0	-1.32	0.0	1.0
C=C(C(CC=C(C)C)OC(=O)/C(C)=C\C)C1C(OC(C)=O)C(=O)[C@]2(C)OC2C1O	0.47	-0.53	1.08	0.29	0.2	-0.1	0.24	0.36	0.07	-0.68	-0.58	0.02	-0.24	0.69	1.0	0.76	0.0	0.0
COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1	0.29	0.65	1.98	-0.78	1.06	0.31	0.36	-0.32	0.03	-0.02	0.8	0.7	0.44	-0.53	1.0	0.76	0.0	0.0
CN(C)c1ccc(C2CC3(C)C(CCC3(O)/C=C/CO)C3CCC4=CC(=O)CCC4=C23)cc1	-1.53	1.82	-0.74	-0.46	-0.07	0.63	0.16	-0.49	0.08	0.51	-0.32	-0.58	-0.84	-0.17	-1.0	0.76	0.0	0.0
C=C1C(=O)OC2C[C@@]3(C)C(=CC12)C(C)CCC3O	0.75	-0.53	0.17	0.8	-0.36	-0.4	0.23	0.02	-0.27	0.78	0.81	0.66	-0.25	0.59	1.0	-1.32	0.0	0.0
CCCCC[C@H](O)/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)O	-1.27	-0.53	0.17	-0.28	-0.17	-0.01	1.45	0.53	0.23	0.64	-1.03	-0.12	0.22	-0.97	1.0	0.76	1.0	1.0
CCCCC(C)CCC(=O)O	0.11	-0.53	0.17	-0.32	-0.15	-1.31	0.09	1.38	-0.41	0.72	-0.41	0.86	0.77	0.27	1.0	-1.32	0.0	0.0
CCCCCCCCCCC/C=C\CCCCC(=O)[O-]	-0.82	-0.53	0.17	-0.04	-0.07	1.94	0.53	0.7	-0.92	1.32	-1.24	0.8	0.36	-1.92	1.0	0.76	0.0	0.0
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	0.5	0.65	1.98	-0.21	-0.59	-0.9	0.5	-0.83	0.05	-1.44	-1.21	-2.19	-1.0	1.14	1.0	0.76	0.0	0.0
CS(=O)(=O)CCC(N)C(=O)O	0.76	0.65	0.17	-0.3	2.94	-1.04	0.07	1.55	0.38	0.39	0.34	1.22	0.67	2.83	1.0	-1.32	0.0	0.0
CC(CC[C@@]1(O)OC2CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)C[C@@]5(C)C4CC[C@]3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O	-2.2	-0.53	-0.74	1.44	0.0	0.14	-0.64	0.53	0.84	0.82	-1.49	-2.32	-3.07	0.31	1.0	0.76	0.0	0.0
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC(=O)C2O	-0.12	-0.53	-0.74	0.48	-0.2	0.12	-0.08	-0.49	-0.16	0.66	0.82	0.57	-0.11	-0.0	-1.0	-1.32	0.0	0.0
CC(=O)Nc1ccccc1	0.36	-0.53	0.17	-0.15	1.98	-1.1	0.11	-0.15	-1.36	-2.05	0.68	0.43	0.95	-0.37	-1.0	-1.32	1.0	1.0
Cn1cnc(CC(N)C(=O)O)c1	0.3	0.65	0.17	-0.16	-0.47	-0.65	-1.03	1.21	0.46	-0.5	0.35	-0.0	0.74	0.8	1.0	-1.32	0.0	0.0
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1	0.32	-0.53	-0.74	0.6	-0.22	0.39	0.16	-0.15	0.08	1.12	0.03	-0.46	-1.15	0.54	1.0	0.76	0.0	0.0
CCC(CC)NC(=O)CC(C(N)=O)C(C)(C)C	0.31	-0.53	1.08	1.02	-0.72	-1.43	0.06	1.04	-0.77	-0.35	-0.4	0.89	0.66	1.87	-1.0	-1.32	0.0	0.0
CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1	0.17	0.65	-0.74	-1.04	-0.2	1.0	0.46	-0.32	-0.92	-0.15	0.12	0.84	0.78	0.44	-1.0	-1.32	0.0	0.0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF	0.52	-0.53	0.17	0.01	0.02	0.34	0.19	-0.15	0.46	1.36	0.7	1.87	-1.16	1.14	-1.0	0.76	0.0	0.0
COc1cc(O)cc(CCc2cccc(O)c2)c1	0.04	0.65	-0.74	-0.09	-0.3	0.1	-0.27	-0.32	0.35	-0.22	0.19	0.22	0.17	0.1	-1.0	0.76	0.0	1.0
CC1CC[C@]2(OC1)OC1CC3C4CC(O)C5CC(O)CC[C@]5(C)C4CC[C@]3(C)C1C2C	-1.88	-0.53	-0.74	1.54	0.03	0.14	0.33	0.53	-0.96	0.11	-0.44	0.17	-0.92	0.62	1.0	0.76	0.0	0.0
C=C(C)C1CCC(C)[C@]23CCC(C)[C@@]2(C1)O3	-0.54	-0.53	-0.74	-0.26	1.01	0.59	1.0	0.36	-1.25	0.04	0.49	0.91	0.09	0.98	-1.0	-1.32	0.0	0.0
NC(CS/C(Cl)=C(/Cl)C(Cl)=C(Cl)Cl)C(=O)O	1.06	-0.53	1.98	-1.29	-5.56	-1.1	-1.4	0.19	0.43	1.17	2.3	1.46	1.39	0.91	1.0	-1.32	0.0	0.0
CC1=C(/C=C/C(C)=C/C=C\C(C)=C\CO)C(C)(C)CCC1	0.09	-0.53	-0.74	2.15	0.23	0.74	0.08	-0.32	-0.74	-0.14	-0.62	0.15	-0.01	0.42	-1.0	0.76	0.0	1.0
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1	-0.14	-0.53	-0.74	-0.51	-0.38	0.91	0.45	-0.32	-0.44	-0.83	-0.36	-0.65	-0.22	-1.65	-1.0	0.76	0.0	1.0
C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2CC[C@@]2(C)[C@H](O)CC[C@H]12	-0.26	-0.53	-0.74	1.01	-0.06	0.4	0.25	0.02	-0.95	0.86	0.49	0.29	-0.12	0.53	-1.0	-1.32	0.0	0.0
C/C=C(/C)C(=O)OC1Cc2cc3ccc(=O)oc3cc2OC1(C)C	1.07	-0.53	1.08	-0.8	-0.04	-0.57	0.39	-0.66	-0.02	-0.71	0.13	-0.25	-0.13	0.76	1.0	0.76	0.0	0.0
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@@H]2CC(C)=C[C@H]1O	0.22	-0.53	-0.74	0.14	0.32	0.09	0.09	-0.49	-0.53	-0.16	-0.15	0.49	-0.27	0.27	-1.0	0.76	1.0	1.0
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1	0.39	0.65	0.17	-1.15	-0.29	0.24	0.73	-0.66	0.18	-0.61	-0.0	-1.38	0.31	-1.08	-1.0	0.76	1.0	1.0
CC(C)CC(=O)Cc1ccccc1	0.22	-0.53	-0.74	0.34	-0.21	1.48	0.54	-0.32	-1.11	-0.49	-0.05	0.78	0.8	0.02	-1.0	-1.32	0.0	0.0
O=C(O)CC(=O)O	0.83	-0.53	1.08	-0.02	-0.2	-1.28	-2.36	2.06	1.42	-0.98	-0.03	0.95	1.05	2.4	1.0	-1.32	0.0	0.0
C=C/C(C)=C\CC=C(C)C	0.68	-0.53	-0.74	0.19	0.11	2.53	0.03	0.02	-1.11	-0.62	-0.23	1.07	0.79	0.62	-1.0	-1.32	0.0	0.0
CCCCCCCCCCCCCCC(=O)CC(O)CCCCC	-1.63	-0.53	-0.74	-0.05	-0.11	0.7	0.27	1.55	-1.18	0.64	-1.43	0.4	0.05	-1.54	-1.0	0.76	0.0	0.0
O=c1ccn([C@@H]2O[C@@H](CO)[C@@H](OP(=O)(O)O)[C@H]2F)c(=O)[nH]1	-0.1	-0.53	0.17	0.72	-0.27	-1.63	-2.14	-2.19	1.78	0.69	0.71	-0.16	1.46	0.85	1.0	-1.32	0.0	0.0
C=C1C/C(=C/C)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23	0.15	-0.53	1.08	-0.91	-0.68	-0.19	-0.14	0.19	0.18	-0.49	0.14	-0.46	-0.49	0.15	1.0	-1.32	0.0	0.0
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12	-0.04	-0.53	2.89	-0.28	0.02	-0.71	0.13	-0.32	1.68	0.12	-0.1	0.62	0.76	-0.24	1.0	0.76	0.0	0.0
CO[P@@](=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1	0.97	0.65	-0.74	1.14	-0.8	-0.46	-0.8	-3.38	-0.38	-0.4	1.93	2.38	1.57	0.42	1.0	0.76	0.0	1.0
C=C1C(O)[C@]23C[C@@]1(O)CCC2[C@]12CC(O)C(O)[C@](C)(C(=O)O1)C2C3C(=O)O	0.73	-0.53	1.08	-1.06	0.14	-0.33	-0.59	0.53	1.32	1.1	1.11	0.21	-1.04	1.4	1.0	-1.32	0.0	0.0
CCCCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1	1.26	-0.53	0.17	-0.15	-0.15	-0.34	0.28	-0.66	0.69	2.29	0.57	-0.73	0.42	0.42	1.0	0.76	1.0	1.0
O=C(O)CC1CCCN1	0.35	-0.53	0.17	0.07	-1.34	-0.84	-0.45	1.72	-0.4	1.04	-0.03	0.71	1.07	-0.09	1.0	-1.32	0.0	0.0
C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CC[C@]4(C)C3CC[C@@]21C)C(C)C	-0.23	-0.53	-0.74	1.07	-0.14	0.73	0.28	-0.15	-1.08	-0.04	-0.56	1.18	-0.54	0.47	-1.0	0.76	0.0	0.0
CNC=O	0.92	0.65	-0.74	-0.04	0.09	-0.74	-0.52	3.77	-1.0	-0.31	-1.55	1.08	1.25	-0.8	-1.0	-1.32	0.0	0.0
Clc1ccccc1CN1C=Cc2sccc2C1	0.68	-0.53	-0.74	-0.42	1.12	1.79	0.67	-0.32	-0.7	-0.6	1.03	0.98	0.39	-0.91	-1.0	0.76	0.0	1.0
OCc1ccccc1	0.5	-0.53	-0.74	0.14	1.43	0.4	-0.42	-0.32	0.07	-0.89	0.43	0.77	0.92	-1.33	-1.0	-1.32	1.0	1.0
COC(=O)[C@]12CCC(C)[C@@](C)(O)C1C1=CCC3[C@@]4(C)CCC(OC5OCC(O)C(O)C5O)C(C)(C)C4CC[C@@]3(C)[C@]1(C)CC2	-1.97	0.65	0.17	0.59	-0.04	0.08	0.11	0.02	-0.19	0.53	-0.78	1.18	-1.49	1.12	1.0	0.76	0.0	0.0
CC(O)CC(=O)O	0.76	-0.53	0.17	0.05	1.64	-1.11	-1.05	1.89	0.59	1.09	-0.1	0.99	1.16	2.4	1.0	-1.32	0.0	0.0
CC(=O)Oc1ccc2c(=O)c(-c3ccccc3)c(C)oc2c1	0.5	-0.53	0.17	-0.33	0.29	0.15	0.39	-0.83	-0.11	-1.82	0.85	-0.37	0.57	-0.53	1.0	0.76	0.0	1.0
COc1cc(C)cc(OC)c1Cl	0.96	1.82	-0.74	-1.44	2.75	1.21	0.32	-0.32	-1.14	-1.68	1.35	0.34	0.8	0.27	-1.0	-1.32	0.0	0.0
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O	1.99	0.65	-0.74	0.33	-0.93	0.22	-1.14	-0.66	1.05	-0.56	1.03	-0.5	-0.11	-0.12	-1.0	0.76	1.0	1.0
CC(C)=CCc1c2c(c3oc4c(c(=O)c3c1O)CC(=C(C)C)Oc1cc(O)c(O)cc1-4)C=CC(C)(C)O2	1.12	-0.53	0.17	-3.41	-0.17	0.26	-0.11	-0.83	0.34	-0.68	-0.32	-1.61	-0.89	0.19	-1.0	0.76	0.0	0.0
O=C(O)CC[C@@H]1[C@H]2CC[C@H](C2)[C@H]1NS(=O)(=O)c1ccccc1	-1.32	-0.53	0.17	0.08	-0.04	-1.04	0.94	-0.32	0.28	1.1	-0.0	0.74	1.01	-0.0	1.0	0.76	0.0	0.0
O=C(O)C(CS)CCCc1ccccc1	0.23	-0.53	0.17	0.35	-0.43	-0.82	-0.06	-0.32	0.04	0.67	0.14	0.48	0.52	-0.8	1.0	-1.32	0.0	0.0
C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC	-0.81	-0.53	-0.74	-0.57	-0.04	0.19	0.18	-0.66	-0.71	-0.08	0.48	0.89	-0.28	-0.23	-1.0	0.76	0.0	0.0
COc1ccccc1C(C)=O	0.92	0.65	-0.74	-0.2	0.74	1.08	0.49	-0.32	-1.12	-2.05	1.2	0.6	0.76	-0.61	-1.0	-1.32	0.0	1.0
NC(=O)CCC(N)C(=O)NC(Cc1cnc[nH]1)C(=O)O	-0.46	-0.53	1.98	-0.39	-0.28	-1.15	-1.23	1.21	1.56	1.0	-0.23	-0.35	0.68	0.27	1.0	0.76	0.0	0.0
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O	-0.02	-0.53	-0.74	-0.55	5.08	-0.93	-3.62	-2.87	1.39	0.58	1.4	1.3	1.79	2.27	1.0	-1.32	0.0	0.0
NC(=O)N1c2ccccc2C=Cc2ccccc21	0.69	-0.53	-0.74	-0.76	1.04	-2.03	-0.13	-0.49	0.47	-0.41	2.08	-0.34	0.23	-1.33	-1.0	-1.32	1.0	1.0
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C	0.53	0.65	0.17	0.01	0.19	-0.67	-0.39	-0.83	0.84	-0.76	-0.92	-1.99	-1.09	0.33	1.0	0.76	0.0	0.0
O=S(=O)(CCc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccccc1	-1.16	-0.53	-0.74	-0.49	-0.08	0.74	1.34	-0.66	-0.43	0.22	-0.32	-0.11	0.17	-0.51	1.0	0.76	0.0	1.0
Cc1ccccc1C	0.86	-0.53	-0.74	0.27	0.69	2.93	0.54	-0.32	-1.68	-1.23	0.58	0.79	0.89	-0.53	-1.0	-1.32	0.0	0.0
CCC(/C=C\C(C)C1CCC2C3C(=O)C=C4CC(O)CC[C@@]4(C)C3CC[C@@]12C)C(C)C	-1.47	-0.53	-0.74	1.44	-0.1	0.58	0.34	0.02	-1.09	0.03	-0.63	1.06	-0.97	0.45	-1.0	0.76	0.0	0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C	-0.15	0.65	-0.74	0.71	-0.18	0.5	0.36	-0.66	-0.39	-0.28	0.55	0.89	-0.11	0.02	-1.0	0.76	0.0	1.0
CCC/C=C/C(=O)CC	0.44	-0.53	-0.74	-0.22	0.08	0.43	0.52	0.7	-1.58	-0.21	-0.3	1.08	1.03	-0.53	-1.0	-1.32	0.0	0.0
OC[C@@H]1O[C@@H](OCCCCCCC2CCCCC2)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O	-1.28	-0.53	-0.74	-0.29	-0.14	0.23	-0.53	1.38	0.38	0.63	-1.27	-1.03	-1.51	-0.86	1.0	0.76	0.0	0.0
CC1(C)CC2C1CC[C@](C)(O)C1CC[C@@]21C	0.01	-0.53	-0.74	-0.03	0.91	0.01	0.15	0.53	-1.29	-0.07	0.49	0.76	0.06	2.05	-1.0	-1.32	0.0	0.0
COc1ccc2[nH]c3c(c2c1)CCNC3	0.66	0.65	-0.74	-0.47	0.13	0.71	0.04	-0.66	-1.11	-1.62	0.97	-0.19	0.35	-1.05	-1.0	-1.32	0.0	1.0
C=CCc1cc(OC)c2c(c1)OCO2	0.35	0.65	-0.74	-0.88	-0.73	0.5	0.29	-0.32	-0.39	-1.56	1.05	-0.21	0.29	-0.8	1.0	-1.32	0.0	1.0
CC(C)C(C)/C=C/C(C)C1CCC2C3=CC(O)C4=CC(=O)CC[C@@]4(C)C3CC[C@]21C	-0.4	-0.53	-0.74	0.98	-0.04	0.36	0.32	-0.15	-0.49	1.36	-0.49	0.33	-0.67	0.56	-1.0	0.76	0.0	0.0
COc1ccc([C@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@H]2OC(C)=O)cc1	-0.27	3.0	1.08	-1.22	-0.76	0.39	0.45	-0.32	0.15	-1.1	-0.1	-0.14	0.26	-0.46	1.0	0.76	0.0	0.0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF	0.58	-0.53	0.17	0.01	0.02	0.34	0.19	-0.15	0.28	0.4	0.72	0.03	0.07	1.14	-1.0	0.76	0.0	0.0
CC(C)Cc1ccc(C(C)C(O)=NO)cc1	0.13	-0.53	0.17	-0.26	-0.29	-0.2	1.13	-0.32	0.93	0.8	0.02	0.42	0.39	0.27	-1.0	-1.32	0.0	0.0
C=CCC(C)C(=O)OCCCCCC	-0.16	-0.53	0.17	0.28	-0.23	-0.45	0.69	0.87	-1.03	0.12	-0.7	0.85	0.6	-0.97	1.0	0.76	0.0	0.0
CSCCC(N)C(=O)NC(CC(C)C)C(=O)O	0.23	0.65	1.08	-0.37	-0.11	-1.18	-0.36	1.55	-0.19	0.39	-0.4	0.97	0.61	0.67	1.0	0.76	0.0	0.0
CN(C)CCCN1c2ccccc2Sc2ccccc21	-0.27	1.82	-0.74	-0.38	-0.21	1.73	1.49	-0.49	-0.7	-1.11	0.39	0.09	0.46	-1.19	-1.0	0.76	1.0	1.0
COc1cc(/C=C/C(=O)OC[C@@]2(O)COC(OC3C(Oc4ccc(C5CC(=O)c6ccc(O)cc6O5)cc4)OC(CO)C(O)C3O)C2O)ccc1O	-0.66	0.65	0.17	-0.37	-0.05	0.18	-0.68	-0.32	1.4	-0.85	-1.17	-3.08	-2.5	-0.01	1.0	0.76	0.0	0.0
COC(OC)[C@]1(C)Oc2ccc(N)cc2[C@@H](N(Cc2nnn(C)n2)c2ccc(Cl)cc2)[C@@H]1O	-0.01	3.0	-0.74	0.93	-0.14	0.52	0.49	-0.32	0.52	-1.08	-0.28	0.01	-1.03	0.09	1.0	0.76	1.0	1.0
CC(=O)CO	0.73	-0.53	-0.74	-0.04	1.03	0.13	-0.58	2.06	-0.69	0.64	-1.25	1.12	1.19	1.87	-1.0	-1.32	0.0	0.0
CC(C)C(NC(=O)Cc1c[nH]c2ccccc12)C(=O)O	0.48	-0.53	1.08	0.34	-0.43	-0.83	-0.26	-0.49	0.16	-0.5	0.08	-0.33	0.23	-0.19	1.0	0.76	0.0	0.0
CCCCCCCC/C=C/CCCCCCCCCCO	-0.87	-0.53	-0.74	-0.05	-0.12	0.85	0.12	0.7	-1.2	0.2	-1.38	0.65	0.24	-2.62	-1.0	0.76	0.0	0.0
COC(=O)[C@@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C	0.49	1.82	1.08	0.71	-0.15	0.1	0.44	-0.32	-0.41	-1.74	-0.0	-0.07	0.51	-0.8	1.0	0.76	0.0	0.0
CC(=O)O[C@]1(C)CC[C@]23CC1C(C)(C)C2CCC3C	0.02	-0.53	0.17	1.48	0.3	-0.66	0.73	0.87	-1.12	-0.63	0.52	0.73	0.06	1.94	1.0	-1.32	0.0	0.0
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1	-0.34	1.82	-0.74	-2.14	0.12	2.13	0.94	-0.32	-0.93	-0.17	0.1	0.75	0.76	0.59	-1.0	-1.32	0.0	0.0
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2	-0.46	0.65	-0.74	-1.96	-0.57	-0.98	1.1	-0.32	-0.87	-0.47	-0.88	-0.32	1.11	0.15	1.0	0.76	1.0	1.0
CNC(=O)Oc1cc(C)c(SC)c(C)c1	1.08	1.82	-0.74	1.25	-0.63	-2.23	0.26	-0.49	-0.7	-1.08	0.72	0.91	1.02	0.48	1.0	0.76	1.0	1.0
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1	0.48	1.82	1.08	-0.39	-0.46	0.63	0.38	-0.66	0.15	-0.42	-0.12	-2.2	0.01	-1.01	-1.0	0.76	0.0	1.0
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	-0.55	-0.53	1.08	-0.5	-0.34	-0.3	0.39	-0.15	-0.48	-0.07	-0.75	-0.48	-0.77	0.16	1.0	0.76	0.0	0.0
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2	1.31	0.65	0.17	-0.67	-0.14	0.5	0.05	-0.83	0.41	-0.77	1.53	-1.53	0.08	-1.04	1.0	-1.32	1.0	1.0
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1	0.95	4.18	-0.74	-0.99	-0.05	1.03	0.09	-0.66	0.05	-1.61	0.22	-1.12	-0.23	-0.56	-1.0	0.76	1.0	1.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	0.66	1.82	-0.74	-1.66	-0.05	1.57	1.06	-0.66	-0.58	-0.95	-0.51	-1.01	-0.49	-1.23	-1.0	0.76	1.0	1.0
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1C(O)C=C(C)CC21	-0.33	-0.53	-0.74	0.14	0.32	0.09	0.09	-0.49	-0.69	-0.29	-0.16	0.15	-0.35	0.27	-1.0	0.76	1.0	1.0
O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1	0.23	-0.53	0.17	-0.38	0.01	-0.96	-1.06	0.7	1.19	1.09	0.55	-0.08	0.79	0.08	-1.0	-1.32	0.0	0.0
CC1CCC(C(C)C)C(OC(=O)OCCO)C1	-0.1	-0.53	-0.74	-0.42	-0.07	-1.49	0.26	1.04	-0.68	-0.93	-0.33	0.35	0.34	0.08	1.0	-1.32	0.0	0.0
C/C(=C/CCC(C=O)C1CC[C@@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3)C(=O)O	-2.18	-0.53	0.17	1.66	-0.03	-0.45	0.19	-0.15	-0.22	0.29	-0.49	0.59	-0.71	0.87	1.0	0.76	0.0	0.0
CC(=O)Oc1cc(C(C)C)ccc1C	0.82	-0.53	0.17	-0.48	-0.1	-0.99	0.62	-0.32	-0.77	-0.76	0.36	0.78	0.71	0.72	1.0	-1.32	0.0	0.0
C=CC(=C)CCC1C(=C)CCC2[C@](C)(C(=O)O)CCC[C@]12C	0.02	-0.53	0.17	2.65	-0.14	-0.83	0.23	0.19	-0.41	-0.07	0.17	0.92	-0.22	0.96	1.0	0.76	0.0	0.0
CCCCCCCCCCCCC/C=C/C(O)C(N)COC1OC(CO)C(O)C(O)C1O	-0.86	-0.53	-0.74	-0.11	-0.09	0.08	-0.35	0.7	-0.27	0.38	-1.48	-1.08	-1.38	-1.13	1.0	0.76	0.0	0.0
CCOC(=O)c1c(C)nn(-c2ccc(N)cc2)c1C	0.68	-0.53	0.17	-1.1	0.15	-0.03	0.58	-0.15	-0.43	-1.7	0.31	-0.37	0.42	-0.37	1.0	0.76	0.0	0.0
C=C1C(=O)OC2C[C@]3(C)CC(=O)CC(C)C3=CC12	0.89	-0.53	0.17	0.86	0.82	-0.25	0.54	0.02	-0.17	1.3	1.06	0.48	0.17	0.91	1.0	-1.32	0.0	0.0
CCNCc1cc(=O)oc2cc(OC)ccc12	0.96	0.65	0.17	-0.35	-1.21	0.04	0.18	-0.66	-0.12	0.09	0.54	-0.04	0.56	-0.45	1.0	0.76	1.0	1.0
C=C1OC(=O)/C(=C\CCCCCCCCCCCCC)C1O	-0.67	-0.53	1.08	-0.09	-0.13	-0.47	0.37	0.36	-0.25	1.65	-1.13	-0.03	0.16	-1.48	1.0	0.76	0.0	0.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1	0.71	0.65	2.89	-1.79	-0.14	0.23	1.22	-0.32	1.38	-0.03	0.35	-0.19	0.49	-0.33	1.0	0.76	0.0	0.0
COc1ccc(NC(C)=O)cc1	0.8	0.65	0.17	-0.09	-0.52	-0.15	0.11	-0.15	-1.06	-1.9	0.6	0.41	0.72	0.27	-1.0	-1.32	1.0	1.0
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC1CC[C@@]2(C)C(=CCC3C2CC[C@]2(C)C(C(C)CCC(C)C(C)C)CCC32)C1	-3.38	-0.53	0.17	1.81	-0.17	0.32	0.81	0.19	-1.29	-0.56	-1.5	0.15	-1.93	-0.55	1.0	0.76	0.0	0.0
