SMILES	Mor12u	C-005	C-019	ATSC6p	AATSC8Z	MATS1c	MATS1se	BELpe-1	R1s	Vu	TDB04v	Mor09m	Mor13m	JGI1	B02[O-O]	B09[C-C]	observed	predicted
CSCSSC	1.6	1.82	-0.74	-0.39	1.57	3.01	2.54	2.06	-1.83	-0.15	1.01	1.55	1.41	-1.65	-1.0	-1.32	0.0	0.0
FCOC(C(F)(F)F)C(F)(F)F	1.09	-0.53	-0.74	-0.04	-0.96	0.18	-0.74	2.23	2.01	3.15	2.08	-0.45	1.51	3.47	-1.0	-1.32	0.0	0.0
CCCCCC(=O)/C=C/C=C\C=C\C=C\C(O)C(O)CCCC(=O)O	-0.5	-0.53	0.17	0.02	-0.21	-0.56	-0.15	0.02	0.56	0.58	-1.09	-0.1	0.37	-0.8	1.0	0.76	0.0	0.0
C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C	-0.93	-0.53	-0.74	1.39	-0.25	0.79	0.24	-0.15	-0.94	0.19	-0.9	0.31	-0.67	0.16	-1.0	0.76	0.0	0.0
Cn1cnc2c1c(=O)[nH]c(=O)n2C	1.43	1.82	0.17	-0.2	-0.52	-1.42	-0.77	0.36	-0.52	-0.68	1.83	-0.52	0.83	-0.19	-1.0	-1.32	1.0	1.0
CC1=CC(=O)CC1	0.84	-0.53	-0.74	-0.04	-0.11	0.74	0.54	0.53	-1.34	0.96	-0.41	0.93	1.05	0.72	-1.0	-1.32	0.0	0.0
C=C1C(OC2OC(CO)C(O)C(O)C2O)CC2C(C)C(=O)OC2C2C(=C)CCC12	-0.99	-0.53	0.17	-0.83	0.04	0.04	-0.34	0.36	0.54	1.13	-0.22	0.3	-0.74	-0.33	1.0	0.76	0.0	0.0
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12	-0.24	-0.53	-0.74	-0.06	-0.23	-0.05	0.95	-0.15	-0.45	-0.4	-0.3	-0.84	-0.14	-0.95	-1.0	0.76	0.0	1.0
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2	0.33	1.82	-0.74	0.03	-0.43	0.82	1.24	-0.49	0.08	-0.58	0.51	-0.23	-0.28	-0.88	-1.0	0.76	0.0	1.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	0.61	0.65	0.17	-1.82	-0.33	0.51	0.38	-0.32	-0.71	-1.16	0.45	-0.46	0.11	-0.72	-1.0	0.76	1.0	1.0
O=C1CCCO1	0.72	-0.53	0.17	-0.04	-0.9	-0.52	0.23	2.06	-0.71	1.56	-1.66	0.85	1.12	-0.8	1.0	-1.32	0.0	0.0
CCCS[P@@](=S)(OCC)Oc1ccc(SC)cc1	0.79	0.65	-0.74	-0.43	0.57	-1.28	-1.16	-3.21	-1.06	-1.08	0.29	1.52	1.75	0.27	1.0	0.76	1.0	1.0
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1	-0.55	3.0	1.08	-0.54	0.22	0.01	0.01	-0.32	-0.17	-0.74	-0.64	-0.67	-0.17	-0.42	-1.0	0.76	0.0	0.0
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341	0.14	1.82	-0.74	-1.21	0.11	0.96	0.23	-0.49	-0.32	-0.93	1.24	-0.55	-0.4	-0.47	-1.0	0.76	0.0	1.0
CC(C)COC(=O)c1ccccc1C(=O)O	0.54	-0.53	1.08	-0.01	-0.3	-0.93	0.03	-0.32	0.27	-1.38	0.26	0.07	0.84	-0.13	1.0	-1.32	0.0	0.0
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F	0.73	-0.53	0.17	0.45	0.35	-0.13	0.37	-0.49	0.64	0.51	1.5	-0.84	-0.22	0.15	-1.0	0.76	0.0	1.0
C[C@H](NC(=O)C[C@H](N)C(=O)O)C(=O)O	0.33	-0.53	1.98	-0.06	-0.22	-1.39	-1.38	1.72	1.48	-0.01	0.19	0.15	0.95	1.5	1.0	-1.32	0.0	0.0
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C	-0.03	0.65	0.17	-0.97	0.42	0.38	0.43	-0.32	0.4	1.56	-0.78	-1.62	-0.76	0.19	-1.0	0.76	0.0	0.0
CCCc1ccc2ccccc2n1	0.72	-0.53	-0.74	-0.47	-0.18	0.77	1.1	-0.66	-1.61	-1.67	0.65	0.49	0.71	-1.11	-1.0	-1.32	0.0	1.0
CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C	0.51	-0.53	-0.74	0.12	-0.71	0.35	1.28	-0.32	0.07	-2.07	-0.33	-1.84	-0.44	-0.33	-1.0	0.76	0.0	0.0
CN1CCN2c3ncccc3Cc3ccccc3C2C1	0.19	0.65	-0.74	-1.25	0.17	1.06	1.25	-0.32	-0.78	-1.05	1.06	-0.42	-0.03	-1.27	-1.0	-1.32	1.0	1.0
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21	0.06	1.82	0.17	-0.67	-0.17	0.16	0.26	-0.66	0.73	0.31	0.03	-0.4	-0.36	-0.56	1.0	0.76	0.0	1.0
CCCCCCCCCCCCCCCCCCCCCC(=O)OC1CC[C@]2(C)C(=CCC3C2CC[C@@]2(C)C(C(C)CCC(CC)C(C)C)CCC32)C1	-3.42	-0.53	0.17	2.56	-0.12	0.28	0.82	0.19	-1.52	-0.16	-1.66	0.04	-2.18	-0.76	1.0	0.76	0.0	0.0
CCNC(C)Cc1cccc(C(F)(F)F)c1	0.27	-0.53	-0.74	0.46	-0.85	-0.45	0.36	-0.32	0.07	0.96	0.18	0.12	0.61	1.07	-1.0	-1.32	1.0	1.0
Cc1cc(C(=O)NC(C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)N[C@H](/C=C/C(=O)OCc2ccccc2)CC2CCNC2=O)C(C)C)no1	-1.62	-0.53	4.7	-0.11	-0.03	-0.7	0.44	-0.32	0.3	-0.64	-1.42	-2.02	-1.07	0.08	1.0	0.76	0.0	0.0
CCC(C)(C)OC	0.49	0.65	-0.74	0.16	0.74	1.12	0.93	1.55	-1.45	-1.05	-0.22	0.94	0.94	3.47	-1.0	-1.32	0.0	0.0
CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	-1.12	0.65	-0.74	0.57	-0.04	1.3	0.95	-0.32	-0.54	-0.94	-0.93	0.13	-0.06	-1.04	-1.0	0.76	1.0	1.0
O=C(O)C(Cc1ccccc1)C(Cc1ccc2c(c1)OCO2)C(=O)O	-0.17	-0.53	1.08	-0.75	-0.07	-0.53	-0.19	-0.32	1.29	-0.2	0.17	-0.64	0.24	-0.56	1.0	0.76	0.0	0.0
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC	0.37	-0.53	0.17	-0.96	-0.73	0.15	0.64	-0.32	-0.75	-0.69	-0.33	0.8	0.5	-1.11	-1.0	0.76	0.0	1.0
COC(=O)c1cccs1	1.16	0.65	0.17	-0.31	0.55	-0.29	0.17	0.53	-1.25	-0.69	1.44	1.02	1.12	-0.8	1.0	-1.32	0.0	0.0
Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCC[C@]341	0.05	-0.53	-0.74	-0.53	1.57	0.31	-0.4	-0.49	0.08	-0.49	1.76	-0.17	-0.4	-0.53	-1.0	-1.32	0.0	0.0
Cc1cccc(C)c1OCC(C)N	0.53	-0.53	-0.74	0.14	0.81	0.29	0.18	-0.32	-0.75	-1.15	-0.0	0.46	0.53	0.02	-1.0	-1.32	1.0	1.0
Nc1nc(=O)c2c([nH]1)N=CC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@H]1O)N2	-0.27	-0.53	0.17	1.21	-0.53	-1.87	-3.66	-2.36	1.96	0.26	-0.84	-0.04	0.77	1.13	1.0	-1.32	0.0	0.0
CCOP(=S)(OCC)SCSCC	0.89	-0.53	-0.74	-2.03	0.73	-1.08	-1.28	-3.21	-1.27	-0.54	0.45	1.83	1.76	0.27	1.0	-1.32	1.0	1.0
CC(CN)C(=O)O	0.81	-0.53	0.17	0.0	1.82	-1.38	-1.05	1.72	0.42	0.52	-0.3	1.01	0.72	1.33	1.0	-1.32	0.0	0.0
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C	0.18	0.65	0.17	-0.21	-0.7	0.12	0.48	1.04	0.06	1.35	0.25	-0.06	0.81	-0.53	1.0	-1.32	0.0	0.0
CC/C=C/CCCC/C=C/CCCCCCCC(=O)O	-0.46	-0.53	0.17	-0.04	-0.11	-0.81	0.22	0.7	-0.17	1.22	-1.22	0.76	0.48	-1.92	1.0	0.76	0.0	0.0
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1	-0.42	3.0	-0.74	-1.2	-0.81	0.94	1.87	-0.66	-0.66	-0.5	-0.36	0.07	0.13	-0.22	1.0	0.76	1.0	1.0
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NC(CO)CO	-0.16	-0.53	0.17	-0.05	-0.13	-0.07	-0.0	0.36	-0.32	0.32	-1.38	0.15	-0.08	-1.7	-1.0	0.76	0.0	0.0
CC(=O)Nc1c(N)[nH]c(=O)n(C)c1=O	0.94	0.65	1.08	-0.24	1.3	-1.98	-1.28	0.53	0.36	-0.91	1.0	-0.02	1.01	0.72	-1.0	-1.32	0.0	0.0
CC[C@H]1OC(=O)C(C)C(=O)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C	-1.08	3.0	0.17	2.28	-0.15	0.01	0.37	0.02	-0.0	-1.24	-1.34	-2.68	-1.79	0.16	1.0	0.76	1.0	1.0
CCCC/C=C\CCCCCCCC(=O)OCCCCCCCCCCCCCCCC	-1.88	-0.53	0.17	-0.13	-0.13	0.11	0.75	0.7	-1.3	-0.31	-1.7	0.15	-0.16	-2.32	1.0	0.76	0.0	0.0
CC1C2C3=CCC4[C@@]5(C)CC(O)C(=O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@]1(C)O	-1.55	-0.53	0.17	0.49	-0.08	-0.4	0.05	0.02	0.02	1.72	-0.18	1.12	-1.06	1.66	1.0	0.76	0.0	0.0
COc1ccc(CC(C)N)cc1	0.46	0.65	-0.74	-0.12	-0.6	0.6	0.1	-0.32	-0.66	-0.9	0.14	0.75	0.57	0.27	-1.0	-1.32	0.0	1.0
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl	-0.17	-0.53	-0.74	0.12	0.25	-0.7	-0.81	-0.49	0.19	0.46	0.98	0.51	0.93	0.27	-1.0	-1.32	0.0	1.0
C/C=C/c1ccccc1	0.46	-0.53	-0.74	-0.1	1.39	2.49	0.54	-0.32	-1.68	-1.98	0.53	0.73	0.92	-1.51	-1.0	-1.32	0.0	1.0
CC/C=C/C=C/C(C)=O	0.71	-0.53	-0.74	-0.17	-0.83	0.72	0.52	0.36	-1.26	-0.58	-0.11	1.04	1.02	-0.53	-1.0	-1.32	0.0	0.0
C=C1C2CCC3[C@@]4(C(=O)O)CCC[C@@](C)(C(=O)O)C4C(C(=O)O)[C@]3(C2)C1O	-0.23	-0.53	1.98	-0.85	0.21	-0.92	-0.31	0.53	1.23	1.4	1.08	0.29	-0.04	0.91	1.0	-1.32	0.0	0.0
c1ccc2c(c1)Sc1ccccc1N2CC12CCN(CC1)CC2	-0.91	-0.53	-0.74	-1.2	-0.47	1.62	1.49	-0.49	-0.77	-0.47	0.33	0.33	-0.01	-0.8	-1.0	-1.32	0.0	0.0
C=C1C[C@@]23C[C@]1(OC1OC(CO)C(O)C(O)C1O)CCC2[C@]12CCC[C@](C)(C(=O)O1)C2C3C(=O)O	-1.06	-0.53	1.08	-0.85	-0.06	-0.24	-0.37	0.53	0.58	0.42	-0.15	-1.55	-0.8	0.91	1.0	0.76	0.0	0.0
CN(C)CCC=C1c2ccccc2CCc2ccccc21	0.07	1.82	-0.74	-0.94	-0.32	2.8	1.58	-0.66	-1.02	-1.31	0.31	-0.12	0.37	-1.27	-1.0	0.76	1.0	1.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	-0.52	-0.53	0.17	1.22	-0.21	-0.57	0.12	0.53	-0.54	1.11	-0.28	0.53	-0.68	0.48	1.0	0.76	0.0	0.0
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	0.43	-0.53	-0.74	0.54	-4.96	1.03	0.67	-0.66	-0.6	-1.02	-0.38	-5.03	-0.08	-0.8	-1.0	0.76	1.0	1.0
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	-0.63	-0.53	1.08	-0.48	-0.1	-0.67	-0.72	-0.49	0.74	-0.51	-0.29	-1.07	-0.06	-0.29	1.0	0.76	0.0	0.0
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1	0.29	0.65	1.98	-0.72	-0.7	-0.46	0.33	-0.49	0.21	-0.68	1.45	-0.79	0.34	-0.06	-1.0	-1.32	0.0	1.0
Nc1ccc(-c2ccccc2)cn1	0.18	-0.53	-0.74	-0.24	-0.11	-0.75	-0.68	-0.49	-0.43	-1.08	1.06	0.3	0.7	-1.11	-1.0	-1.32	0.0	1.0
Cn1c2ccccc2c(=O)c2c(O)cc3c(c21)CC([C@](O)(CO)COC1OC(CO)C(O)C(O)C1O)O3	0.82	0.65	-0.74	-0.54	-0.32	0.39	-0.93	-1.0	1.44	0.44	-0.47	-1.92	-1.07	-0.28	1.0	0.76	0.0	0.0
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	0.79	-0.53	-0.74	-0.07	-1.51	-2.82	-1.48	-2.19	-0.6	0.02	0.94	0.7	1.67	0.98	1.0	-1.32	0.0	1.0
C=C(C)C1CC=C(C)CC1	0.43	-0.53	-0.74	0.36	0.88	2.78	0.54	0.19	-1.44	-0.67	0.25	1.14	0.73	0.27	-1.0	-1.32	0.0	0.0
CCCCC/C=C/C(=O)OC(CCC(=O)[O-])[N+](C)(C)C	0.21	3.0	1.08	-0.49	-0.32	0.95	0.55	0.7	0.02	1.77	-0.82	0.29	0.26	0.77	1.0	0.76	0.0	0.0
COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1	0.51	0.65	0.17	0.23	-0.5	0.15	0.52	-0.49	-0.36	-1.22	0.13	-1.05	-0.22	-0.42	-1.0	0.76	1.0	1.0
CN(C)CCOC(c1ccccc1)c1ccccc1	-0.85	1.82	-0.74	-1.03	-0.54	1.92	1.01	-0.32	-0.58	-0.89	-0.27	0.08	0.3	-1.33	-1.0	0.76	1.0	1.0
CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)/C(=N\OCOCCOC)[C@@H](C)[C@H](O)[C@@]1(C)O	-2.09	4.18	0.17	3.69	-0.19	0.33	0.22	1.04	-0.06	-1.24	-1.51	-2.59	-1.07	0.69	1.0	0.76	0.0	1.0
CC1=C(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(=O)C5CC(OC6OC(COC7OCC(O)C(O)C7O)C(OC7OCC(O)C(O)C7O)C(O)C6O)CC[C@@]5(C)C4CC[C@@]3(C)C12	-2.55	-0.53	0.17	1.49	0.05	0.32	-0.49	0.19	0.94	1.09	-1.56	-3.79	-3.09	-0.02	1.0	0.76	0.0	0.0
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O	0.69	-0.53	-0.74	0.0	-0.65	0.2	-1.05	-0.32	1.95	0.25	1.11	0.09	0.01	-0.15	-1.0	0.76	0.0	0.0
CNC(=O)Oc1cccc2ccccc12	0.81	0.65	-0.74	-0.53	-0.22	-1.96	0.15	-0.83	-0.32	-1.21	0.99	0.12	0.7	-0.93	1.0	-1.32	1.0	1.0
CCCCC(CC=O)SC	0.87	0.65	-0.74	-0.4	0.51	1.88	0.6	1.55	-0.67	-0.31	0.13	1.26	1.17	-0.8	-1.0	-1.32	0.0	0.0
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1	0.25	0.65	0.17	-0.83	-0.08	-0.66	-0.48	-0.66	-0.36	-0.78	0.7	-0.28	0.29	-0.37	-1.0	-1.32	1.0	1.0
FC(F)OC(F)(F)C(F)Cl	1.18	-0.53	-0.74	-0.04	-2.03	-0.73	-1.36	2.92	0.92	5.12	1.33	0.17	1.11	3.47	-1.0	-1.32	0.0	0.0
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	1.93	-0.53	1.98	3.17	0.19	0.32	-1.17	-2.36	2.87	-0.94	-0.69	0.9	-0.09	-0.04	1.0	0.76	0.0	0.0
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O	-0.15	-0.53	-0.74	0.53	-0.23	-0.05	-0.34	-0.49	-0.24	0.17	0.63	0.52	-0.35	-0.0	-1.0	-1.32	0.0	0.0
CCOc1ccc(CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])cc1	-0.19	-0.53	3.79	0.42	-0.6	1.86	0.22	-0.32	2.39	3.44	-0.76	-2.21	-0.53	0.7	1.0	0.76	0.0	0.0
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12	-0.37	1.82	0.17	1.11	-0.5	-0.77	0.79	-0.66	-0.34	-1.73	-0.84	-1.59	-0.68	-0.09	1.0	0.76	0.0	0.0
Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1	-1.01	-0.53	-0.74	0.56	-0.11	0.38	0.07	-0.32	0.4	0.15	-0.62	-0.73	-0.86	-0.86	-1.0	0.76	0.0	0.0
COC1=CC(=O)OC(CCc2ccc(OC)c(OC)c2)C1	0.27	3.0	1.08	-0.38	0.22	0.65	0.32	-0.32	-0.2	-0.48	-0.11	-0.2	-0.07	-0.02	1.0	0.76	0.0	0.0
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1	-0.26	0.65	0.17	-0.1	-0.15	-0.56	0.09	-0.32	1.06	0.13	-0.91	-2.02	-0.13	-0.44	1.0	0.76	0.0	0.0
Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C	1.03	-0.53	-0.74	1.6	-0.34	1.21	1.65	-1.0	0.35	2.53	0.4	0.52	-0.08	1.07	1.0	0.76	0.0	0.0
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O	0.45	-0.53	-0.74	-0.35	0.38	-1.19	-3.28	-2.19	1.86	1.16	0.76	1.69	0.51	1.47	1.0	-1.32	0.0	0.0
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H](O)C[C@@H](O)CC(=O)O)[C@H]21	-0.78	-0.53	1.08	-0.65	-0.47	-0.56	0.03	-0.15	0.13	-0.17	-0.88	1.0	-0.56	0.87	1.0	0.76	0.0	0.0
O=C(O)C1CC(O)C=N1	0.74	-0.53	0.17	0.09	2.11	-0.55	-1.24	1.89	0.9	-0.03	0.12	0.48	0.91	0.62	1.0	-1.32	0.0	0.0
CCCCCCCCCCCCC/C=C/C(O)C(CO[P@@](=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCC	0.79	3.0	0.17	-2.36	-0.18	0.21	-0.37	-2.19	-0.15	-1.04	0.01	-0.9	-0.85	-1.04	1.0	0.76	0.0	0.0
CC1=NCCc2cc(O)c(O)cc21	0.49	-0.53	-0.74	0.22	2.18	-0.2	-0.67	-0.49	-0.47	-0.42	1.44	0.49	0.51	-0.19	-1.0	-1.32	0.0	1.0
O=C(O)CCCC(=O)NCC(=O)O	0.26	-0.53	1.98	-0.07	-0.93	-1.46	-0.94	1.89	0.18	1.17	0.18	0.9	1.18	0.8	1.0	-1.32	0.0	0.0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O	0.39	1.82	0.17	-1.0	-0.08	0.35	-0.39	-0.49	0.86	-1.04	-0.53	-2.68	-1.52	-0.67	1.0	0.76	1.0	1.0
Oc1cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2[nH]1	0.32	-0.53	-0.74	-1.94	-0.46	-0.16	0.13	-0.66	-0.14	-0.25	-0.03	-0.36	-0.0	-0.73	-1.0	0.76	1.0	1.0
C=CCc1ccc(OC)c(OC)c1	0.75	1.82	-0.74	-0.67	-0.31	1.04	0.63	-0.32	-0.6	-1.47	0.6	0.55	0.41	-0.47	-1.0	-1.32	1.0	1.0
CCCCCC(=O)OCC[N+](C)(C)C	-0.13	3.0	0.17	-0.29	-0.17	0.31	0.83	1.72	-1.43	-0.95	-0.88	0.47	0.58	1.01	1.0	0.76	0.0	0.0
C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CCC3C(C)/C=C/C(C)C(C)(C)O)CC(O)CC1O	-1.42	-0.53	-0.74	1.48	-0.18	0.12	-0.08	-0.15	-0.56	0.32	-0.88	0.36	-1.12	0.75	-1.0	0.76	0.0	0.0
CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1	0.4	0.65	0.17	0.19	-0.32	0.53	0.35	-0.83	-0.05	-1.16	-0.35	-0.34	-0.33	-0.95	1.0	0.76	0.0	0.0
C[C@]12CO[C@](C)(O1)[C@@]13CC2CC[C@@]1(C)CCC3O	-0.49	-0.53	-0.74	0.78	1.29	-0.0	0.35	0.7	-1.06	-0.41	1.01	0.1	0.15	1.64	1.0	-1.32	0.0	0.0
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC	0.94	0.65	0.17	-2.27	-0.77	0.57	0.59	-0.32	-0.67	-0.37	0.31	0.45	0.13	-0.58	-1.0	-1.32	0.0	0.0
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O	-0.47	-0.53	1.08	-1.97	0.04	-0.17	0.28	-0.32	-0.09	-0.09	-0.87	0.06	-0.12	-0.56	1.0	0.76	0.0	0.0
CC(CO)CCNc1ncnc2nc[nH]c12	0.37	-0.53	-0.74	0.06	-0.66	-0.54	-0.83	0.53	0.5	-0.44	-0.1	-0.45	0.54	-1.05	-1.0	-1.32	0.0	0.0
C#CCN(C)C(C)Cc1ccccc1	0.48	0.65	-0.74	-0.69	-0.03	2.05	1.64	-0.66	-0.59	-0.87	0.2	0.23	0.56	-0.65	-1.0	0.76	1.0	1.0
CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C/C=C/C=C(\C)CC/C=C(\C)CC/C=C(/C)CCC=C(C)C	-1.89	-0.53	-0.74	2.44	-0.02	3.43	0.42	0.02	-0.95	-0.13	-1.65	0.19	-1.31	-0.14	-1.0	0.76	0.0	0.0
CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1	-0.63	1.82	-0.74	-1.62	-0.18	0.66	0.43	-0.66	0.03	-0.49	-0.53	-0.84	-0.4	-0.87	-1.0	0.76	0.0	1.0
CC(C)c1cccc(C(C)C)c1O	0.65	-0.53	-0.74	-0.54	1.14	-0.44	-0.05	-0.49	-1.21	-1.18	0.49	0.78	0.51	0.02	-1.0	-1.32	1.0	1.0
CCOP(=O)(O)O	0.54	-0.53	-0.74	0.2	-1.45	-3.57	-3.5	-2.19	0.07	1.23	0.23	2.06	1.68	3.47	1.0	-1.32	0.0	0.0
C=C1CCC2CC=C(C#CC#CCC3OC3CCCCCCC)O[C@@]2(C)CCC2C1CC2(C)C	-1.02	-0.53	0.17	-0.16	0.15	0.66	0.96	-1.34	-1.01	0.24	-0.98	0.92	-0.21	-0.17	-1.0	0.76	0.0	0.0
COc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1O	1.02	0.65	-0.74	0.49	-0.6	0.12	-0.9	-0.32	1.62	0.66	0.53	-0.55	-0.43	-0.0	-1.0	0.76	0.0	0.0
CNc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1	0.65	0.65	-0.74	-0.0	-0.5	1.18	0.82	-0.32	0.14	-1.16	0.78	-0.84	0.26	-1.28	-1.0	0.76	1.0	1.0
CC(C)=CC(C[C@]1(C)OC1C1CCC2[C@]3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)C(C)(C)C3CC[C@]2(C)[C@]12COC(=O)C2)OC1OC(CO)C(O)C(O)C1O	-2.35	-0.53	0.17	1.96	-0.2	0.19	-0.32	0.36	0.7	0.87	-1.44	-1.88	-4.65	0.7	1.0	0.76	0.0	0.0
COc1ccc(CC2COC(=O)[C@@]2(O)Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC	-0.97	3.0	0.17	-1.5	-0.26	0.34	-0.54	-0.32	0.89	-0.17	-0.9	-1.64	-1.57	0.11	1.0	0.76	0.0	0.0
C=C[C@@](C)(O)CC/C=C(/C)C(=O)OC1OC(CO)C(O)C(O)C1O	-0.45	-0.53	0.17	0.55	-0.34	-0.4	-0.72	0.36	0.99	0.06	-0.68	0.06	-0.07	0.8	1.0	0.76	0.0	0.0
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1	-0.67	-0.53	0.17	-1.21	-0.18	0.58	0.35	-0.32	-0.27	1.66	-0.57	-0.39	-0.68	-0.8	-1.0	0.76	0.0	0.0
CCCc1cc(=O)oc2c(C(=O)CC(C)C)c(O)c(CC=C(C)C)c(O)c12	0.98	-0.53	0.17	-2.29	-0.25	-0.21	0.07	-0.83	-0.39	-1.04	-0.35	-0.12	0.38	0.04	1.0	0.76	0.0	0.0
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]314	1.91	1.82	-0.74	-1.03	-0.11	1.25	0.55	-0.49	1.55	0.36	7.0	-0.01	-0.6	-0.47	-1.0	0.76	0.0	1.0
CCCCCCCC1OCC(C)O1	0.43	-0.53	-0.74	-0.06	-0.12	0.39	0.85	1.72	-1.48	0.24	-0.76	0.46	0.52	-0.97	1.0	0.76	0.0	0.0
CCOP(O)(=S)OCC	0.44	-0.53	-0.74	-0.02	3.19	-2.38	-2.23	-3.04	-1.07	-1.01	0.64	1.94	2.45	1.87	1.0	-1.32	0.0	0.0
CCCCCCCCC1CC(C(=O)O)C(=O)O1	-0.7	-0.53	1.08	-0.06	-0.2	-0.46	0.23	1.55	-0.11	2.22	-0.64	0.39	0.35	-0.68	1.0	0.76	0.0	0.0
