SMILES	C-001	F04[C-N]	F05[N-O]	B05[N-S]	F05[N-S]	B05[N-F]	F05[N-F]	B05[N-Cl]	B05[N-Br]	B05[O-O]
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)c(OC)c1	4	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1C	6	3	0	0	0	0	0	0	0	0
COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1	0	8	1	0	0	0	0	0	0	0
O=C(Nc1ccc(F)cc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1	0	15	0	0	0	1	1	0	0	0
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CC(C)(C)c2cc(F)ccc2[C@@H]1C(C)C	4	7	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(OC)cc1	2	1	0	0	0	0	0	0	0	0
O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1	0	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CCc1ccc(-c2ccccc2)cc1	5	4	0	0	0	0	0	0	0	0
CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccc(Cl)cc1	4	1	0	0	0	0	0	0	0	0
COCCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCOC)C1/C=C/c1ccccc1OC	2	1	0	0	0	0	0	0	0	1
COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccc(Cl)c(Cl)c1	2	1	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C3CC3)CC2)cc1-c1ccc(Cl)cc1	0	11	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CCOCC2)cc1-c1ccc(Cl)cc1	0	11	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3	2	12	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1	3	3	0	0	0	0	0	0	0	0
CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(C(F)(F)F)c2)NC(=O)OC(C)(C)C)CCc2ccccc21	5	13	3	0	0	0	0	0	0	1
CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCC)C[C@H](O)CO	3	16	0	0	0	0	0	0	0	0
O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccc(Cl)cn34)CC2)[C@@H](c2cccc(F)c2)C1	0	12	0	0	0	0	0	1	0	0
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1	1	3	2	0	0	0	0	0	0	1
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C	2	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(=S)N(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	4	8	0	0	0	0	0	0	0	0
CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	4	7	0	0	0	0	0	0	0	0
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccccc1Cl	2	1	0	0	0	0	0	0	0	0
CCNC1=N[C@H]2[C@H](O[C@H](CO)C(F)[C@@H]2O)S1	1	3	1	0	0	0	0	0	0	1
Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)NC(C)(C)C)ccc3n2CC(=O)NC(C)(C)C)c1	10	8	0	0	0	0	0	0	0	0
CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1	1	0	0	0	0	0	0	0	0	0
CCc1ccc(NC(=O)N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)cc1	1	15	0	0	0	0	0	0	0	0
CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(C(F)(F)F)c1	3	5	0	0	0	0	0	0	0	0
O=C(NC1CC1c1ccccc1)N1CCC(c2nnco2)CC1	0	11	1	0	0	0	0	0	0	0
Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1cccc(Cl)c1	1	5	0	0	0	0	0	1	0	0
C#CCNCc1ccc(C/N=C2/C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1	0	8	2	0	0	0	0	0	0	0
O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1	0	15	1	0	0	0	0	0	0	0
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Cl)c1	2	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccnc1)CCCC3	2	13	0	0	0	0	0	0	0	0
Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cc1	1	13	1	0	0	0	0	0	0	0
[2H]C1(c2c(C)noc2C)C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OCC	6	3	0	0	0	0	0	0	0	0
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2cccc(Cl)c2)CC1	0	8	1	0	0	0	0	1	0	0
N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1	0	10	1	0	0	0	0	0	0	0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	0	5	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(-c2ccccc2)noc1C(C)C	6	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCCC2)c(Cl)c1	4	2	0	0	0	0	0	0	0	0
Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1	0	14	4	0	0	0	0	0	0	1
Cn1nccc1Nc1ccc2c(c1)C(=O)CC1(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC1)O2	0	12	2	0	0	0	0	0	0	0
Cc1nc2c(=O)n(C3CC3)c3c(Cl)c(N4CC[C@@H]([C@H](C)N)C4)c(F)cc3c2o1	2	8	0	0	0	1	1	0	0	0
CS(=O)(=O)c1ccccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1	0	4	2	1	1	0	0	0	0	1
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1	0	9	2	0	0	0	0	0	0	1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O	2	0	0	0	0	0	0	0	0	0
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1	2	3	1	0	0	0	0	0	0	1
Cc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCCl	1	4	0	0	0	0	0	1	0	0
CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H](O)c2cc(F)ccc2[C@@H]1C(C)C	4	7	0	0	0	0	0	0	0	0
C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)n1ncccc1=O	1	7	1	0	0	0	0	0	0	1
O=C(Nc1cccc(F)c1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1	0	15	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1	3	1	0	0	0	0	0	0	0	0
O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1	0	8	1	0	0	0	0	0	0	0
CCOCC1(COCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21	2	16	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3	2	11	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1ccccc1Cl	3	5	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CC(C)(C)S(=O)(=O)C(C)(C)C2)cc1-c1ccc(C#N)cc1	4	13	0	0	0	0	0	0	0	1
O=C(CN(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2Cl)CC1	0	12	1	0	0	0	0	0	0	0
COc1ccc2ncc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1	0	13	2	0	0	0	0	0	0	0
CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1C(F)(F)F	4	1	0	0	0	0	0	0	0	0
Cc1ccc(C(C)C)cc1O	3	0	0	0	0	0	0	0	0	0
Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(Cl)cc1	1	5	0	0	0	0	0	0	0	0
Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cn1	1	14	1	0	0	0	0	0	0	0
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1	0	9	0	0	0	0	0	1	0	0
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2ccnn21	0	9	0	0	0	0	0	0	0	0
CN1CCCC(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)C1	0	8	1	0	0	0	0	0	0	0
COc1ccc(C2C(C(=O)OC(C)C)=C(C)NC(C)=C2C(=O)OC(C)C)cc1OC	6	1	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CN(C(=O)OC(C)(C)C)C2)cc1-c1ccc(Cl)cc1	3	15	0	0	0	0	0	0	0	1
COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccc(Cl)c([N+](=O)[O-])c1	2	3	0	0	0	0	0	0	0	0
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(CC2CCNCC2)CC1	0	7	1	0	0	0	0	0	0	0
Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)NC(C)(C)C)ccc3n2CC(=O)OC(C)(C)C)c1	10	6	0	0	0	0	0	0	0	0
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)(C)C)cc1	5	1	0	0	0	0	0	0	0	0
Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)N(C)C)ccc3n2CC(C)O)c1	5	5	0	0	0	0	0	0	0	0
N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1	0	4	0	0	0	0	0	0	0	0
CSc1c(C#N)c(=O)c2ccc(F)cc2n1-c1c(Cl)cccc1Cl	0	3	0	0	0	0	0	0	0	0
CCCCn1cc(CN2CCCCC2)c2ccccc21	1	4	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2Br)noc1C	5	5	0	0	0	0	0	0	0	0
COc1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC	0	8	3	0	0	0	0	0	0	0
C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1CC1	1	18	0	0	0	1	8	0	0	0
O=C(Nc1ccc(F)cc1)N1N=C(c2cc[n+]([O-])cc2)CC1c1ccc(F)cc1	0	16	0	0	0	1	1	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCCCCCCCCCCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1	6	6	0	0	0	0	0	0	0	0
CSCC[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]3CSSC[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(N)=O)CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC3=O)C(=O)N2	7	125	36	1	8	0	0	0	0	1
O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1ccc2c(c1)C1(CCS(=O)(=O)CC1)[C@H](C1CC1)N2S(=O)(=O)c1ccc(F)cc1	0	10	1	1	1	0	0	0	0	0
CCN(CC)CC(=O)N1C[C@@H](c2ccc(Cl)cc2)Sc2ccccc21	2	7	0	0	0	0	0	0	0	0
N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1	0	7	0	0	0	0	0	0	0	0
CC1=C(C(=O)OC(C)C)C(c2ccc(C)cc2)C(C(=O)OC(C)C)=C(C)N1	7	1	0	0	0	0	0	0	0	0
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2Cl)CC1	0	8	1	0	0	0	0	0	0	0
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	2	6	0	0	0	0	0	0	0	0
C[C@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn32)CC1	2	20	0	0	0	1	6	0	0	0
Cc1cc(C)cc(COCC(NCC(N)=O)C(c2ccccc2)c2ccccc2)c1	2	6	0	0	0	0	0	0	0	0
