SMILES	C-017	H-046	H-050	AATSC1dv	MATS4s	GATS3d	BELd0	nR_3_True_False_None_False	H6m	R7p	RDF030m	JGI2	JGI3	B02[N-O]	PNSA4	observed	predicted
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12	-0.249321075795678	-0.748108420058645	0.5885843993341789	-0.6936486883889256	-0.10807832795309469	-0.8182719427796886	1.059702480428651	-0.37490153242073376	1.5887868906471312	0.1670706853436125	0.29456758983149145	-0.3151375977398796	0.7340990840020275	1.6839765812206853	-2.7185536158792907	0	0
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1	-0.249321075795678	-0.3740256104261396	-0.48266104732042137	0.2658400717648923	0.751818762178132	-0.39539339493226805	-0.854032413221195	-0.37490153242073376	0.2836939953229355	-0.405988388793485	-0.7262868106062995	-0.9822351143072668	-0.7948680292630269	1.6839765812206853	-0.17161667377991235	1	1
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	-0.249321075795678	-0.748108420058645	0.23150258378264552	-0.8988157666778687	1.9970599316337148	-0.3764372305327351	-0.49652149902287235	0.29961181614366744	-0.6816604320121048	-0.47545009474949684	-0.9270166084451911	-0.28178272191151127	0.19401445433386114	-0.5938324862422478	-0.5578379735054321	0	0
CC(Cc1ccccc1)NCCC#N	-0.249321075795678	-0.748108420058645	-0.48266104732042137	-0.40417123455170817	0.6958989825409284	-0.6019060168576973	-1.0012427896557983	-0.37490153242073376	-0.2756315312445771	-0.3307382073411389	-1.0429267473476487	-1.6326551929604718	-0.7427584536449157	-0.5938324862422478	0.7011932444438987	1	0
CCCCCCCCCCCCC/C=C\C=C\C(=O)NCC(C)C	-0.249321075795678	1.7208381235158905	-0.48266104732042137	-0.5775839758310478	0.2693338226503576	-1.4934965623520515	-1.043302897208542	-1.0494148809851351	-0.34606511607159723	-0.09919918748776603	0.2569873494842104	-1.782752134188133	-1.9050285533010414	1.6839765812206853	0.8328806608103131	0	0
CO[C@]1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(OC5OC(C)C(O)C(OC6OCC(O)C(O)C6O)C5O)C5CC(=O)CC[C@]5(C)C4CC[C@]3(C)C2C1C	-0.249321075795678	0.9726725042508798	2.373993477091846	-0.19059226301140897	0.43206321380863016	0.6288549020618011	1.0386724266522795	1.64863851327247	2.5541413179821717	1.3652851130848163	3.087277499012581	0.6842957725356232	0.46067065863710743	-0.5938324862422478	-0.9744459448408175	0	0
CN1C2CCC1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2	-0.249321075795678	-0.748108420058645	-0.48266104732042137	0.8497155912531499	1.0632630833331618	-0.8072869667678803	1.017642372875906	-0.37490153242073376	-0.40406924475267264	-0.0934107119914317	0.16039556706549565	-0.5819766043668337	0.9244575002727681	1.6839765812206853	0.429545830349975	1	1
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1	-0.249321075795678	-0.748108420058645	-0.48266104732042137	0.9055702912835987	2.2329449107864745	0.5518086607944495	-0.4334313376937561	0.29961181614366744	-0.0477581685689239	0.265474768781296	-0.4105524218251259	-0.027772513680080928	0.44554233133385407	1.6839765812206853	-0.0074408898163034675	1	1
Cc1nc2c(=O)[nH]c(=O)nc-2n(CC(O)C(O)C(O)CO)c1C	-0.249321075795678	-0.748108420058645	0.9456662148857123	0.39770035103919227	0.5684641258189548	-0.28059666954264667	-0.5596116603519877	-1.0494148809851351	-0.26734522714728065	0.1149744058766036	-0.09874207420471236	0.515875308612636	-0.013790803421993628	1.6839765812206853	-0.9263000723461272	0	0
C=C1C[C@@]23CCC4C(C)(C)CCC[C@]4(C)C2CCC1C3	-0.249321075795678	1.4963884377363874	-0.8397428628719548	-0.07754901209153978	0.3881088878051241	1.1774905023967985	1.059702480428651	1.64863851327247	-0.6650878238175119	0.20180153832161843	-0.39847844902278656	0.8959009707978405	1.303741067672623	-0.5938324862422478	1.0492845507187625	0	0
