SMILES	H-050	AATS0d	AATS0i	AATSC0c	AATSC0i	AATSC1c	GATS1v	GATS1se	ESpm02u	EEig04u	SIC3	ZMIC1	B01(C-N)	nAr_NH	nCOO	observed	predicted
CCCCCCCCCCCCCCCCCC(=O)OCCO	0.01	-1.37	0.26	-0.62	-0.4	0.54	1.59	-0.02	0.39	0.56	-1.95	1.61	-0.94	-0.16	-0.32	2.52329112918679	2.5148680135503096
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1	0.01	-0.01	0.1	-0.56	-0.06	0.63	0.16	0.07	0.9	0.68	0.36	0.32	1.06	-0.16	-0.32	2.5967619862752436	2.5899493927927977
Nc1ccc(F)c([N+](=O)[O-])c1	0.77	0.78	0.96	0.87	1.24	0.24	-1.02	-1.16	-0.18	-0.11	1.13	-0.67	1.06	-0.16	-0.32	2.5689640044577606	2.560699041822782
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1	-0.75	1.17	-1.05	-0.56	-0.25	0.92	-0.96	-1.23	1.4	1.15	0.42	1.69	-0.94	-0.16	-0.32	2.616107757092463	2.6190306767946376
c1ccc(-c2ccc3ccccc3n2)cc1	-0.75	0.72	-0.97	-1.02	-0.11	0.83	-0.83	-0.32	0.52	0.48	0.38	0.51	1.06	-0.16	-0.32	2.555275870769318	2.5523238892290725
O=c1ccc2ccc(O)cc2o1	0.01	1.09	-0.75	1.4	-0.21	-1.5	-1.01	0.0	0.09	0.43	1.35	-0.41	-0.94	-0.16	-0.32	2.702128838286881	2.696937830936506
Cc1ccc(O)c(C=O)c1	0.01	-0.01	-0.44	0.48	-0.23	-0.24	-0.44	-0.23	-0.4	-0.54	0.9	-0.91	-0.94	-0.16	-0.32	2.517393859428098	2.5266886164221094
CCO/N=C(\CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O	0.01	-0.17	-0.11	-0.43	-0.23	0.63	0.31	-0.52	1.09	0.9	0.17	0.12	1.06	-0.16	-0.32	2.578811060322581	2.6030907203454143
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21	-0.75	1.32	-1.37	-1.15	-0.28	1.02	-1.1	-0.39	1.21	0.85	-0.37	2.06	-0.94	-0.16	-0.32	2.8069596466035307	2.7151392648824513
CCCCCOC(C)=O	-0.75	-1.41	0.33	-0.17	-0.43	-0.05	1.7	-0.41	-1.11	-0.93	0.16	-0.96	-0.94	-0.16	-0.32	2.3061032087275852	2.2938067243017444
Oc1ccc2c(c1)[nH]c1ccccc12	0.77	1.1	-0.76	0.22	-0.08	-0.14	-1.16	0.63	0.45	0.61	0.94	-0.04	1.06	5.43	-0.32	2.7361175079685736	2.7172703647465837
Cc1ccc(C)c(Br)c1	-0.75	-0.24	-0.69	-1.21	-0.27	1.02	-0.6	-1.01	-0.51	-0.85	-0.3	-0.44	-0.94	-0.16	-0.32	2.45048005460606	2.4261016844252996
Cc1cc(Cl)c2ccccc2n1	-0.75	0.7	-0.71	-0.95	-0.12	0.83	-0.87	-0.93	0.09	0.27	0.8	-0.43	1.06	-0.16	-0.32	2.4992057936633727	2.503922877420569
Cc1cccc2c1ccc1cc(C(C)C)ccc12	-0.75	0.31	-0.75	-1.21	-0.22	1.02	-0.38	0.29	0.8	0.74	0.24	0.54	-0.94	-0.16	-0.32	2.5730457495590535	2.5691755851350133
CC(C)CO	0.01	-1.79	0.54	-0.36	-0.52	0.34	2.08	0.7	-2.08	-2.45	-1.01	-1.34	-0.94	-0.16	-0.32	2.217878578027433	2.21859168959693
O=[N+]([O-])c1cnc(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2C(F)(F)F)c(Cl)c1	0.01	2.15	1.35	1.14	1.86	0.34	-1.06	-0.96	1.36	1.39	0.72	1.04	1.06	-0.16	-0.32	2.5695494648887034	2.5735277556561327
Cc1ccc(N=C2NCCN2)c(Cl)c1	0.77	0.21	0.11	-0.23	-0.03	-0.24	-0.46	0.16	0.25	0.34	0.49	-0.52	1.06	-0.16	-0.32	2.625466793609239	2.6312673443870507
CC/C(Br)=C\Br	-0.75	-1.18	-0.55	-1.21	-0.39	1.02	-0.88	-1.1	-1.77	-2.28	0.24	0.12	-0.94	-0.16	-0.32	2.349568902508676	2.3485464476260076
N#Cc1cccc(C(=O)O)c1	0.01	0.61	-0.59	0.94	-0.02	-1.41	-1.06	-0.15	-0.29	-0.11	1.35	-0.68	1.06	-0.16	2.52	2.692097489441729	2.6913170469102803
Fc1cc2c(cc1F)Oc1cc(Cl)c(Cl)cc1O2	-0.75	2.42	-0.12	0.74	1.82	-0.05	-1.33	-0.43	0.85	0.96	-0.24	0.79	-0.94	-0.16	-0.32	2.695612995691491	2.688941099557088
CCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCC	-0.75	-1.32	0.19	-0.95	-0.38	0.63	1.57	-0.48	1.09	0.79	-2.75	4.1	-0.94	-0.16	-0.32	2.5278231640126587	2.5280529889911287
CC(C)(O)C(Br)(Br)Br	0.01	-0.01	-0.32	-0.3	-0.45	0.05	-1.19	0.18	-0.51	-2.0	-1.34	1.34	-0.94	-0.16	-0.32	2.6455696293511513	2.576651055265597
CCCCCCCCCCCCCCCCCCCCCCC	-0.75	-1.57	0.22	-1.28	-0.39	1.02	1.83	2.33	0.32	0.56	-3.49	2.65	-0.94	-0.16	-0.32	2.5061666650469663	2.5023699402347277
OC1CCC(O)CC1	0.77	-0.85	0.36	0.03	-0.43	-0.05	0.86	0.61	-0.78	-1.05	-1.93	-0.67	-0.94	-0.16	-0.32	2.619249898968967	2.598401438409013
OCc1c(Cl)cccc1Cl	0.01	0.35	-0.6	-0.3	-0.35	0.34	-1.23	-0.2	-0.4	-0.35	1.13	-0.3	-0.94	-0.16	-0.32	2.5695494648887034	2.564586765934256
NS(=O)(=O)c1ccc(CCCCO)cc1	1.54	-0.24	0.01	-0.3	-0.11	0.05	0.04	-0.63	0.25	0.38	0.77	-0.35	-0.94	-0.16	-0.32	2.546110621749425	2.549051223151359
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl	-0.75	0.81	-0.86	0.22	0.03	-0.82	-1.06	0.82	0.45	0.49	0.09	0.62	-0.94	-0.16	-0.32	2.538636561218452	2.5287389129088416
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1	1.54	0.36	-0.05	-0.3	-0.11	0.24	-0.11	0.17	1.33	1.11	0.91	-0.29	1.06	5.43	-0.32	2.6485063777121614	2.65095308247101
NC1C=Cc2ccc3c4c(ccc1c24)C=CC3	0.77	1.07	-0.86	-0.89	-0.11	0.73	-1.04	1.26	0.85	0.85	1.06	0.16	1.06	-0.16	-0.32	2.59011703478479	2.5906811986905733
COc1ccccc1CC#N	-0.75	-0.22	-0.35	-0.17	-0.09	0.54	-0.15	-0.14	-0.4	-0.11	0.63	-0.72	1.06	-0.16	-0.32	2.5352308071945058	2.5140616589576648
N=C(N)N(N)Cl	3.06	-0.77	2.28	1.46	-0.74	-2.67	-1.13	0.75	-1.52	-2.0	0.6	-1.1	1.06	-0.16	-0.32	2.6431070774941166	2.6454811561600877
O=C(O)C(O)C(O)C(O)C(O)C(O)CO	4.58	-0.34	0.69	2.63	-0.58	-2.38	0.11	1.26	0.17	0.2	0.65	0.37	-0.94	-0.16	2.52	2.6228872274491244	2.6190962616859172
ON=C(C1CC1)C1CC1	0.01	-0.08	0.2	-0.36	-0.22	0.54	0.19	-0.68	-0.29	-0.82	-1.27	-0.74	1.06	-0.16	-0.32	2.543633532576258	2.5590517183974804
CCCCCCCCCCCCCCCCCCCl	-0.75	-1.54	0.21	-1.21	-0.4	1.02	1.51	-0.35	0.0	0.44	-2.75	1.62	-0.94	-0.16	-0.32	2.4796472787693866	2.47933970299465
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O	0.01	0.37	-0.25	0.03	-0.13	-0.43	-0.14	-0.53	1.29	1.1	0.21	1.0	1.06	-0.16	-0.32	2.5612803142902894	2.6152065683986985
CCCCCCCC/C=C/CCCCCCCCCCCCO	0.01	-1.49	0.2	-1.02	-0.38	0.83	1.59	0.87	0.32	0.56	-1.63	1.83	-0.94	-0.16	-0.32	2.488762172066694	2.49333333655135
C1=C\C=C/C=C\C=C/1	-0.75	-0.71	-0.75	-1.08	-0.22	1.02	-0.32	0.34	-1.11	-1.05	-3.96	-0.56	-0.94	-0.16	-0.32	2.4288634082992564	2.428112491796309
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1	3.82	0.92	-0.17	0.87	-0.22	-0.34	-0.44	0.18	2.05	1.76	0.82	0.71	1.06	-0.16	-0.32	2.6827315646221837	2.679161136656165
CCCF	-0.75	-2.05	1.53	-0.82	1.17	0.83	2.35	-1.09	-2.98	-1.05	-0.28	-1.49	-0.94	-0.16	-0.32	2.057475915826254	2.0600525275600567
CCOC(=O)CCCCCCC(=O)OCC	-0.75	-1.11	0.27	0.03	-0.4	-0.24	1.44	-0.39	-0.09	0.13	-0.9	-0.11	-0.94	-0.16	-0.32	2.4456820268526793	2.4184598241152635
C=CCS(=O)CC(N)C(=O)O	1.54	-0.71	0.29	0.81	-0.12	-1.02	0.12	-0.16	-0.51	-0.23	0.77	-0.94	1.06	-0.16	2.52	2.6416228160292308	2.652082980443007
O=[N+]([O-])C(Br)([N+](=O)[O-])[N+](=O)[O-]	-0.75	2.17	1.83	5.11	-0.57	3.84	-2.18	0.79	-0.18	-0.43	-1.31	0.56	1.06	-0.16	-0.32	2.463370327292407	2.4623289719117096
CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3	-0.75	0.37	-0.39	0.03	-0.11	-0.53	-0.05	0.39	1.17	1.0	-0.01	0.15	-0.94	-0.16	-0.32	2.557988148224913	2.5542801507972257
C[NH+]1CCC(OC(c2ccccc2)c2ccccc2)CC1	0.01	-0.16	-0.27	-0.56	-0.19	0.63	0.1	0.56	0.85	0.91	-0.27	0.76	1.06	-0.16	-0.32	2.6786549281630445	2.631228989404742
CC[NH+](CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1	0.77	-0.44	-0.04	-0.23	-0.25	0.15	0.48	0.13	1.09	0.98	0.02	0.43	1.06	-0.16	-0.32	2.6049277034284457	2.60082968650877
CCC(=O)/C=C/c1ccccc1	-0.75	-0.47	-0.52	-0.89	-0.22	0.83	-0.05	-1.11	-0.29	-0.11	0.48	-0.24	-0.94	-0.16	-0.32	2.493667131228017	2.463968018292474
CCCCCOC(=O)CCC(=O)OCCCCC	-0.75	-1.15	0.26	-0.1	-0.4	-0.05	1.47	-0.4	0.09	0.54	-0.82	0.22	-0.94	-0.16	-0.32	2.4188810685343576	2.3957933339463544
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[nH+]cn1C	0.01	-0.14	0.27	0.22	-0.2	-0.24	0.58	-0.08	0.39	0.25	0.66	-0.84	1.06	5.43	-0.32	2.679109782081773	2.648948566612104
O=C(OCc1ccccc1)c1ccccc1	-0.75	0.2	-0.75	-0.23	-0.21	0.15	-0.46	-0.56	0.32	0.36	0.32	0.36	-0.94	-0.16	-0.32	2.468568852723465	2.5117030357790826
Cc1ccc(O)c(C)c1	0.01	-0.37	-0.31	-0.04	-0.25	-0.05	-0.06	0.5	-0.51	-0.85	-0.01	-0.81	-0.94	-0.16	-0.32	2.473705886887772	2.509786261573996
CC(C)NCCO	0.77	-1.62	0.76	-0.23	-0.46	0.24	1.98	0.99	-1.52	-2.0	-0.42	-1.19	1.06	-0.16	-0.32	2.6038477712994235	2.485547187237476
COc1ccc(CCl)cc1	-0.75	-0.3	-0.4	-0.23	-0.29	0.54	-0.27	-0.36	-0.51	-0.37	0.75	-0.63	-0.94	-0.16	-0.32	2.473705886887772	2.472740779665198
FC(F)(Cl)C(Cl)(Cl)C(F)(F)Cl	-0.75	2.93	4.03	1.59	5.16	-0.43	-1.46	2.39	0.09	-2.0	-1.26	1.36	-0.94	-0.16	-0.32	2.3621996388688866	2.3633104269615592
CC(=O)Nc1ccc(F)cc1	0.01	0.07	0.41	-0.17	1.01	-0.14	-0.29	-0.81	-0.29	-0.11	0.93	-0.71	1.06	-0.16	-0.32	2.6305804106989807	2.5680915200178047
CC(C)OC(=O)OOC(=O)OC(C)C	-0.75	-0.61	0.44	1.4	-0.46	-2.47	1.38	-0.41	-0.09	0.59	-1.97	-0.11	-0.94	-0.16	-0.32	2.452016565962548	2.454870144395129
O=C1CC(c2ccccc2)Oc2ccccc21	-0.75	0.72	-0.85	-0.3	-0.21	0.54	-0.65	-0.62	0.64	0.68	0.66	0.26	-0.94	-0.16	-0.32	2.5442541306840103	2.556294776044938
O=C1CSC(=O)N1	0.01	0.7	-0.13	1.33	0.34	-2.18	-1.16	-0.32	-0.93	-1.61	0.92	-0.88	1.06	-0.16	-0.32	2.6033067965385137	2.6031912941057143
CCCCCCCC/C=C\CCCCCCCCCCCC(N)=O	0.77	-1.39	0.23	-0.95	-0.34	0.63	1.43	0.0	0.45	0.64	-1.52	1.76	1.06	-0.16	-0.32	2.5448738432348015	2.545693405599397
CC1(O)C(=O)CC2CC1C2(C)C	0.01	0.2	0.04	-0.56	-0.33	0.44	0.5	-0.36	0.45	0.18	-0.03	-0.74	-0.94	-0.16	-0.32	2.493667131228017	2.6062733708202406
O=C(O)C1(O)c2ccccc2-c2ccc(Cl)cc21	0.77	1.56	-0.91	0.55	-0.26	-0.63	-1.37	-0.13	0.9	0.8	1.02	0.24	-0.94	-0.16	2.52	2.6285421834125686	2.6685356476946143
C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C	0.01	0.3	-0.26	-0.82	-0.26	0.73	0.12	-0.37	1.36	1.1	0.72	0.08	-0.94	-0.16	-0.32	2.643600706192297	2.6500174366808547
CCCCCCCCCCCCCCCC(=O)OCCCC	-0.75	-1.41	0.23	-0.82	-0.39	0.63	1.68	-0.29	0.32	0.51	-1.73	1.56	-0.94	-0.16	-0.32	2.462472869803616	2.47407873319708
O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1	0.77	0.11	0.19	0.48	-0.03	0.15	-0.14	0.01	0.69	0.99	-0.13	0.11	1.06	-0.16	-0.32	2.692979037459632	2.683373354679503
COC1C(OC(C)=O)CC(=O)OC(C)C/C=C\C=C/C(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O	1.54	-0.25	0.21	0.16	-0.35	-0.05	0.93	0.05	2.44	1.55	0.46	2.98	1.06	-0.16	-0.32	2.607079544728571	2.605510087246067
CCCCCCNC(=O)COC(=O)c1ccccc1	0.01	-0.6	0.0	-0.1	-0.24	-0.05	0.49	-0.45	0.39	0.61	0.5	0.07	1.06	-0.16	-0.32	2.6060049568194357	2.562932212723212
N#Cc1cccc(F)c1	-0.75	0.54	0.09	-0.69	1.78	0.63	-0.87	-1.15	-0.64	-0.65	1.35	-0.77	1.06	-0.16	-0.32	2.4101865286571087	2.4108753482837706
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1	0.77	1.07	0.3	0.22	1.4	-0.73	-1.01	-0.68	0.85	0.87	1.35	0.54	1.06	-0.16	-0.32	2.7093971770530683	2.7038414156359636
C=CCn1c(N)cc(=O)n(CC)c1=O	0.77	-0.11	0.45	0.35	-0.12	-1.11	0.35	-0.19	0.17	0.16	0.65	-0.74	1.06	-0.16	-0.32	2.619249898968967	2.620591026644494
CC(C)(C)c1ccc(O)c(O)c1	0.77	-0.22	-0.11	0.55	-0.29	-0.63	0.13	0.61	0.09	0.28	-0.81	-0.48	-0.94	-0.16	-0.32	2.5151449947648206	2.5829576367647227
Nc1ccc(/N=N/c2ccc(N)cc2)cc1	2.3	0.3	-0.0	-0.1	0.14	-0.05	-0.87	0.7	0.39	0.84	-0.34	0.37	1.06	-0.16	-0.32	2.71904110786986	2.6621195800853026
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O	1.54	1.49	-0.75	1.59	-0.21	-1.02	-1.27	0.07	1.04	1.1	0.6	0.4	-0.94	-0.16	-0.32	2.72439876574326	2.72323381793782
Nc1ccccc1Cl	0.77	-0.01	-0.29	-0.17	-0.11	-0.05	-1.19	-0.02	-0.78	-1.05	0.82	-0.73	1.06	-0.16	-0.32	2.41355121317555	2.4707332119065706
Cc1ccc(C)c(N)c1	0.77	-0.5	-0.08	-0.56	-0.14	0.34	-0.05	1.89	-0.51	-0.85	-0.25	-0.83	1.06	-0.16	-0.32	2.46037156183465	2.4592074191065243
CC1(C)CCC2(C)CC=C3C(C)(CCC4C3(C)CCC3C(C)(C)C(O)CCC43C)C2C1	0.01	0.01	-0.04	-1.08	-0.31	0.83	0.75	0.6	1.95	1.91	-0.59	1.72	-0.94	-0.16	-0.32	2.7455822134044645	2.7006145533544017
CCCCCCCCCCCCCCC(=O)O	0.01	-1.41	0.25	-0.62	-0.4	0.24	1.55	-0.14	-0.09	0.41	-1.94	0.82	-0.94	-0.16	2.52	2.512484275877902	2.5186426100037886
CCC(=O)OC(c1ccccc1)C(c1ccccc1)C(C)CN(C)C	-0.75	-0.34	-0.19	-0.62	-0.21	0.54	0.39	-0.3	1.04	1.09	0.06	0.9	1.06	-0.16	-0.32	2.542389669540937	2.5483430465757757
Sc1ccccc1S	0.77	-0.01	-1.41	-0.89	0.12	0.73	-0.63	0.48	-0.78	-1.05	-0.51	-0.29	-0.94	-0.16	-0.32	2.4784221877400805	2.4792238510781783
CC(C)(C)NCCO	0.77	-1.35	0.68	-0.36	-0.44	0.34	1.93	0.96	-0.93	-2.0	-1.19	-1.02	1.06	-0.16	-0.32	2.5012647157334826	2.501102878370112
O=Cc1cccc([N+](=O)[O-])c1	-0.75	0.61	-0.24	0.09	-0.06	0.83	-0.65	-1.75	-0.29	-0.11	1.35	-0.63	1.06	-0.16	-0.32	2.5206800016343953	2.5457421757248704
CC(=O)CC(=O)Nc1ccccc1C	0.01	-0.21	-0.15	-0.3	-0.16	0.24	0.03	-0.76	0.09	0.28	0.6	-0.45	1.06	-0.16	-0.32	2.577664104732127	2.562781744906384
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1	0.77	-0.17	0.07	-0.36	-0.19	0.24	0.41	0.6	0.85	0.98	-0.32	-0.23	1.06	-0.16	-0.32	2.6581545470672103	2.651397245072613
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl	-0.75	0.97	-0.4	0.55	-0.0	-1.31	-0.72	0.93	0.45	0.49	0.02	0.53	1.06	-0.16	-0.32	2.499893186149237	2.5162519268500865
C=C(C)C=O	-0.75	-1.41	0.0	-0.49	-0.32	0.63	0.83	-1.1	-2.08	-2.45	0.09	-1.39	-0.94	-0.16	-0.32	2.2836403888003676	2.286974765049348
C/C(=C/CNc1ncnc2nc[nH]c12)CO	1.54	0.19	0.54	0.42	0.04	-0.53	-0.13	0.87	0.39	0.41	0.91	-0.67	1.06	5.43	-0.32	2.681828946648094	2.6881851179309577
CNC(=O)Oc1cccc2c1OC(C)(C)O2	0.01	0.48	0.01	1.14	-0.2	-1.7	0.1	0.12	0.58	0.68	0.23	-0.32	1.06	-0.16	-0.32	2.605466664135372	2.597442945928519
CCCCCCCCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O	1.54	-0.97	0.27	-0.23	-0.4	0.24	1.27	0.23	1.09	0.8	-1.39	2.17	-0.94	-0.16	-0.32	2.518711301609029	2.523990294466974
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21	-0.75	0.39	-0.71	-1.02	-0.09	1.02	-0.58	-0.56	0.95	0.97	0.41	0.47	1.06	-0.16	-0.32	2.5689640044577606	2.567001969219106
Cc1cccc(C#N)c1	-0.75	-0.09	-0.6	-1.02	-0.03	0.92	-0.49	-1.09	-0.64	-0.65	0.82	-0.84	1.06	-0.16	-0.32	2.398200507219428	2.414771095202239
CNC(=O)n1cc(F)c(=O)[nH]c1=O	0.77	0.81	1.26	1.72	0.92	-2.76	-0.18	-0.15	0.09	0.28	0.93	-0.54	1.06	5.43	-0.32	2.6986658917468582	2.703776257989074
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1	1.54	1.04	0.01	0.09	0.22	-0.53	-0.96	-0.81	0.69	0.87	1.13	0.23	1.06	-0.16	-0.32	2.662899426362577	2.6696209664869706
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	-0.75	3.38	8.36	3.61	6.38	-0.34	2.39	2.85	0.85	0.71	-1.66	0.7	-0.94	-0.16	-0.32	2.2384224958854797	2.242001722253959
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	0.01	0.2	-0.13	-0.89	-0.28	0.73	0.33	-0.37	1.25	1.07	0.59	0.17	-0.94	-0.16	-0.32	2.631595948357801	2.633154089439406
O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O	3.82	1.12	-0.37	3.81	-0.23	-3.15	-1.5	0.97	0.9	0.85	0.41	1.11	-0.94	-0.16	-0.32	2.734919783872693	2.735947994138979
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O	0.01	0.63	-0.47	-0.49	-0.23	0.44	-0.32	-0.43	1.13	0.91	0.72	-0.33	-0.94	-0.16	-0.32	2.7093971770530683	2.6939116706099457
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1	0.77	0.61	0.38	1.0	0.04	-1.21	0.18	-0.22	1.33	1.14	0.37	0.22	1.06	-0.16	-0.32	2.6182050422592695	2.6243198262109226
CC(=O)NC(=O)c1ccccc1O	0.77	0.19	-0.13	0.94	-0.14	-1.21	-0.48	-0.15	0.0	0.28	0.86	-0.55	1.06	-0.16	-0.32	2.624436805027557	2.620859180224447
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21	-0.75	0.96	-0.3	-0.23	0.02	0.54	-0.52	-1.46	1.04	1.03	0.82	0.39	1.06	-0.16	-0.32	2.550411819008074	2.599136685139639
O=C(OC1CCCCC1)C(=O)OC1CCCCC1	-0.75	-0.43	0.08	0.16	-0.34	-0.14	0.79	-0.5	0.52	0.42	-1.81	0.81	-0.94	-0.16	-0.32	2.5005794923633378	2.5045054814915217
O=C(O)c1cc(=O)cc(C(=O)O)o1	0.77	1.23	-0.25	4.2	-0.25	-3.93	-1.15	0.67	0.09	0.11	-0.08	-0.21	-0.94	-0.16	5.36	2.7284755297625956	2.7403740412679465
O=C(O)/C=C\c1cccc(O)c1	0.77	0.14	-0.47	1.53	-0.22	-1.79	-0.79	0.24	-0.18	0.09	1.35	-0.26	-0.94	-0.16	2.52	2.6854282170733255	2.6804745539496992
FC(F)=C(Cl)Cl	-0.75	0.93	3.4	0.68	5.23	-0.43	-1.5	1.62	-1.52	-2.0	-0.48	-0.3	-0.94	-0.16	-0.32	2.196314385353599	2.1889955967065893
COc1cc(CCCO)ccc1O	0.77	-0.47	-0.03	0.81	-0.3	-0.43	0.2	0.57	-0.09	0.28	0.75	-0.7	-0.94	-0.16	-0.32	2.5291093917613616	2.5279884932657177
COc1c2c(cc3oc(=O)ccc13)OC(C)(C)C=C2	-0.75	0.89	-0.5	0.55	-0.22	-0.34	-0.28	-0.17	0.95	0.98	0.4	-0.06	-0.94	-0.16	-0.32	2.6086864575703634	2.606738341989747
CCCCOCC	-0.75	-1.81	0.43	-0.76	-0.47	0.83	2.27	0.27	-1.77	-1.47	0.0	-1.08	-0.94	-0.16	-0.32	2.1736232576980816	2.1881017580071243
Cc1cc(Cl)[nH]n1	0.01	0.11	0.45	-0.43	-0.04	0.54	-0.8	-0.63	-0.93	-1.61	0.56	-1.09	1.06	5.43	-0.32	2.5928981308786256	2.588716607234342
COc1ccc(C(=O)Cc2c(CCN(C)C)cc3c(c2OC)OCO3)c(C(=O)O)c1OC	0.01	0.33	-0.1	1.07	-0.23	-0.43	0.2	0.09	1.57	1.28	0.15	0.98	1.06	-0.16	2.52	2.6140002945951797	2.61775860832744
C=C(C)CC1(CC)C(=O)NC(=S)NC1=O	0.77	0.04	0.03	0.03	0.0	-0.43	-0.11	-0.43	0.39	0.72	0.17	-0.55	1.06	-0.16	-0.32	2.637139350726339	2.6364271956795724
CCCCCCCI	-0.75	-1.71	0.02	-1.21	-0.21	1.02	0.4	1.73	-1.52	-1.05	-0.44	-0.28	-0.94	-0.16	-0.32	2.3520859975015855	2.3563922649523175
Ic1ccc(I)cc1	-0.75	0.46	-1.96	-1.21	-0.07	0.92	-1.85	-0.7	-0.78	-1.05	-0.63	1.54	-0.94	-0.16	-0.32	2.607079544728571	2.531275546697596
CC(C)(C)Oc1ccccc1	-0.75	-0.51	-0.2	-0.56	-0.27	0.54	0.51	0.12	-0.18	-0.11	-0.98	-0.38	-0.94	-0.16	-0.32	2.3964608915070755	2.43833448675782
O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12	2.3	1.49	-0.56	3.03	-0.21	-3.54	-1.46	0.35	1.04	1.26	-0.67	1.4	-0.94	-0.16	11.03	2.773164534737837	2.774055300744827
COc1ccc(CC(=O)O)cc1	0.01	-0.13	-0.24	1.0	-0.26	-0.92	-0.11	0.01	-0.18	-0.11	0.86	-0.67	-0.94	-0.16	2.52	2.5564834191127086	2.602313112274554
COC(=O)c1cc(C)ccc1C1=NC(C)(C(C)C)C(=O)N1	0.01	0.24	-0.02	-0.04	-0.16	-0.24	0.18	-0.44	1.0	1.05	0.32	-0.2	1.06	-0.16	-0.32	2.6086864575703634	2.6014117581518406
CC(Cc1ccc(O)cc1)NBr	0.77	-0.36	-0.14	-0.04	-0.19	-0.05	-0.4	0.09	-0.18	-0.11	0.92	-0.41	1.06	-0.16	-0.32	2.664782957372622	2.588132731054182
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1	0.77	0.88	-0.71	0.81	-0.1	-0.73	-0.87	-0.42	0.64	0.7	-0.09	0.56	-0.94	-0.16	-0.32	2.7106672924501614	2.6859679760273227
CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C	0.77	0.37	-0.1	-0.23	-0.29	0.24	0.28	-0.38	1.85	1.63	0.41	0.7	-0.94	-0.16	-0.32	2.7042792411845356	2.697991690914411
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl	-0.75	3.32	-1.73	-0.95	-0.87	1.02	-0.67	0.01	1.13	1.13	-0.93	4.72	-0.94	-0.16	-0.32	2.7626410582667362	2.7604063623899173
CNC(N)=S	1.54	-1.41	0.79	0.94	0.23	-1.99	-0.35	2.33	-2.08	-2.45	0.09	-1.22	1.06	-0.16	-0.32	2.5945582800022815	2.5912639902795
O=C(O)CCC(=O)c1ccccc1	0.01	-0.07	-0.39	0.48	-0.23	-0.63	-0.33	-0.48	-0.09	0.03	0.75	-0.32	-0.94	-0.16	2.52	2.5923433345820435	2.5882630363992747
COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C	-0.75	0.6	-0.16	0.09	-0.28	0.24	0.25	-0.53	1.66	1.34	0.46	0.4	-0.94	-0.16	-0.32	2.6947367833859928	2.6904036559348894
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO	0.77	0.65	0.25	-0.36	0.49	0.44	0.06	-0.72	1.69	1.31	0.87	0.26	-0.94	-0.16	-0.32	2.7119337041617966	2.70750361103376
