SMILES	SLogP	SLogP_VSA2	ATSC3c	ATSC2c	ATSC4c	SdssC	ATSC1dv	Jhetv	ATSC1p	SLogP_VSA3	observed	predicted
N[C@@H](Cc1c[nH]cn1)C(=O)O	-1.63293	0.64769	0.95119	0.57619	-1.88448	-1.71474	-0.40182	-0.28521	0.34544	1.1428	-4.26	-4.037753623188402
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O	0.03459	1.14895	0.1887	0.83128	-0.49224	-2.61606	-0.5962	-1.08547	-1.08354	1.76263	-3.81	-3.509891304347828
CCC(C)c1ccccc1O	1.031	-0.62118	0.07722	0.13149	0.06912	0.08126	0.33755	0.8538	0.44526	-0.78687	-1.23	-1.236551067328299
CCOCCO	-1.14318	0.52308	0.47586	-0.79847	-0.19818	0.08126	-0.7011	-1.0445	-1.06689	0.02814	-3.5	-3.3941355072463764
c1ccc(Nc2ccccc2)cc1	1.42552	-0.91598	-0.31734	0.21986	-0.05289	0.08126	-0.45823	-1.00625	0.33056	-0.78687	-1.27	-1.240762674802949
Cc1cccc(CO)c1	-0.03588	-0.62118	0.0753	-0.23465	-0.06898	0.08126	-0.44188	0.8129	0.46831	0.34988	-1.78	-1.9251372623753062
CC(CO[N+](=O)[O-])O[N+](=O)[O-]	-1.31144	0.40513	0.48832	0.90113	-1.17703	0.08126	1.04034	-0.17304	-0.52629	0.8778	-2.61	-2.976405797101455
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	0.34208	1.38001	0.97488	-1.11965	0.08617	1.57049	1.94716	-1.35981	2.10626	1.68792	-5.0	-4.758478260869566
CN(C)c1ccccc1	0.16366	-0.10225	-0.06157	-0.49254	-0.03594	0.08126	0.07681	0.16991	-0.73479	-0.78687	-1.7	-1.7671556617953155
COCCO	-1.43661	0.55212	0.61399	-0.98899	-0.12604	0.08126	-0.89479	-1.28888	-1.12458	0.02814	-3.73	-3.6082355072463796
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(O)CC(O)[C@]4(C)[C@H]3CC[C@]12C	1.46757	0.71227	-0.38987	-0.15282	1.23319	3.05076	1.33663	-1.4541	2.14927	0.03806	-3.22	-3.238608695652181
CCCc1ccccc1	0.83047	-0.91598	-0.14201	-0.12099	0.07024	0.08126	-0.21362	0.37484	0.03465	0.31787	-0.98	-1.0922874332570562
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	2.39832	-0.24824	-0.37519	0.0932	0.04653	4.01052	1.89083	-1.46946	1.29342	0.86299	-2.82	-2.568260869565214
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	-0.46404	2.54936	-1.0746	-0.97736	2.70444	-0.49332	0.8057	-2.25586	-0.30561	1.66807	-4.3	-4.131913043478268
Brc1ccccc1	0.68756	-0.91598	-0.11525	-0.07189	0.08072	0.08126	-0.82349	1.3581	0.03465	-0.78687	-0.84	-1.0868600430925182
C=CC#N	-0.63111	-0.91598	0.02495	-0.03064	-0.0402	0.08126	-0.55224	0.80415	-0.26952	-0.78687	-2.87	-2.9064939623178767
O=C(NCCO[N+](=O)[O-])c1cccnc1	-1.1398	0.76568	0.40382	0.47587	-0.55061	-0.52173	0.26446	-1.138	-0.13446	0.04547	-3.66	-3.6412492753623233
CCCCCCCCCO	0.89832	-0.23976	-0.00399	-0.25338	0.08866	0.08126	-0.89888	0.35776	-0.22321	-0.78687	-1.12	-1.1642912455076075
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	-5.21309	5.75063	6.41656	-4.12028	-3.77357	0.08126	-1.36962	-1.26183	0.90844	1.65815	-5.28	-5.004869565217381
Oc1cccc2ccccc12	0.75999	-0.62118	0.09144	0.01182	0.18624	0.08126	-0.50666	0.79115	0.82978	-0.78687	-1.55	-1.516119134368048
C1CCOC1	-0.55528	-0.15314	-0.18462	-0.38572	0.23035	0.08126	-0.65743	-1.15564	-0.65606	0.02814	-2.83	-2.788462053164229
CCc1ccccc1	0.53704	-0.91598	-0.13897	-0.09483	0.00763	0.08126	-0.25342	0.79417	0.03465	0.31787	-1.15	-1.323078177898889
Clc1ccc(Cl)cc1	1.09697	-0.91598	-0.05687	0.0714	-0.09731	0.08126	-0.80886	1.29289	0.03465	-0.78687	-1.17	-1.1657997905857176
CC(Cl)(Cl)Cl	0.63295	-0.69704	-0.19905	0.27816	0.08079	0.08126	-0.88304	1.52398	-0.00514	-0.78687	-2.35	-2.0257116632160086
Cc1ccccc1O	0.12456	-0.62118	0.1691	0.18055	-0.45868	0.08126	-0.23316	1.10732	0.48632	-0.78687	-1.8	-1.8374409466137738
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	0.66477	2.41227	0.8904	-1.09237	0.89192	0.23552	3.608	-1.67996	1.31779	2.493	-5.4	-4.925391304347821
ClC=C(Cl)Cl	0.72712	-0.91598	-0.07797	-0.0485	0.08079	0.24098	-0.99176	1.7767	0.02569	-0.78687	-1.92	-1.7569794248803179
NC(N)=O	-1.8889	-0.5678	-2.17783	3.48314	0.67664	-1.40577	-0.64341	-0.48606	0.04043	-0.78687	-3.83	-3.6886086956521713
CC(=O)OCC(=O)[C@@]12OC(C)(C)OC1C[C@H]1[C@@H]3CC(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)C[C@@]12C	1.055	2.81837	0.54407	-0.26972	-0.22752	-2.62994	4.55458	-1.7592	0.30413	4.13293	-2.77	-3.275536231884057
CCOCCOCCO	-1.1307	1.28592	0.97825	-1.51551	-0.20521	0.08126	-0.56827	-0.68558	-1.75447	0.84314	-3.88	-3.6936586956521706
BrC(Br)Br	0.69177	-0.76324	-0.08725	0.00096	0.08079	0.08126	-1.05537	0.94824	-0.42315	-0.78687	-2.37	-2.0928399346603968
